session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 1,Female,disabled,STEMM,Agriculture,Animal Science,3,3
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 1,Female,disabled,STEMM,Physical Sciences,Chemistry,10,9
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 1,Male,all,Non-STEMM,Social Sciences,Accountancy/Accounting,2233,2045
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 1,Male,all,STEMM,Agriculture,Animal Science,39,36
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 1,Male,all,STEMM,Physical Sciences,Chemistry,159,146
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 1,Male,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,183,167
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 1,Male,disabled,STEMM,Agriculture,Animal Science,3,3
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 1,Male,disabled,STEMM,Physical Sciences,Chemistry,13,12
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Female,all,Non-STEMM,Social Sciences,Accountancy/Accounting,2324,2129
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Female,all,STEMM,Agriculture,Animal Science,30,27
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Female,all,STEMM,Physical Sciences,Chemistry,125,114
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Female,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,190,173
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Female,disabled,STEMM,Agriculture,Animal Science,2,2
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Female,disabled,STEMM,Physical Sciences,Chemistry,10,9
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Male,all,Non-STEMM,Social Sciences,Accountancy/Accounting,2232,2044
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Male,all,STEMM,Agriculture,Animal Science,40,37
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Male,all,STEMM,Physical Sciences,Chemistry,159,146
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Male,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,183,167
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Male,disabled,STEMM,Agriculture,Animal Science,3,3
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 2,Male,disabled,STEMM,Physical Sciences,Chemistry,13,12
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Female,all,Non-STEMM,Social Sciences,Accountancy/Accounting,2323,2128
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Female,all,STEMM,Agriculture,Animal Science,31,28
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Female,all,STEMM,Physical Sciences,Chemistry,125,114
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Female,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,190,173
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Female,disabled,STEMM,Agriculture,Animal Science,2,2
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Female,disabled,STEMM,Physical Sciences,Chemistry,10,9
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Male,all,Non-STEMM,Social Sciences,Accountancy/Accounting,2232,2044
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Male,all,STEMM,Agriculture,Animal Science,39,36
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Male,all,STEMM,Physical Sciences,Chemistry,160,147
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Male,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,182,166
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Male,disabled,STEMM,Agriculture,Animal Science,3,3
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 3,Male,disabled,STEMM,Physical Sciences,Chemistry,13,12
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Female,all,Non-STEMM,Social Sciences,Accountancy/Accounting,2323,2128
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Female,all,STEMM,Agriculture,Animal Science,31,28
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Female,all,STEMM,Physical Sciences,Chemistry,125,114
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Female,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,190,173
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Female,disabled,STEMM,Agriculture,Animal Science,2,2
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Female,disabled,STEMM,Physical Sciences,Chemistry,9,8
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Male,all,Non-STEMM,Social Sciences,Accountancy/Accounting,2232,2044
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Male,all,STEMM,Agriculture,Animal Science,39,36
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Male,all,STEMM,Physical Sciences,Chemistry,160,147
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Male,disabled,Non-STEMM,Social Sciences,Accountancy/Accounting,182,166
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Male,disabled,STEMM,Agriculture,Animal Science,3,3
2022/2023,South South,Delta,Oshimili South,University,Other University Admissions - Delta 4,Male,disabled,STEMM,Physical Sciences,Chemistry,12,11
2022/2023,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Female,all,STEMM,Environmental Sciences,Architecture,1099,1007
2022/2023,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,95,87
2022/2023,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Female,disabled,STEMM,Environmental Sciences,Architecture,87,79
2022/2023,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,7,6
2022/2023,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Male,all,STEMM,Environmental Sciences,Architecture,1400,1282
2022/2023,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,123,113
2022/2023,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Male,disabled,STEMM,Environmental Sciences,Architecture,112,102
2022/2023,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,9,8
2022/2023,South South,Delta,Warri North,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,6,5
2022/2023,South South,Delta,Warri North,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,9,8
2022/2023,South South,Delta,Warri North,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,8,7
2022/2023,South South,Delta,Warri North,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,11,10
2022/2023,South South,Delta,Warri North,University,"Western Delta University, Oghara, Delta State",Female,all,STEMM,Medicine / Health Sciences,Physiology,64,59
2022/2023,South South,Delta,Warri North,University,"Western Delta University, Oghara, Delta State",Female,disabled,STEMM,Medicine / Health Sciences,Physiology,5,4
2022/2023,South South,Delta,Warri North,University,"Western Delta University, Oghara, Delta State",Male,all,STEMM,Medicine / Health Sciences,Physiology,45,41
2022/2023,South South,Delta,Warri North,University,"Western Delta University, Oghara, Delta State",Male,disabled,STEMM,Medicine / Health Sciences,Physiology,3,3
2022/2023,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Female,all,Non-STEMM,ART,Philosophy,730,669
2022/2023,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Female,all,STEMM,Physical Sciences,Industrial Chemistry,92,84
2022/2023,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Female,disabled,Non-STEMM,ART,Philosophy,58,53
2022/2023,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,7,6
2022/2023,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Male,all,Non-STEMM,ART,Philosophy,647,593
2022/2023,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Male,all,STEMM,Physical Sciences,Industrial Chemistry,119,109
2022/2023,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Male,disabled,Non-STEMM,ART,Philosophy,51,46
2022/2023,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,9,8
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Quantity Surveying,56,51
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,4,4
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Quantity Surveying,72,66
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,6,5
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Quantity Surveying,56,51
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,4,4
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Quantity Surveying,71,65
2022/2023,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,5,4
2022/2023,South South,Delta,Warri South,University,"Edwin Clark University, Kiagbodo, Delta State",Female,all,STEMM,Medicine / Health Sciences,Physiology,73,67
2022/2023,South South,Delta,Warri South,University,"Edwin Clark University, Kiagbodo, Delta State",Female,disabled,STEMM,Medicine / Health Sciences,Physiology,5,4
2022/2023,South South,Delta,Warri South,University,"Edwin Clark University, Kiagbodo, Delta State",Male,all,STEMM,Medicine / Health Sciences,Physiology,52,48
2022/2023,South South,Delta,Warri South,University,"Edwin Clark University, Kiagbodo, Delta State",Male,disabled,STEMM,Medicine / Health Sciences,Physiology,4,4
2022/2023,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,38,35
2022/2023,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,50,46
2022/2023,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,4,4
2022/2023,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,39,36
2022/2023,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,50,46
2022/2023,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,all,Non-STEMM,ART,Linguistics,1102,1009
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,all,Non-STEMM,ART,Philosophy,251,230
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,all,Non-STEMM,Social Sciences,Business Administration,5022,4600
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,disabled,Non-STEMM,ART,Linguistics,88,80
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,disabled,Non-STEMM,ART,Philosophy,20,18
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,disabled,Non-STEMM,Social Sciences,Business Administration,407,371
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,all,Non-STEMM,ART,Linguistics,976,894
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,all,Non-STEMM,ART,Philosophy,222,203
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,all,Non-STEMM,Social Sciences,Business Administration,4825,4419
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,disabled,Non-STEMM,ART,Linguistics,78,71
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,disabled,Non-STEMM,ART,Philosophy,17,15
2022/2023,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,disabled,Non-STEMM,Social Sciences,Business Administration,391,356
2022/2023,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Female,all,STEMM,Engineering,Chemical Engineering,766,702
2022/2023,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,76,70
2022/2023,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Female,disabled,STEMM,Engineering,Chemical Engineering,61,56
2022/2023,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,6,5
2022/2023,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Male,all,STEMM,Engineering,Chemical Engineering,1058,969
2022/2023,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,97,89
2022/2023,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Male,disabled,STEMM,Engineering,Chemical Engineering,84,76
2022/2023,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,7,6
2022/2023,South South,Edo,Oredo,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,5,5
2022/2023,South South,Edo,Oredo,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,8,7
2022/2023,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Female,all,STEMM,Mathematics / Statistics,Mathematics,484,443
2022/2023,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Female,all,STEMM,Physical Sciences,Industrial Chemistry,35,32
2022/2023,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,38,35
2022/2023,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,2,2
2022/2023,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Male,all,STEMM,Mathematics / Statistics,Mathematics,617,565
2022/2023,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Male,all,STEMM,Physical Sciences,Industrial Chemistry,46,42
2022/2023,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Male,disabled,STEMM,Mathematics / Statistics,Mathematics,49,45
2022/2023,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,3,3
2022/2023,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Female,all,Non-STEMM,ART,Theology,395,362
2022/2023,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Female,all,STEMM,Environmental Sciences,Estate Management,11,10
2022/2023,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Female,disabled,Non-STEMM,ART,Theology,31,28
2022/2023,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Male,all,Non-STEMM,ART,Theology,350,321
2022/2023,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Male,all,STEMM,Environmental Sciences,Estate Management,15,14
2022/2023,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Male,disabled,Non-STEMM,ART,Theology,27,25
2022/2023,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South South,Edo,Owan East,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,18,16
2022/2023,South South,Edo,Owan East,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South South,Edo,Owan East,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,24,22
2022/2023,South South,Edo,Owan East,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South South,Edo,Owan East,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,4,4
2022/2023,South South,Edo,Owan East,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,6,5
2022/2023,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,42,38
2022/2023,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,54,49
2022/2023,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,4,4
2022/2023,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,42,38
2022/2023,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,53,49
2022/2023,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,4,4
2022/2023,South South,Rivers,Bonny,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,6,5
2022/2023,South South,Rivers,Bonny,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,8,7
2022/2023,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Female,all,STEMM,Engineering,Electrical and Electronics Engineering,3887,3560
2022/2023,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Female,all,STEMM,Medicine / Health Sciences,Anatomy,139,127
2022/2023,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Female,disabled,STEMM,Engineering,Electrical and Electronics Engineering,314,286
2022/2023,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,11,10
2022/2023,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Male,all,STEMM,Engineering,Electrical and Electronics Engineering,5369,4918
2022/2023,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Male,all,STEMM,Medicine / Health Sciences,Anatomy,100,92
2022/2023,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Male,disabled,STEMM,Engineering,Electrical and Electronics Engineering,436,397
2022/2023,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,7,6
2022/2023,South South,Rivers,Eleme,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,19,17
2022/2023,South South,Rivers,Eleme,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2022/2023,South South,Rivers,Eleme,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,26,24
2022/2023,South South,Rivers,Eleme,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,2,2
2022/2023,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Female,all,STEMM,Engineering,Petroleum Engineering,357,327
2022/2023,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,39,36
2022/2023,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Female,disabled,STEMM,Engineering,Petroleum Engineering,28,25
2022/2023,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Male,all,STEMM,Engineering,Petroleum Engineering,493,452
2022/2023,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,50,46
2022/2023,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Male,disabled,STEMM,Engineering,Petroleum Engineering,39,35
2022/2023,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,3,3
2022/2023,South South,Rivers,Obio/Akpor,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,4,4
2022/2023,South South,Rivers,Obio/Akpor,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,7,6
2022/2023,South South,Rivers,Okrika,College of Education,Other College of Education Admissions - Rivers 1,Female,all,STEMM,Physical Sciences,Industrial Chemistry,297,272
2022/2023,South South,Rivers,Okrika,College of Education,Other College of Education Admissions - Rivers 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,23,21
2022/2023,South South,Rivers,Okrika,College of Education,Other College of Education Admissions - Rivers 1,Male,all,STEMM,Physical Sciences,Industrial Chemistry,379,347
2022/2023,South South,Rivers,Okrika,College of Education,Other College of Education Admissions - Rivers 1,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,30,27
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Female,all,Non-STEMM,ART,Law,1325,1214
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Female,all,Non-STEMM,ART,Theatre Arts,421,386
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Female,all,STEMM,Medicine / Health Sciences,Anatomy,44,40
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Female,disabled,Non-STEMM,ART,Law,107,97
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Female,disabled,Non-STEMM,ART,Theatre Arts,34,31
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,4,4
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Male,all,Non-STEMM,ART,Law,1174,1075
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Male,all,Non-STEMM,ART,Theatre Arts,373,342
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Male,all,STEMM,Medicine / Health Sciences,Anatomy,31,28
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Male,disabled,Non-STEMM,ART,Law,95,87
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Male,disabled,Non-STEMM,ART,Theatre Arts,30,27
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,3,3
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Female,all,Non-STEMM,ART,Law,1324,1213
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Female,all,Non-STEMM,ART,Theatre Arts,420,385
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Female,all,STEMM,Medicine / Health Sciences,Anatomy,45,41
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Female,disabled,Non-STEMM,ART,Law,107,97
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Female,disabled,Non-STEMM,ART,Theatre Arts,33,30
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,3,3
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Male,all,Non-STEMM,ART,Law,1174,1075
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Male,all,Non-STEMM,ART,Theatre Arts,372,341
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Male,all,STEMM,Medicine / Health Sciences,Anatomy,32,29
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Male,disabled,Non-STEMM,ART,Law,94,86
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Male,disabled,Non-STEMM,ART,Theatre Arts,29,26
2022/2023,South South,Rivers,Port-Harcourt,University,Other University Admissions - Rivers 2,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,2,2
2022/2023,South West,Ekiti,Ado-Ekiti,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,12,11
