session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2024/2025,North East,Bauchi,Misau,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,Non-STEMM,Education,Adult Education,5,3,3
2024/2025,North East,Bauchi,Misau,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,Non-STEMM,Languages,French,3,3,3
2024/2025,North East,Bauchi,Misau,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,Non-STEMM,Social Sciences,Banking and Finance,5,3,3
2024/2025,North East,Bauchi,Misau,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,Non-STEMM,Social Sciences,Geography,5,5,3
2024/2025,North East,Bauchi,Misau,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,STEMM,Computing / ICT,Computer Science,3,3,3
2024/2025,North East,Bauchi,Misau,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,3,3,3
2024/2025,North East,Bauchi,Misau,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,STEMM,Medicine / Health Sciences,Nursing Science,5,3,3
2024/2025,North East,Bauchi,Misau,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,STEMM,Medicine / Health Sciences,Physiotherapy,5,3,3
2024/2025,North East,Bauchi,Misau,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,STEMM,Science,Geology,5,5,3
2024/2025,North East,Bauchi,Ningi,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Arts / Humanities,Religious Studies,20,18,15
2024/2025,North East,Bauchi,Ningi,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Education,Educational Technology,28,23,20
2024/2025,North East,Bauchi,Ningi,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Languages,Hausa,20,18,18
2024/2025,North East,Bauchi,Ningi,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Social Sciences,Criminology,25,23,20
2024/2025,North East,Bauchi,Ningi,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Social Sciences,Mass Communication,15,13,13
2024/2025,North East,Bauchi,Ningi,Polytechnic,Bauchi State Polytechnic,Female,all,Non-STEMM,Social Sciences,Banking and Finance,31,25,23
2024/2025,North East,Bauchi,Ningi,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Engineering,Chemical Engineering,36,31,28
2024/2025,North East,Bauchi,Ningi,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Statistics,28,25,23
2024/2025,North East,Bauchi,Ningi,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Science,Industrial Chemistry,46,41,36
2024/2025,North East,Bauchi,Ningi,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Communication / Media,Broadcasting,43,36,33
2024/2025,North East,Bauchi,Ningi,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Education,Adult Education,46,36,33
2024/2025,North East,Bauchi,Ningi,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Languages,French,25,23,20
2024/2025,North East,Bauchi,Ningi,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Social Sciences,Banking and Finance,43,38,36
2024/2025,North East,Bauchi,Ningi,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Social Sciences,Geography,38,33,31
2024/2025,North East,Bauchi,Ningi,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Computing / ICT,Computer Science,41,36,31
2024/2025,North East,Bauchi,Ningi,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Mathematics / Statistics,Applied Mathematics,36,33,31
2024/2025,North East,Bauchi,Ningi,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Medicine / Health Sciences,Nursing Science,25,20,20
2024/2025,North East,Bauchi,Ningi,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Medicine / Health Sciences,Physiotherapy,38,31,25
2024/2025,North East,Bauchi,Ningi,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Science,Geology,43,36,33
2024/2025,North East,Bauchi,Shira,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Arts / Humanities,Religious Studies,5,3,3
2024/2025,North East,Bauchi,Shira,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Education,Educational Technology,3,3,3
2024/2025,North East,Bauchi,Shira,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Languages,Hausa,3,3,3
2024/2025,North East,Bauchi,Shira,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Social Sciences,Criminology,3,3,3
2024/2025,North East,Bauchi,Shira,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Social Sciences,Mass Communication,5,3,3
2024/2025,North East,Bauchi,Shira,College of Education,"College of Education, Katagum",Female,disabled,Non-STEMM,Arts / Humanities,Religious Studies,5,3,3
2024/2025,North East,Bauchi,Shira,College of Education,"College of Education, Katagum",Female,disabled,Non-STEMM,Education,Educational Technology,3,3,3
2024/2025,North East,Bauchi,Shira,College of Education,"College of Education, Katagum",Female,disabled,Non-STEMM,Languages,Hausa,3,3,3
2024/2025,North East,Bauchi,Shira,College of Education,"College of Education, Katagum",Female,disabled,Non-STEMM,Social Sciences,Criminology,3,3,3
2024/2025,North East,Bauchi,Shira,College of Education,"College of Education, Katagum",Female,disabled,Non-STEMM,Social Sciences,Mass Communication,5,3,3
2024/2025,North East,Bauchi,Shira,Polytechnic,Bauchi State Polytechnic,Female,all,Non-STEMM,Social Sciences,Banking and Finance,5,3,3
2024/2025,North East,Bauchi,Shira,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Engineering,Chemical Engineering,5,3,3
2024/2025,North East,Bauchi,Shira,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Statistics,3,3,3
2024/2025,North East,Bauchi,Shira,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Science,Industrial Chemistry,5,3,3
2024/2025,North East,Bauchi,Shira,Polytechnic,Bauchi State Polytechnic,Female,disabled,Non-STEMM,Social Sciences,Banking and Finance,5,3,3
2024/2025,North East,Bauchi,Shira,Polytechnic,Bauchi State Polytechnic,Female,disabled,STEMM,Engineering,Chemical Engineering,5,3,3
2024/2025,North East,Bauchi,Shira,Polytechnic,Bauchi State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Statistics,3,3,3
2024/2025,North East,Bauchi,Shira,Polytechnic,Bauchi State Polytechnic,Female,disabled,STEMM,Science,Industrial Chemistry,5,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Communication / Media,Broadcasting,5,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Education,Adult Education,5,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Languages,French,3,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Social Sciences,Banking and Finance,3,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Social Sciences,Geography,5,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Computing / ICT,Computer Science,3,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Mathematics / Statistics,Applied Mathematics,3,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Medicine / Health Sciences,Nursing Science,5,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Medicine / Health Sciences,Physiotherapy,5,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Science,Geology,5,5,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,Non-STEMM,Communication / Media,Broadcasting,5,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,Non-STEMM,Education,Adult Education,5,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,Non-STEMM,Languages,French,3,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,Non-STEMM,Social Sciences,Banking and Finance,3,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,Non-STEMM,Social Sciences,Geography,5,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,STEMM,Computing / ICT,Computer Science,3,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,3,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,STEMM,Medicine / Health Sciences,Nursing Science,5,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,STEMM,Medicine / Health Sciences,Physiotherapy,5,3,3
2024/2025,North East,Bauchi,Shira,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,STEMM,Science,Geology,5,5,3
2024/2025,North East,Bauchi,Tafawa-Balewa,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Business / Administration / Law,Insurance,31,25,23
2024/2025,North East,Bauchi,Tafawa-Balewa,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Communication / Media,Broadcasting,20,18,18
2024/2025,North East,Bauchi,Tafawa-Balewa,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Education,Educational Management,25,20,18
2024/2025,North East,Bauchi,Tafawa-Balewa,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Languages,Linguistics,15,10,10
2024/2025,North East,Bauchi,Tafawa-Balewa,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Social Sciences,Sociology,23,18,15
2024/2025,North East,Bauchi,Tafawa-Balewa,Polytechnic,Bauchi State Polytechnic,Male,all,Non-STEMM,Business / Administration / Law,Insurance,51,43,38
2024/2025,North East,Bauchi,Tafawa-Balewa,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Engineering,Mechanical Engineering,25,23,20
2024/2025,North East,Bauchi,Tafawa-Balewa,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Applied Mathematics,36,31,28
2024/2025,North East,Bauchi,Tafawa-Balewa,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Science,Geology,41,33,28
2024/2025,North East,Bauchi,Tafawa-Balewa,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Technology / ICT,Cybersecurity,36,31,25
2024/2025,North East,Bauchi,Tafawa-Balewa,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Arts,English and Literary Studies,36,31,25
2024/2025,North East,Bauchi,Tafawa-Balewa,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Business / Administration / Law,Insurance,56,48,41
2024/2025,North East,Bauchi,Tafawa-Balewa,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Education,Primary Education Studies,41,33,28
2024/2025,North East,Bauchi,Tafawa-Balewa,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Languages,Hausa,33,25,25
2024/2025,North East,Bauchi,Tafawa-Balewa,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Social Sciences,International Relations,43,33,31
2024/2025,North East,Bauchi,Tafawa-Balewa,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Social Sciences,Mass Communication,23,18,18
2024/2025,North East,Bauchi,Tafawa-Balewa,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Engineering,Mechatronics Engineering,41,33,31
2024/2025,North East,Bauchi,Tafawa-Balewa,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Mathematics / Statistics,Mathematics,33,25,23
2024/2025,North East,Bauchi,Tafawa-Balewa,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Medicine / Health Sciences,Medical Laboratory Science,31,25,25
2024/2025,North East,Bauchi,Tafawa-Balewa,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Science,Industrial Chemistry,43,38,33
2024/2025,North East,Bauchi,Tafawa-Balewa,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Science,Plant Science,56,51,48
2024/2025,North East,Bauchi,Toro,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Business / Administration / Law,Insurance,5,3,3
2024/2025,North East,Bauchi,Toro,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Communication / Media,Broadcasting,3,3,3
2024/2025,North East,Bauchi,Toro,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Education,Educational Management,5,3,3
2024/2025,North East,Bauchi,Toro,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Languages,Linguistics,3,3,3
2024/2025,North East,Bauchi,Toro,College of Education,"College of Education, Katagum",Male,all,Non-STEMM,Social Sciences,Sociology,5,3,3
2024/2025,North East,Bauchi,Toro,College of Education,"College of Education, Katagum",Male,disabled,Non-STEMM,Business / Administration / Law,Insurance,5,3,3
2024/2025,North East,Bauchi,Toro,College of Education,"College of Education, Katagum",Male,disabled,Non-STEMM,Communication / Media,Broadcasting,3,3,3
2024/2025,North East,Bauchi,Toro,College of Education,"College of Education, Katagum",Male,disabled,Non-STEMM,Education,Educational Management,5,3,3
2024/2025,North East,Bauchi,Toro,College of Education,"College of Education, Katagum",Male,disabled,Non-STEMM,Languages,Linguistics,3,3,3
2024/2025,North East,Bauchi,Toro,College of Education,"College of Education, Katagum",Male,disabled,Non-STEMM,Social Sciences,Sociology,5,3,3
2024/2025,North East,Bauchi,Toro,Polytechnic,Bauchi State Polytechnic,Male,all,Non-STEMM,Business / Administration / Law,Insurance,5,3,3
2024/2025,North East,Bauchi,Toro,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Engineering,Mechanical Engineering,5,3,3
2024/2025,North East,Bauchi,Toro,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Applied Mathematics,5,3,3
2024/2025,North East,Bauchi,Toro,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Science,Geology,5,3,3
2024/2025,North East,Bauchi,Toro,Polytechnic,Bauchi State Polytechnic,Male,all,STEMM,Technology / ICT,Cybersecurity,5,3,3
2024/2025,North East,Bauchi,Toro,Polytechnic,Bauchi State Polytechnic,Male,disabled,Non-STEMM,Business / Administration / Law,Insurance,5,3,3
2024/2025,North East,Bauchi,Toro,Polytechnic,Bauchi State Polytechnic,Male,disabled,STEMM,Engineering,Mechanical Engineering,5,3,3
2024/2025,North East,Bauchi,Toro,Polytechnic,Bauchi State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,5,3,3
2024/2025,North East,Bauchi,Toro,Polytechnic,Bauchi State Polytechnic,Male,disabled,STEMM,Science,Geology,5,3,3
2024/2025,North East,Bauchi,Toro,Polytechnic,Bauchi State Polytechnic,Male,disabled,STEMM,Technology / ICT,Cybersecurity,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Arts,English and Literary Studies,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Business / Administration / Law,Insurance,3,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Education,Primary Education Studies,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Languages,Hausa,3,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Social Sciences,International Relations,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,Non-STEMM,Social Sciences,Mass Communication,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Engineering,Mechatronics Engineering,3,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Mathematics / Statistics,Mathematics,3,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Medicine / Health Sciences,Medical Laboratory Science,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Science,Industrial Chemistry,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,all,STEMM,Science,Plant Science,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,Non-STEMM,Arts,English and Literary Studies,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,Non-STEMM,Business / Administration / Law,Insurance,3,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,Non-STEMM,Education,Primary Education Studies,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,Non-STEMM,Languages,Hausa,3,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,Non-STEMM,Social Sciences,International Relations,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,Non-STEMM,Social Sciences,Mass Communication,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,STEMM,Engineering,Mechatronics Engineering,3,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,STEMM,Mathematics / Statistics,Mathematics,3,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,STEMM,Science,Industrial Chemistry,5,3,3
2024/2025,North East,Bauchi,Toro,University,"Abubakar Tafawa Balewa University, Bauchi",Male,disabled,STEMM,Science,Plant Science,5,3,3
2024/2025,North East,Bauchi,Warji,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Business / Administration / Law,Insurance,28,25,23
2024/2025,North East,Bauchi,Warji,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Communication / Media,Broadcasting,18,15,13
2024/2025,North East,Bauchi,Warji,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Education,Educational Management,23,18,15
2024/2025,North East,Bauchi,Warji,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Languages,Linguistics,15,13,13
2024/2025,North East,Bauchi,Warji,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Social Sciences,Sociology,20,18,15
2024/2025,North East,Bauchi,Warji,Polytechnic,Bauchi State Polytechnic,Female,all,Non-STEMM,Business / Administration / Law,Insurance,41,36,33
2024/2025,North East,Bauchi,Warji,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Engineering,Mechanical Engineering,28,25,23
2024/2025,North East,Bauchi,Warji,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Applied Mathematics,33,28,28
2024/2025,North East,Bauchi,Warji,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Science,Geology,36,25,25
2024/2025,North East,Bauchi,Warji,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Technology / ICT,Cybersecurity,33,25,25
2024/2025,North East,Bauchi,Warji,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Arts,English and Literary Studies,31,25,25
2024/2025,North East,Bauchi,Warji,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Business / Administration / Law,Insurance,46,41,38
2024/2025,North East,Bauchi,Warji,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Education,Primary Education Studies,38,31,28
2024/2025,North East,Bauchi,Warji,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Languages,Hausa,31,23,20
2024/2025,North East,Bauchi,Warji,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Social Sciences,International Relations,41,31,28
2024/2025,North East,Bauchi,Warji,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Social Sciences,Mass Communication,23,20,18
2024/2025,North East,Bauchi,Warji,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Engineering,Mechatronics Engineering,38,31,25
2024/2025,North East,Bauchi,Warji,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Mathematics / Statistics,Mathematics,31,23,20
2024/2025,North East,Bauchi,Warji,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Medicine / Health Sciences,Medical Laboratory Science,33,28,25
2024/2025,North East,Bauchi,Warji,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Science,Industrial Chemistry,46,41,36
2024/2025,North East,Bauchi,Warji,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Science,Plant Science,51,46,41
2024/2025,North East,Bauchi,Zaki,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Business / Administration / Law,Insurance,5,5,3
2024/2025,North East,Bauchi,Zaki,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Communication / Media,Broadcasting,3,3,3
2024/2025,North East,Bauchi,Zaki,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Education,Educational Management,5,3,3
2024/2025,North East,Bauchi,Zaki,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Languages,Linguistics,5,3,3
2024/2025,North East,Bauchi,Zaki,College of Education,"College of Education, Katagum",Female,all,Non-STEMM,Social Sciences,Sociology,5,3,3
2024/2025,North East,Bauchi,Zaki,College of Education,"College of Education, Katagum",Female,disabled,Non-STEMM,Business / Administration / Law,Insurance,5,5,3
2024/2025,North East,Bauchi,Zaki,College of Education,"College of Education, Katagum",Female,disabled,Non-STEMM,Communication / Media,Broadcasting,3,3,3
2024/2025,North East,Bauchi,Zaki,College of Education,"College of Education, Katagum",Female,disabled,Non-STEMM,Education,Educational Management,5,3,3
2024/2025,North East,Bauchi,Zaki,College of Education,"College of Education, Katagum",Female,disabled,Non-STEMM,Languages,Linguistics,5,3,3
2024/2025,North East,Bauchi,Zaki,College of Education,"College of Education, Katagum",Female,disabled,Non-STEMM,Social Sciences,Sociology,5,3,3
2024/2025,North East,Bauchi,Zaki,Polytechnic,Bauchi State Polytechnic,Female,all,Non-STEMM,Business / Administration / Law,Insurance,5,3,3
2024/2025,North East,Bauchi,Zaki,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Engineering,Mechanical Engineering,5,3,3
2024/2025,North East,Bauchi,Zaki,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Applied Mathematics,5,3,3
2024/2025,North East,Bauchi,Zaki,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Science,Geology,3,3,3
2024/2025,North East,Bauchi,Zaki,Polytechnic,Bauchi State Polytechnic,Female,all,STEMM,Technology / ICT,Cybersecurity,5,3,3
2024/2025,North East,Bauchi,Zaki,Polytechnic,Bauchi State Polytechnic,Female,disabled,Non-STEMM,Business / Administration / Law,Insurance,5,3,3
2024/2025,North East,Bauchi,Zaki,Polytechnic,Bauchi State Polytechnic,Female,disabled,STEMM,Engineering,Mechanical Engineering,5,3,3
2024/2025,North East,Bauchi,Zaki,Polytechnic,Bauchi State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,5,3,3
2024/2025,North East,Bauchi,Zaki,Polytechnic,Bauchi State Polytechnic,Female,disabled,STEMM,Science,Geology,3,3,3
2024/2025,North East,Bauchi,Zaki,Polytechnic,Bauchi State Polytechnic,Female,disabled,STEMM,Technology / ICT,Cybersecurity,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Arts,English and Literary Studies,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Business / Administration / Law,Insurance,3,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Education,Primary Education Studies,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Languages,Hausa,3,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Social Sciences,International Relations,5,5,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,Non-STEMM,Social Sciences,Mass Communication,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Engineering,Mechatronics Engineering,3,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Mathematics / Statistics,Mathematics,3,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Medicine / Health Sciences,Medical Laboratory Science,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Science,Industrial Chemistry,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,all,STEMM,Science,Plant Science,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,Non-STEMM,Arts,English and Literary Studies,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,Non-STEMM,Business / Administration / Law,Insurance,3,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,Non-STEMM,Education,Primary Education Studies,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,Non-STEMM,Languages,Hausa,3,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,Non-STEMM,Social Sciences,International Relations,5,5,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,Non-STEMM,Social Sciences,Mass Communication,5,3,3
2024/2025,North East,Bauchi,Zaki,University,"Abubakar Tafawa Balewa University, Bauchi",Female,disabled,STEMM,Engineering,Mechatronics Engineering,3,3,3
