session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2022/2023,South West,Ekiti,Emure,Ida Mudu I,"Unity College, Emure",Male,ALL,NECO,College of Education,133,131,76,29,27,2,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu I,"Unity College, Emure",Male,ALL,WAEC,College of Education,171,168,98,32,28,4,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu I,"Unity College, Emure",Male,Disabled,NABTEB,College of Education,10,10,5,4,4,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu I,"Unity College, Emure",Male,Disabled,NECO,College of Education,13,13,7,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu I,"Unity College, Emure",Male,Disabled,WAEC,College of Education,18,18,10,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Female,ALL,NABTEB,College of Education,80,79,49,18,15,3,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Female,ALL,NECO,College of Education,167,165,103,46,40,6,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Female,ALL,WAEC,College of Education,233,230,139,49,43,6,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Female,Disabled,NABTEB,College of Education,10,10,5,4,4,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Female,Disabled,NECO,College of Education,16,16,9,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Female,Disabled,WAEC,College of Education,23,23,12,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Male,ALL,NABTEB,College of Education,106,104,64,21,18,3,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Male,ALL,NECO,College of Education,220,217,129,43,37,6,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Male,ALL,WAEC,College of Education,307,302,175,59,54,5,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Male,Disabled,NABTEB,College of Education,10,10,5,4,4,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Male,Disabled,NECO,College of Education,24,24,13,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Community Secondary School, Ida Mudu II",Male,Disabled,WAEC,College of Education,31,31,16,5,6,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Female,ALL,NABTEB,Polytechnic,70,69,39,14,11,3,1.7
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Female,ALL,NECO,Polytechnic,162,160,94,39,34,5,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Female,ALL,WAEC,Polytechnic,176,173,104,43,40,3,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Female,Disabled,NABTEB,Polytechnic,10,10,5,4,4,0,1.7
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Female,Disabled,NECO,Polytechnic,18,18,11,3,3,0,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Female,Disabled,WAEC,Polytechnic,23,23,14,5,6,0,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Male,ALL,NABTEB,Polytechnic,80,79,49,18,15,3,1.7
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Male,ALL,NECO,Polytechnic,151,149,87,33,27,6,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Male,ALL,WAEC,Polytechnic,189,186,108,40,37,3,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Male,Disabled,NABTEB,Polytechnic,10,10,5,4,4,0,1.7
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Male,Disabled,NECO,Polytechnic,18,18,11,3,4,0,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Comprehensive High School, Ida Mudu II",Male,Disabled,WAEC,Polytechnic,23,23,14,5,6,0,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Female,ALL,NABTEB,University,88,87,47,18,15,3,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Female,ALL,NECO,University,173,170,92,33,27,6,1.5
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Female,ALL,WAEC,University,223,220,120,43,40,3,1.5
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Female,Disabled,NABTEB,University,10,10,5,4,4,0,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Female,Disabled,NECO,University,21,21,11,3,3,0,1.5
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Female,Disabled,WAEC,University,26,26,14,5,6,0,1.5
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Male,ALL,NABTEB,University,85,84,47,14,11,3,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Male,ALL,NECO,University,156,154,85,26,24,2,1.5
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Male,ALL,WAEC,University,202,199,106,30,25,5,1.5
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Male,Disabled,NABTEB,University,10,10,5,0,0,0,1.6
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Male,Disabled,NECO,University,18,18,11,3,4,0,1.5
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Government Secondary School, Ida Mudu II",Male,Disabled,WAEC,University,23,23,12,3,3,0,1.5
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Female,ALL,NABTEB,College of Education,78,77,47,18,15,3,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Female,ALL,NECO,College of Education,128,126,76,33,30,3,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Female,ALL,WAEC,College of Education,192,189,114,38,34,4,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Female,Disabled,NABTEB,College of Education,10,10,5,4,4,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Female,Disabled,NECO,College of Education,13,13,7,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Female,Disabled,WAEC,College of Education,21,21,12,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Male,ALL,NABTEB,College of Education,88,87,54,18,15,3,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Male,ALL,NECO,College of Education,159,157,90,36,34,2,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Male,ALL,WAEC,College of Education,223,220,134,46,40,6,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Male,Disabled,NABTEB,College of Education,10,10,5,4,4,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Male,Disabled,NECO,College of Education,16,16,9,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Ida Mudu II,"Unity College, Emure",Male,Disabled,WAEC,College of Education,23,23,14,5,6,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Female,ALL,NABTEB,University,55,54,30,14,15,0,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Female,ALL,NECO,University,104,102,57,20,17,3,1.5
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Female,ALL,WAEC,University,113,111,62,22,20,2,1.5
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Female,Disabled,NABTEB,University,10,10,5,3,4,0,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Female,Disabled,NECO,University,13,13,7,3,3,0,1.5
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Female,Disabled,WAEC,University,13,13,6,3,3,0,1.5
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Male,ALL,NABTEB,University,60,59,32,7,7,0,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Male,ALL,NECO,University,114,112,63,23,20,3,1.5
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Male,ALL,WAEC,University,141,139,80,24,23,1,1.5
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Male,Disabled,NABTEB,University,10,10,5,0,0,0,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Male,Disabled,NECO,University,13,13,7,3,3,0,1.5
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Community Secondary School, Odo Emure I",Male,Disabled,WAEC,University,15,15,8,3,3,0,1.5
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Female,ALL,NABTEB,College of Education,121,119,69,25,22,3,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Female,ALL,NECO,College of Education,228,225,135,59,50,9,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Female,ALL,WAEC,College of Education,257,253,147,57,51,6,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Female,Disabled,NABTEB,College of Education,10,10,5,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Female,Disabled,NECO,College of Education,18,18,11,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Female,Disabled,WAEC,College of Education,23,23,14,5,6,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Male,ALL,NABTEB,College of Education,108,106,64,25,22,3,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Male,ALL,NECO,College of Education,217,214,131,49,44,5,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Male,ALL,WAEC,College of Education,275,271,165,57,48,9,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Male,Disabled,NABTEB,College of Education,10,10,5,3,4,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Male,Disabled,NECO,College of Education,18,18,9,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Comprehensive High School, Odo Emure I",Male,Disabled,WAEC,College of Education,21,21,12,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Female,ALL,NABTEB,Polytechnic,90,89,54,21,18,3,1.7
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Female,ALL,NECO,Polytechnic,133,131,79,36,34,2,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Female,ALL,WAEC,Polytechnic,202,199,116,40,34,6,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Female,Disabled,NABTEB,Polytechnic,10,10,5,3,3,0,1.7
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Female,Disabled,NECO,Polytechnic,13,13,7,3,3,0,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Female,Disabled,WAEC,Polytechnic,21,21,12,3,3,0,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Male,ALL,NABTEB,Polytechnic,97,96,59,21,18,3,1.7
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Male,ALL,NECO,Polytechnic,156,154,92,36,34,2,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Male,ALL,WAEC,Polytechnic,257,253,149,54,48,6,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Male,Disabled,NABTEB,Polytechnic,10,10,5,3,4,0,1.7
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Male,Disabled,NECO,Polytechnic,16,16,9,3,3,0,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Government Secondary School, Odo Emure I",Male,Disabled,WAEC,Polytechnic,26,26,14,5,6,0,1.6
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Female,ALL,NABTEB,College of Education,97,96,54,18,15,3,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Female,ALL,NECO,College of Education,191,188,107,43,37,6,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Female,ALL,WAEC,College of Education,257,253,143,46,43,3,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Female,Disabled,NABTEB,College of Education,12,12,7,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Female,Disabled,NECO,College of Education,24,24,13,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Female,Disabled,WAEC,College of Education,28,28,16,5,6,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Male,ALL,NABTEB,College of Education,123,121,71,25,22,3,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Male,ALL,NECO,College of Education,247,243,140,46,40,6,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Male,ALL,WAEC,College of Education,288,284,171,57,51,6,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Male,Disabled,NABTEB,College of Education,15,15,7,3,4,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Male,Disabled,NECO,College of Education,35,34,17,3,3,0,1.8
2022/2023,South West,Ekiti,Emure,Odo Emure I,"Unity College, Emure",Male,Disabled,WAEC,College of Education,37,36,20,5,6,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,ALL,NABTEB,University,63,62,34,14,11,3,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,ALL,NECO,University,109,107,65,26,24,2,1.5
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,ALL,WAEC,University,160,158,94,38,34,4,1.5
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,Disabled,NABTEB,University,10,10,5,3,3,0,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,Disabled,NECO,University,10,10,7,3,3,0,1.5
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Female,Disabled,WAEC,University,15,15,8,3,3,0,1.5
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,ALL,NABTEB,University,60,59,34,11,11,0,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,ALL,NECO,University,120,118,74,30,27,3,1.5
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,ALL,WAEC,University,160,158,92,30,25,5,1.5
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Disabled,NABTEB,University,10,10,5,3,4,0,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Disabled,NECO,University,13,13,9,3,3,0,1.5
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Community Secondary School, Ado 'A' Idofin",Male,Disabled,WAEC,University,15,15,8,3,3,0,1.5
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,ALL,NABTEB,College of Education,73,72,44,18,15,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,ALL,NECO,College of Education,120,118,70,29,27,2,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,ALL,WAEC,College of Education,147,145,86,32,28,4,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Disabled,NABTEB,College of Education,10,10,5,3,4,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Disabled,NECO,College of Education,16,16,9,3,3,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Female,Disabled,WAEC,College of Education,18,18,10,3,3,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,ALL,NABTEB,College of Education,90,89,49,18,15,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,ALL,NECO,College of Education,143,141,81,30,27,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,ALL,WAEC,College of Education,184,181,104,40,37,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Disabled,NABTEB,College of Education,10,10,5,3,4,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Disabled,NECO,College of Education,18,18,11,3,3,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Comprehensive High School, Ado 'A' Idofin",Male,Disabled,WAEC,College of Education,23,23,12,3,3,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,ALL,NABTEB,College of Education,131,129,84,32,29,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,ALL,NECO,College of Education,204,201,127,59,54,5,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,ALL,WAEC,College of Education,296,292,187,73,65,8,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,Disabled,NABTEB,College of Education,15,15,10,3,4,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,Disabled,NECO,College of Education,24,24,15,7,7,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Female,Disabled,WAEC,College of Education,37,36,22,5,6,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,ALL,NABTEB,College of Education,128,126,76,25,22,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,ALL,NECO,College of Education,215,212,135,59,50,9,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,ALL,WAEC,College of Education,293,289,179,67,63,4,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,Disabled,NABTEB,College of Education,15,15,10,3,4,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,Disabled,NECO,College of Education,24,24,15,7,7,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Government Secondary School, Ado 'A' Idofin",Male,Disabled,WAEC,College of Education,35,34,18,5,6,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Female,ALL,NABTEB,Polytechnic,106,104,62,21,18,3,1.7
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Female,ALL,NECO,Polytechnic,212,209,120,43,37,6,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Female,ALL,WAEC,Polytechnic,296,292,161,57,51,6,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Female,Disabled,NABTEB,Polytechnic,10,10,5,3,4,0,1.7
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Female,Disabled,NECO,Polytechnic,21,21,11,3,3,0,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Female,Disabled,WAEC,Polytechnic,26,26,12,3,3,0,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Male,ALL,NABTEB,Polytechnic,108,106,57,18,15,3,1.7
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Male,ALL,NECO,Polytechnic,183,180,103,36,30,6,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Male,ALL,WAEC,Polytechnic,265,261,153,38,34,4,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Male,Disabled,NABTEB,Polytechnic,10,10,5,3,4,0,1.7
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Male,Disabled,NECO,Polytechnic,18,18,9,3,3,0,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'A' Idofin,"Unity College, Gbonyin",Male,Disabled,WAEC,Polytechnic,26,26,14,3,3,0,1.6
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,ALL,NABTEB,College of Education,63,62,34,14,11,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,ALL,NECO,College of Education,117,115,72,26,24,2,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,ALL,WAEC,College of Education,186,183,106,40,37,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Disabled,NABTEB,College of Education,10,10,5,3,4,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Disabled,NECO,College of Education,18,18,11,3,3,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Female,Disabled,WAEC,College of Education,26,26,14,5,6,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,ALL,NABTEB,College of Education,75,74,44,18,15,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,ALL,NECO,College of Education,133,131,79,30,27,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,ALL,WAEC,College of Education,210,207,120,46,43,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Disabled,NABTEB,College of Education,10,10,5,3,4,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Disabled,NECO,College of Education,18,18,9,3,3,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Community Secondary School, Ado 'B' Inisa",Male,Disabled,WAEC,College of Education,28,28,16,5,6,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,ALL,NABTEB,College of Education,78,77,44,18,15,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,ALL,NECO,College of Education,143,141,83,33,27,6,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,ALL,WAEC,College of Education,189,186,112,43,40,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,Disabled,NABTEB,College of Education,10,10,5,3,4,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,Disabled,NECO,College of Education,16,16,9,3,3,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Female,Disabled,WAEC,College of Education,18,18,10,3,3,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Male,ALL,NABTEB,College of Education,90,89,54,21,18,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Male,ALL,NECO,College of Education,196,193,118,39,34,5,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Male,ALL,WAEC,College of Education,212,209,116,40,37,3,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Male,Disabled,NABTEB,College of Education,10,10,5,3,4,0,1.8
2022/2023,South West,Ekiti,Gbonyin,Ado 'B' Inisa,"Comprehensive High School, Ado 'B' Inisa",Male,Disabled,NECO,College of Education,21,21,11,3,3,0,1.8
