session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,pupil_teacher_ratio
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Government Secondary School, Gwani / Shinga / Wade",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1039,37,28.08108108108108
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Government Secondary School, Gwani / Shinga / Wade",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,863,30,28.766666666666666
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Government Secondary School, Gwani / Shinga / Wade",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,923,33,27.96969696969697
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Government Secondary School, Gwani / Shinga / Wade",Female,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,222,7,31.714285714285715
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Government Secondary School, Gwani / Shinga / Wade",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,91,2,45.5
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Government Secondary School, Gwani / Shinga / Wade",Male,Non-Disabled,Public,SSS,,PGDE,Qualified,117,3,39.0
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Government Secondary School, Gwani / Shinga / Wade",Female,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,211,6,35.166666666666664
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Government Secondary School, Gwani / Shinga / Wade",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,207,6,34.5
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Government Secondary School, Gwani / Shinga / Wade",Female,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,211,6,35.166666666666664
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Government Secondary School, Gwani / Shinga / Wade",Male,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,220,7,31.428571428571427
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1043,37,28.18918918918919
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1077,38,28.34210526315789
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,899,32,28.09375
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,923,33,27.96969696969697
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,,Unqualified,827,29,28.517241379310345
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,885,31,28.548387096774192
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,791,28,28.25
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,770,27,28.51851851851852
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,827,29,28.517241379310345
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,846,30,28.2
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,755,26,29.03846153846154
2024/2025,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,"Unity College, Yamaltu/Deba",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,846,30,28.2
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,178,5,35.6
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Non-Disabled,Public,JSS,,NCE,Qualified,276,9,30.666666666666668
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,414,14,29.571428571428573
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Non-Disabled,Public,JSS,,,Unqualified,503,17,29.58823529411765
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Non-Disabled,Public,JSS,,NCE,Qualified,447,15,29.8
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,389,13,29.923076923076923
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,397,13,30.53846153846154
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1284,49,26.20408163265306
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1218,46,26.47826086956522
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1319,50,26.38
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1181,45,26.244444444444444
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Disabled,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1389,53,26.20754716981132
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1108,42,26.38095238095238
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,972,37,26.27027027027027
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1034,40,25.85
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Disabled,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1180,45,26.22222222222222
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Disabled,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1255,48,26.14583333333333
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1041,40,26.025
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Disabled,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1071,41,26.121951219512194
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,342,12,28.5
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Disabled,Public,SSS,,,Unqualified,424,15,28.266666666666666
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,327,11,29.727272727272727
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Non-Disabled,Public,SSS,,NCE,Qualified,343,12,28.58333333333333
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,327,11,29.727272727272727
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,Non-Disabled,Public,SSS,,PGDE,Qualified,326,11,29.63636363636364
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,JSS,,PGDE,Qualified,389,13,29.923076923076923
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,JSS,,PGDE,Qualified,348,11,31.63636363636364
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,292,9,32.44444444444444
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,298,9,33.111111111111114
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,292,9,32.44444444444444
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,298,9,33.111111111111114
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,625,23,27.17391304347826
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,Pre-Primary/Primary,,,Unqualified,628,23,27.30434782608696
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,243,9,27.0
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,Pre-Primary/Primary,,PGDE,Qualified,312,12,26.0
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,Pre-Primary/Primary,,PGDE,Qualified,517,20,25.85
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,Pre-Primary/Primary,,NCE,Qualified,625,23,27.17391304347826
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,Pre-Primary/Primary,,PGDE,Qualified,591,22,26.863636363636363
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Disabled,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,382,14,27.285714285714285
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,Pre-Primary/Primary,,NCE,Qualified,139,5,27.8
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Disabled,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,591,22,26.863636363636363
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,,Unqualified,972,37,26.27027027027027
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,923,35,26.37142857142857
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,937,36,26.02777777777778
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,,Unqualified,886,34,26.058823529411764
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,798,30,26.6
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,849,32,26.53125
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,,Unqualified,833,32,26.03125
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,812,31,26.193548387096776
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Disabled,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,903,35,25.8
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,849,32,26.53125
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,,Unqualified,729,28,26.035714285714285
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,775,29,26.724137931034484
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,SSS,,NCE,Qualified,268,9,29.77777777777778
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,SSS,,NCE,Qualified,261,9,29.0
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,SSS,,MEd or Equivalent,Qualified,238,8,29.75
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,SSS,,NCE,Qualified,277,9,30.77777777777778
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Female,Non-Disabled,Private,SSS,,NCE,Qualified,238,8,29.75
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Comprehensive High School, Alim-Gora",Male,Non-Disabled,Private,SSS,,PGDE,Qualified,229,7,32.714285714285715
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,146,4,36.5
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,178,5,35.6
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,331,11,30.09090909090909
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,227,7,32.42857142857143
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,146,4,36.5
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,JSS,,,Unqualified,348,11,31.63636363636364
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,162,5,32.4
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,JSS,,NCE,Qualified,162,5,32.4
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,331,11,30.09090909090909
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,625,23,27.17391304347826
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,628,23,27.30434782608696
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,521,20,26.05
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,517,20,25.85
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,625,23,27.17391304347826
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,,NCE,Qualified,628,23,27.30434782608696
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,382,14,27.285714285714285
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,,NCE,Qualified,208,7,29.714285714285715
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,,,Unqualified,701,26,26.96153846153846
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1041,40,26.025
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1071,41,26.121951219512194
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,972,37,26.27027027027027
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,886,34,26.058823529411764
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,937,36,26.02777777777778
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,,Unqualified,997,38,26.23684210526316
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,,Unqualified,868,33,26.303030303030305
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,886,34,26.058823529411764
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,868,33,26.303030303030305
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,886,34,26.058823529411764
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,764,29,26.344827586206897
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Disabled,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,775,29,26.724137931034484
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,298,10,29.8
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,277,9,30.77777777777778
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,119,3,39.66666666666666
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,SSS,,NCE,Qualified,119,3,39.66666666666666
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Disabled,Public,SSS,,BEd or Equivalent,Qualified,261,9,29.0
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Female,Non-Disabled,Public,SSS,,PGDE,Qualified,238,8,29.75
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Government Secondary School, Alim-Gora",Male,Non-Disabled,Public,SSS,,,Unqualified,245,8,30.625
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,162,5,32.4
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,JSS,,NCE,Qualified,146,4,36.5
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,331,11,30.09090909090909
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,162,5,32.4
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,JSS,,NCE,Qualified,130,4,32.5
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Non-Disabled,Public,JSS,,NCE,Qualified,298,9,33.111111111111114
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,195,6,32.5
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,114,3,38.0
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,281,9,31.22222222222222
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,Pre-Primary/Primary,,NCE,Qualified,521,20,26.05
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Non-Disabled,Public,Pre-Primary/Primary,,NCE,Qualified,554,20,27.7
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,Pre-Primary/Primary,,NCE,Qualified,625,23,27.17391304347826
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Non-Disabled,Public,Pre-Primary/Primary,,NCE,Qualified,554,20,27.7
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,Pre-Primary/Primary,,NCE,Qualified,243,9,27.0
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,Pre-Primary/Primary,,PGDE,Qualified,313,12,26.08333333333333
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Non-Disabled,Public,Pre-Primary/Primary,,NCE,Qualified,554,20,27.7
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,Pre-Primary/Primary,,MEd or Equivalent,Qualified,625,23,27.17391304347826
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Non-Disabled,Public,Pre-Primary/Primary,,NCE,Qualified,665,25,26.6
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,903,35,25.8
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,812,31,26.193548387096776
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,868,33,26.303030303030305
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,812,31,26.193548387096776
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,798,30,26.6
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,849,32,26.53125
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,,Unqualified,729,28,26.035714285714285
2024/2025,North East,Taraba,Ardo Kola,Alim-Gora,"Unity College, Ardo Kola",Male,Disabled,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,775,29,26.724137931034484
