school_key,school,ward_key,ward,lga_key,lga,state_key,state,zone,ownership,school_level
kano-kano-municipal-danagundi-school-4,"Comprehensive High School, Dan'agundi",kano-kano-municipal-danagundi,Dan'agundi,kano-municipal,Kano Municipal,kano,Kano,North West,Private,Secondary
kano-kano-municipal-gandun-albasa-school-1,"Government Secondary School, Gandun Albasa",kano-kano-municipal-gandun-albasa,Gandun Albasa,kano-municipal,Kano Municipal,kano,Kano,North West,Public,Secondary
kano-kano-municipal-gandun-albasa-school-2,"Community Secondary School, Gandun Albasa",kano-kano-municipal-gandun-albasa,Gandun Albasa,kano-municipal,Kano Municipal,kano,Kano,North West,Public,Secondary
kano-kano-municipal-gandun-albasa-school-3,"Unity College, Kano Municipal",kano-kano-municipal-gandun-albasa,Gandun Albasa,kano-municipal,Kano Municipal,kano,Kano,North West,Public,Secondary
kano-kano-municipal-gandun-albasa-school-4,"Comprehensive High School, Gandun Albasa",kano-kano-municipal-gandun-albasa,Gandun Albasa,kano-municipal,Kano Municipal,kano,Kano,North West,Private,Secondary
kano-fagge-fagge-a-school-1,"Government Secondary School, Fagge A",kano-fagge-fagge-a,Fagge A,fagge,Fagge,kano,Kano,North West,Public,Secondary
kano-fagge-fagge-a-school-2,"Community Secondary School, Fagge A",kano-fagge-fagge-a,Fagge A,fagge,Fagge,kano,Kano,North West,Public,Secondary
kano-fagge-fagge-a-school-3,"Unity College, Fagge",kano-fagge-fagge-a,Fagge A,fagge,Fagge,kano,Kano,North West,Public,Secondary
kano-fagge-fagge-a-school-4,"Comprehensive High School, Fagge A",kano-fagge-fagge-a,Fagge A,fagge,Fagge,kano,Kano,North West,Private,Secondary
kano-fagge-fagge-b-school-1,"Government Secondary School, Fagge B",kano-fagge-fagge-b,Fagge B,fagge,Fagge,kano,Kano,North West,Public,Secondary
kano-fagge-fagge-b-school-2,"Community Secondary School, Fagge B",kano-fagge-fagge-b,Fagge B,fagge,Fagge,kano,Kano,North West,Public,Secondary
kano-fagge-fagge-b-school-3,"Unity College, Fagge",kano-fagge-fagge-b,Fagge B,fagge,Fagge,kano,Kano,North West,Public,Secondary
kano-fagge-fagge-b-school-4,"Comprehensive High School, Fagge B",kano-fagge-fagge-b,Fagge B,fagge,Fagge,kano,Kano,North West,Private,Secondary
kano-fagge-fagge-c-school-1,"Government Secondary School, Fagge C",kano-fagge-fagge-c,Fagge C,fagge,Fagge,kano,Kano,North West,Public,Secondary
kano-fagge-fagge-c-school-2,"Community Secondary School, Fagge C",kano-fagge-fagge-c,Fagge C,fagge,Fagge,kano,Kano,North West,Public,Secondary
kano-fagge-fagge-c-school-3,"Unity College, Fagge",kano-fagge-fagge-c,Fagge C,fagge,Fagge,kano,Kano,North West,Public,Secondary
kano-fagge-fagge-c-school-4,"Comprehensive High School, Fagge C",kano-fagge-fagge-c,Fagge C,fagge,Fagge,kano,Kano,North West,Private,Secondary
kano-dala-adakawa-school-1,"Government Secondary School, Adakawa",kano-dala-adakawa,Adakawa,dala,Dala,kano,Kano,North West,Public,Secondary
kano-dala-adakawa-school-2,"Community Secondary School, Adakawa",kano-dala-adakawa,Adakawa,dala,Dala,kano,Kano,North West,Public,Secondary
kano-dala-adakawa-school-3,"Unity College, Dala",kano-dala-adakawa,Adakawa,dala,Dala,kano,Kano,North West,Public,Secondary
kano-dala-adakawa-school-4,"Comprehensive High School, Adakawa",kano-dala-adakawa,Adakawa,dala,Dala,kano,Kano,North West,Private,Secondary
kano-dala-bakin-ruwa-school-1,"Government Secondary School, Bakin Ruwa",kano-dala-bakin-ruwa,Bakin Ruwa,dala,Dala,kano,Kano,North West,Public,Secondary
kano-dala-bakin-ruwa-school-2,"Community Secondary School, Bakin Ruwa",kano-dala-bakin-ruwa,Bakin Ruwa,dala,Dala,kano,Kano,North West,Public,Secondary
kano-dala-bakin-ruwa-school-3,"Unity College, Dala",kano-dala-bakin-ruwa,Bakin Ruwa,dala,Dala,kano,Kano,North West,Public,Secondary
kano-dala-bakin-ruwa-school-4,"Comprehensive High School, Bakin Ruwa",kano-dala-bakin-ruwa,Bakin Ruwa,dala,Dala,kano,Kano,North West,Private,Secondary
kano-dala-dala-school-1,"Government Secondary School, Dala",kano-dala-dala,Dala,dala,Dala,kano,Kano,North West,Public,Secondary
kano-dala-dala-school-2,"Community Secondary School, Dala",kano-dala-dala,Dala,dala,Dala,kano,Kano,North West,Public,Secondary
kano-dala-dala-school-3,"Unity College, Dala",kano-dala-dala,Dala,dala,Dala,kano,Kano,North West,Public,Secondary
kano-dala-dala-school-4,"Comprehensive High School, Dala",kano-dala-dala,Dala,dala,Dala,kano,Kano,North West,Private,Secondary
kano-nasarawa-dakata-school-1,"Government Secondary School, Dakata",kano-nasarawa-dakata,Dakata,nasarawa,Nasarawa,kano,Kano,North West,Public,Secondary
kano-nasarawa-dakata-school-2,"Community Secondary School, Dakata",kano-nasarawa-dakata,Dakata,nasarawa,Nasarawa,kano,Kano,North West,Public,Secondary
kano-nasarawa-dakata-school-3,"Unity College, Nasarawa",kano-nasarawa-dakata,Dakata,nasarawa,Nasarawa,kano,Kano,North West,Public,Secondary
kano-nasarawa-dakata-school-4,"Comprehensive High School, Dakata",kano-nasarawa-dakata,Dakata,nasarawa,Nasarawa,kano,Kano,North West,Private,Secondary
kano-nasarawa-gama-school-1,"Government Secondary School, Gama",kano-nasarawa-gama,Gama,nasarawa,Nasarawa,kano,Kano,North West,Public,Secondary
kano-nasarawa-gama-school-2,"Community Secondary School, Gama",kano-nasarawa-gama,Gama,nasarawa,Nasarawa,kano,Kano,North West,Public,Secondary
kano-nasarawa-gama-school-3,"Unity College, Nasarawa",kano-nasarawa-gama,Gama,nasarawa,Nasarawa,kano,Kano,North West,Public,Secondary
kano-nasarawa-gama-school-4,"Comprehensive High School, Gama",kano-nasarawa-gama,Gama,nasarawa,Nasarawa,kano,Kano,North West,Private,Secondary
kano-nasarawa-gawuna-school-1,"Government Secondary School, Gawuna",kano-nasarawa-gawuna,Gawuna,nasarawa,Nasarawa,kano,Kano,North West,Public,Secondary
kano-nasarawa-gawuna-school-2,"Community Secondary School, Gawuna",kano-nasarawa-gawuna,Gawuna,nasarawa,Nasarawa,kano,Kano,North West,Public,Secondary
kano-nasarawa-gawuna-school-3,"Unity College, Nasarawa",kano-nasarawa-gawuna,Gawuna,nasarawa,Nasarawa,kano,Kano,North West,Public,Secondary
kano-nasarawa-gawuna-school-4,"Comprehensive High School, Gawuna",kano-nasarawa-gawuna,Gawuna,nasarawa,Nasarawa,kano,Kano,North West,Private,Secondary
kano-gwale-dandago-school-1,"Government Secondary School, Dandago",kano-gwale-dandago,Dandago,gwale,Gwale,kano,Kano,North West,Public,Secondary
kano-gwale-dandago-school-2,"Community Secondary School, Dandago",kano-gwale-dandago,Dandago,gwale,Gwale,kano,Kano,North West,Public,Secondary
kano-gwale-dandago-school-3,"Unity College, Gwale",kano-gwale-dandago,Dandago,gwale,Gwale,kano,Kano,North West,Public,Secondary
kano-gwale-dandago-school-4,"Comprehensive High School, Dandago",kano-gwale-dandago,Dandago,gwale,Gwale,kano,Kano,North West,Private,Secondary
kano-gwale-diso-school-1,"Government Secondary School, Diso",kano-gwale-diso,Diso,gwale,Gwale,kano,Kano,North West,Public,Secondary
kano-gwale-diso-school-2,"Community Secondary School, Diso",kano-gwale-diso,Diso,gwale,Gwale,kano,Kano,North West,Public,Secondary
kano-gwale-diso-school-3,"Unity College, Gwale",kano-gwale-diso,Diso,gwale,Gwale,kano,Kano,North West,Public,Secondary
kano-gwale-diso-school-4,"Comprehensive High School, Diso",kano-gwale-diso,Diso,gwale,Gwale,kano,Kano,North West,Private,Secondary
kano-gwale-dorayi-school-1,"Government Secondary School, Dorayi",kano-gwale-dorayi,Dorayi,gwale,Gwale,kano,Kano,North West,Public,Secondary
kano-gwale-dorayi-school-2,"Community Secondary School, Dorayi",kano-gwale-dorayi,Dorayi,gwale,Gwale,kano,Kano,North West,Public,Secondary
kano-gwale-dorayi-school-3,"Unity College, Gwale",kano-gwale-dorayi,Dorayi,gwale,Gwale,kano,Kano,North West,Public,Secondary
kano-gwale-dorayi-school-4,"Comprehensive High School, Dorayi",kano-gwale-dorayi,Dorayi,gwale,Gwale,kano,Kano,North West,Private,Secondary
katsina-katsina-kangiwa-school-1,"Government Secondary School, Kangiwa",katsina-katsina-kangiwa,Kangiwa,katsina,Katsina,katsina,Katsina,North West,Public,Secondary
katsina-katsina-kangiwa-school-2,"Community Secondary School, Kangiwa",katsina-katsina-kangiwa,Kangiwa,katsina,Katsina,katsina,Katsina,North West,Public,Secondary
katsina-katsina-kangiwa-school-3,"Unity College, Katsina",katsina-katsina-kangiwa,Kangiwa,katsina,Katsina,katsina,Katsina,North West,Public,Secondary
katsina-katsina-kangiwa-school-4,"Comprehensive High School, Kangiwa",katsina-katsina-kangiwa,Kangiwa,katsina,Katsina,katsina,Katsina,North West,Private,Secondary
katsina-katsina-shinkafi-a-school-1,"Government Secondary School, Shinkafi 'A",katsina-katsina-shinkafi-a,Shinkafi 'A,katsina,Katsina,katsina,Katsina,North West,Public,Secondary
katsina-katsina-shinkafi-a-school-2,"Community Secondary School, Shinkafi 'A",katsina-katsina-shinkafi-a,Shinkafi 'A,katsina,Katsina,katsina,Katsina,North West,Public,Secondary
katsina-katsina-shinkafi-a-school-3,"Unity College, Katsina",katsina-katsina-shinkafi-a,Shinkafi 'A,katsina,Katsina,katsina,Katsina,North West,Public,Secondary
katsina-katsina-shinkafi-a-school-4,"Comprehensive High School, Shinkafi 'A",katsina-katsina-shinkafi-a,Shinkafi 'A,katsina,Katsina,katsina,Katsina,North West,Private,Secondary
katsina-katsina-shinkafi-b-school-1,"Government Secondary School, Shinkafi 'B'",katsina-katsina-shinkafi-b,Shinkafi 'B',katsina,Katsina,katsina,Katsina,North West,Public,Secondary
katsina-katsina-shinkafi-b-school-2,"Community Secondary School, Shinkafi 'B'",katsina-katsina-shinkafi-b,Shinkafi 'B',katsina,Katsina,katsina,Katsina,North West,Public,Secondary
katsina-katsina-shinkafi-b-school-3,"Unity College, Katsina",katsina-katsina-shinkafi-b,Shinkafi 'B',katsina,Katsina,katsina,Katsina,North West,Public,Secondary
katsina-katsina-shinkafi-b-school-4,"Comprehensive High School, Shinkafi 'B'",katsina-katsina-shinkafi-b,Shinkafi 'B',katsina,Katsina,katsina,Katsina,North West,Private,Secondary
katsina-daura-kusugu-school-1,"Government Secondary School, Kusugu",katsina-daura-kusugu,Kusugu,daura,Daura,katsina,Katsina,North West,Public,Secondary
katsina-daura-kusugu-school-2,"Community Secondary School, Kusugu",katsina-daura-kusugu,Kusugu,daura,Daura,katsina,Katsina,North West,Public,Secondary
katsina-daura-kusugu-school-3,"Unity College, Daura",katsina-daura-kusugu,Kusugu,daura,Daura,katsina,Katsina,North West,Public,Secondary
katsina-daura-kusugu-school-4,"Comprehensive High School, Kusugu",katsina-daura-kusugu,Kusugu,daura,Daura,katsina,Katsina,North West,Private,Secondary
katsina-daura-madobi-a-school-1,"Government Secondary School, Madobi A",katsina-daura-madobi-a,Madobi A,daura,Daura,katsina,Katsina,North West,Public,Secondary
katsina-daura-madobi-a-school-2,"Community Secondary School, Madobi A",katsina-daura-madobi-a,Madobi A,daura,Daura,katsina,Katsina,North West,Public,Secondary
katsina-daura-madobi-a-school-3,"Unity College, Daura",katsina-daura-madobi-a,Madobi A,daura,Daura,katsina,Katsina,North West,Public,Secondary
katsina-daura-madobi-a-school-4,"Comprehensive High School, Madobi A",katsina-daura-madobi-a,Madobi A,daura,Daura,katsina,Katsina,North West,Private,Secondary
katsina-daura-madobi-b-school-1,"Government Secondary School, Madobi B",katsina-daura-madobi-b,Madobi B,daura,Daura,katsina,Katsina,North West,Public,Secondary
katsina-daura-madobi-b-school-2,"Community Secondary School, Madobi B",katsina-daura-madobi-b,Madobi B,daura,Daura,katsina,Katsina,North West,Public,Secondary
katsina-daura-madobi-b-school-3,"Unity College, Daura",katsina-daura-madobi-b,Madobi B,daura,Daura,katsina,Katsina,North West,Public,Secondary
katsina-daura-madobi-b-school-4,"Comprehensive High School, Madobi B",katsina-daura-madobi-b,Madobi B,daura,Daura,katsina,Katsina,North West,Private,Secondary
katsina-funtua-dandutse-school-1,"Government Secondary School, Dandutse",katsina-funtua-dandutse,Dandutse,funtua,Funtua,katsina,Katsina,North West,Public,Secondary
katsina-funtua-dandutse-school-2,"Community Secondary School, Dandutse",katsina-funtua-dandutse,Dandutse,funtua,Funtua,katsina,Katsina,North West,Public,Secondary
katsina-funtua-dandutse-school-3,"Unity College, Funtua",katsina-funtua-dandutse,Dandutse,funtua,Funtua,katsina,Katsina,North West,Public,Secondary
katsina-funtua-dandutse-school-4,"Comprehensive High School, Dandutse",katsina-funtua-dandutse,Dandutse,funtua,Funtua,katsina,Katsina,North West,Private,Secondary
katsina-funtua-dukke-school-1,"Government Secondary School, Dukke",katsina-funtua-dukke,Dukke,funtua,Funtua,katsina,Katsina,North West,Public,Secondary
katsina-funtua-dukke-school-2,"Community Secondary School, Dukke",katsina-funtua-dukke,Dukke,funtua,Funtua,katsina,Katsina,North West,Public,Secondary
katsina-funtua-dukke-school-3,"Unity College, Funtua",katsina-funtua-dukke,Dukke,funtua,Funtua,katsina,Katsina,North West,Public,Secondary
katsina-funtua-dukke-school-4,"Comprehensive High School, Dukke",katsina-funtua-dukke,Dukke,funtua,Funtua,katsina,Katsina,North West,Private,Secondary
katsina-funtua-goya-school-1,"Government Secondary School, Goya",katsina-funtua-goya,Goya,funtua,Funtua,katsina,Katsina,North West,Public,Secondary
katsina-funtua-goya-school-2,"Community Secondary School, Goya",katsina-funtua-goya,Goya,funtua,Funtua,katsina,Katsina,North West,Public,Secondary
katsina-funtua-goya-school-3,"Unity College, Funtua",katsina-funtua-goya,Goya,funtua,Funtua,katsina,Katsina,North West,Public,Secondary
katsina-funtua-goya-school-4,"Comprehensive High School, Goya",katsina-funtua-goya,Goya,funtua,Funtua,katsina,Katsina,North West,Private,Secondary
katsina-mashi-bamble-school-1,"Government Secondary School, Bamble",katsina-mashi-bamble,Bamble,mashi,Mashi,katsina,Katsina,North West,Public,Secondary
katsina-mashi-bamble-school-2,"Community Secondary School, Bamble",katsina-mashi-bamble,Bamble,mashi,Mashi,katsina,Katsina,North West,Public,Secondary
katsina-mashi-bamble-school-3,"Unity College, Mashi",katsina-mashi-bamble,Bamble,mashi,Mashi,katsina,Katsina,North West,Public,Secondary
katsina-mashi-bamble-school-4,"Comprehensive High School, Bamble",katsina-mashi-bamble,Bamble,mashi,Mashi,katsina,Katsina,North West,Private,Secondary
katsina-mashi-doguru-a-school-1,"Government Secondary School, Doguru 'A'",katsina-mashi-doguru-a,Doguru 'A',mashi,Mashi,katsina,Katsina,North West,Public,Secondary
katsina-mashi-doguru-a-school-2,"Community Secondary School, Doguru 'A'",katsina-mashi-doguru-a,Doguru 'A',mashi,Mashi,katsina,Katsina,North West,Public,Secondary
katsina-mashi-doguru-a-school-3,"Unity College, Mashi",katsina-mashi-doguru-a,Doguru 'A',mashi,Mashi,katsina,Katsina,North West,Public,Secondary
katsina-mashi-doguru-a-school-4,"Comprehensive High School, Doguru 'A'",katsina-mashi-doguru-a,Doguru 'A',mashi,Mashi,katsina,Katsina,North West,Private,Secondary
katsina-mashi-doguru-b-school-1,"Government Secondary School, Doguru 'B'",katsina-mashi-doguru-b,Doguru 'B',mashi,Mashi,katsina,Katsina,North West,Public,Secondary
katsina-mashi-doguru-b-school-2,"Community Secondary School, Doguru 'B'",katsina-mashi-doguru-b,Doguru 'B',mashi,Mashi,katsina,Katsina,North West,Public,Secondary
katsina-mashi-doguru-b-school-3,"Unity College, Mashi",katsina-mashi-doguru-b,Doguru 'B',mashi,Mashi,katsina,Katsina,North West,Public,Secondary
katsina-mashi-doguru-b-school-4,"Comprehensive High School, Doguru 'B'",katsina-mashi-doguru-b,Doguru 'B',mashi,Mashi,katsina,Katsina,North West,Private,Secondary
katsina-dutsinma-bagagadi-school-1,"Government Secondary School, Bagagadi",katsina-dutsinma-bagagadi,Bagagadi,dutsinma,Dutsin Ma,katsina,Katsina,North West,Public,Secondary
katsina-dutsinma-bagagadi-school-2,"Community Secondary School, Bagagadi",katsina-dutsinma-bagagadi,Bagagadi,dutsinma,Dutsin Ma,katsina,Katsina,North West,Public,Secondary
katsina-dutsinma-bagagadi-school-3,"Unity College, Dutsinma",katsina-dutsinma-bagagadi,Bagagadi,dutsinma,Dutsin Ma,katsina,Katsina,North West,Public,Secondary
katsina-dutsinma-bagagadi-school-4,"Comprehensive High School, Bagagadi",katsina-dutsinma-bagagadi,Bagagadi,dutsinma,Dutsin Ma,katsina,Katsina,North West,Private,Secondary
katsina-dutsinma-dabawa-school-1,"Government Secondary School, Dabawa",katsina-dutsinma-dabawa,Dabawa,dutsinma,Dutsin Ma,katsina,Katsina,North West,Public,Secondary
katsina-dutsinma-dabawa-school-2,"Community Secondary School, Dabawa",katsina-dutsinma-dabawa,Dabawa,dutsinma,Dutsin Ma,katsina,Katsina,North West,Public,Secondary
katsina-dutsinma-dabawa-school-3,"Unity College, Dutsinma",katsina-dutsinma-dabawa,Dabawa,dutsinma,Dutsin Ma,katsina,Katsina,North West,Public,Secondary
katsina-dutsinma-dabawa-school-4,"Comprehensive High School, Dabawa",katsina-dutsinma-dabawa,Dabawa,dutsinma,Dutsin Ma,katsina,Katsina,North West,Private,Secondary
katsina-dutsinma-dutsin-ma-a-school-1,"Government Secondary School, Dutsin-Ma A",katsina-dutsinma-dutsin-ma-a,Dutsin-Ma A,dutsinma,Dutsin Ma,katsina,Katsina,North West,Public,Secondary
katsina-dutsinma-dutsin-ma-a-school-2,"Community Secondary School, Dutsin-Ma A",katsina-dutsinma-dutsin-ma-a,Dutsin-Ma A,dutsinma,Dutsin Ma,katsina,Katsina,North West,Public,Secondary
katsina-dutsinma-dutsin-ma-a-school-3,"Unity College, Dutsinma",katsina-dutsinma-dutsin-ma-a,Dutsin-Ma A,dutsinma,Dutsin Ma,katsina,Katsina,North West,Public,Secondary
katsina-dutsinma-dutsin-ma-a-school-4,"Comprehensive High School, Dutsin-Ma A",katsina-dutsinma-dutsin-ma-a,Dutsin-Ma A,dutsinma,Dutsin Ma,katsina,Katsina,North West,Private,Secondary
kebbi-birnin-kebbi-ambursa-school-1,"Government Secondary School, Ambursa",kebbi-birnin-kebbi-ambursa,Ambursa,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Public,Secondary
kebbi-birnin-kebbi-ambursa-school-2,"Community Secondary School, Ambursa",kebbi-birnin-kebbi-ambursa,Ambursa,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Public,Secondary
kebbi-birnin-kebbi-ambursa-school-3,"Unity College, Birnin Kebbi",kebbi-birnin-kebbi-ambursa,Ambursa,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Public,Secondary
kebbi-birnin-kebbi-ambursa-school-4,"Comprehensive High School, Ambursa",kebbi-birnin-kebbi-ambursa,Ambursa,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Private,Secondary
kebbi-birnin-kebbi-birnin-kebbi-dangaladima-school-1,"Government Secondary School, Birnin Kebbi Dangaladima",kebbi-birnin-kebbi-birnin-kebbi-dangaladima,Birnin Kebbi Dangaladima,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Public,Secondary
kebbi-birnin-kebbi-birnin-kebbi-dangaladima-school-2,"Community Secondary School, Birnin Kebbi Dangaladima",kebbi-birnin-kebbi-birnin-kebbi-dangaladima,Birnin Kebbi Dangaladima,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Public,Secondary
kebbi-birnin-kebbi-birnin-kebbi-dangaladima-school-3,"Unity College, Birnin Kebbi",kebbi-birnin-kebbi-birnin-kebbi-dangaladima,Birnin Kebbi Dangaladima,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Public,Secondary
kebbi-birnin-kebbi-birnin-kebbi-dangaladima-school-4,"Comprehensive High School, Birnin Kebbi Dangaladima",kebbi-birnin-kebbi-birnin-kebbi-dangaladima,Birnin Kebbi Dangaladima,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Private,Secondary
kebbi-birnin-kebbi-birnin-kebbi-mafara-school-1,"Government Secondary School, Birnin Kebbi Mafara",kebbi-birnin-kebbi-birnin-kebbi-mafara,Birnin Kebbi Mafara,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Public,Secondary
kebbi-birnin-kebbi-birnin-kebbi-mafara-school-2,"Community Secondary School, Birnin Kebbi Mafara",kebbi-birnin-kebbi-birnin-kebbi-mafara,Birnin Kebbi Mafara,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Public,Secondary
kebbi-birnin-kebbi-birnin-kebbi-mafara-school-3,"Unity College, Birnin Kebbi",kebbi-birnin-kebbi-birnin-kebbi-mafara,Birnin Kebbi Mafara,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Public,Secondary
kebbi-birnin-kebbi-birnin-kebbi-mafara-school-4,"Comprehensive High School, Birnin Kebbi Mafara",kebbi-birnin-kebbi-birnin-kebbi-mafara,Birnin Kebbi Mafara,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West,Private,Secondary
kebbi-argungu-alwasagotomo-school-1,"Government Secondary School, Alwasa/Gotomo",kebbi-argungu-alwasagotomo,Alwasa/Gotomo,argungu,Argungu,kebbi,Kebbi,North West,Public,Secondary
kebbi-argungu-alwasagotomo-school-2,"Community Secondary School, Alwasa/Gotomo",kebbi-argungu-alwasagotomo,Alwasa/Gotomo,argungu,Argungu,kebbi,Kebbi,North West,Public,Secondary
kebbi-argungu-alwasagotomo-school-3,"Unity College, Argungu",kebbi-argungu-alwasagotomo,Alwasa/Gotomo,argungu,Argungu,kebbi,Kebbi,North West,Public,Secondary
kebbi-argungu-alwasagotomo-school-4,"Comprehensive High School, Alwasa/Gotomo",kebbi-argungu-alwasagotomo,Alwasa/Gotomo,argungu,Argungu,kebbi,Kebbi,North West,Private,Secondary
kebbi-argungu-dikko-school-1,"Government Secondary School, Dikko",kebbi-argungu-dikko,Dikko,argungu,Argungu,kebbi,Kebbi,North West,Public,Secondary
kebbi-argungu-dikko-school-2,"Community Secondary School, Dikko",kebbi-argungu-dikko,Dikko,argungu,Argungu,kebbi,Kebbi,North West,Public,Secondary
kebbi-argungu-dikko-school-3,"Unity College, Argungu",kebbi-argungu-dikko,Dikko,argungu,Argungu,kebbi,Kebbi,North West,Public,Secondary
kebbi-argungu-dikko-school-4,"Comprehensive High School, Dikko",kebbi-argungu-dikko,Dikko,argungu,Argungu,kebbi,Kebbi,North West,Private,Secondary
kebbi-argungu-felande-school-1,"Government Secondary School, Felande",kebbi-argungu-felande,Felande,argungu,Argungu,kebbi,Kebbi,North West,Public,Secondary
kebbi-argungu-felande-school-2,"Community Secondary School, Felande",kebbi-argungu-felande,Felande,argungu,Argungu,kebbi,Kebbi,North West,Public,Secondary
kebbi-argungu-felande-school-3,"Unity College, Argungu",kebbi-argungu-felande,Felande,argungu,Argungu,kebbi,Kebbi,North West,Public,Secondary
kebbi-argungu-felande-school-4,"Comprehensive High School, Felande",kebbi-argungu-felande,Felande,argungu,Argungu,kebbi,Kebbi,North West,Private,Secondary
kebbi-yauri-chulukoma-school-1,"Government Secondary School, Chulu/Koma",kebbi-yauri-chulukoma,Chulu/Koma,yauri,Yauri,kebbi,Kebbi,North West,Public,Secondary
kebbi-yauri-chulukoma-school-2,"Community Secondary School, Chulu/Koma",kebbi-yauri-chulukoma,Chulu/Koma,yauri,Yauri,kebbi,Kebbi,North West,Public,Secondary
kebbi-yauri-chulukoma-school-3,"Unity College, Yauri",kebbi-yauri-chulukoma,Chulu/Koma,yauri,Yauri,kebbi,Kebbi,North West,Public,Secondary
kebbi-yauri-chulukoma-school-4,"Comprehensive High School, Chulu/Koma",kebbi-yauri-chulukoma,Chulu/Koma,yauri,Yauri,kebbi,Kebbi,North West,Private,Secondary
kebbi-yauri-gungun-sarki-school-1,"Government Secondary School, Gungun Sarki",kebbi-yauri-gungun-sarki,Gungun Sarki,yauri,Yauri,kebbi,Kebbi,North West,Public,Secondary
kebbi-yauri-gungun-sarki-school-2,"Community Secondary School, Gungun Sarki",kebbi-yauri-gungun-sarki,Gungun Sarki,yauri,Yauri,kebbi,Kebbi,North West,Public,Secondary
kebbi-yauri-gungun-sarki-school-3,"Unity College, Yauri",kebbi-yauri-gungun-sarki,Gungun Sarki,yauri,Yauri,kebbi,Kebbi,North West,Public,Secondary
kebbi-yauri-gungun-sarki-school-4,"Comprehensive High School, Gungun Sarki",kebbi-yauri-gungun-sarki,Gungun Sarki,yauri,Yauri,kebbi,Kebbi,North West,Private,Secondary
kebbi-yauri-jijima-school-1,"Government Secondary School, Jijima",kebbi-yauri-jijima,Jijima,yauri,Yauri,kebbi,Kebbi,North West,Public,Secondary
kebbi-yauri-jijima-school-2,"Community Secondary School, Jijima",kebbi-yauri-jijima,Jijima,yauri,Yauri,kebbi,Kebbi,North West,Public,Secondary
kebbi-yauri-jijima-school-3,"Unity College, Yauri",kebbi-yauri-jijima,Jijima,yauri,Yauri,kebbi,Kebbi,North West,Public,Secondary
kebbi-yauri-jijima-school-4,"Comprehensive High School, Jijima",kebbi-yauri-jijima,Jijima,yauri,Yauri,kebbi,Kebbi,North West,Private,Secondary
kebbi-zuru-bedi-school-1,"Government Secondary School, Bedi",kebbi-zuru-bedi,Bedi,zuru,Zuru,kebbi,Kebbi,North West,Public,Secondary
kebbi-zuru-bedi-school-2,"Community Secondary School, Bedi",kebbi-zuru-bedi,Bedi,zuru,Zuru,kebbi,Kebbi,North West,Public,Secondary
kebbi-zuru-bedi-school-3,"Unity College, Zuru",kebbi-zuru-bedi,Bedi,zuru,Zuru,kebbi,Kebbi,North West,Public,Secondary
kebbi-zuru-bedi-school-4,"Comprehensive High School, Bedi",kebbi-zuru-bedi,Bedi,zuru,Zuru,kebbi,Kebbi,North West,Private,Secondary
kebbi-zuru-ciroman-dabai-school-1,"Government Secondary School, Ciroman Dabai",kebbi-zuru-ciroman-dabai,Ciroman Dabai,zuru,Zuru,kebbi,Kebbi,North West,Public,Secondary
kebbi-zuru-ciroman-dabai-school-2,"Community Secondary School, Ciroman Dabai",kebbi-zuru-ciroman-dabai,Ciroman Dabai,zuru,Zuru,kebbi,Kebbi,North West,Public,Secondary
kebbi-zuru-ciroman-dabai-school-3,"Unity College, Zuru",kebbi-zuru-ciroman-dabai,Ciroman Dabai,zuru,Zuru,kebbi,Kebbi,North West,Public,Secondary
kebbi-zuru-ciroman-dabai-school-4,"Comprehensive High School, Ciroman Dabai",kebbi-zuru-ciroman-dabai,Ciroman Dabai,zuru,Zuru,kebbi,Kebbi,North West,Private,Secondary
kebbi-zuru-isgogo-dago-school-1,"Government Secondary School, Isgogo /Dago",kebbi-zuru-isgogo-dago,Isgogo /Dago,zuru,Zuru,kebbi,Kebbi,North West,Public,Secondary
kebbi-zuru-isgogo-dago-school-2,"Community Secondary School, Isgogo /Dago",kebbi-zuru-isgogo-dago,Isgogo /Dago,zuru,Zuru,kebbi,Kebbi,North West,Public,Secondary
kebbi-zuru-isgogo-dago-school-3,"Unity College, Zuru",kebbi-zuru-isgogo-dago,Isgogo /Dago,zuru,Zuru,kebbi,Kebbi,North West,Public,Secondary
kebbi-zuru-isgogo-dago-school-4,"Comprehensive High School, Isgogo /Dago",kebbi-zuru-isgogo-dago,Isgogo /Dago,zuru,Zuru,kebbi,Kebbi,North West,Private,Secondary
