session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,pupil_teacher_ratio
2022/2023,North Central,Benue,Katsina-Ala,Iwar(Tongov I),"Unity College, Katsina-Ala",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,30,1,30.0
2022/2023,North Central,Benue,Katsina-Ala,Iwar(Tongov I),"Unity College, Katsina-Ala",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,47,2,23.5
2022/2023,North Central,Benue,Katsina-Ala,Iwar(Tongov I),"Unity College, Katsina-Ala",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,30,1,30.0
2022/2023,North Central,Benue,Katsina-Ala,Iwar(Tongov I),"Unity College, Katsina-Ala",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Male,Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,63,2,31.5
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,40,1,40.0
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,40,1,40.0
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,63,2,31.5
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,40,1,40.0
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Male,Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,63,2,31.5
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Agan,"Community Secondary School, Agan",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Female,Disabled,Private,Adult & Non-Formal Education,,,Unqualified,20,1,20.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Male,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,16,1,16.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,10,1,10.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,0,1,0.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Male,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,16,1,16.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Female,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,20,1,20.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Male,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,10,1,10.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,16,1,16.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Male,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Female,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Male,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,20,1,20.0
2022/2023,North Central,Benue,Makurdi,Agan,"Comprehensive High School, Agan",Male,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Female,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,61,2,30.5
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,78,3,26.0
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,61,2,30.5
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,78,3,26.0
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,62,2,31.0
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Female,Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Male,Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,63,2,31.5
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Agan,"Government Secondary School, Agan",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,63,2,31.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Male,Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,10,1,10.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,10,1,10.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Female,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,62,2,31.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,41,1,41.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,41,1,41.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Male,Disabled,Public,Adult & Non-Formal Education,,,Unqualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Female,Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,41,1,41.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,41,1,41.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Government Secondary School, Ankpa/Wadata",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,78,3,26.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Female,Disabled,Public,Adult & Non-Formal Education,,,Unqualified,61,2,30.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,63,2,31.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,61,2,30.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,63,2,31.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,63,2,31.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Female,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,41,1,41.0
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,63,2,31.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Ankpa/Wadata,"Unity College, Makurdi",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,62,2,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,20,1,20.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,16,1,16.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,20,1,20.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Male,Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Female,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,20,1,20.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,16,1,16.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,16,1,16.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,20,1,20.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Male,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Male,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,47,2,23.5
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Male,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Female,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Male,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,20,1,20.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Female,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,20,1,20.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Male,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Bar,"Comprehensive High School, Bar",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,31,1,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Male,Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,62,2,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,62,2,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Female,Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,61,2,30.5
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,78,3,26.0
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,51,2,25.5
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,62,2,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,40,1,40.0
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,62,2,31.0
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,30,1,30.0
2022/2023,North Central,Benue,Makurdi,Bar,"Government Secondary School, Bar",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,47,2,23.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,51,2,25.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,62,2,31.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,51,2,25.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,62,2,31.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,51,2,25.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,62,2,31.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Female,Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,51,2,25.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Male,Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,78,3,26.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,51,2,25.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,62,2,31.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,40,1,40.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Community Secondary School, Adoka-Haje",Male,Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,62,2,31.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,40,1,40.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,47,2,23.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,30,1,30.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Male,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,47,2,23.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,30,1,30.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Male,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,31,1,31.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Female,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,30,1,30.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,31,1,31.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,30,1,30.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Male,Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,47,2,23.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,20,1,20.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Comprehensive High School, Adoka-Haje",Male,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,31,1,31.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,51,2,25.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,62,2,31.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Female,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,61,2,30.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,78,3,26.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Female,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,51,2,25.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,62,2,31.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,40,1,40.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,63,2,31.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,40,1,40.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,63,2,31.5
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,40,1,40.0
2022/2023,North Central,Benue,Otukpo,Adoka-Haje,"Unity College, Otukpo",Male,Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,62,2,31.0
2022/2023,North Central,Benue,Otukpo,Adoka-Icho,"Comprehensive High School, Adoka-Icho",Female,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,30,1,30.0
2022/2023,North Central,Benue,Otukpo,Adoka-Icho,"Comprehensive High School, Adoka-Icho",Male,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,47,2,23.5
