session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Male,Disabled,Public,Vocational,Vocational Year 1,0,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Male,Non-Disabled,Public,Vocational,Vocational Year 1,26,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Female,Disabled,Private,Vocational,Vocational Year 2,0,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Female,Non-Disabled,Private,Vocational,Vocational Year 2,8,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Male,Disabled,Private,Vocational,Vocational Year 2,0,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Male,Non-Disabled,Private,Vocational,Vocational Year 2,20,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Female,Disabled,Public,Vocational,Vocational Year 2,0,2,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Female,Non-Disabled,Public,Vocational,Vocational Year 2,9,2,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Male,Disabled,Public,Vocational,Vocational Year 2,0,2,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Male,Non-Disabled,Public,Vocational,Vocational Year 2,22,2,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Female,Disabled,Private,Vocational,Vocational Year 3,0,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Female,Non-Disabled,Private,Vocational,Vocational Year 3,6,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Male,Disabled,Private,Vocational,Vocational Year 3,0,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Male,Non-Disabled,Private,Vocational,Vocational Year 3,15,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Female,Disabled,Public,Vocational,Vocational Year 3,0,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Female,Non-Disabled,Public,Vocational,Vocational Year 3,6,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Male,Disabled,Public,Vocational,Vocational Year 3,0,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South South,Akwa Ibom,Uyo,Ikono I,Male,Non-Disabled,Public,Vocational,Vocational Year 3,16,1,1,1,48.1,,0,"Government Secondary School, Ikono I | Community Secondary School, Ikono I | Unity College, Uyo | Comprehensive High School, Ikono I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,2,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,99,1,5,3,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,3,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,122,1,6,4,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,2,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,108,1,5,3,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,4,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,163,1,8,5,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,2,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,76,1,4,2,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,2,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,95,1,4,2,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,2,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,84,1,4,2,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,3,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,126,1,6,4,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,42,1,2,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,52,1,2,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,46,1,2,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,2,1,1,1,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,69,1,3,2,59.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,JSS,JSS1,6,2,1,1,65.3,JSS1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Private,JSS,JSS1,321,2,8,5,65.3,JSS1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Private,JSS,JSS1,6,2,1,1,65.3,JSS1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Private,JSS,JSS1,285,2,7,4,65.3,JSS1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Public,JSS,JSS1,17,6,1,1,65.3,JSS1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Public,JSS,JSS1,774,6,19,11,65.3,JSS1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Public,JSS,JSS1,16,6,1,1,65.3,JSS1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Public,JSS,JSS1,703,6,17,10,65.3,JSS1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,JSS,JSS2,4,2,1,1,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Private,JSS,JSS2,262,2,6,4,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Private,JSS,JSS2,4,2,1,1,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Private,JSS,JSS2,234,2,6,4,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Public,JSS,JSS2,15,6,1,1,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Public,JSS,JSS2,635,6,15,9,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Public,JSS,JSS2,14,6,1,1,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Public,JSS,JSS2,578,6,14,8,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,JSS,JSS3,4,2,1,1,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Private,JSS,JSS3,208,2,5,3,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Private,JSS,JSS3,4,2,1,1,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Private,JSS,JSS3,186,2,5,3,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Public,JSS,JSS3,11,5,1,1,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Public,JSS,JSS3,507,5,12,7,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Public,JSS,JSS3,10,5,1,1,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Public,JSS,JSS3,459,5,11,6,65.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,21,3,1,1,63.3,Primary 1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,711,3,20,12,63.3,Primary 1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,17,3,1,1,63.3,Primary 1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,599,3,17,10,63.3,Primary 1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,83,12,2,1,63.3,Primary 1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2671,12,75,44,63.3,Primary 1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,78,12,2,1,63.3,Primary 1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2527,12,71,42,63.3,Primary 1,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,19,3,1,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,632,3,18,11,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,17,3,1,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,532,3,15,9,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,74,12,2,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2371,12,67,40,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,70,12,2,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2245,12,63,37,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,17,3,1,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,567,3,16,9,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,14,3,1,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,478,3,13,8,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,67,11,2,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,2132,11,60,35,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,63,11,2,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,2018,11,57,34,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,16,3,1,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,519,3,15,9,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,13,3,1,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,437,3,12,7,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,60,11,2,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1948,11,55,32,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,57,11,2,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1844,11,52,31,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,15,3,1,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,486,3,14,8,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,12,3,1,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,409,3,12,7,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,57,11,2,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1825,11,51,30,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,53,11,1,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1726,11,49,29,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
2019/2020,South East,Anambra,Awka North,Achalla  I,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,12,3,1,1,63.3,,0,"Government Secondary School, Achalla  I | Community Secondary School, Achalla  I | Unity College, Awka North | Comprehensive High School, Achalla  I"
