session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Non-Disabled,Public,SSS,SSS3,453,6,12,5,74.5,,1,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Disabled,Private,Vocational,Vocational Year 1,0,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Non-Disabled,Private,Vocational,Vocational Year 1,12,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Disabled,Private,Vocational,Vocational Year 1,1,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Non-Disabled,Private,Vocational,Vocational Year 1,34,2,2,1,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Disabled,Public,Vocational,Vocational Year 1,0,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Non-Disabled,Public,Vocational,Vocational Year 1,14,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Disabled,Public,Vocational,Vocational Year 1,1,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Non-Disabled,Public,Vocational,Vocational Year 1,41,2,2,1,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Disabled,Private,Vocational,Vocational Year 2,0,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Non-Disabled,Private,Vocational,Vocational Year 2,11,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Disabled,Private,Vocational,Vocational Year 2,1,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Non-Disabled,Private,Vocational,Vocational Year 2,29,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Disabled,Public,Vocational,Vocational Year 2,0,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Non-Disabled,Public,Vocational,Vocational Year 2,12,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Disabled,Public,Vocational,Vocational Year 2,1,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Non-Disabled,Public,Vocational,Vocational Year 2,35,2,2,1,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Disabled,Private,Vocational,Vocational Year 3,0,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Non-Disabled,Private,Vocational,Vocational Year 3,8,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Disabled,Private,Vocational,Vocational Year 3,0,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Non-Disabled,Private,Vocational,Vocational Year 3,21,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Disabled,Public,Vocational,Vocational Year 3,0,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Female,Non-Disabled,Public,Vocational,Vocational Year 3,9,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Disabled,Public,Vocational,Vocational Year 3,1,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Five,Male,Non-Disabled,Public,Vocational,Vocational Year 3,25,2,1,0,71.5,,0,"Government Secondary School, Five | Community Secondary School, Five | Unity College, Calabar Municipal | Comprehensive High School, Five"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,3,1,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,113,1,5,2,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,4,1,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,168,1,8,3,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,5,2,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,202,2,10,4,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,7,2,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,261,2,13,6,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,2,1,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,88,1,4,2,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,3,1,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,131,1,6,3,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,4,2,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,157,2,8,3,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,5,2,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,202,2,10,4,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,48,1,2,1,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,2,1,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,72,1,3,1,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,2,2,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,86,2,4,2,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,3,2,1,0,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,111,2,5,2,66.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,JSS,JSS1,8,3,1,0,72.5,JSS1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,JSS,JSS1,444,3,11,5,72.5,JSS1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Private,JSS,JSS1,7,3,1,0,72.5,JSS1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Private,JSS,JSS1,387,3,10,4,72.5,JSS1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Public,JSS,JSS1,36,9,1,0,72.5,JSS1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Public,JSS,JSS1,1227,9,31,13,72.5,JSS1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Public,JSS,JSS1,36,9,1,0,72.5,JSS1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Public,JSS,JSS1,1151,9,29,12,72.5,JSS1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,JSS,JSS2,8,3,1,0,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,JSS,JSS2,366,3,9,4,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Private,JSS,JSS2,7,3,1,0,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Private,JSS,JSS2,318,3,8,3,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Public,JSS,JSS2,31,9,1,0,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Public,JSS,JSS2,1007,9,25,11,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Public,JSS,JSS2,29,9,1,0,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Public,JSS,JSS2,946,9,24,10,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,JSS,JSS3,6,3,1,0,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,JSS,JSS3,291,3,7,3,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Private,JSS,JSS3,5,3,1,0,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Private,JSS,JSS3,254,3,6,3,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Public,JSS,JSS3,25,8,1,0,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Public,JSS,JSS3,804,8,20,8,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Public,JSS,JSS3,22,8,1,0,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Public,JSS,JSS3,754,8,19,8,72.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,28,4,1,0,70.5,Primary 1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,983,4,29,12,70.5,Primary 1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,26,4,1,0,70.5,Primary 1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,907,4,26,11,70.5,Primary 1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,133,18,4,2,70.5,Primary 1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,4163,18,122,52,70.5,Primary 1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,124,18,4,2,70.5,Primary 1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,3924,18,115,49,70.5,Primary 1,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,25,4,1,0,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,872,4,25,11,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,23,4,1,0,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,805,4,24,10,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,118,16,3,1,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,3696,16,108,46,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,111,16,3,1,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,3483,16,102,43,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,23,4,1,0,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,785,4,23,10,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,21,4,1,0,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,724,4,21,9,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,106,17,3,1,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,3324,17,97,41,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,99,17,3,1,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,3132,17,91,39,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,21,4,1,0,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,717,4,21,9,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,19,4,1,0,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,661,4,19,8,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,97,17,3,1,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,3038,17,89,38,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,91,17,3,1,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,2863,17,84,36,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,20,4,1,0,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,672,4,20,8,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,18,4,1,0,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,620,4,18,8,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,90,16,3,1,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2845,16,83,35,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,84,16,2,1,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2681,16,78,33,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,17,4,1,0,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
2020/2021,South South,Cross River,Calabar Municipal,Four,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,606,4,18,8,70.5,,0,"Government Secondary School, Four | Community Secondary School, Four | Unity College, Calabar Municipal | Comprehensive High School, Four"
