session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Female,Disabled,NECO,1-year,College of Education,7,4,4,4,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Female,Disabled,NECO,2-year,College of Education,3,3,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Female,Disabled,NECO,3-5-year,College of Education,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Female,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Female,Disabled,WAEC,1-year,College of Education,7,4,4,4,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Female,Disabled,WAEC,2-year,College of Education,4,4,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Female,Disabled,WAEC,3-5-year,College of Education,4,4,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Female,Disabled,WAEC,5+-year,College of Education,0,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,NABTEB,1-year,College of Education,32,25,7,7,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,NABTEB,2-year,College of Education,23,16,7,7,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,NABTEB,3-5-year,College of Education,13,8,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,NABTEB,5+-year,College of Education,7,4,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,NECO,1-year,College of Education,51,40,24,14,15,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,NECO,2-year,College of Education,34,26,16,8,12,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,NECO,3-5-year,College of Education,20,18,7,7,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,NECO,5+-year,College of Education,10,7,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,WAEC,1-year,College of Education,76,54,23,20,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,WAEC,2-year,College of Education,52,37,14,13,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,WAEC,3-5-year,College of Education,34,23,14,6,12,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,ALL,WAEC,5+-year,College of Education,17,14,7,6,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,NABTEB,1-year,College of Education,7,4,0,0,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,NABTEB,2-year,College of Education,3,3,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,NECO,1-year,College of Education,7,4,4,4,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,NECO,2-year,College of Education,3,3,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,NECO,3-5-year,College of Education,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,WAEC,1-year,College of Education,7,7,7,6,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,WAEC,2-year,College of Education,4,4,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,WAEC,3-5-year,College of Education,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Government Secondary School, Balogun",Male,Disabled,WAEC,5+-year,College of Education,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,NABTEB,1-year,University,64,49,16,14,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,NABTEB,2-year,University,42,28,16,8,12,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,NABTEB,3-5-year,University,23,16,7,7,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,NABTEB,5+-year,University,19,12,7,7,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,NECO,1-year,University,105,83,40,30,12,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,NECO,2-year,University,71,54,31,22,12,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,NECO,3-5-year,University,44,36,16,16,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,NECO,5+-year,University,27,18,7,7,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,WAEC,1-year,University,145,145,57,47,9,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,WAEC,2-year,University,93,68,37,27,12,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,WAEC,3-5-year,University,55,37,23,20,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,ALL,WAEC,5+-year,University,31,23,14,6,12,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,NABTEB,1-year,University,7,5,5,5,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,NABTEB,2-year,University,7,5,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,NABTEB,3-5-year,University,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,NABTEB,5+-year,University,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,NECO,1-year,University,14,11,7,7,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,NECO,2-year,University,10,7,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,NECO,3-5-year,University,7,4,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,NECO,5+-year,University,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,WAEC,1-year,University,21,14,7,6,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,WAEC,2-year,University,14,7,7,6,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,WAEC,3-5-year,University,7,7,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Female,Disabled,WAEC,5+-year,University,4,4,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,NABTEB,1-year,University,71,57,16,14,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,NABTEB,2-year,University,48,36,16,8,12,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,NABTEB,3-5-year,University,29,20,7,7,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,NABTEB,5+-year,University,16,12,7,7,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,NECO,1-year,University,143,143,49,38,12,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,NECO,2-year,University,82,57,24,22,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,NECO,3-5-year,University,65,47,24,16,12,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,NECO,5+-year,University,37,26,7,7,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,WAEC,1-year,University,189,189,189,189,9,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,WAEC,2-year,University,110,110,44,33,12,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,WAEC,3-5-year,University,83,57,30,20,12,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,ALL,WAEC,5+-year,University,48,34,14,14,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,NABTEB,1-year,University,10,8,7,7,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,NABTEB,2-year,University,7,5,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,NABTEB,3-5-year,University,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,NABTEB,5+-year,University,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,NECO,1-year,University,17,11,7,7,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,NECO,2-year,University,10,7,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,NECO,3-5-year,University,10,4,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,NECO,5+-year,University,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,WAEC,1-year,University,24,14,7,6,0,1.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,WAEC,2-year,University,14,11,7,6,0,2.0
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,WAEC,3-5-year,University,7,7,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Balogun,"Unity College, Offa",Male,Disabled,WAEC,5+-year,University,7,4,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,NABTEB,1-year,University,35,25,16,8,12,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,NABTEB,2-year,University,26,16,9,8,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,NABTEB,3-5-year,University,16,12,9,8,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,NABTEB,5+-year,University,10,8,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,NECO,1-year,University,61,43,24,16,12,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,NECO,2-year,University,41,29,16,16,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,NECO,3-5-year,University,24,14,9,8,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,NECO,5+-year,University,17,11,9,8,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,WAEC,1-year,University,93,64,30,27,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,WAEC,2-year,University,62,45,23,13,15,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,WAEC,3-5-year,University,34,23,14,6,12,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,ALL,WAEC,5+-year,University,17,14,7,6,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,NABTEB,1-year,University,7,5,5,5,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,NABTEB,2-year,University,3,3,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,NABTEB,3-5-year,University,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,NECO,1-year,University,7,4,4,4,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,NECO,2-year,University,3,3,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,NECO,3-5-year,University,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,NECO,5+-year,University,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,WAEC,1-year,University,10,7,7,6,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,WAEC,2-year,University,7,4,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,WAEC,3-5-year,University,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Female,Disabled,WAEC,5+-year,University,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,NABTEB,1-year,University,45,28,16,14,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,NABTEB,2-year,University,26,20,9,8,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,NABTEB,3-5-year,University,16,12,9,8,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,NABTEB,5+-year,University,13,8,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,NECO,1-year,University,68,50,24,16,12,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,NECO,2-year,University,44,33,16,16,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,NECO,3-5-year,University,27,22,9,8,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,NECO,5+-year,University,17,11,9,8,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,WAEC,1-year,University,110,82,37,33,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,WAEC,2-year,University,72,52,30,20,12,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,WAEC,3-5-year,University,55,41,23,13,15,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,ALL,WAEC,5+-year,University,24,20,7,6,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,NABTEB,1-year,University,7,4,4,4,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,NABTEB,2-year,University,3,3,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,NABTEB,3-5-year,University,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,NECO,1-year,University,7,4,4,4,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,NECO,2-year,University,3,3,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,NECO,3-5-year,University,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,NECO,5+-year,University,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,WAEC,1-year,University,14,11,7,6,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,WAEC,2-year,University,10,7,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,WAEC,3-5-year,University,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Community Secondary School, Essa-A",Male,Disabled,WAEC,5+-year,University,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,NABTEB,1-year,College of Education,64,49,24,22,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,NABTEB,2-year,College of Education,42,33,16,14,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,NABTEB,3-5-year,College of Education,26,20,9,8,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,NABTEB,5+-year,College of Education,13,12,9,0,9,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,NECO,1-year,College of Education,119,90,49,46,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,NECO,2-year,College of Education,85,61,40,30,12,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,NECO,3-5-year,College of Education,51,40,24,16,12,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,NECO,5+-year,College of Education,24,18,9,8,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,WAEC,1-year,College of Education,138,138,57,47,9,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,WAEC,2-year,College of Education,83,61,37,27,12,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,WAEC,3-5-year,College of Education,62,48,30,20,12,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,ALL,WAEC,5+-year,College of Education,34,23,14,13,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,NABTEB,1-year,College of Education,7,4,4,4,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,NABTEB,2-year,College of Education,3,3,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,NABTEB,3-5-year,College of Education,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,NABTEB,5+-year,College of Education,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,NECO,1-year,College of Education,14,11,9,8,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,NECO,2-year,College of Education,7,7,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,NECO,3-5-year,College of Education,7,4,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,NECO,5+-year,College of Education,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,WAEC,1-year,College of Education,14,11,7,6,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,WAEC,2-year,College of Education,10,7,7,6,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,WAEC,3-5-year,College of Education,7,4,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Female,Disabled,WAEC,5+-year,College of Education,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,NABTEB,1-year,College of Education,74,57,24,22,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,NABTEB,2-year,College of Education,45,36,16,8,12,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,NABTEB,3-5-year,College of Education,35,28,9,8,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,NABTEB,5+-year,College of Education,16,12,7,7,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,NECO,1-year,College of Education,132,101,64,46,24,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,NECO,2-year,College of Education,78,61,31,22,12,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,NECO,3-5-year,College of Education,61,47,24,22,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,NECO,5+-year,College of Education,37,29,16,14,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,WAEC,1-year,College of Education,162,162,64,47,21,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,WAEC,2-year,College of Education,96,75,37,33,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,WAEC,3-5-year,College of Education,62,48,23,20,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,ALL,WAEC,5+-year,College of Education,31,23,14,6,12,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,NABTEB,1-year,College of Education,7,4,4,4,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,NABTEB,2-year,College of Education,7,4,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,NABTEB,3-5-year,College of Education,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,NABTEB,5+-year,College of Education,3,0,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,NECO,1-year,College of Education,17,11,9,8,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,NECO,2-year,College of Education,10,7,0,0,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,NECO,3-5-year,College of Education,7,4,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,NECO,5+-year,College of Education,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,WAEC,1-year,College of Education,21,14,7,6,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,WAEC,2-year,College of Education,14,11,7,6,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,WAEC,3-5-year,College of Education,10,7,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Comprehensive High School, Essa-A",Male,Disabled,WAEC,5+-year,College of Education,3,3,0,0,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,NABTEB,1-year,University,61,49,24,16,12,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,NABTEB,2-year,University,35,28,9,8,0,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,NABTEB,3-5-year,University,23,16,9,8,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,NABTEB,5+-year,University,16,12,9,8,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,NECO,1-year,University,112,87,49,38,12,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,NECO,2-year,University,71,54,31,22,12,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,NECO,3-5-year,University,44,36,16,14,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,NECO,5+-year,University,27,22,7,7,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,WAEC,1-year,University,176,176,176,53,9,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,WAEC,2-year,University,100,71,37,27,12,2.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,WAEC,3-5-year,University,76,54,30,20,12,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,ALL,WAEC,5+-year,University,41,30,14,14,0,1.5
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,Disabled,NABTEB,1-year,University,7,4,4,4,0,1.0
2024/2025,North Central,Kwara,Offa,Essa-A,"Government Secondary School, Essa-A",Female,Disabled,NABTEB,2-year,University,3,3,0,0,0,2.0
