session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,pupil_teacher_ratio
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,,Unqualified,1251,48,26.0625
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,,Unqualified,1153,45,25.622222222222224
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,,Unqualified,1084,42,25.80952380952381
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,999,39,25.615384615384617
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1084,42,25.80952380952381
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,961,37,25.97297297297297
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,,Unqualified,1001,39,25.666666666666668
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,807,31,26.032258064516128
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,834,32,26.0625
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1307,51,25.62745098039216
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1417,55,25.76363636363636
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1153,45,25.622222222222224
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1084,42,25.80952380952381
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1115,43,25.930232558139537
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1251,48,26.0625
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,Disabled,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1269,49,25.897959183673468
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1251,48,26.0625
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,,Unqualified,1038,40,25.95
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,959,37,25.91891891891892
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,923,36,25.63888888888889
2021/2022,South East,Imo,Aboh Mbaise,Amuzu,"Unity College, Mbaise",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,,Unqualified,959,37,25.91891891891892
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,513,17,30.176470588235293
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,JSS,,NCE,Qualified,444,15,29.6
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Disabled,Public,JSS,,PGDE,Qualified,477,16,29.8125
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,JSS,,NCE,Qualified,409,14,29.214285714285715
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Non-Disabled,Public,JSS,,NCE,Qualified,460,15,30.666666666666668
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,JSS,,NCE,Qualified,426,14,30.428571428571427
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,1192,46,25.91304347826087
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1209,47,25.72340425531915
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1538,60,25.633333333333333
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,,Unqualified,1417,55,25.76363636363636
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1076,42,25.61904761904762
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,1209,47,25.72340425531915
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Disabled,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1461,57,25.63157894736842
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1209,47,25.72340425531915
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,,Unqualified,1269,49,25.897959183673468
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,,Unqualified,1292,50,25.84
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,999,39,25.615384615384617
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,,Unqualified,959,37,25.91891891891892
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Disabled,Public,SSS,,PGDE,Qualified,452,16,28.25
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,430,15,28.666666666666668
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,140,5,28.0
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Non-Disabled,Public,SSS,,NCE,Qualified,171,6,28.5
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,358,13,27.53846153846154
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Female,Non-Disabled,Public,SSS,,NCE,Qualified,281,10,28.1
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Community Secondary School, Enyiogugu",Male,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,322,11,29.272727272727277
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Female,Non-Disabled,Private,JSS,,MEd or Equivalent,Qualified,371,12,30.916666666666668
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Male,Non-Disabled,Private,JSS,,,Unqualified,338,11,30.727272727272727
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Female,Non-Disabled,Private,JSS,,Grade II or Equivalent,Unqualified,318,11,28.90909090909091
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Male,Non-Disabled,Private,JSS,,NCE,Qualified,302,10,30.2
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Female,Non-Disabled,Private,JSS,,MEd or Equivalent,Qualified,141,5,28.2
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Female,Non-Disabled,Private,JSS,,,Unqualified,194,7,27.714285714285715
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Male,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,338,11,30.727272727272727
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Female,Non-Disabled,Private,SSS,,Grade II or Equivalent,Unqualified,249,9,27.666666666666668
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Male,Non-Disabled,Private,SSS,,PGDE,Qualified,233,8,29.125
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Female,Non-Disabled,Private,SSS,,BEd or Equivalent,Qualified,125,4,31.25
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Female,Non-Disabled,Private,SSS,,PGDE,Qualified,109,4,27.25
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Male,Non-Disabled,Private,SSS,,,Unqualified,251,9,27.88888888888889
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Female,Non-Disabled,Private,SSS,,NCE,Qualified,109,4,27.25
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Female,Disabled,Private,SSS,,PGDE,Qualified,94,3,31.33333333333333
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Comprehensive High School, Enyiogugu",Male,Non-Disabled,Private,SSS,,Grade II or Equivalent,Unqualified,215,8,26.875
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Female,Non-Disabled,Public,JSS,,NCE,Qualified,194,7,27.714285714285715
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Female,Non-Disabled,Public,JSS,,,Unqualified,265,9,29.444444444444443
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Male,Non-Disabled,Public,JSS,,,Unqualified,444,15,29.6
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Female,Disabled,Public,JSS,,NCE,Qualified,495,17,29.11764705882353
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,142,5,28.4
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Male,Disabled,Public,JSS,,PGDE,Qualified,302,10,30.2
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Female,Disabled,Public,JSS,,BEd or Equivalent,Qualified,159,5,31.8
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Female,Non-Disabled,Public,JSS,,,Unqualified,194,7,27.714285714285715
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,302,10,30.2
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,281,10,28.1
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,322,11,29.272727272727277
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Female,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,281,10,28.1
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Male,Disabled,Public,SSS,,,Unqualified,340,12,28.33333333333333
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,94,3,31.33333333333333
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Female,Non-Disabled,Public,SSS,,NCE,Qualified,140,5,28.0
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Government Secondary School, Enyiogugu",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,286,10,28.6
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,212,7,30.285714285714285
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,JSS,,NCE,Qualified,141,5,28.2
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Disabled,Public,JSS,,Grade II or Equivalent,Unqualified,355,12,29.58333333333333
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,JSS,,NCE,Qualified,177,6,29.5
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,177,6,29.5
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Non-Disabled,Public,JSS,,NCE,Qualified,355,12,29.58333333333333
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,194,7,27.714285714285715
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Disabled,Public,JSS,,MEd or Equivalent,Qualified,124,4,31.0
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Non-Disabled,Public,JSS,,NCE,Qualified,320,11,29.09090909090909
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1076,42,25.61904761904762
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1000,39,25.64102564102564
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,961,37,25.97297297297297
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,959,37,25.91891891891892
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,999,39,25.615384615384617
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1084,42,25.80952380952381
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,884,34,26.0
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1084,42,25.80952380952381
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,,Unqualified,807,31,26.032258064516128
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,834,32,26.0625
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Disabled,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1038,40,25.95
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,834,32,26.0625
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,281,10,28.1
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Non-Disabled,Public,SSS,,NCE,Qualified,322,11,29.272727272727277
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,249,9,27.666666666666668
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Disabled,Public,SSS,,BEd or Equivalent,Qualified,251,9,27.88888888888889
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Female,Non-Disabled,Public,SSS,,,Unqualified,249,9,27.666666666666668
2021/2022,South East,Imo,Aboh Mbaise,Enyiogugu,"Unity College, Mbaise",Male,Non-Disabled,Public,SSS,,NCE,Qualified,215,8,26.875
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,177,6,29.5
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Female,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,265,9,29.444444444444443
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,426,14,30.428571428571427
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Female,Non-Disabled,Public,JSS,,Grade II or Equivalent,Unqualified,460,15,30.666666666666668
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,462,16,28.875
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Female,Non-Disabled,Public,JSS,,NCE,Qualified,389,13,29.923076923076923
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Male,Non-Disabled,Public,JSS,,,Unqualified,355,12,29.58333333333333
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Female,Disabled,Public,SSS,,BEd or Equivalent,Qualified,187,7,26.714285714285715
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Female,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,171,6,28.5
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Male,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,394,14,28.142857142857142
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,187,7,26.714285714285715
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Female,Disabled,Public,SSS,,MEd or Equivalent,Qualified,156,6,26.0
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Male,Disabled,Public,SSS,,PGDE,Qualified,376,13,28.923076923076923
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,156,6,26.0
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Female,Non-Disabled,Public,SSS,,PGDE,Qualified,109,4,27.25
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Community Secondary School, Ibeku",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,286,10,28.6
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Female,Non-Disabled,Private,Pre-Primary/Primary,,NCE,Qualified,692,27,25.62962962962963
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Male,Non-Disabled,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,667,26,25.653846153846157
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Female,Non-Disabled,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,615,24,25.625
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Male,Non-Disabled,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,667,26,25.653846153846157
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Female,Non-Disabled,Private,Pre-Primary/Primary,,PGDE,Qualified,730,28,26.071428571428573
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Male,Non-Disabled,Private,Pre-Primary/Primary,,,Unqualified,709,27,26.25925925925926
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Female,Non-Disabled,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,730,28,26.071428571428573
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Male,Non-Disabled,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,417,16,26.0625
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Male,Non-Disabled,Private,Pre-Primary/Primary,,NCE,Qualified,333,13,25.615384615384617
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1115,43,25.930232558139537
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1042,40,26.05
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1076,42,25.61904761904762
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1042,40,26.05
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,961,37,25.97297297297297
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,Unqualified,1084,42,25.80952380952381
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,807,31,26.032258064516128
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,834,32,26.0625
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,884,34,26.0
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1001,39,25.666666666666668
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,846,33,25.63636363636364
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Comprehensive High School, Ibeku",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,792,31,25.548387096774192
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Government Secondary School, Ibeku",Female,Non-Disabled,Public,JSS,,Grade II or Equivalent,Unqualified,424,14,30.285714285714285
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Government Secondary School, Ibeku",Male,Non-Disabled,Public,JSS,,Grade II or Equivalent,Unqualified,160,5,32.0
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Government Secondary School, Ibeku",Male,Non-Disabled,Public,JSS,,NCE,Qualified,178,6,29.666666666666668
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Government Secondary School, Ibeku",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,336,11,30.545454545454547
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Government Secondary School, Ibeku",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,338,11,30.727272727272727
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Government Secondary School, Ibeku",Female,Disabled,Public,JSS,,BEd or Equivalent,Qualified,371,12,30.916666666666668
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Government Secondary School, Ibeku",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,302,10,30.2
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Government Secondary School, Ibeku",Female,Non-Disabled,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,653,25,26.12
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Government Secondary School, Ibeku",Male,Non-Disabled,Public,Pre-Primary/Primary,,NCE,Qualified,584,23,25.39130434782609
2021/2022,South East,Imo,Aboh Mbaise,Ibeku,"Government Secondary School, Ibeku",Female,Non-Disabled,Public,Pre-Primary/Primary,,,Unqualified,538,21,25.61904761904762
