session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,pass_rate_pct,utme_candidate_count,utme_qualified_count,utme_qualifying_rate_pct,admitted_count,admission_rate_pct,matriculated_count,matriculation_completion_rate_pct
2023/2024,North West,Jigawa,Sule-Tankarkar,Takatsaba,"Takatsaba Primary School, Takatsaba",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Takatsaba,"Takure Primary School, Takure",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Takatsaba,Umarni Junior Secondary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Takatsaba,"Umarni Primary School, Umarni",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Takatsaba,Unguwar Kiwo,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Asayaya Primary School, Asayaya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Bango Primary School, Bango",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Danbanki Primary School, Danbanki",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,Dangoriba Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Danyarda Primary School, Danyarda",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Garin Haro Nomadic Primary School, Garin Haro",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,Hardo Bai Nomadic Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Hardo Kwaine Nomadic Primary School, Hardo Kwaine",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,Junior Secondary School Kuka Maidire,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Junior Secondary School, Yandamo",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Kakudi Tsuru Primary School, Kakudi Tsuru",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Lageniya Primary School, Lageniya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Mairago Nomadic Primary School, Mai Rago",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Nazau Primary School, Nazau",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Tarika Primary School, Tarika",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Unguwar Kiwo Primary School, Unguwar Kiwo",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Sule-Tankarkar,Yandamo,"Yandamo Primary School, Yandamo",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,"Afitawa Primary School, Afitawa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,Ajaura Junior Secondary Schhol,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,"Ajaura Primary School, Ajaura",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,"Bardo Primary School, Bardo",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,Buturanawa Nomadic Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,"Fulatan Primary School, Fuatan",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,"Gurjawa Primary School, Gurjawa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,"Junior Secondary School, Kundu",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,Kawari Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,"Kundu Primary School, Kundu",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,"Nomi Primary School, Nomo",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Ajaura,"Yangayami Primary School, Yangayami",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,"Akasan Islamiya Primary School, Akasan",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,"Barnawa Nomadic Primary School, Barnawa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,"Chakwaikwaiwa Primary School, Chakwaikwaiwa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,"Chiwasu Primary School, Chiwasu",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,"G/Kiliya Primary School, Gidan Kiliya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,Hawandu Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,"Junior Secondary School, Chakwaikwaiwa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,"Junior Secondary School, Kwajali",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,Kauyan Mata Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,"Kwajali Islamiya Primary School, Kwajali",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,"Rafin Kanya Primary School, Rafin Kanya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chakwaikwaiwa,"Yanyanga Primary School, Yanyanga",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,"Atiyaye Primary School, Atiyaye",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,"Bidawa Primary School, Bidawa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,"Chukuto Primary School, Chukuto",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,Dakawar Dinya Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,Dandalla Nomadic Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,"Galadimawa Primary School, Galadimawa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,"Idan Zakara Primary School, Idan Zakara",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,"Junior Secondary School, Chukuto",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,"Junior Secondary School, Majia",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,"Kwajali Primary School, Kwajali",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,"Shirinya Nomadic Primary School, Shrinya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Chukuto,"Zarga Primary School, Zarga",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,Asayaya Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,Dakawar Kuka Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,Gamakauye Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,Government Day Junior Arabic Secondary School Gujungu,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,Gujungu Islamiyya,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,Gujungu Kuou Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,"Gujungu Primary School, Gujungu",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,"Junior Secondary School, Gujungu",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,"Junior Secondary School, Nahuce",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,"K/Gilima Primary School, Kaura Gilma",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,"M/Maizuwo Primary School, Malamawar Maizuwo",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Gujungu,"T/Kwajali Primary School, Tofar Kwajali",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,Adams Science Andtahfizul Quran Academy,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,"Dankaraye Primary School, Dankaraye",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,Ganyawa Islamiyya Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,Gidan Ganji Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,"Junior Arabic Secondary School, Kiri",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,"Junior Secondary School, Kiri",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,"Junior Secondary School, Yangayami",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,"K/Mato Primary School, Koran Mato",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,"Kiri Islamiya Primary School, Kiri",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,"Kiri Primary School, Kiri",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,"Mahoni Primary School, Mahoni",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kiri,"Tsadawa Primary School, Tsadawa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,Domawa Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,"Gidan Naruwa Primary School, Gidan Naruwa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,Junior Arabic Secondary School Kwalam,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,"Junior Arabic Secondary School, Majia",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,"Junior Secondary School, Kwalam",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,"Junior Secondary School,Gurjawa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,"Kangal Primary School, Kangal",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,"Kwalam Central Primary School, Kwalam",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,"Kwalam Islamiya Primary School, Kwalam",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,"Maiyadiya Primary School, Maiyadiya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,"Tsinaho Primary School, Tsanaho",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Kwalam,Yanfari Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Maje,Adams Science Andtahfizul Quran Academy,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Maje,Gilima Islamiyya Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Maje,"Junior Arabic Secondary School, Maje",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Maje,"Junior Secondary School, Akasan",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Maje,"Junior Secondary School, Maje",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Maje,"Kayar Gazara Primary School, Kayar Gazara",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Maje,"Maje Central Primary School, Maje",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Maje,"Maje Islamiya Primary School, Maje",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Maje,"Majia Central Primary School, Majia",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Maje,"Walawa Primary School, Walawa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Maje,"Zangon Maje Primary School, Zangon Maje",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Majiya,"Abakura Primary School, Abakura",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Majiya,"Bandani Nomadic Primary School, Bandani",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Majiya,"Bula Primary School, Bula",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Majiya,"Dukunu Nomadic Primary School, Dugunu Fulani",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Majiya,"Gilima Primary School, Gilima",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Majiya,"Junior Secondary School, Gurgunya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Majiya,Katarika Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Majiya,"Kokochi Primary School, Kokochi",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Majiya,"Majia Islamiya Primary School, Majia",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Majiya,Majiya Tasha Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Majiya,"Wayu Primary School, Wayu",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,S/Garin Yaya,"Gurgunya Primary School, Gurgunya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,S/Garin Yaya,Imam Jibrin Sabon Garin Yaya Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,S/Garin Yaya,"Junior Arabic Secondary School, S/Garin Yaya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,S/Garin Yaya,"Junior Secondary School, Kayar Gazara",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,S/Garin Yaya,Kokoci Yadda Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,S/Garin Yaya,"Kukui Primary School, Kukui",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,S/Garin Yaya,"Nahuce Primary School, Nahuce",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,S/Garin Yaya,"Rigar S/Fada Nomadic Primary School, Rigar Sarkin Fada",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,S/Garin Yaya,Sabongari  Yaya Central Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,S/Garin Yaya,"Sabongari Islamiyya Primary School, Sabon Garin Yaya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,S/Garin Yaya,"Yaldewo Nomadicprimary School, Yaldewo",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,Aliyu  Bin Abidalib Acadamic Taura Jarkasa,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,Amina Tahfizul Quran Islamiyya School Sabon Garir Yaya,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,"Daurawa Primary School, Daurawa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,"Digawar Yan Bukudu Nomadic Primary School, Digawar Yanbukudu",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,Garba Halliru Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,Hazak Nursery And Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,"Jarkasa Islamiya Primary School, Taura",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,"Junior Arabic Secondary School, Taura",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,"Junior Secondary School, Gilima",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,"Junior Secondary School, Taura",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,Kwalam Kudu Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,"M/Taura Primary School, Malamawar Taura",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,Madinatul Ahabab Littahafizul Quran Nursery And Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,Takai Nomadic Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,"Taura Islamiya Primary School, Taura",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,"Taura Science Model Primary School, Taura",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,"Taura Science Special Primary School, Taura",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Taura,Taura,Taura Tahfizul Quran Islamiya School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Achilafiya,"Furji Primary School, Firji Gabas",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Achilafiya,"Government Day Junior Secondary School, Birji",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Achilafiya,"Govt. Day Junior Secondary School, Achilafiya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Achilafiya,Jallawa Nomadic Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Achilafiya,"Mallam Ado Yassa Tsangaya School, Achilafiya",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Achilafiya,"Mallam Lawan Tsangaya School, Sada",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Achilafiya,Nurul Islam Islamiyya Primary School Achilafiya,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Achilafiya,"S/Garin Murde Primary School, S G Murde",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Belas,"Addani Primary School, Addani",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Belas,Bugaje Nomadic Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Belas,"Dumbu Primary School, Dumbu",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Belas,"Govt. Day Junior Arabic Secondary School, Kudu Sabuwa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Belas,Jamaar Gabas Nomadic Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Belas,Kanawa Primary School,Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Belas,"Mallam Nura Tsangaya School, Dankama",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Belas,"Sada Primary School, Sada",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
2023/2024,North West,Jigawa,Yankwashi,Dawan‐Gawo,"Bandawa Primary School, Bandawa",Female,Disabled,WAEC,0,0,0.0,0,0,0.0,0,0.0,0,0.0
