session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2021/2022,South South,Bayelsa,Nembe,Bassambiri II,Female,Disabled,Private,SSS,SSS2,5,3,1,1,62.9,,0,"Government Secondary School, Bassambiri II | Community Secondary School, Bassambiri II | Unity College, Nembe | Comprehensive High School, Bassambiri II"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Non-Disabled,Public,SSS,SSS2,530,5,10,7,82.3,,1,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Disabled,Private,SSS,SSS3,2,3,1,1,82.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Non-Disabled,Private,SSS,SSS3,164,3,3,2,82.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Disabled,Private,SSS,SSS3,2,3,1,1,82.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Non-Disabled,Private,SSS,SSS3,196,3,4,3,82.3,,1,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Disabled,Public,SSS,SSS3,5,5,1,1,82.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Non-Disabled,Public,SSS,SSS3,394,5,7,5,82.3,,1,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Disabled,Public,SSS,SSS3,5,5,1,1,82.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Non-Disabled,Public,SSS,SSS3,413,5,8,5,82.3,,1,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Disabled,Private,Vocational,Vocational Year 1,0,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Non-Disabled,Private,Vocational,Vocational Year 1,11,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Disabled,Private,Vocational,Vocational Year 1,1,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Non-Disabled,Private,Vocational,Vocational Year 1,32,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Disabled,Public,Vocational,Vocational Year 1,0,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Non-Disabled,Public,Vocational,Vocational Year 1,16,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Disabled,Public,Vocational,Vocational Year 1,1,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Non-Disabled,Public,Vocational,Vocational Year 1,45,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Disabled,Private,Vocational,Vocational Year 2,0,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Non-Disabled,Private,Vocational,Vocational Year 2,9,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Disabled,Private,Vocational,Vocational Year 2,1,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Non-Disabled,Private,Vocational,Vocational Year 2,27,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Disabled,Public,Vocational,Vocational Year 2,0,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Non-Disabled,Public,Vocational,Vocational Year 2,14,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Disabled,Public,Vocational,Vocational Year 2,1,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Non-Disabled,Public,Vocational,Vocational Year 2,38,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Disabled,Private,Vocational,Vocational Year 3,0,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Non-Disabled,Private,Vocational,Vocational Year 3,7,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Disabled,Private,Vocational,Vocational Year 3,0,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Non-Disabled,Private,Vocational,Vocational Year 3,20,1,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Disabled,Public,Vocational,Vocational Year 3,0,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Female,Non-Disabled,Public,Vocational,Vocational Year 3,10,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Disabled,Public,Vocational,Vocational Year 3,1,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North Central,Benue,Vandeikya,Mbagbera,Male,Non-Disabled,Public,Vocational,Vocational Year 3,28,2,1,1,79.3,,0,"Government Secondary School, Mbagbera | Community Secondary School, Mbagbera | Unity College, Vandeikya | Comprehensive High School, Mbagbera"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,2,1,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,84,1,5,4,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,3,1,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,124,1,7,5,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,3,2,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,152,2,8,6,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,5,2,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,225,2,12,9,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,1,1,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,65,1,4,3,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,2,1,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,96,1,5,4,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,2,2,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,118,2,6,5,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,4,2,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,174,2,10,8,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,36,1,2,2,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,53,1,3,2,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,1,2,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,65,2,4,3,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,2,2,1,1,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,96,2,5,4,56.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,JSS,JSS1,12,3,1,1,62.7,JSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,JSS,JSS1,395,3,11,8,62.7,JSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,JSS,JSS1,9,3,1,1,62.7,JSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,JSS,JSS1,348,3,10,8,62.7,JSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,JSS,JSS1,22,5,1,1,62.7,JSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,JSS,JSS1,801,5,23,18,62.7,JSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,JSS,JSS1,20,5,1,1,62.7,JSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,JSS,JSS1,734,5,21,16,62.7,JSS1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,JSS,JSS2,9,3,1,1,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,JSS,JSS2,325,3,9,7,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,JSS,JSS2,8,3,1,1,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,JSS,JSS2,286,3,8,6,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,JSS,JSS2,17,5,1,1,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,JSS,JSS2,658,5,19,15,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,JSS,JSS2,15,5,1,1,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,JSS,JSS2,603,5,17,13,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,JSS,JSS3,7,2,1,1,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,JSS,JSS3,258,2,7,5,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,JSS,JSS3,6,2,1,1,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,JSS,JSS3,229,2,7,5,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,JSS,JSS3,14,5,1,1,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,JSS,JSS3,524,5,15,11,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,JSS,JSS3,14,5,1,1,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,JSS,JSS3,481,5,14,11,62.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,30,5,1,1,60.7,Primary 1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,1205,5,40,31,60.7,Primary 1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,27,5,1,1,60.7,Primary 1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,1073,5,36,28,60.7,Primary 1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,73,10,2,2,60.7,Primary 1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2482,10,82,63,60.7,Primary 1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,70,10,2,2,60.7,Primary 1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2425,10,80,61,60.7,Primary 1,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,27,5,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,1070,5,36,28,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,24,5,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,953,5,32,24,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,63,10,2,2,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2205,10,73,56,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,63,10,2,2,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2154,10,71,54,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,24,5,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,962,5,32,24,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,21,5,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,856,5,28,21,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,58,10,2,2,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,1982,10,66,50,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,56,10,2,2,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,1936,10,64,49,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,21,4,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,879,4,29,22,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,20,4,1,1,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,783,4,26,20,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,53,10,2,2,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1811,10,60,46,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,51,10,2,2,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
2021/2022,North East,Borno,Biu,Buratai,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1770,10,59,45,60.7,,0,"Government Secondary School, Buratai | Community Secondary School, Buratai | Unity College, Biu | Comprehensive High School, Buratai"
