session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,ALL,NECO,2-year,College of Education,24,16,6,7,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,ALL,NECO,3-5-year,College of Education,18,11,6,7,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,ALL,NECO,5+-year,College of Education,8,5,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,ALL,WAEC,1-year,College of Education,47,31,14,11,3,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,ALL,WAEC,2-year,College of Education,27,19,5,5,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,ALL,WAEC,3-5-year,College of Education,22,14,5,5,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,ALL,WAEC,5+-year,College of Education,12,7,5,5,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,NABTEB,1-year,College of Education,5,3,0,0,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,NABTEB,2-year,College of Education,2,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,NABTEB,3-5-year,College of Education,2,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,NECO,1-year,College of Education,5,3,0,0,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,NECO,2-year,College of Education,3,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,NECO,3-5-year,College of Education,3,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,WAEC,1-year,College of Education,5,2,5,5,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,WAEC,2-year,College of Education,2,2,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,WAEC,3-5-year,College of Education,2,2,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,Disabled,WAEC,5+-year,College of Education,3,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,NABTEB,1-year,College of Education,29,20,8,8,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,NABTEB,2-year,College of Education,19,12,8,8,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,NABTEB,3-5-year,College of Education,14,9,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,NABTEB,5+-year,College of Education,5,3,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,NECO,1-year,College of Education,52,35,13,13,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,NECO,2-year,College of Education,31,21,6,6,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,NECO,3-5-year,College of Education,24,16,6,7,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,NECO,5+-year,College of Education,13,8,6,0,6,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,WAEC,1-year,College of Education,74,49,19,16,3,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,WAEC,2-year,College of Education,47,31,14,11,3,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,WAEC,3-5-year,College of Education,37,24,9,11,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,ALL,WAEC,5+-year,College of Education,20,12,5,5,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,NABTEB,1-year,College of Education,5,3,0,0,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,NABTEB,2-year,College of Education,2,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,NABTEB,3-5-year,College of Education,2,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,NECO,1-year,College of Education,5,3,0,0,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,NECO,2-year,College of Education,3,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,NECO,3-5-year,College of Education,3,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,WAEC,1-year,College of Education,5,5,5,5,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,WAEC,2-year,College of Education,5,2,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,WAEC,3-5-year,College of Education,3,2,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,Disabled,WAEC,5+-year,College of Education,3,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,NABTEB,1-year,College of Education,31,20,8,8,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,NABTEB,2-year,College of Education,19,14,8,8,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,NABTEB,3-5-year,College of Education,12,9,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,NABTEB,5+-year,College of Education,7,3,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,NECO,1-year,College of Education,55,35,13,13,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,NECO,2-year,College of Education,37,24,6,6,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,NECO,3-5-year,College of Education,24,16,6,6,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,NECO,5+-year,College of Education,13,8,6,0,6,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,WAEC,1-year,College of Education,74,49,14,16,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,WAEC,2-year,College of Education,52,33,9,11,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,WAEC,3-5-year,College of Education,32,21,9,5,4,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,ALL,WAEC,5+-year,College of Education,20,12,5,5,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,NABTEB,1-year,College of Education,5,3,0,0,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,NABTEB,2-year,College of Education,2,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,NABTEB,3-5-year,College of Education,2,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,NECO,1-year,College of Education,5,3,0,0,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,NECO,2-year,College of Education,3,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,NECO,3-5-year,College of Education,3,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,WAEC,1-year,College of Education,7,5,5,5,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,WAEC,2-year,College of Education,5,2,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,WAEC,3-5-year,College of Education,3,2,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,Disabled,WAEC,5+-year,College of Education,3,2,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,NABTEB,1-year,College of Education,48,32,15,8,7,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,NABTEB,2-year,College of Education,24,17,8,8,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,NABTEB,3-5-year,College of Education,19,12,8,8,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,NABTEB,5+-year,College of Education,12,6,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,NECO,1-year,College of Education,92,61,31,26,5,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,NECO,2-year,College of Education,60,40,19,20,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,NECO,3-5-year,College of Education,34,24,13,6,7,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,NECO,5+-year,College of Education,21,13,6,6,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,WAEC,1-year,College of Education,126,89,38,36,2,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,WAEC,2-year,College of Education,67,49,24,16,8,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,WAEC,3-5-year,College of Education,50,35,14,16,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,ALL,WAEC,5+-year,College of Education,32,24,9,11,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,NABTEB,1-year,College of Education,5,3,8,8,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,NABTEB,2-year,College of Education,5,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,NABTEB,3-5-year,College of Education,2,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,NECO,1-year,College of Education,10,8,6,7,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,NECO,2-year,College of Education,5,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,NECO,3-5-year,College of Education,5,3,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,NECO,5+-year,College of Education,3,3,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,WAEC,1-year,College of Education,15,9,5,5,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,WAEC,2-year,College of Education,10,5,5,5,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,WAEC,3-5-year,College of Education,5,5,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,Disabled,WAEC,5+-year,College of Education,2,2,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,NABTEB,1-year,College of Education,52,38,15,17,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,NABTEB,2-year,College of Education,31,20,7,8,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,NABTEB,3-5-year,College of Education,21,14,7,8,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,NABTEB,5+-year,College of Education,14,9,7,0,7,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,NECO,1-year,College of Education,110,72,37,33,4,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,NECO,2-year,College of Education,76,51,25,20,5,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,NECO,3-5-year,College of Education,44,29,12,13,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,NECO,5+-year,College of Education,26,16,6,7,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,WAEC,1-year,College of Education,139,91,38,36,2,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,WAEC,2-year,College of Education,89,59,24,21,3,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,WAEC,3-5-year,College of Education,64,42,19,16,3,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,ALL,WAEC,5+-year,College of Education,37,24,10,11,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,NABTEB,1-year,College of Education,5,3,7,8,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,NABTEB,2-year,College of Education,2,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,NABTEB,3-5-year,College of Education,2,3,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,NABTEB,5+-year,College of Education,2,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,NECO,1-year,College of Education,10,5,6,7,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,NECO,2-year,College of Education,8,5,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,NECO,3-5-year,College of Education,5,3,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,NECO,5+-year,College of Education,3,3,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,WAEC,1-year,College of Education,15,9,5,5,0,1.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,WAEC,2-year,College of Education,10,7,5,5,0,2.0
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,WAEC,3-5-year,College of Education,7,5,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,Disabled,WAEC,5+-year,College of Education,5,2,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,NABTEB,1-year,Polytechnic,33,23,7,8,0,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,NABTEB,2-year,Polytechnic,24,14,7,8,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,NABTEB,3-5-year,Polytechnic,14,9,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,NABTEB,5+-year,Polytechnic,7,6,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,NECO,1-year,Polytechnic,65,37,13,6,7,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,NECO,2-year,Polytechnic,37,21,6,6,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,NECO,3-5-year,Polytechnic,26,16,6,7,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,NECO,5+-year,Polytechnic,13,8,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,WAEC,1-year,Polytechnic,79,49,19,16,3,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,WAEC,2-year,Polytechnic,52,33,9,11,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,WAEC,3-5-year,Polytechnic,27,19,5,5,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,ALL,WAEC,5+-year,Polytechnic,17,12,5,5,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,NABTEB,1-year,Polytechnic,5,3,0,0,0,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,NABTEB,2-year,Polytechnic,2,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,NABTEB,3-5-year,Polytechnic,2,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,NECO,1-year,Polytechnic,5,3,0,0,0,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,NECO,2-year,Polytechnic,5,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,NECO,3-5-year,Polytechnic,3,3,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,NECO,5+-year,Polytechnic,3,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,WAEC,1-year,Polytechnic,10,5,5,5,0,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,WAEC,2-year,Polytechnic,5,5,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,WAEC,3-5-year,Polytechnic,5,2,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,Disabled,WAEC,5+-year,Polytechnic,3,2,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,NABTEB,1-year,Polytechnic,33,20,8,8,0,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,NABTEB,2-year,Polytechnic,21,12,8,8,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,NABTEB,3-5-year,Polytechnic,14,9,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,NABTEB,5+-year,Polytechnic,5,3,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,NECO,1-year,Polytechnic,58,35,6,7,0,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,NECO,2-year,Polytechnic,37,21,6,7,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,NECO,3-5-year,Polytechnic,24,16,6,0,6,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,NECO,5+-year,Polytechnic,13,8,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,WAEC,1-year,Polytechnic,79,52,14,16,0,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,WAEC,2-year,Polytechnic,45,28,9,5,4,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,WAEC,3-5-year,Polytechnic,32,19,5,5,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,ALL,WAEC,5+-year,Polytechnic,22,14,5,5,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,NABTEB,1-year,Polytechnic,5,3,0,0,0,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,NABTEB,2-year,Polytechnic,2,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,NABTEB,3-5-year,Polytechnic,2,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,NECO,1-year,Polytechnic,5,3,0,0,0,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,NECO,2-year,Polytechnic,3,3,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,NECO,3-5-year,Polytechnic,3,3,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,NECO,5+-year,Polytechnic,3,0,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,WAEC,1-year,Polytechnic,10,5,5,5,0,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,WAEC,2-year,Polytechnic,5,2,0,0,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,WAEC,3-5-year,Polytechnic,3,2,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,Disabled,WAEC,5+-year,Polytechnic,3,2,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,NABTEB,1-year,College of Education,48,32,15,8,7,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,NABTEB,2-year,College of Education,29,17,8,8,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,NABTEB,3-5-year,College of Education,19,12,8,8,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,NABTEB,5+-year,College of Education,12,9,0,0,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,NECO,1-year,College of Education,86,61,25,20,5,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,NECO,2-year,College of Education,52,37,13,13,0,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,NECO,3-5-year,College of Education,39,27,13,13,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,NECO,5+-year,College of Education,21,13,6,7,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,WAEC,1-year,College of Education,136,89,38,36,2,1.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,WAEC,2-year,College of Education,92,61,29,26,3,2.0
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,WAEC,3-5-year,College of Education,45,31,14,11,3,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,ALL,WAEC,5+-year,College of Education,35,24,9,11,0,1.5
2019/2020,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,Disabled,NABTEB,1-year,College of Education,5,3,0,0,0,1.0
