session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2021/2022,South West,Ogun,Remo North,Ayegbami,"Unity College, Remo North",Male,Disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Ayegbami,"Unity College, Remo North",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Ayegbami,"Unity College, Remo North",Male,Disabled,NECO,1-year,College of Education,14,7,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Ayegbami,"Unity College, Remo North",Male,Disabled,NECO,2-year,College of Education,11,7,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Ayegbami,"Unity College, Remo North",Male,Disabled,NECO,3-5-year,College of Education,7,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Ayegbami,"Unity College, Remo North",Male,Disabled,NECO,5+-year,College of Education,3,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Ayegbami,"Unity College, Remo North",Male,Disabled,WAEC,1-year,College of Education,17,14,4,5,0,1.0
2021/2022,South West,Ogun,Remo North,Ayegbami,"Unity College, Remo North",Male,Disabled,WAEC,2-year,College of Education,10,7,4,5,0,2.0
2021/2022,South West,Ogun,Remo North,Ayegbami,"Unity College, Remo North",Male,Disabled,WAEC,3-5-year,College of Education,7,3,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Ayegbami,"Unity College, Remo North",Male,Disabled,WAEC,5+-year,College of Education,4,3,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,NABTEB,1-year,Polytechnic,46,37,12,12,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,NABTEB,2-year,Polytechnic,29,21,6,6,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,NABTEB,3-5-year,Polytechnic,23,17,6,6,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,NABTEB,5+-year,Polytechnic,10,8,6,0,6,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,NECO,1-year,Polytechnic,84,65,20,21,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,NECO,2-year,Polytechnic,53,40,15,11,4,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,NECO,3-5-year,Polytechnic,32,25,10,11,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,NECO,5+-year,Polytechnic,18,11,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,WAEC,1-year,Polytechnic,121,91,33,30,3,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,WAEC,2-year,Polytechnic,80,57,23,20,3,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,WAEC,3-5-year,Polytechnic,52,37,14,15,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,ALL,WAEC,5+-year,Polytechnic,28,20,9,5,4,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,NABTEB,1-year,Polytechnic,7,4,6,6,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,NABTEB,2-year,Polytechnic,3,4,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,NABTEB,3-5-year,Polytechnic,3,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,NECO,1-year,Polytechnic,7,4,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,NECO,2-year,Polytechnic,3,4,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,NECO,3-5-year,Polytechnic,3,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,NECO,5+-year,Polytechnic,0,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,WAEC,1-year,Polytechnic,7,7,4,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,WAEC,2-year,Polytechnic,7,3,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,WAEC,3-5-year,Polytechnic,4,3,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Female,Disabled,WAEC,5+-year,Polytechnic,4,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,NABTEB,1-year,Polytechnic,46,33,12,6,6,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,NABTEB,2-year,Polytechnic,26,21,6,6,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,NABTEB,3-5-year,Polytechnic,16,12,6,6,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,NABTEB,5+-year,Polytechnic,7,8,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,NECO,1-year,Polytechnic,88,65,20,21,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,NECO,2-year,Polytechnic,53,40,15,11,4,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,NECO,3-5-year,Polytechnic,35,25,10,11,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,NECO,5+-year,Polytechnic,18,11,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,WAEC,1-year,Polytechnic,125,91,33,30,3,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,WAEC,2-year,Polytechnic,76,54,19,15,4,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,WAEC,3-5-year,Polytechnic,45,34,9,10,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,ALL,WAEC,5+-year,Polytechnic,28,20,4,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,NABTEB,1-year,Polytechnic,7,4,6,6,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,NABTEB,2-year,Polytechnic,3,4,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,NABTEB,3-5-year,Polytechnic,3,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,NECO,1-year,Polytechnic,7,4,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,NECO,2-year,Polytechnic,3,4,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,NECO,3-5-year,Polytechnic,3,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,NECO,5+-year,Polytechnic,3,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,WAEC,1-year,Polytechnic,10,7,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,WAEC,2-year,Polytechnic,7,3,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,WAEC,3-5-year,Polytechnic,4,3,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Community Secondary School, Igan/Ajina",Male,Disabled,WAEC,5+-year,Polytechnic,4,3,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,NABTEB,1-year,College of Education,30,21,12,12,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,NABTEB,2-year,College of Education,20,16,6,6,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,NABTEB,3-5-year,College of Education,13,12,6,6,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,NABTEB,5+-year,College of Education,7,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,NECO,1-year,College of Education,53,40,15,16,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,NECO,2-year,College of Education,32,25,10,11,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,NECO,3-5-year,College of Education,18,14,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,NECO,5+-year,College of Education,10,7,5,0,5,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,WAEC,1-year,College of Education,69,54,23,20,3,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,WAEC,2-year,College of Education,42,34,14,15,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,WAEC,3-5-year,College of Education,24,17,9,5,4,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,ALL,WAEC,5+-year,College of Education,17,14,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,NABTEB,1-year,College of Education,7,4,6,6,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,NABTEB,2-year,College of Education,3,4,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,NECO,1-year,College of Education,7,4,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,NECO,2-year,College of Education,3,4,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,NECO,3-5-year,College of Education,3,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,WAEC,1-year,College of Education,7,3,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,WAEC,2-year,College of Education,4,3,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,WAEC,3-5-year,College of Education,4,3,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Female,Disabled,WAEC,5+-year,College of Education,0,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,NABTEB,1-year,College of Education,26,21,6,6,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,NABTEB,2-year,College of Education,20,16,6,6,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,NABTEB,3-5-year,College of Education,13,8,6,6,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,NABTEB,5+-year,College of Education,7,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,NECO,1-year,College of Education,56,40,15,11,4,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,NECO,2-year,College of Education,39,25,10,11,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,NECO,3-5-year,College of Education,21,18,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,NECO,5+-year,College of Education,14,11,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,WAEC,1-year,College of Education,80,57,23,20,3,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,WAEC,2-year,College of Education,49,37,14,10,4,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,WAEC,3-5-year,College of Education,31,24,9,10,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,ALL,WAEC,5+-year,College of Education,14,10,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,NABTEB,1-year,College of Education,7,4,6,6,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,NABTEB,2-year,College of Education,3,4,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,NECO,1-year,College of Education,7,4,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,NECO,2-year,College of Education,3,4,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,NECO,3-5-year,College of Education,3,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,WAEC,1-year,College of Education,7,3,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,WAEC,2-year,College of Education,4,3,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,WAEC,3-5-year,College of Education,4,3,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Comprehensive High School, Igan/Ajina",Male,Disabled,WAEC,5+-year,College of Education,0,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,NABTEB,1-year,College of Education,72,53,12,11,1,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,NABTEB,2-year,College of Education,46,33,12,6,6,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,NABTEB,3-5-year,College of Education,26,21,6,6,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,NABTEB,5+-year,College of Education,20,12,6,6,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,NECO,1-year,College of Education,126,94,25,21,4,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,NECO,2-year,College of Education,84,65,20,16,4,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,NECO,3-5-year,College of Education,56,40,10,11,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,NECO,5+-year,College of Education,32,25,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,WAEC,1-year,College of Education,159,111,37,35,2,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,WAEC,2-year,College of Education,107,74,23,25,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,WAEC,3-5-year,College of Education,76,54,19,15,4,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,ALL,WAEC,5+-year,College of Education,49,34,14,10,4,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,NABTEB,1-year,College of Education,10,8,6,6,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,NABTEB,2-year,College of Education,7,4,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,NABTEB,3-5-year,College of Education,3,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,NABTEB,5+-year,College of Education,3,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,NECO,1-year,College of Education,21,14,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,NECO,2-year,College of Education,10,7,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,NECO,3-5-year,College of Education,7,3,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,NECO,5+-year,College of Education,3,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,WAEC,1-year,College of Education,24,17,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,WAEC,2-year,College of Education,17,10,5,5,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,WAEC,3-5-year,College of Education,10,7,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Female,Disabled,WAEC,5+-year,College of Education,3,3,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,NABTEB,1-year,College of Education,69,49,17,11,6,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,NABTEB,2-year,College of Education,46,33,12,12,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,NABTEB,3-5-year,College of Education,26,17,6,6,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,NABTEB,5+-year,College of Education,13,8,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,NECO,1-year,College of Education,116,80,25,21,4,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,NECO,2-year,College of Education,77,54,15,16,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,NECO,3-5-year,College of Education,46,32,10,11,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,NECO,5+-year,College of Education,25,18,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,WAEC,1-year,College of Education,163,118,42,35,7,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,WAEC,2-year,College of Education,101,74,23,25,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,WAEC,3-5-year,College of Education,66,47,14,15,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,ALL,WAEC,5+-year,College of Education,35,24,9,5,4,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,NABTEB,1-year,College of Education,10,4,6,6,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,NABTEB,2-year,College of Education,7,4,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,NABTEB,3-5-year,College of Education,3,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,NABTEB,5+-year,College of Education,3,0,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,NECO,1-year,College of Education,18,11,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,NECO,2-year,College of Education,10,7,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,NECO,3-5-year,College of Education,7,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,NECO,5+-year,College of Education,3,3,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,WAEC,1-year,College of Education,24,14,5,5,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,WAEC,2-year,College of Education,14,10,5,5,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,WAEC,3-5-year,College of Education,10,7,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Government Secondary School, Igan/Ajina",Male,Disabled,WAEC,5+-year,College of Education,3,3,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,NABTEB,1-year,College of Education,36,29,12,11,1,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,NABTEB,2-year,College of Education,23,17,6,6,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,NABTEB,3-5-year,College of Education,13,8,6,6,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,NABTEB,5+-year,College of Education,7,4,0,0,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,NECO,1-year,College of Education,67,51,20,16,4,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,NECO,2-year,College of Education,42,29,10,11,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,NECO,3-5-year,College of Education,28,22,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,NECO,5+-year,College of Education,14,11,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,WAEC,1-year,College of Education,87,67,19,20,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,WAEC,2-year,College of Education,59,44,14,15,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,WAEC,3-5-year,College of Education,35,27,9,5,4,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,ALL,WAEC,5+-year,College of Education,21,14,5,5,0,1.5
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,Disabled,NABTEB,1-year,College of Education,7,4,6,6,0,1.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,Disabled,NABTEB,2-year,College of Education,3,4,0,0,0,2.0
2021/2022,South West,Ogun,Remo North,Igan/Ajina,"Unity College, Remo North",Female,Disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5
