session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Female,Disabled,WAEC,University,17,17,11,4,4,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,ALL,NABTEB,University,57,56,36,10,10,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,ALL,NECO,University,100,99,61,25,22,3,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,ALL,WAEC,University,133,131,91,28,25,3,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,Disabled,NABTEB,University,9,9,5,0,0,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,Disabled,NECO,University,12,12,7,4,5,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Community Secondary School, Alusekere",Male,Disabled,WAEC,University,19,19,11,0,0,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,ALL,NABTEB,University,68,67,44,20,20,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,ALL,NECO,University,118,116,83,29,27,2,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,ALL,WAEC,University,167,165,110,38,32,6,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,Disabled,NABTEB,University,9,9,5,5,5,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,Disabled,NECO,University,15,15,10,4,4,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Female,Disabled,WAEC,University,21,21,13,4,4,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,ALL,NABTEB,University,75,74,53,20,20,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,ALL,NECO,University,138,136,93,33,31,2,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,ALL,WAEC,University,170,167,108,35,29,6,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,Disabled,NABTEB,University,9,9,6,5,5,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,Disabled,NECO,University,17,17,12,4,4,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Comprehensive High School, Alusekere",Male,Disabled,WAEC,University,24,24,15,4,4,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,ALL,NABTEB,Polytechnic,73,72,50,20,15,5,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,ALL,NECO,Polytechnic,145,143,91,29,27,2,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,ALL,WAEC,Polytechnic,185,182,117,35,29,6,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,Disabled,NABTEB,Polytechnic,9,9,6,5,5,0,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,Disabled,NECO,Polytechnic,20,20,12,4,4,0,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Female,Disabled,WAEC,Polytechnic,24,24,13,4,4,0,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,ALL,NABTEB,Polytechnic,89,88,58,15,10,5,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,ALL,NECO,Polytechnic,193,190,123,37,31,6,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,ALL,WAEC,Polytechnic,213,210,130,35,29,6,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,Disabled,NABTEB,Polytechnic,12,12,6,0,0,0,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,Disabled,NECO,Polytechnic,25,25,15,4,4,0,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Government Secondary School, Alusekere",Male,Disabled,WAEC,Polytechnic,29,29,18,4,4,0,2.0
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,ALL,NABTEB,University,64,63,47,25,20,5,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,ALL,NECO,University,116,114,78,33,31,2,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,ALL,WAEC,University,138,136,95,38,32,6,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,Disabled,NABTEB,University,9,9,6,5,5,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,Disabled,NECO,University,12,12,7,4,4,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Female,Disabled,WAEC,University,14,14,9,4,4,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,ALL,NABTEB,University,66,65,44,15,10,5,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,ALL,NECO,University,113,111,78,29,27,2,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,ALL,WAEC,University,143,141,99,38,32,6,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,Disabled,NABTEB,University,9,9,6,0,0,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,Disabled,NECO,University,12,12,7,4,4,0,1.8
2019/2020,South West,Osun,Ede North,Alusekere,"Unity College, Ede North",Male,Disabled,WAEC,University,17,17,11,4,4,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,ALL,NABTEB,University,82,81,56,25,21,4,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,ALL,NECO,University,155,153,103,37,35,2,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,ALL,WAEC,University,189,186,121,52,47,5,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,Disabled,NABTEB,University,9,9,6,5,5,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,Disabled,NECO,University,15,15,10,4,5,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Female,Disabled,WAEC,University,19,19,11,3,4,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,ALL,NABTEB,University,101,100,67,30,26,4,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,ALL,NECO,University,208,205,147,58,53,5,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,ALL,WAEC,University,218,215,148,52,43,9,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,Disabled,NABTEB,University,9,9,6,5,5,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,Disabled,NECO,University,20,20,15,4,5,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Community Secondary School, Apaso",Male,Disabled,WAEC,University,22,22,13,3,4,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,ALL,NABTEB,Polytechnic,98,97,67,20,15,5,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,ALL,NECO,Polytechnic,174,171,115,37,35,2,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,ALL,WAEC,Polytechnic,245,241,155,55,47,8,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,Disabled,NABTEB,Polytechnic,12,12,6,0,0,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,Disabled,NECO,Polytechnic,20,20,12,4,5,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Female,Disabled,WAEC,Polytechnic,26,26,18,3,4,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,ALL,NABTEB,Polytechnic,101,100,69,15,10,5,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,ALL,NECO,Polytechnic,178,175,110,29,27,2,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,ALL,WAEC,Polytechnic,248,244,159,45,40,5,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,Disabled,NABTEB,Polytechnic,12,12,8,0,0,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,Disabled,NECO,Polytechnic,20,20,12,0,0,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Comprehensive High School, Apaso",Male,Disabled,WAEC,Polytechnic,29,29,18,4,4,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,ALL,NABTEB,Polytechnic,101,100,67,20,15,5,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,ALL,NECO,Polytechnic,233,230,154,53,49,4,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,ALL,WAEC,Polytechnic,286,282,183,72,65,7,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,Disabled,NABTEB,Polytechnic,12,12,6,0,0,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,Disabled,NECO,Polytechnic,25,25,15,4,5,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Female,Disabled,WAEC,Polytechnic,33,33,22,7,7,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,ALL,NABTEB,Polytechnic,94,93,67,25,21,4,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,ALL,NECO,Polytechnic,218,215,147,49,44,5,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,ALL,WAEC,Polytechnic,250,246,168,52,43,9,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,Disabled,NABTEB,Polytechnic,12,12,8,5,5,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,Disabled,NECO,Polytechnic,22,22,12,4,5,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Government Secondary School, Apaso",Male,Disabled,WAEC,Polytechnic,29,29,18,3,4,0,2.0
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,ALL,NABTEB,University,77,76,56,25,21,4,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,ALL,NECO,University,128,126,86,29,27,2,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,ALL,WAEC,University,185,182,121,38,32,6,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,Disabled,NABTEB,University,9,9,6,5,5,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,Disabled,NECO,University,15,15,10,4,5,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Female,Disabled,WAEC,University,24,24,15,4,4,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,ALL,NABTEB,University,73,72,50,15,15,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,ALL,NECO,University,138,136,93,37,35,2,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,ALL,WAEC,University,180,177,121,45,40,5,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,Disabled,NABTEB,University,9,9,6,0,0,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,Disabled,NECO,University,15,15,10,4,5,0,1.8
2019/2020,South West,Osun,Ede North,Apaso,"Unity College, Ede North",Male,Disabled,WAEC,University,24,24,15,3,4,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,ALL,NABTEB,Polytechnic,96,95,67,25,21,4,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,ALL,NECO,Polytechnic,150,148,98,37,35,2,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,ALL,WAEC,Polytechnic,213,210,141,55,50,5,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,Disabled,NABTEB,Polytechnic,12,12,8,5,5,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,Disabled,NECO,Polytechnic,20,20,12,4,5,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Female,Disabled,WAEC,Polytechnic,26,26,18,7,7,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,ALL,NABTEB,Polytechnic,109,107,72,30,26,4,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,ALL,NECO,Polytechnic,178,175,113,41,40,1,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,ALL,WAEC,Polytechnic,269,265,177,62,54,8,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,Disabled,NABTEB,Polytechnic,14,14,8,5,5,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,Disabled,NECO,Polytechnic,25,25,15,4,4,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Community Secondary School, Akarabata",Male,Disabled,WAEC,Polytechnic,33,33,20,7,7,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,ALL,NABTEB,Polytechnic,109,107,78,30,26,4,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,ALL,NECO,Polytechnic,198,195,128,41,40,1,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,ALL,WAEC,Polytechnic,218,215,144,55,50,5,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,Disabled,NABTEB,Polytechnic,12,12,8,5,5,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,Disabled,NECO,Polytechnic,22,22,15,4,5,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Female,Disabled,WAEC,Polytechnic,24,24,15,7,7,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,ALL,NABTEB,Polytechnic,101,100,69,25,21,4,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,ALL,NECO,Polytechnic,193,190,125,45,40,5,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,ALL,WAEC,Polytechnic,230,227,155,55,50,5,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,Disabled,NABTEB,Polytechnic,9,9,6,0,0,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,Disabled,NECO,Polytechnic,20,20,12,4,4,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Comprehensive High School, Akarabata",Male,Disabled,WAEC,Polytechnic,26,26,18,7,7,0,2.0
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Female,ALL,NABTEB,University,80,79,50,20,15,5,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Female,ALL,NECO,University,145,143,96,33,31,2,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Female,ALL,WAEC,University,225,222,150,52,47,5,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Female,Disabled,NABTEB,University,9,9,6,5,5,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Female,Disabled,NECO,University,17,17,10,4,4,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Female,Disabled,WAEC,University,29,29,18,4,4,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Male,ALL,NABTEB,University,75,74,47,10,10,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Male,ALL,NECO,University,130,128,83,29,27,2,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Male,ALL,WAEC,University,192,189,117,35,29,6,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Male,Disabled,NABTEB,University,9,9,6,0,0,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Male,Disabled,NECO,University,17,17,10,4,4,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Government Secondary School, Akarabata",Male,Disabled,WAEC,University,26,26,15,4,4,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Female,ALL,NABTEB,University,98,97,69,30,26,4,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Female,ALL,NECO,University,188,185,130,49,44,5,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Female,ALL,WAEC,University,260,256,174,69,61,8,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Female,Disabled,NABTEB,University,12,12,8,5,5,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Female,Disabled,NECO,University,20,20,12,4,5,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Female,Disabled,WAEC,University,29,29,18,7,7,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Male,ALL,NABTEB,University,125,123,92,34,31,3,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Male,ALL,NECO,University,235,232,169,53,49,4,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Male,ALL,WAEC,University,316,311,208,69,61,8,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Male,Disabled,NABTEB,University,12,12,8,5,5,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Male,Disabled,NECO,University,30,30,20,4,4,0,1.8
2019/2020,South West,Osun,Ife Central,Akarabata,"Unity College, Ile-Ife",Male,Disabled,WAEC,University,37,36,24,7,7,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Female,ALL,NABTEB,University,84,83,56,25,21,4,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Female,ALL,NECO,University,168,166,113,45,40,5,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Female,ALL,WAEC,University,189,186,124,52,47,5,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Female,Disabled,NABTEB,University,9,9,6,5,5,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Female,Disabled,NECO,University,15,15,10,4,4,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Female,Disabled,WAEC,University,17,17,11,3,4,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Male,ALL,NABTEB,University,98,97,67,25,21,4,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Male,ALL,NECO,University,218,215,147,45,40,5,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Male,ALL,WAEC,University,269,265,188,69,61,8,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Male,Disabled,NABTEB,University,9,9,6,5,5,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Male,Disabled,NECO,University,17,17,12,4,4,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Community Secondary School, Ilare I",Male,Disabled,WAEC,University,19,19,13,3,4,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Female,ALL,NABTEB,College of Education,59,58,39,15,15,0,2.1
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Female,ALL,NECO,College of Education,133,131,86,29,27,2,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Female,ALL,WAEC,College of Education,157,155,104,41,36,5,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Female,Disabled,NABTEB,College of Education,9,9,6,5,5,0,2.1
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Female,Disabled,NECO,College of Education,17,17,10,4,5,0,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Female,Disabled,WAEC,College of Education,22,22,13,3,4,0,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Male,ALL,NABTEB,College of Education,70,69,47,20,15,5,2.1
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Male,ALL,NECO,College of Education,140,138,96,29,27,2,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Male,ALL,WAEC,College of Education,173,170,115,35,32,3,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Male,Disabled,NABTEB,College of Education,9,9,6,5,5,0,2.1
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Male,Disabled,NECO,College of Education,17,17,12,4,5,0,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Comprehensive High School, Ilare I",Male,Disabled,WAEC,College of Education,22,22,13,3,4,0,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Female,ALL,NABTEB,Polytechnic,66,65,47,25,21,4,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Female,ALL,NECO,Polytechnic,116,114,81,37,35,2,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Female,ALL,WAEC,Polytechnic,153,151,104,41,36,5,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Female,Disabled,NABTEB,Polytechnic,9,9,6,5,5,0,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Female,Disabled,NECO,Polytechnic,10,10,7,4,5,0,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Female,Disabled,WAEC,Polytechnic,12,12,9,4,4,0,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Male,ALL,NABTEB,Polytechnic,68,67,50,25,21,4,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Male,ALL,NECO,Polytechnic,116,114,83,29,27,2,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Male,ALL,WAEC,Polytechnic,160,158,115,45,40,5,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Male,Disabled,NABTEB,Polytechnic,9,9,6,5,5,0,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Male,Disabled,NECO,Polytechnic,10,10,7,4,5,0,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Government Secondary School, Ilare I",Male,Disabled,WAEC,Polytechnic,14,14,9,4,4,0,2.0
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Female,ALL,NABTEB,University,109,107,75,29,26,3,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Female,ALL,NECO,University,168,166,113,45,40,5,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Female,ALL,WAEC,University,269,265,186,72,65,7,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Female,Disabled,NABTEB,University,12,12,8,5,5,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Female,Disabled,NECO,University,17,17,12,4,5,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Female,Disabled,WAEC,University,24,24,15,3,4,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Male,ALL,NABTEB,University,101,100,69,29,26,3,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Male,ALL,NECO,University,174,171,125,45,40,5,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Male,ALL,WAEC,University,276,272,188,66,58,8,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Male,Disabled,NABTEB,University,9,9,6,5,5,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Male,Disabled,NECO,University,15,15,10,4,5,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare I,"Unity College, Ile-Ife",Male,Disabled,WAEC,University,24,24,15,3,4,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare II,"Community Secondary School, Ilare II",Female,ALL,NABTEB,University,80,79,56,25,21,4,1.8
2019/2020,South West,Osun,Ife Central,Ilare II,"Community Secondary School, Ilare II",Female,ALL,NECO,University,143,141,96,37,31,6,1.8
2019/2020,South West,Osun,Ife Central,Ilare II,"Community Secondary School, Ilare II",Female,ALL,WAEC,University,194,191,135,55,50,5,1.8
2019/2020,South West,Osun,Ife Central,Ilare II,"Community Secondary School, Ilare II",Female,Disabled,NABTEB,University,9,9,6,5,5,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare II,"Community Secondary School, Ilare II",Female,Disabled,NECO,University,15,15,10,4,5,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare II,"Community Secondary School, Ilare II",Female,Disabled,WAEC,University,19,19,13,4,4,0,1.8
2019/2020,South West,Osun,Ife Central,Ilare II,"Community Secondary School, Ilare II",Male,ALL,NABTEB,University,98,97,69,29,26,3,1.8
2019/2020,South West,Osun,Ife Central,Ilare II,"Community Secondary School, Ilare II",Male,ALL,NECO,University,171,168,118,45,40,5,1.8
