session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,pupil_teacher_ratio
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,"Unity College, Kabba/Bunu",Female,Disabled,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1331,49,27.163265306122447
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1162,43,27.023255813953487
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1055,39,27.05128205128205
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,,Unqualified,1114,41,27.170731707317078
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,,Unqualified,1055,39,27.05128205128205
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1017,37,27.486486486486488
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,918,34,27.0
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,823,30,27.433333333333334
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,373,12,31.08333333333333
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Male,Non-Disabled,Public,JSS,,Grade II or Equivalent,Unqualified,337,11,30.63636363636364
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Female,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,324,10,32.4
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,305,10,30.5
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Female,Non-Disabled,Public,JSS,,NCE,Qualified,324,10,32.4
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,305,10,30.5
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Female,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,252,8,31.5
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Male,Non-Disabled,Public,SSS,,PGDE,Qualified,266,9,29.55555555555556
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Female,Non-Disabled,Public,SSS,,PGDE,Qualified,212,7,30.285714285714285
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Male,Non-Disabled,Public,SSS,,,Unqualified,206,7,29.428571428571427
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Female,Non-Disabled,Public,SSS,,,Unqualified,239,8,29.875
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Community Secondary School, Aiyewa",Male,Disabled,Public,SSS,,MEd or Equivalent,Qualified,251,8,31.375
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,JSS,,NCE,Qualified,113,4,28.25
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,JSS,,,Unqualified,211,7,30.142857142857142
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,305,10,30.5
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,JSS,,NCE,Qualified,373,12,31.08333333333333
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,337,11,30.63636363636364
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,JSS,,Grade II or Equivalent,Unqualified,308,10,30.8
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,JSS,,Grade II or Equivalent,Unqualified,289,9,32.111111111111114
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1331,49,27.163265306122447
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,1210,44,27.5
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,1193,44,27.113636363636363
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1210,44,27.5
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Disabled,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,1560,57,27.36842105263158
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,1307,48,27.229166666666668
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1147,42,27.30952380952381
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1017,37,27.486486486486488
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,1055,39,27.05128205128205
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,,Unqualified,1065,39,27.307692307692307
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,1055,39,27.05128205128205
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,968,36,26.88888888888889
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,SSS,,Grade II or Equivalent,Unqualified,146,5,29.2
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,SSS,,PGDE,Qualified,93,3,31.0
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,SSS,,NCE,Qualified,221,7,31.571428571428573
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,SSS,,BEd or Equivalent,Qualified,146,5,29.2
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,SSS,,NCE,Qualified,93,3,31.0
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,SSS,,BEd or Equivalent,Qualified,266,9,29.55555555555556
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,SSS,,Grade II or Equivalent,Unqualified,93,3,31.0
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Female,Non-Disabled,Private,SSS,,PGDE,Qualified,80,3,26.666666666666668
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Comprehensive High School, Aiyewa",Male,Non-Disabled,Private,SSS,,NCE,Qualified,192,6,32.0
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1193,44,27.113636363636363
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1114,41,27.170731707317078
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1331,49,27.163265306122447
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1210,44,27.5
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,964,35,27.542857142857144
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,920,34,27.058823529411764
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1193,44,27.113636363636363
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1114,41,27.170731707317078
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1010,37,27.2972972972973
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,968,36,26.88888888888889
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,780,29,26.89655172413793
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Government Secondary School, Aiyewa",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,823,30,27.433333333333334
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,JSS,,NCE,Qualified,292,9,32.44444444444444
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,289,9,32.111111111111114
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,308,10,30.8
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,80,3,26.666666666666668
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,JSS,,NCE,Qualified,160,5,32.0
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,JSS,,Grade II or Equivalent,Unqualified,162,5,32.4
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,JSS,,NCE,Qualified,81,3,27.0
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,225,7,32.142857142857146
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1193,44,27.113636363636363
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1065,39,27.307692307692307
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1101,40,27.525
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1114,41,27.170731707317078
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,,Unqualified,1010,37,27.2972972972973
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,,Unqualified,920,34,27.058823529411764
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,964,35,27.542857142857144
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,968,36,26.88888888888889
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,964,35,27.542857142857144
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,920,34,27.058823529411764
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,826,30,27.53333333333333
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Disabled,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,920,34,27.058823529411764
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,SSS,,,Unqualified,186,6,31.0
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,SSS,,,Unqualified,206,7,29.428571428571427
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Disabled,Public,SSS,,MEd or Equivalent,Qualified,186,6,31.0
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,177,6,29.5
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Female,Non-Disabled,Public,SSS,,PGDE,Qualified,186,6,31.0
2019/2020,North Central,Kogi,Kabba/Bunu,Aiyewa,"Unity College, Kabba/Bunu",Male,Non-Disabled,Public,SSS,,PGDE,Qualified,162,5,32.4
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Female,Non-Disabled,Public,JSS,,NCE,Qualified,340,11,30.90909090909091
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Male,Non-Disabled,Public,JSS,,NCE,Qualified,289,9,32.111111111111114
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Female,Non-Disabled,Public,JSS,,NCE,Qualified,324,10,32.4
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Male,Non-Disabled,Public,JSS,,NCE,Qualified,289,9,32.111111111111114
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Female,Non-Disabled,Public,JSS,,Grade II or Equivalent,Unqualified,146,5,29.2
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,162,5,32.4
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Male,Non-Disabled,Public,JSS,,NCE,Qualified,305,10,30.5
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Female,Non-Disabled,Public,SSS,,NCE,Qualified,66,2,33.0
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Female,Non-Disabled,Public,SSS,,PGDE,Qualified,133,4,33.25
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,251,8,31.375
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Female,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,186,6,31.0
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Male,Non-Disabled,Public,SSS,,NCE,Qualified,177,6,29.5
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Female,Disabled,Public,SSS,,BEd or Equivalent,Qualified,119,4,29.75
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Female,Non-Disabled,Public,SSS,,NCE,Qualified,106,4,26.5
2019/2020,North Central,Kogi,Lokoja,Eggan,"Community Secondary School, Eggan",Male,Disabled,Public,SSS,,BEd or Equivalent,Qualified,236,8,29.5
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,259,8,32.375
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,225,7,32.142857142857146
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,JSS,,NCE,Qualified,178,6,29.666666666666668
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,JSS,,,Unqualified,113,4,28.25
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Non-Disabled,Private,JSS,,MEd or Equivalent,Qualified,257,8,32.125
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,259,8,32.375
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Non-Disabled,Private,JSS,,NCE,Qualified,209,7,29.857142857142858
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,,Unqualified,1147,42,27.30952380952381
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,1065,39,27.307692307692307
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,1010,37,27.2972972972973
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,920,34,27.058823529411764
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1010,37,27.2972972972973
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,920,34,27.058823529411764
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,,Unqualified,918,34,27.0
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,920,34,27.058823529411764
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,826,30,27.53333333333333
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,775,28,27.678571428571427
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,780,29,26.89655172413793
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,775,28,27.678571428571427
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,SSS,,,Unqualified,106,4,26.5
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,SSS,,PGDE,Qualified,93,3,31.0
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Disabled,Private,SSS,,BEd or Equivalent,Qualified,221,7,31.571428571428573
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,SSS,,PGDE,Qualified,186,6,31.0
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Non-Disabled,Private,SSS,,Grade II or Equivalent,Unqualified,192,6,32.0
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Female,Non-Disabled,Private,SSS,,BEd or Equivalent,Qualified,133,4,33.25
2019/2020,North Central,Kogi,Lokoja,Eggan,"Comprehensive High School, Eggan",Male,Non-Disabled,Private,SSS,,NCE,Qualified,147,5,29.4
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1606,59,27.220338983050848
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1743,64,27.234375
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1193,44,27.113636363636363
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1210,44,27.5
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Female,Disabled,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1422,52,27.346153846153847
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1307,48,27.229166666666668
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,1239,45,27.53333333333333
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1259,46,27.369565217391305
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1147,42,27.30952380952381
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,,Unqualified,1065,39,27.307692307692307
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,1285,47,27.34042553191489
2019/2020,North Central,Kogi,Lokoja,Eggan,"Government Secondary School, Eggan",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,1210,44,27.5
2019/2020,North Central,Kogi,Lokoja,Eggan,"Unity College, Lokoja",Female,Disabled,Public,JSS,,BEd or Equivalent,Qualified,421,13,32.38461538461539
2019/2020,North Central,Kogi,Lokoja,Eggan,"Unity College, Lokoja",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,337,11,30.63636363636364
2019/2020,North Central,Kogi,Lokoja,Eggan,"Unity College, Lokoja",Female,Non-Disabled,Public,JSS,,,Unqualified,421,13,32.38461538461539
2019/2020,North Central,Kogi,Lokoja,Eggan,"Unity College, Lokoja",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,385,12,32.083333333333336
2019/2020,North Central,Kogi,Lokoja,Eggan,"Unity College, Lokoja",Female,Non-Disabled,Public,JSS,,NCE,Qualified,178,6,29.666666666666668
2019/2020,North Central,Kogi,Lokoja,Eggan,"Unity College, Lokoja",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,195,6,32.5
2019/2020,North Central,Kogi,Lokoja,Eggan,"Unity College, Lokoja",Male,Non-Disabled,Public,JSS,,Grade II or Equivalent,Unqualified,385,12,32.083333333333336
2019/2020,North Central,Kogi,Lokoja,Eggan,"Unity College, Lokoja",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,305,10,30.5
2019/2020,North Central,Kogi,Lokoja,Eggan,"Unity College, Lokoja",Male,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,162,5,32.4
2019/2020,North Central,Kogi,Lokoja,Eggan,"Unity College, Lokoja",Male,Non-Disabled,Public,SSS,,PGDE,Qualified,147,5,29.4
2019/2020,North Central,Kogi,Lokoja,Eggan,"Unity College, Lokoja",Female,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,239,8,29.875
