session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Public Administration
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Mass Communication
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Mass Communication
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Development Communication
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Development Communication
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2023/2024,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,STEMM,Health Sciences,Medical Laboratory Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,STEMM,Health Sciences,Medical Laboratory Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,STEMM,Computing / ICT,Computer Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,STEMM,Computing / ICT,Computer Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,STEMM,Computing / ICT,Computer Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,STEMM,Computing / ICT,Computer Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,STEMM,Technology / ICT,Information Technology
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,STEMM,Technology / ICT,Information Technology
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,STEMM,Technology / ICT,Information Technology
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,STEMM,Technology / ICT,Information Technology
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,STEMM,Computing / ICT,Software Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,STEMM,Computing / ICT,Software Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,STEMM,Computing / ICT,Software Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,STEMM,Computing / ICT,Software Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,STEMM,Mathematics / Statistics,Data Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,STEMM,Mathematics / Statistics,Data Science
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,STEMM,Engineering,Civil Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,STEMM,Engineering,Civil Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,STEMM,Engineering,Civil Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,STEMM,Engineering,Civil Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,STEMM,Engineering,Mechanical Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,STEMM,Engineering,Mechanical Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,STEMM,Engineering,Electrical and Electronics Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,STEMM,Engineering,Electrical and Electronics Engineering
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Accounting
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Accounting
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Accounting
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Accounting
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Insurance
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Insurance
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Insurance
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Insurance
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Banking and Finance
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Banking and Finance
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,Non-STEMM,ART,Law
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,Non-STEMM,ART,Law
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,Non-STEMM,ART,Law
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,ART,Law
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Public Administration
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Public Administration
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Mass Communication
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Mass Communication
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Development Communication
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Development Communication
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2024/2025,North East,Borno,Jere,Polytechnic,Borno State Polytechnic,Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Education,Curriculum Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Education,Curriculum Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Education,Guidance and Counselling
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Education,Guidance and Counselling
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Education,Guidance and Counselling
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Education,Guidance and Counselling
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Education,Adult Education
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Education,Adult Education
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Education,Adult Education
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Education,Adult Education
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Education,Educational Management
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Education,Educational Management
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Education,Educational Management
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Education,Educational Management
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,Hausa
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,Hausa
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,Hausa
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,Hausa
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,English Language
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,English Language
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,English Language
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,English Language
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,French
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,French
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,French
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,French
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,Arabic Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,Arabic Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,Arabic Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,Arabic Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,English and Literary Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,English and Literary Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,English and Literary Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,English and Literary Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,Religious Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,Religious Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,Religious Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,Religious Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,History and International Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,History and International Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,History and International Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,History and International Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Sociology
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Sociology
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Geography
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Geography
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Geography
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Geography
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Criminology
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Criminology
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Criminology
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Criminology
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Political Science
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Political Science
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Political Science
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Political Science
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,International Relations
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,International Relations
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Development Communication
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Development Communication
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Broadcasting
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Broadcasting
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Business Administration
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Business Administration
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,Law
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,Law
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,Law
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,Law
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Public Administration
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration
2019/2020,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Public Administration
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Education,Guidance and Counselling
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Education,Guidance and Counselling
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Education,Guidance and Counselling
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Education,Guidance and Counselling
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Education,Adult Education
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Education,Adult Education
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Education,Adult Education
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Education,Adult Education
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Education,Educational Management
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Education,Educational Management
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Education,Educational Management
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Education,Educational Management
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,Hausa
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,Hausa
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,Hausa
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,Hausa
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,English Language
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,English Language
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,English Language
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,English Language
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,French
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,French
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,French
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,French
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,Arabic Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,Arabic Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,Arabic Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,Arabic Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,English and Literary Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,English and Literary Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,English and Literary Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,English and Literary Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,Religious Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,Religious Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,Religious Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,Religious Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,ART,History and International Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,ART,History and International Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,ART,History and International Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,ART,History and International Studies
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Sociology
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Sociology
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Non-Disabled,Non-STEMM,Social Sciences,Criminology
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Male,Disabled,Non-STEMM,Social Sciences,Criminology
2020/2021,North East,Borno,Biu,College of Education,"College of Education, Biu",Female,Non-Disabled,Non-STEMM,Social Sciences,Criminology
