school
"Government Secondary School, Kabri"
"Community Secondary School, Akwana"
"Comprehensive High School, Akwana"
"Government Secondary School, Akwana"
"Unity College, Wukari"
"Community Secondary School, Avyi"
"Comprehensive High School, Avyi"
"Government Secondary School, Avyi"
"Community Secondary School, Bantaje"
"Comprehensive High School, Bantaje"
"Government Secondary School, Bantaje"
"Community Secondary School, Dagona"
"Comprehensive High School, Dagona"
"Government Secondary School, Dagona"
"Unity College, Gashua"
"Community Secondary School, Gwio-Kura"
"Comprehensive High School, Gwio-Kura"
"Government Secondary School, Gwio-Kura"
"Community Secondary School, Katuzu"
"Comprehensive High School, Katuzu"
"Government Secondary School, Katuzu"
"Community Secondary School, Bindigari/Fawari"
"Comprehensive High School, Bindigari/Fawari"
"Government Secondary School, Bindigari/Fawari"
"Unity College, Damaturu"
"Community Secondary School, Damakasu"
"Comprehensive High School, Damakasu"
"Government Secondary School, Damakasu"
"Community Secondary School, Damaturu Central"
"Comprehensive High School, Damaturu Central"
"Government Secondary School, Damaturu Central"
"Community Secondary School, Asheikri"
"Comprehensive High School, Asheikri"
"Government Secondary School, Asheikri"
"Unity College, Geidam"
"Community Secondary School, Balle/Gallaba/Meleri"
"Comprehensive High School, Balle/Gallaba/Meleri"
"Government Secondary School, Balle/Gallaba/Meleri"
"Community Secondary School, Damakarwa/Kusur"
"Comprehensive High School, Damakarwa/Kusur"
"Government Secondary School, Damakarwa/Kusur"
"Community Secondary School, Bulabulin"
"Comprehensive High School, Bulabulin"
"Government Secondary School, Bulabulin"
"Unity College, Nguru"
"Community Secondary School, Bulanguwa"
"Comprehensive High School, Bulanguwa"
"Government Secondary School, Bulanguwa"
"Community Secondary School, Dabule"
"Comprehensive High School, Dabule"
"Government Secondary School, Dabule"
"Community Secondary School, Bare-Bare/Bauya/Lalai Dumbulwa"
"Comprehensive High School, Bare-Bare/Bauya/Lalai Dumbulwa"
"Government Secondary School, Bare-Bare/Bauya/Lalai Dumbulwa"
"Unity College, Potiskum"
"Community Secondary School, Bolewa 'A'"
"Comprehensive High School, Bolewa 'A'"
"Government Secondary School, Bolewa 'A'"
"Community Secondary School, Bolewa 'B'"
"Comprehensive High School, Bolewa 'B'"
"Government Secondary School, Bolewa 'B'"
"Adaha Primary School, Adaha"
"Afiyo Nomadic Primary School, Afiyau"
Bankada Nomadic Primary School
Ganuwar Kuka Islamiya Primary School
"Gidado Nomadic Primary School, Kure"
"Junior Secondary School, Hakudau"
"Kudigin Primary School, Kudigin"
"Auyakayi Primary School, Auyakayi"
"Auyo Gabas Primary School, Auyo Town"
"Auyo Model Primary School, Auyo Town"
"Auyo Model Qur`An Primary School, Auyo"
"Auyo Special Primary School, Auyo Town"
"Bangeli Primary School, Bangeli"
"Gatakashe Primary School, Gatakashe"
"Guyu Primary School, Guyu"
Gwanki Memorial Nursery And Primary School
"Hakudau Primary School, Hakudau"
"Jamaar Alkali Alkali Nomadic Primary School, Jamaar Alkali"
"Junior Arabic Secondary School, Auyo"
"Junior Secondary School, Auyakayi"
"Junior Secondary School, Auyo"
"Junior Secondary School, Auyo Central"
"Junior Secondary School, G/Kuka"
Kaab Bin Malik  Quran School
"Kalgwai Primary School, Kalgwai"
"M/Majiya Primary School, Mashagwar Majiya"
"M/Shawara Primary School, Mashagwar Shawara"
"Muran Primary School, Muran"
Sabuwar Auyo Islamiyya
Tsangayar Malam Abdulaziz
Tsangayar Malam Adbu Aba
"Tsidir Primary School, Tsidir"
"Unik Gana Primary School, Unik"
"Uza Primary School, Uza"
"Zubaro Primary School, Zubaro"
"Zugo Nomadic Primary School, Zugo"
"Ayama Primary School, Ayama"
"Furawa Primary School, Furawa"
"Gurajawa Nomadic Primary School, Gurajawa"
"Junior Secondary School, Ayama"
"M/Hausawa Primary School, Maje Hausawa"
Marina Nomadic  Primary School
"Ayan Primary School, Ayan"
"Hadiyo Primary School, Hadiyo"
Jamaar Ayan Nomadic Primary School
"Junior Secondary School, Ayan"
"Mado Primary School, Mado"
Safa Karfi Islamiya Primary School
Gamafio  Primary School
"Gasanya Primary School, Gasanya"
"Gidan Dalla Primary School, Gidan Dalla"
Haruna Islamiyya Primary School
Maro Primary School
Zumoni Isalamiya Primary School
Agamo Islamiyya Primary School
"Gamsarka Primary School, Gamsarka"
"Ganuwar Kuku Kuka Primary School, Ganuwar Kuku"
"Junior Arabic Secondary School, Gamsarka"
"Jura Primary School, Jura"
"Safa Primary School, Safa"
Gatafa Islamiyya Primary School
"Gatafa Primary School, Gatafa"
"Junior Secondary School, Gatafa"
"Kaban Primary School, Kaban"
Nurul Anwar Islamiyya Primary School
"Shamarma Primary School, Shamarma"
"G/Tandu Primary School, G Tandu"
Government Day Junior Secondary Kafur
"Junior Arabic Secondary School, Gidado Kure"
"Kafaradau Primary School, Kafardau"
"Kafur Primary School, Kafur"
"Shinge Primary School, Shinge"
"Afarmo Primary School, Afarmo"
"Akubushin Primary School, Akubushin"
Galadimawa Nomadic Primary School
"Junior Secondary School, Adaha"
"Kataudi Primary School, Kataudi"
"Shiyo Primary School, Shiyo"
Abuja Gl Nomadic Primary School
"Junior Secondary School, Gasanya"
"Junior Secondary School, Unik"
"Junior Secondary School, Unik Babba"
"Kigin Primary School, Kigin"
"Unik Babba Primary School, Unik Babba"
"Akula Primary School, Babura Town"
"Alhaji Sani Babura Primary School, Kofar Yamma Tsallake"
Babura Academy Nursery And Primary School
"Babura Gabas Primary School, Babura"
"Babura Kudu Primary School, Babura"
"Babura Model Islamiya Primary School, Babura"
"Babura Modelprimary School, Babura"
"Govt. Girls Unity Sss/ Junior Arabic Secondary School, Babura"
Jss Gurfai Babura
Jss Muftahus Sunnah Al-Islamiyya  Babura
Jss Muni
Jss Sahab Academy Babura
"Junior Arabic Secondary School, Babura Arewa"
"Junior Secondary School, Alhaji Sani Babura"
"Junior Secondary School, Babura Kudu"
"Madinatul Ahabab Islamiyya Primary School, Babura Kofar Yamma"
Muftahus Sunnah Al-Islamiyya Primary School Babura
"Sahab Academy Schools, Babura"
"Tsangaya Islamiya M. Primary School, Babura"
"Ballada Primary School, Ballada"
"Batali Primary School, Batali"
"Dankanoprimary School, Dankano"
"Garin Ganau Primary School, Garin Ganau"
"Janmutum Primary School, Janmutum"
"Junior Secondary School, Batali"
"Junior Secondary School, Garin Ganau"
"Kufan Shirinya Primary School, Kufan Shirinya"
"Malamawa Primary School, Malamawa"
"Rataye Primary School, Rataye"
"Ung Toro Primary School, Unguwar Toro"
"Bata Primary School, Bata"
"Danmarkeprimary School, Danmarke"
"Dorawa Primary School, Dorawa"
"Garun Gudinyaprimary School, Garun Gudunya"
"Jansa Primary School, Jansa"
"Junior Secondary School, Dorawa"
"Junior Secondary School, Garun Gudinya"
"Kunyafa Primary School, Kunyafa"
"Manga Primary School, Manga"
"Santarbi Primary School, Santarbi"
"Ung Tsamiya Nomadicprimary School, Unguwar Tsamiya"
"Abarmawa Nomadicp Rimary School, Abarmawa"
"Botsotsuwa Primary School, Botsotsuwa"
"Danyayi Primary School, Danyayi"
"Gidan Gide Primary School, Gidan Gide"
"Jaunareprimary School, Jaunare"
"Junior Secondary School, Giginya"
"Kandi Primary School, Kandi"
"Kwando Primary School, Kwando"
"Marken Biki Primary School, Marken Biki"
"Sarkin Baka Primary School, Sarkin Baka"
"Yammaulu Primary School, Yammaulu"
"Achiya Primary School, Achiya"
"Bule Primary School, Bule"
"Danzago Primary School, Danzago"
"Gasakoli Primary School, Gasakoli"
"Giginya Primary School, Giginya"
"Jemawa Primary School, Jemawa"
"Junior Secondary School, Haladawa"
"Kyankyaro Primary School, Kyankyaro"
"Masko Primary School, Masko"
"Sarkin Kida Memorial Academy, Jigawar Danali"
"Yarkirya Primary School, Yarkirya"
"Aduware Primary School, Aduware"
"Chirinbi Primary School, Chirinbi"
"Dorayi Primary School, Dorayi"
"Girdo Primary School, Girdo"
"Insharuwa Primary School, Insharuwa"
"Jigawar Fulani Nomadic Primary School, Jigawar Fulani"
"Junior Secondary School, Jigawar Danali"
"Kyara Nomadic Primary School, Kyara"
"Muni Nomadicprimary School, Muni"
"Tasawa Primary School, Tasawa"
"Zuru Primary School, Zuru"
"Duzau Primary School, Duzau"
"Gurfai Primary School, Gurfai"
"Jigawa I Primary School, Jigawa I"
"Jigawa Ii Primary School, Jagawa"
Jigawa Islamiyya Pri Sch.
"Junior Secondary School, Kuzumzumi"
"Kada Gawa Primary School, Kadagawa"
"Lamintani Primary School, Lamintani"
"Murshiya Primary School, Murshiya"
Sarkin Yamma Primary School
"Tasha Primary School, Tasha"
"Al Manar Model Nursery And Primary School, Kanya Babba"
"Danbaba Adamu Primary School, Kanya Babba"
Halliru Haruna Junior Arabic Secondary School Kanya Babba
"Junior Secondary School, Kanya"
"Junior Secondary School, Masko"
Kanya Babba Community Islamiyya School
"Kanya Gandu Primary School, Kanya Gandu"
"Kanya Special Primary School, Kanya Babba"
"Kanya Wajeprimary School, Kanyar Waje"
"Tsangayar Mallam Shaaprimary School, Kanya Babba"
"Ando Primary School, Ando"
"Cirimbin Gumuzu Nomadic Primary School, Cirimbin Gumuzu"
"Fadi Bara Primary School, Fadi Bara"
"Haladawa Primary School, Haladawa"
"Junior Secondary School, Munar Waje"
"Kafin Rabo Primary School, Kafin Rabo"
"Kuzumzumi Primary School, Kuzunzumi"
"Mahuta Primary School, Mahuta"
"Nurul Huda Islamiyya Primary School, Giginya"
"Uku Dasisi Primary School, Uku Dasisi"
Unguwar Shuri Primary  School
"Bakar Kuka Primary School, Bakar Kuka"
"Dan Amale Primary School, Dan Amale"
"Gadi Primary School, Mudirin Gadi"
"Government Junior Secondary School, Gadi"
"Hauya Primary School, Hauya"
"Junior Secondary School, Sarkin Bawa"
"Kahul Nomadic Primary School, Kahul"
"Kyambo Primary School, Kyambo"
"Mailefe Primary School, Mailefe"
"Rafin Tsamiya Primary School, Rafin Tsamiya"
"Ung Dogo Primary School, Unguwar Dogo"
"Dankaba Primary School, Dankaba"
"Gangara Primary School, Gangara"
"Jabirawa Nomadic Primary School, Jabirawa"
"Junior Secondary School, Duzau"
"Junior Secondary School, Takwasa"
"Karfawa Nomadicprimary School, Karfawa"
"Makadi Nomadicprimary School, Makadi"
"Rahar Fulani Primary School, Rahar Fulani"
"Takwasa Primary School, Takwasa"
"Ung Ganji Primary School, Unguwar Ganji"
Al Hijira International( School Junior Section)
Albarka International School
Albarka International School Primary
Alfurkan Islamiyya And Primary Zarenawa
Alhijira Nursery And Primary School
Almanar Academy Birnin Kudu
Almannar Littahfizulquran Wattarbiyya Islamiya
Bk Academy  School
Darul Arbam Nursery And Primary School
Darul Arqam Nursery And Primary School
"Dumus Yamma Primary School, Dumus Birnin Kudu District"
"Girls Only Primary School, Birnin Kudu"
"Government Day Junior Arabic Secondary School (Boys) , B/Kudu"
"Government Day Junior Secondary School, B/Kudu"
"Government Girls Only Junior Secondary School, Birnin Kudu"
"Hassan Jibrin Memorial International School, Birnin Kudu"
"Hayi Primary Islamiya, Birnin Kudu"
"Hidayatul Aulad Islamiyya Primary School, Birnin Kudu"
Hubbul Nabiyyu Islamiya
"Ihyaueen Islamiya, Birnin Kudu"
"Ilmul Hali Islamiyya Primary School, Birnin Kudu"
"Imad International School, Birnin Kudu"
"Khu Lafaurrashideen Islamiyya, Birnin Kudu"
"Lamido (Arewa) Primary Schoo, Birnin Kudu"
Madarasatul Dr. Hadi Sheik Dahiru Usman Bauchi
Madarasatul Hidayatul Adfal Litahafital Quran Islamiyya Primary School  Ube
"Madarasatul Hidayatus Sibiyan Dangaje Gabas, Birnin Kudu"
Madarasatul Hidayatussubyan Littahfizul Quran Zango
"Madarasatul Sabilurrishad Babbantiti, Birnin Kudu"
"Madarasatul Tahfizul Quran ,Sabon Gari, Birnin Kudu"
Madarasatul Tarbiyyatul Aulad Unguwarya
"Madrasatul Hajji Saad Litahfizul Quran Waddirastul Islamiyya , Birnin Kudu"
"Masamawa Primary School, Birnin Kudu"
"Migawa Islamiya Primary School, Migawa Kudu"
"Model Science Primary School, Birnin Kudu"
"Nurul Islam, Nafara Kudu, Primary School"
"Nurul Quran Islamiyya Madakanchi, Birnin Kudu"
Nurul Quran Rijiyar V.I.O
Sabilur-Rashad Littahfizul Quran Wattar Biyatul Islamiyya Junior Section
"Sabilurrashad Litahfizil Quran Wattarbiyatil Islamiyya Primary School, Birnin Kudu"
"Sabilurrashad Litahfizul Quran Nursery School, Birnin Kudu"
"Tabiyatul Aulad Islamiyya Primary School, Birnin Kudu"
"Tahfizul Quran Janbulo Primary School, Birnin Kudu"
Tarbiyatul Aulad Islamiyya  Kukur Jafaru
"Tudu Babba Primary School, Along Birnin Kudu"
"Ube Madakanchi Primary School, Birnin Kudu"
"Ulul Albab International Academy, Birnin Kudu"
"Ulumideen Model Islamiyya Primary School,"
Ulumuddin Islamiyya
Vinos School Primary School
"Waza Primary School, Waza Birnin Kudu"
"Yakubu Pilot Primary School, Birnin Kudu"
"Zango Primary School, Birnin Kudu"
"Zarenawa Primary School, Birnin Kudu"
"Babaldu Primary School, Babaldu"
"Bamaina Nomadic Primary School, Bamaina"
"Chandan  Primary School, Chandan"
"Faa Primary School, Faa"
Gauraki Sabuwa Primary School
"Gunaan Damau Junior Secondary School,"
"Guruma Esspin Nomadic Primary School, Guruma"
"Jangargari Primary School, Jangargari"
"Junior Secondary School, Nafara"
"Kangire Primary School, Kangire"
"Kangire Secondary School, Kangire"
"Kumbura Primary School, Kumbura"
Madarasatul Tarbiyyatul Aulad Budinga
"Nurul Islam Islamiyya, Dangoli"
Nurunnabiyu Kagadama Islamiyya
"Rumbuwuya Primary School, Rumbu Wuya"
"Waza Bakin Jeji Nomadic Primary School, Waza Bakin Jeji"
Darul Ilim Kantoga
Darul Islam Wal Hubbil Islam Dangoli
Government Day Junior Secondary School Kantoga
Hubbin Nabi Islamiyya Kantoga
"Injari Primary School, Injari Kantoga Village"
"Jiboga Primary School, Jiboga"
"Junior Arabic Secondary School, Iggi"
"Junior Secondary School, Sundumina"
"Kantoga Primary School, Kantoga"
Kauyen Maigwaram Primary School
"Kura Primary School, Kura"
Madarasatul Tarbiyatul Aulad Islamiyya Kantoga
"Madarassatil Tarbiyatul Aulad, Zazika"
"Sabuwar Badungu Primary School, Sabuwar Badingu"
"Tarbiyyatul Aulad Islamiyya, Warwade Gabas"
"Unguwar Galadima Primary School, Unguwar Galadima Kantoga"
"Yabaza Primary School, Yabaza"
"Damukashi Primary School, Damukashi Bamaina District"
"Funtuwa Primary School, Funtuwa"
Government Junior Arabic Secondary School Kiyako
"Hidayatul Adfal, Iggi"
"Jigawar Nasara Primary School, Jigawar Nasara"
Junior Secondary School Shungurin
"Junior Secondary School, Kiyako"
"Junior Secondary School, Zango"
"Kiyako Primary School, Kiyako"
"Kwalele Primary School, Kwalele"
"Madarasatul Irshadil Addal Islamiyya ,Kiyako"
Madarasatul Tarbiyatul Adafal Bigidan Islamiyya Primary School
Madarasatul Tarbiyyatul Adafal Kafin Gana Kwakwatagwam
Madarsatul Tarbiyyatul Adafal Bigidan
Najaji Primary School Babaldu
"Yarma Primary School, Yarma Iggi District"
"Bammowa Nomadic Primary School, Bammowa"
"Dangoli Primary School, Dangoli"
"Gambara Primary School, Gambara"
Hayatul Islamdini Kafin Gana
"Hirin Primary School, Hirin"
"Jikoli Esspin Nomadic Primary School, Jikoli"
"Junior Secondary School, Arobade"
"Junior Secondary School, Zarenawa"
Kwangwara Primary School
"Kwari Primary School, Kwari"
"Madarasatul Nurul Huda Kwangwara, Birnin Kudu"
"Madarasatul Tarhidul Adatal, Kwangwara"
"Mai Chediya Primary School, Maichediya"
Nasarawa Primary
"Samamiyya Primary School, Samamiya"
Tajadidi Islam Kuntukulu
"Zadau Nomadic Primary School, Zadau"
"Badungu Primary School, Badungu"
"Bamaina Academy Primary School, Bamaina"
"Barikin Dangiwa Primary School, Barikin Dangiwa"
"Dantsa Nomadic Primary School, Dantsa"
"Iggi Primary School, Iggi"
"Junior Secondary School, Babaldu"
"Junior Secondary School, Lafiya"
"Kadangare Primary School, Kadangare"
Kwarsa Junior Nomadic Secondary
"Kwatai Primary School, Kwatai"
"Lafiya Primary School, Lafiya"
"Masaya Primary School, Maduguri"
Nafada Islamiyya School
"Shawu Primary School, Shawu"
"Zaramba Normadic Primary School,"
Zinatul Islam Kwalele
"Bagga Maudu Nomadic Primary School, Bagga Mauda"
"Budungu Primary School, Budinga"
"Dokoki Primary School, Dokoki"
"Gargadi Primary School, Gargadi"
"Government Day Junior Arabic Secondary School, Babaldu"
"Ihiyussuna Islamiyya Primary School, Barikin Dangiwa"
"Junior Secondary School, Bamaina"
"Kafin Gana Gabas Primary School, Kafin Gana"
"Ladduga Nomadic Primary School, Laddauga"
Madarasatul Anwar
"Nafada Primary School, Nafada"
"Nashaatu Tarbiyatul Aulad International Islamiyya, Injuwawa"
"Nurul Huda Islamiyyaprimary School, Sundimina"
"Shidayatul Wuldan, Iggi"
"Sundumina Primary School, Sundimina"
"Zarena Primary School, Zarena"
Abdullahi Ibn Masud Tafizul Quran Nafara Arewa
"Baji Namadic Primary School, Baji"
"Budusu Primary School, Budusu"
"Dukwana Primary School, Dukwana"
"Gatari Primary School, Gatari"
"Government Day Junior Secondary School ,Dukwana"
Halimbe Primary School
"Iliyasawa Nomadic Primary School, Iliyaswa"
"Junior Secondary School, Dumus"
"Kafin Gana Yamma Primary School, Kafin Gana"
Madarasal Ansaru Dinial Islam Islamiyya Budunga
"Nafara Arewa Primary School, Nafara"
"Shungurun Primary School, Shungurun"
"Surko Primary School, Surko"
Ummussalmatu Islamiyya Kafin Gana
"Zazika Bakin Jeji Esspin Nomadic Primary School, Zazika Bakin Jeji"
Alheri Pri Sch Babaldu
"Bakin Kuja Primary School, Bakin Kuja"
"Chagu Primary School, Chagu"
"Dungu Primary School, Dungu"
"Giwa Primary School, Giwa"
"Government Day Junior Secondary School, Budinga"
"Ilorawa Nomadic Primary School, Ilorawa"
"Junior Secondary School, Iggi"
"Kanyar Gwarji Primary School, Kanyar Gwarji"
Kyauyen Maigwaram Islamiyya
Madarasatul Nurulhuda Islamiyya School Gambara
"Nafara Central Primary School, Nafara"
Raudatussunnah Islamiyya  Kawuje
"Soli Primary School, Soli"
"Unguwar Makaddas Primary School, Unguwar Makaddas"
"Zazika Primary School, Zazika"
"Government Day Junior Arabic Secondary School, Wurno"
"Government Day Junior Secondary School, Kadangare"
"Government Dayjunior Secondary School, Wurno"
"Junior Secondary School, Jangargari"
"Karofi Nomadic Primary School, Karofi"
Madarasatul Nurul Islam Wurno Fada
"Madarasatul Tahafizzul Quran, Zazika"
Madarasatul Tahfizul Quran Wal Ulumi Kawo
"Nahuce Primary School, Nahuce"
"Sheik Ibrahim Inyass Littahfizul Quran Watarbiyyatul Gilman, Warwade"
"Shelk Dashiru Bauchi Tsangaya, Wurno"
Talimuludini Islamiyya Kafar Fada Kwari Primary School
Tarbiyatul Adfal Wurno
"Wurno Karofin  Primary School,"
"Wurno Primary School, Wurno"
"Zunnurain Islamiyya, Iggi"
"Arobade Primary School, Yalwan Damai"
Bamaina Academy Primary School
"Dutsi Danga Primary School, Dutsi Danga"
"Government Day Junior Secondary School, Zazika"
"Gunaan Damau Primary School, Gunaan Damau"
Hayatuddin Islamiyya Warwade
"Imam Malik Islamiyya, Iggi"
Jannatul Firdausi Litahfizul Quran Islamiyya Zazika
"Junior Secondary School, Kafin Gana"
"Junior Secondary School, Yalwan Damai"
"Katirje Primary School, Katirje Yalwan Damai District"
"Kulumi Esspin Primary School, Kulumi"
"Madarasatul Tarbiyatul Adafal Islamiyya, Kuntukulo"
"Nuril Islam, Primary School  Iggi"
"Warwade Primary School, Warwade"
"Yalwan Damai Primary School, Yalwan Damai District"
"Anturu Primary School, Anturu"
"Batu Primary School, Batu"
"Dagil Fanni Primary School, Dagil Fanni"
"Gabasmari Primary School, Gabasmari"
"Jaruwa Nomadic Kazuraprimary School, Jaruwa"
"Junior Secondary School, Batu"
"Junior Secondary School, Gomari"
"Kasarwa Nomadic Primary School, Kasarwa"
Kupsa Primary School
"Kwanar Bulba Nomadic Primary School, Kwanar Bulba"
"Masaiwa Primary School, Masaiwa"
Tsangayar M Garba Mai Saje
Aliyu Abubakar Primqry School Birniwa
Ansaruss Sunnah Islamiyyah Birniwa
Birniwa Kindergarten School
"Birniwa Model Primary School, Birniwa"
Birniwa Railway Islamiyya Pri  School
"Birniwa Sp Primary School, Birniwa"
"Birniwa Tasha Primary School, Birniwa"
Ggass Birniwa
Government Day Junior Sec School Birniwa Tasha
Habeeb Memorial Tahfizul Qur An
Ihiyauddeen Islamiyya Birniwa Tasha
Imam Malik Islamiyyah Pri School Birniwa
"Junior Arabic Secondary School, Birniwa"
"Junior Secondary School, Birniwa"
"Nural Huda Islamyya Primary School, Birniwa"
Sarkin Arewa Usman Junior Science Sec School Birniwa
Taal Islamiyya Primary School
Tsangaya Model Primary School Birniwa
Tsangayar Liman
Zahara`U Tahafizul Qur`An
"Ari Adam Primary School, Ari Adam"
Dagirari Markewa Islamiya Primaryaschool
"Dangwaleri Primary School, Dangwaliri"
"Gambarawa Primary School, Gamburwa"
"K/Kakori Primary School, Gugurum"
"Kazarai Primary School, Kazarai Town"
"Lawandi Primary School, Lawandi"
Mabam Primary School
Maikyari Primary School
"Mashanwa Primary School, Mashanwa Town"
Tsangayar Malam Jatau
"Diginsa Primary School, Diginsa"
Gasiyo Nomadic Primary School
"Junior Secondary School, Diginsa"
"Junior Secondary School, Kupsa"
"Kabiwa Primary School, Kabiwa"
"Kilbu Primary School, Kilbu"
Liman Gwani Islamiyya
"Madugunsumi Primary School, Maduguntsumi"
"Matara Uku Primary School, Matara Uku"
Nurul Qur`An Islamiyya Primary School
Tatajiya Primary School
Tsangayar Malama Yusuf
"Baban Kwari Primary School, Babbankwari"
Daneri Primary School
"Fagi Nomadic Primary School, Rigar Fagi"
"Fagi Primary School, Fagi"
"Gatare Primary School, Gatare"
"Junior Secondary School, Munkawo"
Kaderi Primary School
"Kirilla Primary School, Kirilla"
"Maina Duku Nomadic Primary School, Maina Kudu"
"Mungurum Nomadic Primary School, Mungurum"
Tsinkaina Primary School
"Wargale Primary School, Wargale"
Al-Barka Nomadic Primary School
"Barburam Primary School, Barburam"
Dankori Pri School
"Gomari Primary School, Gomari"
"Junior Secondary School, Kachallari"
"Kachallari Primary School, Kachallari Town"
Kakori Islamiyya Pri School
"Koroji No,Adic Primary School"
Maiso Islamiyya Primary School
"Munkawo Primary School, Munkawo"
Yarda Islamiyyah Pri Sch
"Abari Primary School, Abari"
Beguwa Primqry School
"Dannu Nomadic Primary School, Dannu"
"Goruba Primary School, Goruba"
"Junior Secondary School, Karanka"
Kandawa Pri School
"Kubuna Primary School, Kubuna"
"Maiso Nomadic Pri,Ary School"
Raumin Rafa Primary School
Shuti Nomadic Primary School
Zaini Islamiyyah Primary School
Bulachandi Pri School
Daramowa
"Haberi Nom Not Regprimary School, Haberi Gamburwa"
Junior Secondary School Dagil Fanni
"Junior Secondary School, Kazura"
"Kandil Wuriwa Primary School, Kandil Wurma"
"Kazura Primary School, Kazura"
"Kuka Inkiwa Primary School, Kuka Inkiwa"
Malindi Primary School
Rqkumin Ari Primary School
Zangayan Primary School
"Adamari Primary School, Adamari"
Burseli Primary School
"Busugu Abande Primary School, Busugu"
"Daudari Nomadic Primary School, Daudari"
"Haushin Dole Primary School, Haushin Dole"
Junior Secondary School Kubuna
"Kanya Primary School, Kanya Town"
"Kundi Primary School, Kundi Village"
Machinamari Primary School
"Malorin Kasin Primary School, Malorin Kisam"
"Sumburtu Primary School, Sumburtu"
Dagaceri Pri School
"Dole Primary School, Dole"
Gallima Gudu Nomadic Primary School
"Isfari Primary School, Isfari"
"Junior Secondary School, Burseli"
"Karanga Primary School, Karanga"
"Kuzo Yara Primary School, Kuzo Yara"
"Matamu Primary School, Matamu"
"Taljari Nomadic Primary School, Taljari"
"Yola Matamu Nomadic Primary School, Yolal"
Antauwa Pri School
"Dagaceri Primary School, Dagaceri"
"Domara Primary School, Domara"
Gwarga Primary School
"Jargiwa Primary School, Jargiwa Town"
"Junior Secondary School, Dole"
Kasabur Prt School
"Kwagga Primary School, Kwagga"
"Marye Primary School, Marye Town"
"Nguwa Primary School, Nguwa"
"Tamsugu Dogo Primary School, Tamsugu"
"Ahoto Primary School, Ahoto"
Badawaire Primary School
"Chirbun Primary School, Chirbun"
"Giginya Bakwa Primary School, Chirbun"
"Jaji Koli Primary School, Jajikolo"
Junior Secondary School Ahoto
"Junior Secondary School, Gwadayi"
"Kauyen Makera Primary School, Kauyen Makera"
Sagu Gabas Primary School
Sagu Special Pry School
Buji Gabas Primary School
"Buji Special Primary School, Buji"
Bulan Gori Primary School
Hayatudden Islamiyya Primary School Sagu
"Junior Secondary School, Buji"
"Junior Secondary School, Sagu"
"Kora Primary School, Kora"
Madarasatul Hayatul Islam Buji Gabas
Muftahul  Ilumu Islamiyya School Buji Yamma
Shunicani Primary School
"Tsangaya Model Boarding Primary School, Gantsa"
"Abirji Primary School, Abirji"
"Abore Primary School, Abore"
"Bakwarga Primary School, Bakwarga"
Burari Primary School
"Dakawa Primary School, Dakawa"
Gijifawa Primary School
Jaka Primary School
Kibbarunnisah Ismailamiyya Primary School
"Kwarinja Primary School, Karanjau"
"Tijiyo Primary School, Tijiyo"
"Dambazau Primary School, Dambazau"
"Falageri Primary School, Falgeri"
Gamani Primary School
Gongel Primary School
Governmen Day Junior Secondary School Falageri
Kafin Alhaji Primary School Kafin Alhaji
"Karanjau Falageri Primary School, Lelen Kudu"
"Lafiya Primary School, Lafiya Village"
Madarasatul Tarbiyatul Aulad Sagu Fada
Tillibukui Primary School
Al Amin Academy School
Alhaji Nuhu Muhd Sunusi Islamiyya School
Gantsa Gabas Primary School
Government Day Junior Arabic Sec. School Gantsa
Hidayatul Islam Gantsa Yamma
"Junior Secondary School, Gantsa"
Madarasa Tul Tarbiyatul Aulad Kitabu Wassuna Chakwama Yamma
Madarasatul Sabirrashad Islamiya Primary School
Mubarakatul Islamiyya Gantsa Gra
Nurul Huda Islamiyya Gantsa
Birari Primary School Birari
Gangarau Nomadic Primary School
Government Day Junior Arabic Sec. Sch. Dambazau
"Gwadayi Primary School, Gwadayi"
"Karanjau Lelen Kudu Primary School, Lelen Kudu"
Kauyen Sarkin Noma Primary School
Madarasatul Nuril Islam Chakwama Fada Cikin Gari
Nurul Huda Islamiyya Primary School Mamuna
Wuro Waila Nomadic Primary School
"Bebeji Nomadic Primary School, Bebeji"
"Dankoshe Nomadic Primary School, Dankoshe"
Gubambiya
Hayatul Islam Tijiyo
Junior Secondary School Kawaya
"Kafin Bhago Primary School, Kafin Bahago"
"Kawaya Primary School, Along Sagu"
Madiba Primary School Madiba
Tarbiyatul Aulad Islamiya Bakwarga
Ulummiddin Islamiyya Primary School
"Gambasha Marprimary School, Gambasha"
Governmen Day Junior Secondary School
"Gurduba Primary School, Gurduba"
"Junior Secondary School, Kukuma"
"Kafin Madaki Primary School, Kafin Madaki"
"Kukuma Primary School, Kukuma"
Madarasatul Hubbinnabiyi Islamiya Chakwama Gabas
Mamuna Primary School Mamuna
Tarbiyyatu Aulad Islamiyya Kukuma
"Unguwar Maina Primary School, Unguwar Maina"
"Chakwama Primary School, Chakwama"
"Gidan Rafa Primary School, Gidan Rafa"
Gwangwan Nomadic Primary School Gwangwan
"Junior Secondary School,  Tijiyo"
Katurje Primary School
Madabe Junior Secondary School
"Madabe Primary School, Madabe"
Nurul Huda Islamiyya Dambazau
Nurul Islam Kafin Bahago
"Yalwa Primary School, Yalwa"
"Junior Secondary School, Chirbun"
"Junior Secondary School, Y/Tukur"
Madarasatul Ulumuddin Nurul Islamiyya
Nurul Huda Islamiyya Kafin Alhaji
