session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years,gap_band
2022/2023,Male,ALL,NECO,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,137,99,42,38,3,0,38,57,4,2.1,2 years
2022/2023,Male,ALL,NECO,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,71,52,22,20,2,0,19,30,2,2.1,3-5 years
2022/2023,Male,ALL,NECO,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,22,16,7,6,1,0,6,9,1,2.1,5+ years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,144,104,44,40,3,0,40,60,4,2.1,1 year
2022/2023,Male,ALL,NECO,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,62,45,19,17,1,0,17,26,2,2.1,2 years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,32,23,10,9,1,0,9,13,1,2.1,3-5 years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,10,7,3,3,0,0,3,4,0,2.1,5+ years
2022/2023,Male,ALL,NECO,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,116,84,35,32,3,0,32,49,3,2.1,1 year
2022/2023,Male,ALL,NECO,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,50,36,15,14,1,0,14,21,1,2.1,2 years
2022/2023,Male,ALL,NECO,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,26,19,8,7,1,0,7,11,1,2.1,3-5 years
2022/2023,Male,ALL,NECO,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,8,6,2,2,0,0,2,4,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,99,71,30,27,2,0,28,41,3,2.1,1 year
2022/2023,Male,ALL,NABTEB,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,42,31,13,12,1,0,11,18,1,2.1,2 years
2022/2023,Male,ALL,NABTEB,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,22,16,7,6,1,0,6,9,1,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,7,5,2,2,0,0,2,3,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,45,32,14,12,1,0,13,18,2,2.1,1 year
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,19,14,6,5,0,0,5,8,1,2.1,2 years
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,10,7,3,3,0,0,3,4,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,36,26,11,10,1,0,10,15,1,2.1,1 year
2022/2023,Male,ALL,NABTEB,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,15,11,5,4,0,0,4,6,1,2.1,2 years
2022/2023,Male,ALL,NABTEB,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,8,6,2,2,0,0,2,4,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,44,32,13,12,1,0,12,19,1,2.1,1 year
2022/2023,Male,Disabled,WAEC,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,19,14,6,5,0,0,5,8,1,2.1,2 years
2022/2023,Male,Disabled,WAEC,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,10,7,3,3,0,0,3,4,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,20,15,6,6,1,0,5,9,0,2.1,1 year
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,9,6,3,2,0,0,3,3,1,2.1,2 years
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,16,12,5,4,0,0,4,7,1,2.1,1 year
2022/2023,Male,Disabled,WAEC,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,21,15,6,6,1,0,6,9,0,2.1,1 year
2022/2023,Male,Disabled,NECO,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,9,6,3,2,0,0,3,3,1,2.1,2 years
2022/2023,Male,Disabled,NECO,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,5,3,1,1,0,0,2,2,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,9,7,3,3,0,0,2,4,0,2.1,1 year
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,4,3,1,1,0,0,1,2,0,2.1,2 years
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,2,2,1,1,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,8,5,2,2,0,0,3,3,0,2.1,1 year
2022/2023,Male,Disabled,NECO,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2022/2023,Male,Disabled,NECO,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,2,1,1,0,0,0,1,0,1,2.1,3-5 years
2022/2023,Male,Disabled,NECO,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,6,5,2,2,0,0,1,3,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,University,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,3,2,1,1,0,0,1,1,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,1,0,0,0,0,0,1,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,2,2,1,1,0,0,0,1,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,1,0,0,0,0,0,1,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,476,345,144,133,11,0,131,201,11,2.1,1 year
2022/2023,Male,ALL,WAEC,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,205,149,62,57,5,0,56,87,5,2.1,2 years
2022/2023,Male,ALL,WAEC,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,107,77,32,30,3,0,30,45,2,2.1,3-5 years
2022/2023,Male,ALL,WAEC,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,33,24,10,9,1,0,9,14,1,2.1,5+ years
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,216,157,66,60,5,0,59,91,6,2.1,1 year
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,93,68,28,26,2,0,25,40,2,2.1,2 years
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,49,35,15,14,1,0,14,20,1,2.1,3-5 years
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,15,11,5,4,0,0,4,6,1,2.1,5+ years
2022/2023,Male,ALL,WAEC,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,173,125,53,48,4,0,48,72,5,2.1,1 year
2022/2023,Male,ALL,WAEC,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,75,54,23,21,2,0,21,31,2,2.1,2 years
2022/2023,Male,ALL,WAEC,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,39,28,12,11,1,0,11,16,1,2.1,3-5 years
2022/2023,Male,ALL,WAEC,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,12,9,4,3,0,0,3,5,1,2.1,5+ years
2022/2023,Male,ALL,NECO,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,223,161,68,62,5,0,62,93,6,2.1,1 year
2022/2023,Male,ALL,NECO,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,96,70,29,27,2,0,26,41,2,2.1,2 years
2022/2023,Male,ALL,NECO,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,50,36,15,14,1,0,14,21,1,2.1,3-5 years
2022/2023,Male,ALL,NECO,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,15,11,5,4,0,0,4,6,1,2.1,5+ years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,101,73,31,28,2,0,28,42,3,2.1,1 year
2022/2023,Male,ALL,NECO,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,44,32,13,12,1,0,12,19,1,2.1,2 years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,23,16,7,6,1,0,7,9,1,2.1,3-5 years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,7,5,2,2,0,0,2,3,0,2.1,5+ years
2022/2023,Male,ALL,NECO,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,81,59,25,23,2,0,22,34,2,2.1,1 year
2022/2023,Male,ALL,NECO,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,35,25,11,10,1,0,10,14,1,2.1,2 years
2022/2023,Male,ALL,NECO,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,18,13,6,5,0,0,5,7,1,2.1,3-5 years
2022/2023,Male,ALL,NECO,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,6,4,2,2,0,0,2,2,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,69,50,21,19,2,0,19,29,2,2.1,1 year
2022/2023,Male,ALL,NABTEB,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,30,22,9,8,1,0,8,13,1,2.1,2 years
2022/2023,Male,ALL,NABTEB,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,15,11,5,4,0,0,4,6,1,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,5,3,1,1,0,0,2,2,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,31,23,10,9,1,0,8,13,1,2.1,1 year
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,14,10,4,4,0,0,4,6,0,2.1,2 years
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,7,5,2,2,0,0,2,3,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,25,18,8,7,1,0,7,10,1,2.1,1 year
2022/2023,Male,ALL,NABTEB,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,11,8,3,3,0,0,3,5,0,2.1,2 years
2022/2023,Male,ALL,NABTEB,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,6,4,2,2,0,0,2,2,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,2,1,1,0,0,0,1,0,1,2.1,5+ years
2022/2023,Male,Disabled,WAEC,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,31,22,9,9,1,0,9,13,0,2.1,1 year
2022/2023,Male,Disabled,WAEC,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,13,10,4,4,0,0,3,6,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,7,5,2,2,0,0,2,3,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,14,10,4,4,0,0,4,6,0,2.1,1 year
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,6,4,2,2,0,0,2,2,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,11,8,3,3,0,0,3,5,0,2.1,1 year
2022/2023,Male,Disabled,WAEC,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,5,4,1,1,0,0,1,3,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,14,10,4,4,0,0,4,6,0,2.1,1 year
2022/2023,Male,Disabled,NECO,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,6,5,2,2,0,0,1,3,0,2.1,2 years
2022/2023,Male,Disabled,NECO,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,7,5,2,2,0,0,2,3,0,2.1,1 year
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,5,4,2,1,0,0,1,2,1,2.1,1 year
2022/2023,Male,Disabled,NECO,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NECO,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,4,3,1,1,0,0,1,2,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,2,1,1,1,0,0,1,0,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,University,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,2,1,1,1,0,0,1,0,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,2,1,0,0,0,0,1,1,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Vandeikya,North Central,Benue,Vandeikya,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Female,ALL,WAEC,University,lga,Gboko,North Central,Benue,Gboko,,,0,530,386,165,152,13,0,144,221,13,2.1,1 year
2023/2024,Female,ALL,WAEC,University,lga,Gboko,North Central,Benue,Gboko,,,0,228,166,71,66,6,0,62,95,5,2.1,2 years
2023/2024,Female,ALL,WAEC,University,lga,Gboko,North Central,Benue,Gboko,,,0,119,86,37,34,3,0,33,49,3,2.1,3-5 years
2023/2024,Female,ALL,WAEC,University,lga,Gboko,North Central,Benue,Gboko,,,0,37,27,11,10,1,0,10,16,1,2.1,5+ years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,241,175,75,69,6,0,66,100,6,2.1,1 year
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,104,76,32,30,3,0,28,44,2,2.1,2 years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,54,39,17,15,1,0,15,22,2,2.1,3-5 years
2023/2024,Female,ALL,WAEC,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,17,12,5,5,0,0,5,7,0,2.1,5+ years
2023/2024,Female,ALL,WAEC,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,193,140,60,55,5,0,53,80,5,2.1,1 year
2023/2024,Female,ALL,WAEC,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,83,60,26,24,2,0,23,34,2,2.1,2 years
2023/2024,Female,ALL,WAEC,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,43,31,13,12,1,0,12,18,1,2.1,3-5 years
2023/2024,Female,ALL,WAEC,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,13,10,4,4,0,0,3,6,0,2.1,5+ years
2023/2024,Female,ALL,NECO,University,lga,Gboko,North Central,Benue,Gboko,,,0,248,180,77,71,6,0,68,103,6,2.1,1 year
2023/2024,Female,ALL,NECO,University,lga,Gboko,North Central,Benue,Gboko,,,0,107,78,33,31,3,0,29,45,2,2.1,2 years
2023/2024,Female,ALL,NECO,University,lga,Gboko,North Central,Benue,Gboko,,,0,56,40,17,16,1,0,16,23,1,2.1,3-5 years
2023/2024,Female,ALL,NECO,University,lga,Gboko,North Central,Benue,Gboko,,,0,17,12,5,5,0,0,5,7,0,2.1,5+ years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,113,82,35,32,3,0,31,47,3,2.1,1 year
2023/2024,Female,ALL,NECO,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,49,35,15,14,1,0,14,20,1,2.1,2 years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,25,18,8,7,1,0,7,10,1,2.1,3-5 years
2023/2024,Female,ALL,NECO,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,8,6,2,2,0,0,2,4,0,2.1,5+ years
2023/2024,Female,ALL,NECO,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,90,66,28,26,2,0,24,38,2,2.1,1 year
2023/2024,Female,ALL,NECO,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,39,28,12,11,1,0,11,16,1,2.1,2 years
2023/2024,Female,ALL,NECO,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,20,15,6,6,1,0,5,9,0,2.1,3-5 years
2023/2024,Female,ALL,NECO,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,6,5,2,2,0,0,1,3,0,2.1,5+ years
2023/2024,Female,ALL,NABTEB,University,lga,Gboko,North Central,Benue,Gboko,,,0,77,56,24,22,2,0,21,32,2,2.1,1 year
2023/2024,Female,ALL,NABTEB,University,lga,Gboko,North Central,Benue,Gboko,,,0,33,24,10,10,1,0,9,14,0,2.1,2 years
2023/2024,Female,ALL,NABTEB,University,lga,Gboko,North Central,Benue,Gboko,,,0,17,13,5,5,0,0,4,8,0,2.1,3-5 years
2023/2024,Female,ALL,NABTEB,University,lga,Gboko,North Central,Benue,Gboko,,,0,5,4,2,2,0,0,1,2,0,2.1,5+ years
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,35,25,11,10,1,0,10,14,1,2.1,1 year
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,15,11,5,4,0,0,4,6,1,2.1,2 years
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,8,6,2,2,0,0,2,4,0,2.1,3-5 years
2023/2024,Female,ALL,NABTEB,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2023/2024,Female,ALL,NABTEB,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,28,20,9,8,1,0,8,11,1,2.1,1 year
2023/2024,Female,ALL,NABTEB,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,12,9,4,3,0,0,3,5,1,2.1,2 years
2023/2024,Female,ALL,NABTEB,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,6,5,2,2,0,0,1,3,0,2.1,3-5 years
2023/2024,Female,ALL,NABTEB,College of Education,lga,Gboko,North Central,Benue,Gboko,,,0,2,1,1,1,0,0,1,0,0,2.1,5+ years
2023/2024,Female,Disabled,WAEC,University,lga,Gboko,North Central,Benue,Gboko,,,0,34,25,11,10,1,0,9,14,1,2.1,1 year
2023/2024,Female,Disabled,WAEC,University,lga,Gboko,North Central,Benue,Gboko,,,0,15,11,5,4,0,0,4,6,1,2.1,2 years
2023/2024,Female,Disabled,WAEC,University,lga,Gboko,North Central,Benue,Gboko,,,0,8,6,2,2,0,0,2,4,0,2.1,3-5 years
2023/2024,Female,Disabled,WAEC,University,lga,Gboko,North Central,Benue,Gboko,,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,16,11,5,4,0,0,5,6,1,2.1,1 year
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2023/2024,Female,Disabled,WAEC,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
