session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years,gap_band
2022/2023,Female,ALL,NECO,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,12,9,4,3,0,0,3,5,1,2.1,5+ years
2022/2023,Female,ALL,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,82,59,25,23,2,0,23,34,2,2.1,1 year
2022/2023,Female,ALL,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,35,25,11,10,1,0,10,14,1,2.1,2 years
2022/2023,Female,ALL,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,18,13,6,5,0,0,5,7,1,2.1,3-5 years
2022/2023,Female,ALL,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,6,4,2,2,0,0,2,2,0,2.1,5+ years
2022/2023,Female,ALL,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,65,47,20,18,2,0,18,27,2,2.1,1 year
2022/2023,Female,ALL,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,28,20,9,8,1,0,8,11,1,2.1,2 years
2022/2023,Female,ALL,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,15,11,4,4,0,0,4,7,0,2.1,3-5 years
2022/2023,Female,ALL,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,5,3,1,1,0,0,2,2,0,2.1,5+ years
2022/2023,Female,ALL,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,56,40,17,16,1,0,16,23,1,2.1,1 year
2022/2023,Female,ALL,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,24,17,7,7,1,0,7,10,0,2.1,2 years
2022/2023,Female,ALL,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,12,9,4,3,0,0,3,5,1,2.1,3-5 years
2022/2023,Female,ALL,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,4,3,1,1,0,0,1,2,0,2.1,5+ years
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,25,18,8,7,1,0,7,10,1,2.1,1 year
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,11,8,3,3,0,0,3,5,0,2.1,2 years
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,6,4,2,2,0,0,2,2,0,2.1,3-5 years
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,2,1,1,0,0,0,1,0,1,2.1,5+ years
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,20,15,6,6,1,0,5,9,0,2.1,1 year
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,9,6,3,2,0,0,3,3,1,2.1,2 years
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,5,3,1,1,0,0,2,2,0,2.1,3-5 years
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,WAEC,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,25,18,8,7,1,0,7,10,1,2.1,1 year
2022/2023,Female,Disabled,WAEC,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,11,8,3,3,0,0,3,5,0,2.1,2 years
2022/2023,Female,Disabled,WAEC,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,6,4,2,2,0,0,2,2,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,2,1,1,0,0,0,1,0,1,2.1,5+ years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,11,8,3,3,0,0,3,5,0,2.1,1 year
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,5,4,1,1,0,0,1,3,0,2.1,2 years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,9,7,3,3,0,0,2,4,0,2.1,1 year
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,4,3,1,1,0,0,1,2,0,2.1,2 years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,2,1,1,1,0,0,1,0,0,2.1,3-5 years
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,12,8,4,3,0,0,4,4,1,2.1,1 year
2022/2023,Female,Disabled,NECO,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,5,4,2,1,0,0,1,2,1,2.1,2 years
2022/2023,Female,Disabled,NECO,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,5,4,2,1,0,0,1,2,1,2.1,1 year
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,4,3,1,1,0,0,1,2,0,2.1,1 year
2022/2023,Female,Disabled,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,2,1,1,1,0,0,1,0,0,2.1,2 years
2022/2023,Female,Disabled,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,4,3,1,1,0,0,1,2,0,2.1,1 year
2022/2023,Female,Disabled,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,2,1,0,0,0,0,1,1,0,2.1,2 years
2022/2023,Female,Disabled,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Female,Disabled,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,2,1,0,0,0,0,1,1,0,2.1,1 year
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,1,0,0,0,0,0,1,0,0,2.1,2 years
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,288,208,87,80,7,0,80,121,7,2.1,1 year
2022/2023,Male,ALL,WAEC,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,124,90,38,35,3,0,34,52,3,2.1,2 years
2022/2023,Male,ALL,WAEC,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,65,47,20,18,2,0,18,27,2,2.1,3-5 years
2022/2023,Male,ALL,WAEC,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,20,14,6,6,1,0,6,8,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,131,95,40,36,3,0,36,55,4,2.1,1 year
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,56,41,17,16,1,0,15,24,1,2.1,2 years
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,29,21,9,8,1,0,8,12,1,2.1,3-5 years
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,9,7,3,3,0,0,2,4,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,105,76,32,29,2,0,29,44,3,2.1,1 year
2022/2023,Male,ALL,WAEC,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,45,33,14,13,1,0,12,19,1,2.1,2 years
2022/2023,Male,ALL,WAEC,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,23,17,7,7,1,0,6,10,0,2.1,3-5 years
2022/2023,Male,ALL,WAEC,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,7,5,2,2,0,0,2,3,0,2.1,5+ years
2022/2023,Male,ALL,NECO,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,135,97,41,37,3,0,38,56,4,2.1,1 year
2022/2023,Male,ALL,NECO,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,58,42,18,16,1,0,16,24,2,2.1,2 years
2022/2023,Male,ALL,NECO,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,30,22,9,8,1,0,8,13,1,2.1,3-5 years
2022/2023,Male,ALL,NECO,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,9,7,3,3,0,0,2,4,0,2.1,5+ years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,61,44,19,17,1,0,17,25,2,2.1,1 year
2022/2023,Male,ALL,NECO,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,26,19,8,7,1,0,7,11,1,2.1,2 years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,14,10,4,4,0,0,4,6,0,2.1,3-5 years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,4,3,1,1,0,0,1,2,0,2.1,5+ years
2022/2023,Male,ALL,NECO,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,49,35,15,14,1,0,14,20,1,2.1,1 year
2022/2023,Male,ALL,NECO,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,21,15,6,6,1,0,6,9,0,2.1,2 years
2022/2023,Male,ALL,NECO,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,11,8,3,3,0,0,3,5,0,2.1,3-5 years
2022/2023,Male,ALL,NECO,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,42,30,13,12,1,0,12,17,1,2.1,1 year
2022/2023,Male,ALL,NABTEB,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,18,13,5,5,0,0,5,8,0,2.1,2 years
2022/2023,Male,ALL,NABTEB,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,9,7,3,3,0,0,2,4,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,19,14,6,5,0,0,5,8,1,2.1,1 year
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,8,6,2,2,0,0,2,4,0,2.1,2 years
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,15,11,5,4,0,0,4,6,1,2.1,1 year
2022/2023,Male,ALL,NABTEB,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2022/2023,Male,ALL,NABTEB,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,19,14,6,5,0,0,5,8,1,2.1,1 year
2022/2023,Male,Disabled,WAEC,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,8,6,2,2,0,0,2,4,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,9,6,3,2,0,0,3,3,1,2.1,1 year
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,4,3,1,1,0,0,1,2,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,2,1,1,1,0,0,1,0,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,7,5,2,2,0,0,2,3,0,2.1,1 year
2022/2023,Male,Disabled,WAEC,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,2,1,0,0,0,0,1,1,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,9,6,3,2,0,0,3,3,1,2.1,1 year
2022/2023,Male,Disabled,NECO,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,4,3,1,1,0,0,1,2,0,2.1,2 years
2022/2023,Male,Disabled,NECO,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,2,1,1,1,0,0,1,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,4,3,1,1,0,0,1,2,0,2.1,1 year
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,2,1,1,0,0,0,1,0,1,2.1,2 years
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,3,2,1,1,0,0,1,1,0,2.1,1 year
2022/2023,Male,Disabled,NECO,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NECO,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,3,2,1,1,0,0,1,1,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,0,0,0,0,0,1,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,University,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,0,0,0,0,0,1,0,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Municipal Area Council,North Central,Abuja Federal Capital Territory,Municipal Area Council,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,567,411,172,158,13,0,156,239,14,2.1,1 year
2022/2023,Male,ALL,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,245,177,74,68,6,0,68,103,6,2.1,2 years
2022/2023,Male,ALL,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,127,92,39,35,3,0,35,53,4,2.1,3-5 years
2022/2023,Male,ALL,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,39,28,12,11,1,0,11,16,1,2.1,5+ years
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,258,187,78,72,6,0,71,109,6,2.1,1 year
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,111,80,34,31,3,0,31,46,3,2.1,2 years
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,58,42,18,16,1,0,16,24,2,2.1,3-5 years
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,18,13,5,5,0,0,5,8,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,206,149,63,57,5,0,57,86,6,2.1,1 year
2022/2023,Male,ALL,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,89,64,27,25,2,0,25,37,2,2.1,2 years
2022/2023,Male,ALL,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,46,33,14,13,1,0,13,19,1,2.1,3-5 years
2022/2023,Male,ALL,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,14,10,4,4,0,0,4,6,0,2.1,5+ years
2022/2023,Male,ALL,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,265,192,80,74,6,0,73,112,6,2.1,1 year
2022/2023,Male,ALL,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,114,83,35,32,3,0,31,48,3,2.1,2 years
2022/2023,Male,ALL,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,59,43,18,17,1,0,16,25,1,2.1,3-5 years
2022/2023,Male,ALL,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,18,13,6,5,0,0,5,7,1,2.1,5+ years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,121,87,37,34,3,0,34,50,3,2.1,1 year
2022/2023,Male,ALL,NECO,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,52,38,16,14,1,0,14,22,2,2.1,2 years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,27,20,8,8,1,0,7,12,0,2.1,3-5 years
2022/2023,Male,ALL,NECO,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,8,6,3,2,0,0,2,3,1,2.1,5+ years
2022/2023,Male,ALL,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,97,70,29,27,2,0,27,41,2,2.1,1 year
2022/2023,Male,ALL,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,42,30,13,12,1,0,12,17,1,2.1,2 years
2022/2023,Male,ALL,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,22,16,7,6,1,0,6,9,1,2.1,3-5 years
2022/2023,Male,ALL,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,7,5,2,2,0,0,2,3,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,82,60,25,23,2,0,22,35,2,2.1,1 year
2022/2023,Male,ALL,NABTEB,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,36,26,11,10,1,0,10,15,1,2.1,2 years
2022/2023,Male,ALL,NABTEB,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,18,13,6,5,0,0,5,7,1,2.1,3-5 years
