session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2020/2021,North East,Taraba,Jalingo,Kachalla Sembe,"Unity College, Jalingo",Female,all,NECO,179,123,101,38,30,26,68.7151,37.6238,78.9474,86.6667
2020/2021,North East,Taraba,Jalingo,Kachalla Sembe,"Unity College, Jalingo",Female,all,WAEC,195,144,113,42,36,34,73.8462,37.1681,85.7143,94.4444
2020/2021,North East,Taraba,Jalingo,Kachalla Sembe,"Unity College, Jalingo",Female,disabled,NABTEB,12,9,7,3,0,0,75.0,42.8571,0.0,0.0
2020/2021,North East,Taraba,Jalingo,Kachalla Sembe,"Unity College, Jalingo",Female,disabled,NECO,23,16,13,5,0,0,69.5652,38.4615,0.0,0.0
2020/2021,North East,Taraba,Jalingo,Kachalla Sembe,"Unity College, Jalingo",Female,disabled,WAEC,29,21,17,6,5,6,72.4138,35.2941,83.3333,120.0
2020/2021,North East,Taraba,Jalingo,Kachalla Sembe,"Unity College, Jalingo",Male,all,NABTEB,84,63,53,20,17,19,75.0,37.7358,85.0,111.7647
2020/2021,North East,Taraba,Jalingo,Kachalla Sembe,"Unity College, Jalingo",Male,all,NECO,166,113,101,38,28,23,68.0723,37.6238,73.6842,82.1429
2020/2021,North East,Taraba,Jalingo,Kachalla Sembe,"Unity College, Jalingo",Male,all,WAEC,184,137,125,47,35,32,74.4565,37.6,74.4681,91.4286
2020/2021,North East,Taraba,Jalingo,Kachalla Sembe,"Unity College, Jalingo",Male,disabled,NABTEB,12,9,8,3,0,0,75.0,37.5,0.0,0.0
2020/2021,North East,Taraba,Jalingo,Kachalla Sembe,"Unity College, Jalingo",Male,disabled,NECO,22,15,13,5,0,0,68.1818,38.4615,0.0,0.0
2020/2021,North East,Taraba,Jalingo,Kachalla Sembe,"Unity College, Jalingo",Male,disabled,WAEC,25,19,15,6,0,0,76.0,40.0,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Female,all,NABTEB,62,46,40,15,7,8,74.1935,37.5,46.6667,114.2857
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Female,all,NECO,120,82,72,26,30,25,68.3333,36.1111,115.3846,83.3333
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Female,all,WAEC,147,109,93,34,26,23,74.1497,36.5591,76.4706,88.4615
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Female,disabled,NABTEB,12,9,7,3,0,0,75.0,42.8571,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Female,disabled,NECO,16,11,9,3,6,6,68.75,33.3333,200.0,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Female,disabled,WAEC,19,14,12,4,0,0,73.6842,33.3333,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Male,all,NABTEB,75,56,49,18,17,19,74.6667,36.7347,94.4444,111.7647
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Male,all,NECO,132,90,88,33,28,23,68.1818,37.5,84.8485,82.1429
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Male,all,WAEC,165,123,104,38,35,32,74.5455,36.5385,92.1053,91.4286
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Male,disabled,NABTEB,12,9,8,3,0,0,75.0,37.5,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Male,disabled,NECO,16,11,10,4,7,8,68.75,40.0,175.0,114.2857
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Community Secondary School, Gembu 'A'",Male,disabled,WAEC,21,16,12,4,6,6,76.1905,33.3333,150.0,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Female,all,NABTEB,114,85,69,26,14,15,74.5614,37.6812,53.8462,107.1429
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Female,all,NECO,202,138,120,45,37,32,68.3168,37.5,82.2222,86.4865
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Female,all,WAEC,249,184,145,53,47,40,73.8956,36.5517,88.6792,85.1064
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Female,disabled,NABTEB,12,9,7,3,0,0,75.0,42.8571,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Female,disabled,NECO,23,16,13,5,0,0,69.5652,38.4615,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Female,disabled,WAEC,29,21,17,6,5,6,72.4138,35.2941,83.3333,120.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Male,all,NABTEB,125,93,79,29,26,19,74.4,36.7089,89.6552,73.0769
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Male,all,NECO,226,154,150,56,43,38,68.1416,37.3333,76.7857,88.3721
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Male,all,WAEC,270,200,173,64,46,45,74.0741,36.9942,71.875,97.8261
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Male,disabled,NABTEB,12,9,8,3,0,0,75.0,37.5,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Male,disabled,NECO,22,15,13,5,0,0,68.1818,38.4615,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Comprehensive High School, Gembu 'A'",Male,disabled,WAEC,31,23,18,7,0,0,74.1935,38.8889,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Female,all,NABTEB,80,60,51,19,15,16,75.0,37.2549,78.9474,106.6667
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Female,all,NECO,146,100,97,36,43,39,68.4932,37.1134,119.4444,90.6977
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Female,all,WAEC,189,140,116,43,41,40,74.0741,37.069,95.3488,97.561
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Female,disabled,NABTEB,12,9,7,3,0,0,75.0,42.8571,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Female,disabled,NECO,13,9,9,3,6,7,69.2308,33.3333,200.0,116.6667
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Female,disabled,WAEC,16,12,9,3,5,6,75.0,33.3333,166.6667,120.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Male,all,NABTEB,84,63,57,21,18,19,75.0,36.8421,85.7143,105.5556
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Male,all,NECO,157,107,102,38,35,30,68.1529,37.2549,92.1053,85.7143
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Male,all,WAEC,214,158,143,53,52,51,73.8318,37.0629,98.1132,98.0769
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Male,disabled,NABTEB,12,9,8,3,0,0,75.0,37.5,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Male,disabled,NECO,13,9,7,3,0,0,69.2308,42.8571,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Government Secondary School, Gembu 'A'",Male,disabled,WAEC,18,13,12,4,6,6,72.2222,33.3333,150.0,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Female,all,NABTEB,103,77,69,26,36,31,74.7573,37.6812,138.4615,86.1111
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Female,all,NECO,202,138,130,48,49,45,68.3168,36.9231,102.0833,91.8367
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Female,all,WAEC,246,182,160,60,62,57,73.9837,37.5,103.3333,91.9355
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Female,disabled,NABTEB,13,10,7,3,7,8,76.9231,42.8571,233.3333,114.2857
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Female,disabled,NECO,20,14,13,5,6,6,70.0,38.4615,120.0,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Female,disabled,WAEC,26,19,15,6,5,6,73.0769,40.0,83.3333,120.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Male,all,NABTEB,87,65,60,22,17,19,74.7126,36.6667,77.2727,111.7647
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Male,all,NECO,163,111,118,44,50,45,68.0982,37.2881,113.6364,90.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Male,all,WAEC,223,166,161,60,64,57,74.4395,37.2671,106.6667,89.0625
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Male,disabled,NABTEB,12,9,8,3,0,0,75.0,37.5,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Male,disabled,NECO,16,11,10,4,7,7,68.75,40.0,175.0,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'A',"Unity College, Sardauna",Male,disabled,WAEC,21,16,15,6,6,6,76.1905,40.0,100.0,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Female,all,NABTEB,124,93,74,27,15,16,75.0,36.4865,55.5556,106.6667
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Female,all,NECO,234,160,145,54,43,39,68.3761,37.2414,79.6296,90.6977
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Female,all,WAEC,291,215,182,67,57,51,73.8832,36.8132,85.0746,89.4737
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Female,disabled,NABTEB,16,12,8,3,0,0,75.0,37.5,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Female,disabled,NECO,26,18,16,6,0,0,69.2308,37.5,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Female,disabled,WAEC,29,21,17,6,5,6,72.4138,35.2941,83.3333,120.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Male,all,NABTEB,152,113,98,36,26,19,74.3421,36.7347,72.2222,73.0769
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Male,all,NECO,248,169,153,57,35,30,68.1452,37.2549,61.4035,85.7143
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Male,all,WAEC,322,238,211,78,64,57,73.913,36.9668,82.0513,89.0625
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Male,disabled,NABTEB,15,11,8,3,0,0,73.3333,37.5,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Male,disabled,NECO,28,19,16,6,0,0,67.8571,37.5,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Community Secondary School, Gembu 'B'",Male,disabled,WAEC,31,23,18,7,6,6,74.1935,38.8889,85.7143,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Female,all,NABTEB,52,39,36,14,15,16,75.0,38.8889,107.1429,106.6667
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Female,all,NECO,88,60,56,20,24,25,68.1818,35.7143,120.0,104.1667
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Female,all,WAEC,112,83,76,28,26,23,74.1071,36.8421,92.8571,88.4615
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Female,disabled,NABTEB,12,9,7,3,0,0,75.0,42.8571,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Female,disabled,NECO,13,9,9,3,6,6,69.2308,33.3333,200.0,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Female,disabled,WAEC,13,10,9,3,5,6,76.9231,33.3333,166.6667,120.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,all,NABTEB,60,45,42,16,9,9,75.0,38.0952,56.25,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,all,NECO,104,71,69,26,21,15,68.2692,37.6812,80.7692,71.4286
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,all,WAEC,134,99,86,32,35,32,73.8806,37.2093,109.375,91.4286
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,disabled,NABTEB,12,9,8,3,0,0,75.0,37.5,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,disabled,NECO,13,9,7,3,0,0,69.2308,42.8571,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Comprehensive High School, Gembu 'B'",Male,disabled,WAEC,15,11,9,3,6,6,73.3333,33.3333,200.0,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,all,NABTEB,80,60,51,19,14,16,75.0,37.2549,73.6842,114.2857
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,all,NECO,156,107,98,36,36,32,68.5897,36.7347,100.0,88.8889
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,all,WAEC,198,147,122,45,47,46,74.2424,36.8852,104.4444,97.8723
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,disabled,NABTEB,12,9,7,3,0,0,75.0,42.8571,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,disabled,NECO,13,9,6,2,6,6,69.2308,33.3333,300.0,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Female,disabled,WAEC,19,14,12,4,5,6,73.6842,33.3333,125.0,120.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,all,NABTEB,84,63,53,20,18,19,75.0,37.7358,90.0,105.5556
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,all,NECO,160,109,111,41,28,23,68.125,36.9369,68.2927,82.1429
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,all,WAEC,214,158,137,50,47,44,73.8318,36.4964,94.0,93.617
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,disabled,NABTEB,12,9,8,3,0,0,75.0,37.5,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,disabled,NECO,16,11,10,4,0,0,68.75,40.0,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Government Secondary School, Gembu 'B'",Male,disabled,WAEC,18,13,12,4,6,6,72.2222,33.3333,150.0,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,all,NABTEB,158,118,106,39,43,39,74.6835,36.7925,110.2564,90.6977
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,all,NECO,253,173,174,64,67,58,68.3794,36.7816,104.6875,86.5672
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,all,WAEC,351,260,229,84,83,74,74.0741,36.6812,98.8095,89.1566
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,disabled,NABTEB,16,12,11,4,7,8,75.0,36.3636,175.0,114.2857
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,disabled,NECO,29,20,19,7,6,7,68.9655,36.8421,85.7143,116.6667
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Female,disabled,WAEC,35,26,20,7,5,6,74.2857,35.0,71.4286,120.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,all,NABTEB,173,129,120,45,44,37,74.5665,37.5,97.7778,84.0909
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,all,NECO,319,218,228,85,106,98,68.3386,37.2807,124.7059,92.4528
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,all,WAEC,401,297,292,108,117,108,74.0648,36.9863,108.3333,92.3077
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,disabled,NABTEB,21,16,15,6,9,9,76.1905,40.0,150.0,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,disabled,NECO,34,23,23,9,7,7,67.6471,39.1304,77.7778,100.0
2020/2021,North East,Taraba,Sardauna,Gembu 'B',"Unity College, Sardauna",Male,disabled,WAEC,43,32,30,11,12,13,74.4186,36.6667,109.0909,108.3333
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,all,NABTEB,105,78,58,22,15,15,74.2857,37.931,68.1818,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,all,NECO,188,129,119,44,37,32,68.617,36.9748,84.0909,86.4865
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,all,WAEC,210,155,128,47,42,39,73.8095,36.7188,89.3617,92.8571
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,disabled,NABTEB,12,9,7,3,0,0,75.0,42.8571,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,disabled,NECO,19,13,9,3,0,0,68.4211,33.3333,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Female,disabled,WAEC,22,16,12,4,5,5,72.7273,33.3333,125.0,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,all,NABTEB,87,65,56,21,17,18,74.7126,37.5,80.9524,105.8824
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,all,NECO,163,111,105,39,35,30,68.0982,37.1429,89.7436,85.7143
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,all,WAEC,214,159,137,51,47,44,74.2991,37.2263,92.1569,93.617
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,disabled,NABTEB,12,9,7,3,0,0,75.0,42.8571,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,disabled,NECO,19,13,10,4,0,0,68.4211,40.0,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Community Secondary School, Kabri",Male,disabled,WAEC,24,18,15,6,6,6,75.0,40.0,100.0,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,all,NABTEB,124,93,81,30,22,15,75.0,37.037,73.3333,68.1818
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,all,NECO,259,177,164,61,67,57,68.3398,37.1951,109.8361,85.0746
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,all,WAEC,374,277,232,86,89,79,74.0642,37.069,103.4884,88.764
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,disabled,NABTEB,16,12,11,4,0,0,75.0,36.3636,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,disabled,NECO,29,20,16,6,6,6,68.9655,37.5,100.0,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Female,disabled,WAEC,45,33,26,10,11,11,73.3333,38.4615,110.0,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Male,all,NABTEB,107,80,79,29,26,19,74.7664,36.7089,89.6552,73.0769
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Male,all,NECO,222,152,156,58,64,61,68.4685,37.1795,110.3448,95.3125
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Male,all,WAEC,328,243,217,80,82,76,74.0854,36.8664,102.5,92.6829
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Male,disabled,NABTEB,12,9,8,3,0,0,75.0,37.5,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Male,disabled,NECO,28,19,16,6,7,8,67.8571,37.5,116.6667,114.2857
2020/2021,North East,Taraba,Sardauna,Kabri,"Comprehensive High School, Kabri",Male,disabled,WAEC,40,30,27,10,6,6,75.0,37.037,60.0,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Female,all,NABTEB,143,106,88,33,29,23,74.1259,37.5,87.8788,79.3103
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Female,all,NECO,266,182,180,67,67,57,68.4211,37.2222,100.0,85.0746
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Female,all,WAEC,320,237,212,79,84,79,74.0625,37.2642,106.3291,94.0476
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Female,disabled,NABTEB,19,14,11,4,0,0,73.6842,36.3636,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Female,disabled,NECO,32,22,19,7,6,6,68.75,36.8421,85.7143,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Female,disabled,WAEC,45,33,29,11,11,11,73.3333,37.931,100.0,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Male,all,NABTEB,134,99,90,33,44,37,73.8806,36.6667,133.3333,84.0909
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Male,all,NECO,241,165,163,60,64,61,68.4647,36.8098,106.6667,95.3125
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Male,all,WAEC,291,216,211,78,76,70,74.2268,36.9668,97.4359,92.1053
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Male,disabled,NABTEB,18,13,11,4,9,9,72.2222,36.3636,225.0,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Male,disabled,NECO,31,21,20,7,7,8,67.7419,35.0,100.0,114.2857
2020/2021,North East,Taraba,Sardauna,Kabri,"Government Secondary School, Kabri",Male,disabled,WAEC,40,30,27,10,6,6,75.0,37.037,60.0,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Female,all,NABTEB,68,51,44,17,14,15,75.0,38.6364,82.3529,107.1429
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Female,all,NECO,117,80,75,28,24,19,68.3761,37.3333,85.7143,79.1667
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Female,all,WAEC,150,111,90,33,31,28,74.0,36.6667,93.9394,90.3226
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Female,disabled,NABTEB,12,9,7,3,0,0,75.0,42.8571,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Female,disabled,NECO,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Female,disabled,WAEC,16,12,9,3,5,5,75.0,33.3333,166.6667,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Male,all,NABTEB,60,45,41,16,9,9,75.0,39.0244,56.25,100.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Male,all,NECO,132,90,85,32,21,15,68.1818,37.6471,65.625,71.4286
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Male,all,WAEC,150,111,98,36,29,26,74.0,36.7347,80.5556,89.6552
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Male,disabled,NABTEB,12,9,7,3,0,0,75.0,42.8571,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Male,disabled,NECO,16,11,10,4,0,0,68.75,40.0,0.0,0.0
2020/2021,North East,Taraba,Sardauna,Kabri,"Unity College, Sardauna",Male,disabled,WAEC,18,13,12,4,0,0,72.2222,33.3333,0.0,0.0
2020/2021,North East,Taraba,Wukari,Akwana,"Community Secondary School, Akwana",Female,all,NABTEB,115,86,70,26,15,15,74.7826,37.1429,57.6923,100.0
2020/2021,North East,Taraba,Wukari,Akwana,"Community Secondary School, Akwana",Female,all,NECO,253,173,155,57,55,51,68.3794,36.7742,96.4912,92.7273
2020/2021,North East,Taraba,Wukari,Akwana,"Community Secondary School, Akwana",Female,all,WAEC,316,234,206,77,73,68,74.0506,37.3786,94.8052,93.1507
2020/2021,North East,Taraba,Wukari,Akwana,"Community Secondary School, Akwana",Female,disabled,NABTEB,19,14,11,4,0,0,73.6842,36.3636,0.0,0.0
2020/2021,North East,Taraba,Wukari,Akwana,"Community Secondary School, Akwana",Female,disabled,NECO,36,25,22,8,6,6,69.4444,36.3636,75.0,100.0
2020/2021,North East,Taraba,Wukari,Akwana,"Community Secondary School, Akwana",Female,disabled,WAEC,48,36,29,11,11,11,75.0,37.931,100.0,100.0
2020/2021,North East,Taraba,Wukari,Akwana,"Community Secondary School, Akwana",Male,all,NABTEB,131,97,82,30,26,28,74.0458,36.5854,86.6667,107.6923
2020/2021,North East,Taraba,Wukari,Akwana,"Community Secondary School, Akwana",Male,all,NECO,276,189,189,70,64,61,68.4783,37.037,91.4286,95.3125
2020/2021,North East,Taraba,Wukari,Akwana,"Community Secondary School, Akwana",Male,all,WAEC,367,272,235,87,70,63,74.1144,37.0213,80.4598,90.0
2020/2021,North East,Taraba,Wukari,Akwana,"Community Secondary School, Akwana",Male,disabled,NABTEB,18,13,11,4,9,9,72.2222,36.3636,225.0,100.0
