session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,all,NABTEB,124,87,76,27,33,30,70.1613,35.5263,122.2222,90.9091
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,all,NECO,284,180,168,61,65,61,63.3803,36.3095,106.5574,93.8462
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,all,WAEC,318,220,196,71,74,70,69.1824,36.2245,104.2254,94.5946
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,disabled,NABTEB,13,9,6,2,5,5,69.2308,33.3333,250.0,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,disabled,NECO,30,19,17,6,5,5,63.3333,35.2941,83.3333,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,disabled,WAEC,36,25,20,7,7,8,69.4444,35.0,100.0,114.2857
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,all,NABTEB,145,102,79,29,30,28,70.3448,36.7089,103.4483,93.3333
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,all,NECO,223,142,117,42,43,38,63.6771,35.8974,102.381,88.3721
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,all,WAEC,307,212,168,60,51,49,69.0554,35.7143,85.0,96.0784
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,disabled,NABTEB,17,12,10,4,4,5,70.5882,40.0,100.0,125.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,disabled,NECO,26,17,11,4,4,5,65.3846,36.3636,100.0,125.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,disabled,WAEC,32,22,15,5,3,4,68.75,33.3333,60.0,133.3333
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,all,NABTEB,149,105,87,32,29,25,70.4698,36.7816,90.625,86.2069
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,all,NECO,254,161,146,53,60,55,63.3858,36.3014,113.2075,91.6667
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,all,WAEC,319,221,194,71,64,58,69.279,36.5979,90.1408,90.625
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,disabled,NABTEB,19,13,10,4,5,5,68.4211,40.0,125.0,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,disabled,NECO,30,19,17,6,5,5,63.3333,35.2941,83.3333,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,disabled,WAEC,33,23,18,7,7,8,69.697,38.8889,100.0,114.2857
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,all,NABTEB,73,52,36,13,13,13,71.2329,36.1111,100.0,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,all,NECO,124,79,66,24,22,19,63.7097,36.3636,91.6667,86.3636
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,all,WAEC,188,130,102,37,35,32,69.1489,36.2745,94.5946,91.4286
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,disabled,NABTEB,14,10,7,3,4,4,71.4286,42.8571,133.3333,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,disabled,NECO,15,10,9,3,4,5,66.6667,33.3333,133.3333,125.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,disabled,WAEC,18,12,10,4,3,4,66.6667,40.0,75.0,133.3333
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,all,NABTEB,76,53,41,15,9,10,69.7368,36.5854,60.0,111.1111
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,all,NECO,120,76,70,25,28,25,63.3333,35.7143,112.0,89.2857
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,all,WAEC,174,121,102,37,31,31,69.5402,36.2745,83.7838,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,disabled,NECO,13,8,6,2,5,5,61.5385,33.3333,250.0,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,disabled,WAEC,20,14,10,4,3,4,70.0,40.0,75.0,133.3333
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Female,all,NABTEB,83,59,46,17,17,13,71.0843,36.9565,100.0,76.4706
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Female,all,NECO,157,100,92,33,35,34,63.6943,35.8696,106.0606,97.1429
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Female,all,WAEC,173,119,100,36,35,35,68.7861,36.0,97.2222,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Female,disabled,NABTEB,14,10,7,3,4,4,71.4286,42.8571,133.3333,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Female,disabled,NECO,15,10,9,3,4,5,66.6667,33.3333,133.3333,125.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Female,disabled,WAEC,18,12,8,3,3,4,66.6667,37.5,100.0,133.3333
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Male,all,NABTEB,86,61,51,18,24,20,70.9302,35.2941,133.3333,83.3333
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Male,all,NECO,137,87,86,31,42,40,63.5036,36.0465,135.4839,95.2381
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Male,all,WAEC,170,118,104,38,38,35,69.4118,36.5385,100.0,92.1053
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Male,disabled,NABTEB,13,9,6,2,5,5,69.2308,33.3333,250.0,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Male,disabled,NECO,13,8,8,3,5,5,61.5385,37.5,166.6667,100.0
2019/2020,South South,Rivers,Port Harcourt,Elekahia,"Unity College, Port Harcourt",Male,disabled,WAEC,16,11,10,4,3,4,68.75,40.0,75.0,133.3333
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,all,NABTEB,86,63,49,19,17,13,73.2558,38.7755,89.4737,76.4706
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,all,NECO,156,104,94,36,35,34,66.6667,38.2979,97.2222,97.1429
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,all,WAEC,203,147,123,47,47,44,72.4138,38.2114,100.0,93.617
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,disabled,NABTEB,15,11,7,3,4,4,73.3333,42.8571,133.3333,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,disabled,NECO,20,13,13,5,4,5,65.0,38.4615,80.0,125.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,disabled,WAEC,23,17,14,5,3,4,73.913,35.7143,60.0,133.3333
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,all,NABTEB,95,69,56,22,24,20,72.6316,39.2857,109.0909,83.3333
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,all,NECO,184,123,117,45,52,46,66.8478,38.4615,115.5556,88.4615
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,all,WAEC,217,157,134,51,48,44,72.3502,38.0597,94.1176,91.6667
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,disabled,NABTEB,14,10,7,3,5,5,71.4286,42.8571,166.6667,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,disabled,NECO,22,15,12,5,5,5,68.1818,41.6667,100.0,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,disabled,WAEC,25,18,14,5,4,4,72.0,35.7143,80.0,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,all,NABTEB,138,101,74,29,22,18,73.1884,39.1892,75.8621,81.8182
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,all,NECO,285,191,153,59,53,49,67.0175,38.5621,89.8305,92.4528
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,all,WAEC,292,212,157,60,47,43,72.6027,38.2166,78.3333,91.4894
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,disabled,NABTEB,15,11,7,3,4,4,73.3333,42.8571,133.3333,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,disabled,NECO,24,16,12,5,4,5,66.6667,41.6667,80.0,125.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,disabled,WAEC,27,20,11,4,3,3,74.0741,36.3636,75.0,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,all,NABTEB,147,107,87,34,19,15,72.7891,39.0805,55.8824,78.9474
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,all,NECO,266,178,157,61,52,46,66.9173,38.8535,85.2459,88.4615
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,all,WAEC,308,223,185,71,59,56,72.4026,38.3784,83.0986,94.9153
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,disabled,NABTEB,14,10,7,3,0,0,71.4286,42.8571,0.0,0.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,disabled,NECO,22,15,12,5,5,5,68.1818,41.6667,100.0,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,disabled,WAEC,29,21,17,7,4,4,72.4138,41.1765,57.1429,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,all,NABTEB,78,57,42,16,13,13,73.0769,38.0952,81.25,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,all,NECO,148,99,75,28,26,24,66.8919,37.3333,92.8571,92.3077
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,all,WAEC,169,123,86,33,27,26,72.7811,38.3721,81.8182,96.2963
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,disabled,NABTEB,15,11,7,3,4,4,73.3333,42.8571,133.3333,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,disabled,NECO,16,11,6,2,4,5,68.75,33.3333,200.0,125.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,disabled,WAEC,19,14,8,3,3,4,73.6842,37.5,100.0,133.3333
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,all,NABTEB,77,56,42,16,14,15,72.7273,38.0952,87.5,107.1429
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,all,NECO,147,98,77,29,24,21,66.6667,37.6623,82.7586,87.5
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,all,WAEC,163,118,97,37,30,28,72.3926,38.1443,81.0811,93.3333
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,disabled,NABTEB,14,10,7,3,5,5,71.4286,42.8571,166.6667,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,disabled,NECO,18,12,9,3,5,5,66.6667,33.3333,166.6667,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,disabled,WAEC,18,13,9,3,4,4,72.2222,33.3333,133.3333,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,all,NABTEB,119,87,63,24,22,18,73.1092,38.0952,91.6667,81.8182
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,all,NECO,212,141,121,46,48,44,66.5094,38.0165,104.3478,91.6667
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,all,WAEC,299,217,171,65,50,44,72.5753,38.0117,76.9231,88.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,disabled,NABTEB,15,11,7,3,4,4,73.3333,42.8571,133.3333,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,disabled,NECO,20,13,9,3,4,5,65.0,33.3333,133.3333,125.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,disabled,WAEC,27,20,14,5,3,4,74.0741,35.7143,60.0,133.3333
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,all,NABTEB,140,102,84,32,29,24,72.8571,38.0952,90.625,82.7586
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,all,NECO,210,141,120,46,38,36,67.1429,38.3333,82.6087,94.7368
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,all,WAEC,304,220,170,65,52,48,72.3684,38.2353,80.0,92.3077
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,disabled,NABTEB,14,10,7,3,5,5,71.4286,42.8571,166.6667,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,disabled,NECO,22,15,12,5,5,5,68.1818,41.6667,100.0,100.0
2020/2021,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,disabled,WAEC,29,21,14,5,4,4,72.4138,35.7143,80.0,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,NABTEB,168,123,88,34,22,18,73.2143,38.6364,64.7059,81.8182
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,NECO,341,228,169,65,57,54,66.8622,38.4615,87.6923,94.7368
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,WAEC,438,317,233,90,60,54,72.3744,38.6266,66.6667,90.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NABTEB,15,11,7,3,4,4,73.3333,42.8571,133.3333,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NECO,28,19,13,5,4,5,67.8571,38.4615,80.0,125.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,WAEC,35,25,17,7,3,3,71.4286,41.1765,42.8571,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,NABTEB,180,131,94,36,24,20,72.7778,38.2979,66.6667,83.3333
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,NECO,358,239,197,76,71,67,66.7598,38.5787,93.4211,94.3662
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,WAEC,482,349,273,105,73,64,72.4066,38.4615,69.5238,87.6712
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NABTEB,18,13,7,3,5,5,72.2222,42.8571,166.6667,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NECO,26,17,12,5,5,5,65.3846,41.6667,100.0,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,WAEC,40,29,23,9,7,8,72.5,39.1304,77.7778,114.2857
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,all,NABTEB,175,128,105,40,30,27,73.1429,38.0952,75.0,90.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,all,NECO,341,228,185,71,70,68,66.8622,38.3784,98.5915,97.1429
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,all,WAEC,479,347,280,108,104,94,72.4426,38.5714,96.2963,90.3846
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NABTEB,19,14,10,4,4,4,73.6842,40.0,100.0,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NECO,36,24,19,7,4,5,66.6667,36.8421,57.1429,125.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,disabled,WAEC,46,33,25,10,7,7,71.7391,40.0,70.0,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,all,NABTEB,186,135,112,43,38,34,72.5806,38.3929,88.3721,89.4737
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,all,NECO,302,202,173,66,66,62,66.8874,38.1503,100.0,93.9394
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,all,WAEC,431,312,264,101,96,87,72.3898,38.2576,95.0495,90.625
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NABTEB,21,15,14,5,5,5,71.4286,35.7143,100.0,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NECO,33,22,19,7,5,5,66.6667,36.8421,71.4286,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,disabled,WAEC,51,37,28,11,7,8,72.549,39.2857,63.6364,114.2857
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,NABTEB,86,63,42,16,13,13,73.2558,38.0952,81.25,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,NECO,128,86,71,27,22,19,67.1875,38.0282,81.4815,86.3636
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,WAEC,199,144,109,42,33,29,72.3618,38.5321,78.5714,87.8788
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NABTEB,15,11,7,3,4,4,73.3333,42.8571,133.3333,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NECO,16,11,9,3,4,5,68.75,33.3333,133.3333,125.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,WAEC,19,14,8,3,3,4,73.6842,37.5,100.0,133.3333
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,NABTEB,74,54,42,16,9,10,72.973,38.0952,56.25,111.1111
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,NECO,118,79,65,24,24,21,66.9492,36.9231,100.0,87.5
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,WAEC,184,133,111,42,37,36,72.2826,37.8378,88.0952,97.2973
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NABTEB,14,10,7,3,0,0,71.4286,42.8571,0.0,0.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NECO,15,10,9,3,5,5,66.6667,33.3333,166.6667,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,WAEC,18,13,11,4,4,4,72.2222,36.3636,100.0,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,all,NABTEB,82,60,42,16,17,18,73.1707,38.0952,106.25,105.8824
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,all,NECO,148,99,84,32,35,34,66.8919,38.0952,109.375,97.1429
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,all,WAEC,199,144,109,42,33,33,72.3618,38.5321,78.5714,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,disabled,NABTEB,15,11,7,3,4,4,73.3333,42.8571,133.3333,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,disabled,NECO,16,11,9,3,4,5,68.75,33.3333,133.3333,125.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,disabled,WAEC,19,14,11,4,3,4,73.6842,36.3636,75.0,133.3333
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,all,NABTEB,91,66,52,20,19,15,72.5275,38.4615,95.0,78.9474
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,all,NECO,152,102,92,35,38,36,67.1053,38.0435,108.5714,94.7368
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,all,WAEC,225,163,133,51,41,36,72.4444,38.3459,80.3922,87.8049
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,disabled,NABTEB,14,10,7,3,5,5,71.4286,42.8571,166.6667,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,disabled,NECO,15,10,9,3,5,5,66.6667,33.3333,166.6667,100.0
2020/2021,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,disabled,WAEC,22,16,11,4,4,4,72.7273,36.3636,100.0,100.0
2020/2021,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,all,NABTEB,119,87,67,26,22,18,73.1092,38.806,84.6154,81.8182
2020/2021,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,all,NECO,224,150,132,50,48,44,66.9643,37.8788,96.0,91.6667
2020/2021,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,all,WAEC,250,181,146,56,51,47,72.4,38.3562,91.0714,92.1569
2020/2021,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,disabled,NABTEB,15,11,7,3,4,4,73.3333,42.8571,133.3333,100.0
2020/2021,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,disabled,NECO,28,19,16,6,4,5,67.8571,37.5,66.6667,125.0
2020/2021,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,disabled,WAEC,35,25,20,8,7,7,71.4286,40.0,87.5,100.0
