session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Female,all,WAEC,455,298,278,101,95,86,65.4945,36.3309,94.0594,90.5263
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Female,disabled,NABTEB,22,15,14,5,7,8,68.1818,35.7143,140.0,114.2857
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Female,disabled,NECO,48,29,30,11,6,6,60.4167,36.6667,54.5455,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Female,disabled,WAEC,59,39,35,13,11,11,66.1017,37.1429,84.6154,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Male,all,NABTEB,206,137,137,49,44,37,66.5049,35.7664,89.7959,84.0909
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Male,all,NECO,428,257,278,100,78,66,60.0467,35.9712,78.0,84.6154
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Male,all,WAEC,482,315,318,115,101,97,65.3527,36.1635,87.8261,96.0396
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Male,disabled,NABTEB,22,15,15,5,9,9,68.1818,33.3333,180.0,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Male,disabled,NECO,56,34,31,11,7,7,60.7143,35.4839,63.6364,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Male,disabled,WAEC,64,42,41,15,12,13,65.625,36.5854,80.0,108.3333
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Female,all,NABTEB,183,122,120,43,45,40,66.6667,35.8333,104.6512,88.8889
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Female,all,NECO,364,219,234,85,81,70,60.1648,36.3248,95.2941,86.4198
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Female,all,WAEC,451,295,285,103,106,97,65.4102,36.1404,102.9126,91.5094
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Female,disabled,NABTEB,22,15,14,5,7,8,68.1818,35.7143,140.0,114.2857
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Female,disabled,NECO,53,32,30,11,6,6,60.3774,36.6667,54.5455,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Female,disabled,WAEC,64,42,35,13,11,11,65.625,37.1429,84.6154,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Male,all,NABTEB,233,155,163,59,61,56,66.5236,36.1963,103.3898,91.8033
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Male,all,NECO,447,269,306,110,113,95,60.179,35.9477,102.7273,84.0708
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Male,all,WAEC,545,356,368,133,125,110,65.3211,36.1413,93.985,88.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Male,disabled,NABTEB,31,21,21,8,9,9,67.7419,38.0952,112.5,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Male,disabled,NECO,56,34,36,13,7,7,60.7143,36.1111,53.8462,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Comprehensive High School, Anikantamo",Male,disabled,WAEC,77,50,50,18,12,13,64.9351,36.0,66.6667,108.3333
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Female,all,NABTEB,161,108,111,40,45,40,67.0807,36.036,112.5,88.8889
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Female,all,NECO,316,190,204,74,74,64,60.1266,36.2745,100.0,86.4865
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Female,all,WAEC,341,223,216,78,85,80,65.3959,36.1111,108.9744,94.1176
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Female,disabled,NABTEB,22,15,14,5,7,8,68.1818,35.7143,140.0,114.2857
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Female,disabled,NECO,38,23,22,8,6,6,60.5263,36.3636,75.0,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Female,disabled,WAEC,50,33,31,11,11,11,66.0,35.4839,100.0,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Male,all,NABTEB,149,100,102,36,44,37,67.1141,35.2941,122.2222,84.0909
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Male,all,NECO,307,184,207,75,71,59,59.9349,36.2319,94.6667,83.0986
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Male,all,WAEC,354,232,235,85,95,91,65.5367,36.1702,111.7647,95.7895
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Male,disabled,NABTEB,22,15,15,5,9,9,68.1818,33.3333,180.0,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Male,disabled,NECO,42,25,27,10,7,7,59.5238,37.037,70.0,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Government Secondary School, Anikantamo",Male,disabled,WAEC,50,33,33,12,12,13,66.0,36.3636,100.0,108.3333
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Female,all,NABTEB,103,69,63,23,23,24,66.9903,36.5079,100.0,104.3478
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Female,all,NECO,201,120,117,42,37,32,59.7015,35.8974,88.0952,86.4865
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Female,all,WAEC,218,143,135,48,42,40,65.5963,35.5556,87.5,95.2381
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Female,disabled,NABTEB,18,12,10,4,8,8,66.6667,40.0,200.0,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Female,disabled,NECO,19,11,9,3,6,6,57.8947,33.3333,200.0,100.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Female,disabled,WAEC,18,12,12,4,5,6,66.6667,33.3333,125.0,120.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Male,all,NABTEB,123,82,76,28,17,19,66.6667,36.8421,60.7143,111.7647
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Male,all,NECO,219,131,144,52,43,37,59.8174,36.1111,82.6923,86.0465
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Male,all,WAEC,273,178,173,62,54,46,65.2015,35.8382,87.0968,85.1852
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Male,disabled,NABTEB,18,12,10,4,0,0,66.6667,40.0,0.0,0.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Male,disabled,NECO,19,11,9,3,0,0,57.8947,33.3333,0.0,0.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Unity College, Lagos Island",Male,disabled,WAEC,23,15,12,4,6,7,65.2174,33.3333,150.0,116.6667
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Female,all,NABTEB,134,89,83,30,30,24,66.4179,36.1446,100.0,80.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Female,all,NECO,283,169,160,58,43,39,59.7173,36.25,74.1379,90.6977
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Female,all,WAEC,360,235,212,77,58,52,65.2778,36.3208,75.3247,89.6552
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Female,disabled,NABTEB,18,12,10,4,7,8,66.6667,40.0,175.0,114.2857
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Female,disabled,NECO,34,20,17,6,6,7,58.8235,35.2941,100.0,116.6667
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Female,disabled,WAEC,46,30,27,10,5,6,65.2174,37.037,50.0,120.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Male,all,NABTEB,132,88,81,30,17,19,66.6667,37.037,56.6667,111.7647
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Male,all,NECO,275,165,180,64,50,45,60.0,35.5556,78.125,90.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Male,all,WAEC,363,237,223,80,60,52,65.2893,35.8744,75.0,86.6667
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Male,disabled,NABTEB,18,12,10,4,0,0,66.6667,40.0,0.0,0.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Male,disabled,NECO,33,20,18,6,7,8,60.6061,33.3333,116.6667,114.2857
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Community Secondary School, Eiyekole",Male,disabled,WAEC,45,29,25,9,6,7,64.4444,36.0,66.6667,116.6667
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Female,all,NABTEB,187,125,112,41,37,32,66.8449,36.6071,90.2439,86.4865
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Female,all,NECO,355,213,221,80,68,57,60.0,36.1991,85.0,83.8235
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Female,all,WAEC,442,289,266,96,90,86,65.3846,36.0902,93.75,95.5556
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Female,disabled,NABTEB,22,15,10,4,7,8,68.1818,40.0,175.0,114.2857
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Female,disabled,NECO,34,20,17,6,6,6,58.8235,35.2941,100.0,100.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Female,disabled,WAEC,50,33,31,11,11,11,66.0,35.4839,100.0,100.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Male,all,NABTEB,189,126,122,44,35,28,66.6667,36.0656,79.5455,80.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Male,all,NECO,381,228,248,89,78,67,59.8425,35.8871,87.6404,85.8974
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Male,all,WAEC,458,299,293,105,89,78,65.2838,35.8362,84.7619,87.6404
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Male,disabled,NABTEB,22,15,10,4,0,0,68.1818,40.0,0.0,0.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Male,disabled,NECO,37,22,23,8,7,8,59.4595,34.7826,87.5,114.2857
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Comprehensive High School, Eiyekole",Male,disabled,WAEC,45,29,29,10,6,7,64.4444,34.4828,60.0,116.6667
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Female,all,NABTEB,116,77,73,27,30,24,66.3793,36.9863,111.1111,80.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Female,all,NECO,225,135,139,50,43,38,60.0,35.9712,86.0,88.3721
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Female,all,WAEC,301,197,192,69,63,58,65.4485,35.9375,91.3043,92.0635
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Female,disabled,NABTEB,18,12,10,4,7,8,66.6667,40.0,175.0,114.2857
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Female,disabled,NECO,24,14,13,5,6,6,58.3333,38.4615,120.0,100.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Female,disabled,WAEC,32,21,19,7,5,6,65.625,36.8421,71.4286,120.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Male,all,NABTEB,132,88,91,33,44,37,66.6667,36.2637,133.3333,84.0909
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Male,all,NECO,232,139,158,57,57,52,59.9138,36.0759,100.0,91.2281
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Male,all,WAEC,304,199,215,78,78,72,65.4605,36.2791,100.0,92.3077
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Male,disabled,NABTEB,18,12,10,4,9,9,66.6667,40.0,225.0,100.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Male,disabled,NECO,23,14,14,5,7,8,60.8696,35.7143,140.0,114.2857
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Government Secondary School, Eiyekole",Male,disabled,WAEC,32,21,21,8,6,7,65.625,38.0952,75.0,116.6667
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Female,all,NABTEB,183,122,107,39,37,32,66.6667,36.4486,94.8718,86.4865
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Female,all,NECO,330,198,204,73,62,58,60.0,35.7843,84.9315,93.5484
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Female,all,WAEC,506,331,312,113,101,91,65.415,36.2179,89.3805,90.099
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Female,disabled,NABTEB,22,15,10,4,7,8,68.1818,40.0,175.0,114.2857
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Female,disabled,NECO,43,26,26,9,6,7,60.4651,34.6154,66.6667,116.6667
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Female,disabled,WAEC,64,42,35,13,11,11,65.625,37.1429,84.6154,100.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Male,all,NABTEB,163,109,102,37,44,37,66.8712,36.2745,118.9189,84.0909
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Male,all,NECO,312,187,198,72,57,52,59.9359,36.3636,79.1667,91.2281
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Male,all,WAEC,440,287,277,100,89,85,65.2273,36.1011,89.0,95.5056
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Male,disabled,NABTEB,18,12,10,4,9,9,66.6667,40.0,225.0,100.0
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Male,disabled,NECO,42,25,27,10,7,8,59.5238,37.037,70.0,114.2857
2019/2020,South West,Lagos,Lagos Island,Eiyekole,"Unity College, Lagos Island",Male,disabled,WAEC,54,35,33,12,6,7,64.8148,36.3636,50.0,116.6667
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Female,all,NABTEB,125,83,73,27,15,16,66.4,36.9863,55.5556,106.6667
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Female,all,NECO,206,123,126,46,37,33,59.7087,36.5079,80.4348,89.1892
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Female,all,WAEC,268,175,169,61,53,46,65.2985,36.0947,86.8852,86.7925
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Female,disabled,NABTEB,18,12,10,4,0,0,66.6667,40.0,0.0,0.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Female,disabled,NECO,19,11,13,5,6,7,57.8947,38.4615,120.0,116.6667
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Female,disabled,WAEC,27,18,15,5,5,6,66.6667,33.3333,100.0,120.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Male,all,NABTEB,123,82,76,28,26,28,66.6667,36.8421,92.8571,107.6923
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Male,all,NECO,196,117,126,45,42,37,59.6939,35.7143,93.3333,88.0952
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Male,all,WAEC,263,172,174,63,54,52,65.3992,36.2069,85.7143,96.2963
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Male,disabled,NABTEB,18,12,10,4,9,9,66.6667,40.0,225.0,100.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Male,disabled,NECO,19,11,9,3,7,7,57.8947,33.3333,233.3333,100.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Community Secondary School, Adeniran/Ogunsanya",Male,disabled,WAEC,27,18,17,6,6,7,66.6667,35.2941,100.0,116.6667
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Female,all,NABTEB,85,57,54,20,23,24,67.0588,37.037,115.0,104.3478
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Female,all,NECO,172,103,100,36,31,26,59.8837,36.0,86.1111,83.871
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Female,all,WAEC,205,134,124,44,42,40,65.3659,35.4839,95.4545,95.2381
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Female,disabled,NABTEB,18,12,10,4,8,8,66.6667,40.0,200.0,100.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Female,disabled,NECO,19,11,9,3,6,7,57.8947,33.3333,200.0,116.6667
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Female,disabled,WAEC,18,12,12,4,5,6,66.6667,33.3333,125.0,120.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Male,all,NABTEB,97,65,66,24,17,19,67.0103,36.3636,70.8333,111.7647
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Male,all,NECO,173,103,117,42,35,29,59.5376,35.8974,83.3333,82.8571
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Male,all,WAEC,204,134,136,49,48,45,65.6863,36.0294,97.9592,93.75
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Male,disabled,NABTEB,18,12,10,4,0,0,66.6667,40.0,0.0,0.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Male,disabled,NECO,19,11,14,5,7,7,57.8947,35.7143,140.0,100.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Comprehensive High School, Adeniran/Ogunsanya",Male,disabled,WAEC,18,12,12,4,6,6,66.6667,33.3333,150.0,100.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Female,all,NABTEB,139,93,87,32,38,32,66.9065,36.7816,118.75,84.2105
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Female,all,NECO,254,152,156,57,50,46,59.8425,36.5385,87.7193,92.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Female,all,WAEC,337,220,215,78,63,58,65.2819,36.2791,80.7692,92.0635
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Female,disabled,NABTEB,18,12,10,4,8,8,66.6667,40.0,200.0,100.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Female,disabled,NECO,24,14,13,5,6,7,58.3333,38.4615,120.0,116.6667
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Female,disabled,WAEC,32,21,19,7,5,6,65.625,36.8421,71.4286,120.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Male,all,NABTEB,141,94,91,33,35,28,66.6667,36.2637,106.0606,80.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Male,all,NECO,237,142,149,54,50,44,59.9156,36.2416,92.5926,88.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Male,all,WAEC,327,214,219,79,66,59,65.4434,36.0731,83.5443,89.3939
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Male,disabled,NABTEB,18,12,10,4,9,9,66.6667,40.0,225.0,100.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Male,disabled,NECO,23,14,14,5,7,7,60.8696,35.7143,140.0,100.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Government Secondary School, Adeniran/Ogunsanya",Male,disabled,WAEC,36,24,21,8,6,7,66.6667,38.0952,75.0,116.6667
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Female,all,NABTEB,99,66,63,23,23,24,66.6667,36.5079,100.0,104.3478
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Female,all,NECO,187,112,113,41,37,33,59.893,36.2832,90.2439,89.1892
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Female,all,WAEC,209,137,131,47,42,40,65.5502,35.8779,89.3617,95.2381
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Female,disabled,NABTEB,18,12,10,4,8,8,66.6667,40.0,200.0,100.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Female,disabled,NECO,24,14,13,5,6,7,58.3333,38.4615,120.0,116.6667
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Female,disabled,WAEC,27,18,15,5,5,6,66.6667,33.3333,100.0,120.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Male,all,NABTEB,106,71,71,26,17,19,66.9811,36.6197,65.3846,111.7647
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Male,all,NECO,195,117,135,49,42,37,60.0,36.2963,85.7143,88.0952
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Male,all,WAEC,209,137,140,50,54,52,65.5502,35.7143,108.0,96.2963
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Male,disabled,NABTEB,18,12,10,4,0,0,66.6667,40.0,0.0,0.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Male,disabled,NECO,23,14,14,5,7,7,60.8696,35.7143,140.0,100.0
2019/2020,South West,Lagos,Surulere,Adeniran/Ogunsanya,"Unity College, Surulere",Male,disabled,WAEC,23,15,12,4,6,7,65.2174,33.3333,150.0,116.6667
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Female,all,NABTEB,201,134,135,49,53,48,66.6667,36.2963,108.1633,90.566
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Female,all,NECO,369,222,239,86,81,71,60.1626,35.9833,94.186,87.6543
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Female,all,WAEC,488,319,312,113,127,114,65.3689,36.2179,112.3894,89.7638
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Female,disabled,NABTEB,22,15,14,5,8,8,68.1818,35.7143,160.0,100.0
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Female,disabled,NECO,43,26,26,9,6,7,60.4651,34.6154,66.6667,116.6667
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Female,disabled,WAEC,55,36,35,13,11,11,65.4545,37.1429,84.6154,100.0
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Male,all,NABTEB,215,143,158,57,62,56,66.5116,36.0759,108.7719,90.3226
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Male,all,NECO,424,254,301,108,113,103,59.9057,35.8804,104.6296,91.1504
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Male,all,WAEC,536,350,367,132,137,130,65.2985,35.9673,103.7879,94.8905
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Male,disabled,NABTEB,26,17,21,8,9,9,65.3846,38.0952,112.5,100.0
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Male,disabled,NECO,47,28,31,11,7,7,59.5745,35.4839,63.6364,100.0
2019/2020,South West,Lagos,Surulere,Aguda,"Community Secondary School, Aguda",Male,disabled,WAEC,68,44,45,16,12,13,64.7059,35.5556,75.0,108.3333
2019/2020,South West,Lagos,Surulere,Aguda,"Comprehensive High School, Aguda",Female,all,NABTEB,121,81,78,29,31,32,66.9421,37.1795,106.8966,103.2258
2019/2020,South West,Lagos,Surulere,Aguda,"Comprehensive High School, Aguda",Female,all,NECO,225,135,152,55,62,52,60.0,36.1842,112.7273,83.871
2019/2020,South West,Lagos,Surulere,Aguda,"Comprehensive High School, Aguda",Female,all,WAEC,305,199,200,72,74,69,65.2459,36.0,102.7778,93.2432
2019/2020,South West,Lagos,Surulere,Aguda,"Comprehensive High School, Aguda",Female,disabled,NABTEB,18,12,10,4,8,8,66.6667,40.0,200.0,100.0
