session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years,gap_band
2022/2023,Male,ALL,NABTEB,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,22,16,7,6,1,0,6,9,1,2.1,1 year
2022/2023,Male,ALL,NABTEB,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,10,7,3,3,0,0,3,4,0,2.1,2 years
2022/2023,Male,ALL,NABTEB,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,5,4,2,1,0,0,1,2,1,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,2,1,0,0,0,0,1,1,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,10,7,3,3,0,0,3,4,0,2.1,1 year
2022/2023,Male,ALL,NABTEB,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,4,3,1,1,0,0,1,2,0,2.1,2 years
2022/2023,Male,ALL,NABTEB,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,2,2,1,1,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,8,6,2,2,0,0,2,4,0,2.1,1 year
2022/2023,Male,ALL,NABTEB,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,3,3,1,1,0,0,0,2,0,2.1,2 years
2022/2023,Male,ALL,NABTEB,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,2,1,1,1,0,0,1,0,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,10,7,3,3,0,0,3,4,0,2.1,1 year
2022/2023,Male,Disabled,WAEC,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,4,3,1,1,0,0,1,2,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,2,2,1,1,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,5,3,1,1,0,0,2,2,0,2.1,1 year
2022/2023,Male,Disabled,WAEC,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,2,1,1,1,0,0,1,0,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,4,3,1,1,0,0,1,2,0,2.1,1 year
2022/2023,Male,Disabled,WAEC,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,2,1,0,0,0,0,1,1,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,5,3,1,1,0,0,2,2,0,2.1,1 year
2022/2023,Male,Disabled,NECO,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,2,1,1,1,0,0,1,0,0,2.1,2 years
2022/2023,Male,Disabled,NECO,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,2,2,1,1,0,0,0,1,0,2.1,1 year
2022/2023,Male,Disabled,NECO,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NECO,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,2,1,1,0,0,0,1,0,1,2.1,1 year
2022/2023,Male,Disabled,NECO,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NECO,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,0,0,0,0,0,1,0,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,University,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,0,0,0,0,0,1,0,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,1,0,0,0,0,0,1,0,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,College of Education,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,187,135,57,52,4,0,52,78,5,2.1,1 year
2022/2023,Male,ALL,WAEC,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,80,58,24,22,2,0,22,34,2,2.1,2 years
2022/2023,Male,ALL,WAEC,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,42,30,13,12,1,0,12,17,1,2.1,3-5 years
2022/2023,Male,ALL,WAEC,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,13,9,4,4,0,0,4,5,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,85,61,26,24,2,0,24,35,2,2.1,1 year
2022/2023,Male,ALL,WAEC,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,37,26,11,10,1,0,11,15,1,2.1,2 years
2022/2023,Male,ALL,WAEC,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,19,14,6,5,0,0,5,8,1,2.1,3-5 years
2022/2023,Male,ALL,WAEC,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,6,4,2,2,0,0,2,2,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,68,49,21,19,2,0,19,28,2,2.1,1 year
2022/2023,Male,ALL,WAEC,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,29,21,9,8,1,0,8,12,1,2.1,2 years
2022/2023,Male,ALL,WAEC,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,15,11,5,4,0,0,4,6,1,2.1,3-5 years
2022/2023,Male,ALL,WAEC,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,5,3,1,1,0,0,2,2,0,2.1,5+ years
2022/2023,Male,ALL,NECO,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,87,63,26,24,2,0,24,37,2,2.1,1 year
2022/2023,Male,ALL,NECO,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,38,27,11,10,1,0,11,16,1,2.1,2 years
2022/2023,Male,ALL,NECO,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,20,14,6,5,0,0,6,8,1,2.1,3-5 years
2022/2023,Male,ALL,NECO,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,6,4,2,2,0,0,2,2,0,2.1,5+ years
2022/2023,Male,ALL,NECO,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,40,29,12,11,1,0,11,17,1,2.1,1 year
2022/2023,Male,ALL,NECO,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,17,12,5,5,0,0,5,7,0,2.1,2 years
2022/2023,Male,ALL,NECO,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,9,6,3,2,0,0,3,3,1,2.1,3-5 years
2022/2023,Male,ALL,NECO,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2022/2023,Male,ALL,NECO,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,32,23,10,9,1,0,9,13,1,2.1,1 year
2022/2023,Male,ALL,NECO,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,14,10,4,4,0,0,4,6,0,2.1,2 years
2022/2023,Male,ALL,NECO,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,7,5,2,2,0,0,2,3,0,2.1,3-5 years
2022/2023,Male,ALL,NECO,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,27,20,8,8,1,0,7,12,0,2.1,1 year
2022/2023,Male,ALL,NABTEB,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,12,8,4,3,0,0,4,4,1,2.1,2 years
2022/2023,Male,ALL,NABTEB,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,6,4,2,2,0,0,2,2,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,2,1,1,1,0,0,1,0,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,12,9,4,3,0,0,3,5,1,2.1,1 year
2022/2023,Male,ALL,NABTEB,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,5,4,2,1,0,0,1,2,1,2.1,2 years
2022/2023,Male,ALL,NABTEB,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,ALL,NABTEB,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,10,7,3,3,0,0,3,4,0,2.1,1 year
2022/2023,Male,ALL,NABTEB,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,4,3,1,1,0,0,1,2,0,2.1,2 years
2022/2023,Male,ALL,NABTEB,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,2,2,1,1,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,ALL,NABTEB,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,12,9,4,3,0,0,3,5,1,2.1,1 year
2022/2023,Male,Disabled,WAEC,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,5,4,2,1,0,0,1,2,1,2.1,2 years
2022/2023,Male,Disabled,WAEC,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,6,4,2,2,0,0,2,2,0,2.1,1 year
2022/2023,Male,Disabled,WAEC,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,WAEC,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,4,3,1,1,0,0,1,2,0,2.1,1 year
2022/2023,Male,Disabled,WAEC,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,2,1,1,1,0,0,1,0,0,2.1,2 years
2022/2023,Male,Disabled,WAEC,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,WAEC,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,6,4,2,2,0,0,2,2,0,2.1,1 year
2022/2023,Male,Disabled,NECO,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NECO,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,3,2,1,1,0,0,1,1,0,2.1,1 year
2022/2023,Male,Disabled,NECO,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NECO,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,0,0,0,0,0,1,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NECO,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,2,1,1,1,0,0,1,0,0,2.1,1 year
2022/2023,Male,Disabled,NECO,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NECO,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NECO,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,2,1,1,0,0,0,1,0,1,2.1,1 year
2022/2023,Male,Disabled,NABTEB,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,University,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,Polytechnic,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,Disabled,NABTEB,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,1,0,0,0,0,0,1,0,0,2.1,1 year
2022/2023,Male,Disabled,NABTEB,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2022/2023,Male,Disabled,NABTEB,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2022/2023,Male,Disabled,NABTEB,College of Education,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,University,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,94,68,28,26,2,0,26,40,2,2.1,1 year
2022/2023,Male,ALL,WAEC,University,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,40,29,12,11,1,0,11,17,1,2.1,2 years
2022/2023,Male,ALL,WAEC,University,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,21,15,6,6,1,0,6,9,0,2.1,3-5 years
2022/2023,Male,ALL,WAEC,University,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,6,5,2,2,0,0,1,3,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,Polytechnic,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,43,31,13,12,1,0,12,18,1,2.1,1 year
2022/2023,Male,ALL,WAEC,Polytechnic,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,18,13,6,5,0,0,5,7,1,2.1,2 years
2022/2023,Male,ALL,WAEC,Polytechnic,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,10,7,3,3,0,0,3,4,0,2.1,3-5 years
2022/2023,Male,ALL,WAEC,Polytechnic,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2022/2023,Male,ALL,WAEC,College of Education,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,34,25,10,9,1,0,9,15,1,2.1,1 year
2022/2023,Male,ALL,WAEC,College of Education,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,15,11,4,4,0,0,4,7,0,2.1,2 years
2022/2023,Male,ALL,WAEC,College of Education,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,8,6,2,2,0,0,2,4,0,2.1,3-5 years
2022/2023,Male,ALL,WAEC,College of Education,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2022/2023,Male,ALL,NECO,University,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,44,32,13,12,1,0,12,19,1,2.1,1 year
2022/2023,Male,ALL,NECO,University,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,19,14,6,5,0,0,5,8,1,2.1,2 years
2022/2023,Male,ALL,NECO,University,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,10,7,3,3,0,0,3,4,0,2.1,3-5 years
2022/2023,Male,ALL,NECO,University,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2022/2023,Male,ALL,NECO,Polytechnic,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,20,14,6,6,1,0,6,8,0,2.1,1 year
2022/2023,Male,ALL,NECO,Polytechnic,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,9,6,3,2,0,0,3,3,1,2.1,2 years
2022/2023,Male,ALL,NECO,Polytechnic,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2022/2023,Male,ALL,NECO,Polytechnic,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2022/2023,Male,ALL,NECO,College of Education,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,16,12,5,4,0,0,4,7,1,2.1,1 year
2022/2023,Male,ALL,NECO,College of Education,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2022/2023,Male,ALL,NECO,College of Education,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
