session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2023/2024,South East,Enugu,Nkanu East,Ugbawka I,FOUTAIN OF KNOWLEDGE HIGH SCHOOL UGBAWKA,Female,all,Public,JSS,JSS1,JSS1,52,0.0,1.0,1.0,80.8,0.0,0.0,58.0,58.0,0.22,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka I,FOUTAIN OF KNOWLEDGE HIGH SCHOOL UGBAWKA,Female,all,Public,SSS,SSS1,SSS1,44,0.0,1.0,0.0,82.8,1.0,0.0,33.0,0.0,0.33,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka I,FOUTAIN OF KNOWLEDGE HIGH SCHOOL UGBAWKA,Male,all,Public,JSS,JSS1,JSS1,41,0.0,1.0,0.0,80.8,0.0,0.0,45.0,0.0,0.26,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka I,FOUTAIN OF KNOWLEDGE HIGH SCHOOL UGBAWKA,Male,all,Public,SSS,SSS1,SSS1,34,0.0,1.0,0.0,82.8,1.0,0.0,32.0,0.0,0.34,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka I,"PRIMARY SCHOOL, AMAFOR UGBAWKA",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,2,1.0,0.0,0.0,78.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu East,Ugbawka I,"PRIMARY SCHOOL, AMAFOR UGBAWKA",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,4,1.0,0.0,0.0,78.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu East,Ugbawka I,"PRIMARY SCHOOL, AMANKWO UGBAWKA",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,54,1.0,4.0,2.0,78.8,0.0,165.0,41.25,82.5,2,0.28,0.2,0.69,0.5,0.48
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Female,all,Private,JSS,JSS1,JSS1,17,0.0,1.0,0.0,161.6,0.0,0.0,19.0,0.0,0.52,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Female,all,Private,SSS,SSS1,SSS1,35,0.0,1.0,0.0,165.6,1.0,0.0,26.0,0.0,0.4,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Female,all,Public,JSS,JSS1,JSS1,76,2.0,2.0,1.0,161.6,0.0,42.0,42.0,84.0,0.55,0.82,0.69,1.26,0.92,0.87
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Female,all,Public,SSS,SSS1,SSS1,59,0.0,1.0,1.0,165.6,1.0,0.0,44.0,44.0,0.27,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Female,disabled,Private,JSS,JSS1,JSS1,3,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Female,disabled,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Female,disabled,Public,JSS,JSS1,JSS1,5,1.0,0.0,0.0,80.8,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Female,disabled,Public,SSS,SSS1,SSS1,6,0.0,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Male,all,Private,JSS,JSS1,JSS1,15,0.0,0.0,0.0,161.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Male,all,Private,SSS,SSS1,SSS1,26,0.0,1.0,0.0,165.6,1.0,0.0,25.0,0.0,0.41,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Male,all,Public,JSS,JSS1,JSS1,72,2.0,2.0,1.0,161.6,0.0,39.5,39.5,79.0,0.58,0.82,0.7,1.27,0.92,0.87
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Male,all,Public,SSS,SSS1,SSS1,49,0.0,1.0,1.0,165.6,1.0,0.0,46.0,46.0,0.26,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Male,disabled,Private,JSS,JSS1,JSS1,0,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Male,disabled,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Male,disabled,Public,JSS,JSS1,JSS1,5,1.0,0.0,0.0,80.8,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"COMMUNITY SECONDARY SCHOOL, UBAHU",Male,disabled,Public,SSS,SSS1,SSS1,5,0.0,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"IGWEBUIKE PRIMARY SCHOOL, UBAHU",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,35,2.0,3.0,1.0,157.6,0.0,53.5,35.6667,107.0,1.03,0.62,0.65,1.3,0.94,0.9
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"IGWEBUIKE PRIMARY SCHOOL, UBAHU",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,66,2.0,5.0,2.0,157.6,0.0,101.0,40.4,101.0,1.96,0.62,0.66,1.33,0.96,0.92
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"IGWEBUIKE PRIMARY SCHOOL, UBAHU",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,1.0,0.0,0.0,78.8,0.0,3.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"IGWEBUIKE PRIMARY SCHOOL, UBAHU",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,5,1.0,0.0,0.0,78.8,0.0,6.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"IGWEBUIKE PRIMARY SCHOOL, UBAHU",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,37,2.0,3.0,1.0,157.6,0.0,56.5,37.6667,113.0,0.99,0.62,0.65,1.29,0.94,0.89
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"IGWEBUIKE PRIMARY SCHOOL, UBAHU",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,69,2.0,5.0,2.0,157.6,0.0,105.0,42.0,105.0,1.92,0.62,0.65,1.32,0.96,0.91
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"IGWEBUIKE PRIMARY SCHOOL, UBAHU",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4,1.0,0.0,0.0,78.8,0.0,4.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu East,Ugbawka Ii,"IGWEBUIKE PRIMARY SCHOOL, UBAHU",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,5,1.0,0.0,0.0,78.8,0.0,6.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Agbani,ASSEMBLIES OF GOD CHURCH EVANGEL PRAISE ACADEMY NURSERY AND PRIMARY SCHOOL  AGBANI,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,ASSEMBLIES OF GOD CHURCH EVANGEL PRAISE ACADEMY NURSERY AND PRIMARY SCHOOL  AGBANI,Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,2,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,BETHEL INTERNATONAL NURSERY AND PRIMARY SCHOOL,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,21,0.0,2.0,1.0,78.8,0.0,0.0,31.5,63.0,0.82,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,BLOSSOMS INTERNATIONAL NURSERY AND PRIMARY SCHOOL AGBANI,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,2,1.0,0.0,0.0,78.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Agbani,BLOSSOMS INTERNATIONAL NURSERY AND PRIMARY SCHOOL AGBANI,Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,4,1.0,0.0,0.0,78.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Agbani,BRIGHTER FUTURE ACADEMY,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,61,1.0,5.0,2.0,78.8,0.0,186.0,37.2,93.0,2.98,0.28,0.19,0.71,0.52,0.5
2023/2024,South East,Enugu,Nkanu West,Agbani,ESUT SECONDARY SCHOOL AGBANI,Male,all,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,ESUT SECONDARY SCHOOL AGBANI,Male,disabled,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,GODS KIDS SECONDARY SCHOOL AGBANI,Male,all,Private,SSS,SSS1,SSS1,15,0.0,0.0,0.0,82.8,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,"GOVERNMENT COLLEGE, AGABANI",Female,all,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,"GOVERNMENT COLLEGE, AGABANI",Female,disabled,Private,SSS,SSS1,SSS1,0,0.0,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,"GOVERNMENT COLLEGE, AGABANI",Male,all,Public,SSS,SSS1,SSS1,1,1.0,0.0,0.0,82.8,0.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Agbani,"GOVERNMENT COLLEGE, AGABANI",Male,disabled,Public,SSS,SSS1,SSS1,5,1.0,0.0,0.0,82.8,0.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Agbani,MEA MATER ELIZABETH HIGH SCHOOL,Female,all,Private,SSS,SSS1,SSS1,19,0.0,0.0,0.0,82.8,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,MEA MATER ELIZABETH HIGH SCHOOL,Male,all,Public,SSS,SSS1,SSS1,43,1.0,1.0,1.0,82.8,1.0,41.0,41.0,41.0,0.28,0.46,0.26,0.63,0.46,0.43
2023/2024,South East,Enugu,Nkanu West,Agbani,METHODIST HIGH SCHOOL AGBANI,Female,all,Public,SSS,SSS1,SSS1,1,1.0,0.0,0.0,82.8,0.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Agbani,METHODIST HIGH SCHOOL AGBANI,Female,disabled,Public,SSS,SSS1,SSS1,6,1.0,0.0,0.0,82.8,0.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Agbani,METHODIST HIGH SCHOOL AGBANI,Male,all,Private,JSS,JSS1,JSS1,1,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,METHODIST HIGH SCHOOL AGBANI,Male,disabled,Private,JSS,JSS1,JSS1,3,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,METHODIST HIGH SCHOOL WESLEY AVENUE,Female,all,Public,SSS,SSS1,SSS1,57,1.0,1.0,1.0,82.8,1.0,42.0,42.0,42.0,0.28,0.46,0.26,0.62,0.45,0.43
2023/2024,South East,Enugu,Nkanu West,Agbani,METHODIST HIGH SCHOOL WESLEY AVENUE,Male,all,Private,JSS,JSS1,JSS1,19,0.0,1.0,0.0,80.8,0.0,0.0,21.0,0.0,0.47,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,"MODEL COMPREHENSIVE SECONDARY SCHOOL, AGBANI",Female,all,Private,JSS,JSS1,JSS1,1,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,"MODEL COMPREHENSIVE SECONDARY SCHOOL, AGBANI",Female,disabled,Private,JSS,JSS1,JSS1,3,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,"MODEL COMPREHENSIVE SECONDARY SCHOOL, AGBANI",Male,all,Public,JSS,JSS1,JSS1,2,1.0,0.0,0.0,80.8,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Agbani,"MODEL COMPREHENSIVE SECONDARY SCHOOL, AGBANI",Male,disabled,Public,JSS,JSS1,JSS1,5,1.0,0.0,0.0,80.8,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Agbani,MODEL PRIMARY SCHOOL ETITI OZALLA,Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,MODEL PRIMARY SCHOOL ETITI OZALLA,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,2,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,"MODEL PRIMARY SCHOOL, OJIAGU AGBANI",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,20,0.0,2.0,1.0,78.8,0.0,0.0,30.0,60.0,0.85,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,"PRIMARY SCHOOL, OGBEKE AGBANI",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,2,1.0,0.0,0.0,78.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Agbani,"PRIMARY SCHOOL, OGBEKE AGBANI",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,4,1.0,0.0,0.0,78.8,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Agbani,SPECIAL SCIENCE BOYS SECONDARY SCHOOL,Female,all,Private,JSS,JSS1,JSS1,19,0.0,1.0,0.0,80.8,0.0,0.0,21.0,0.0,0.47,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,SPECIAL SCIENCE BOYS SECONDARY SCHOOL,Male,all,Public,JSS,JSS1,JSS1,48,0.0,1.0,1.0,80.8,0.0,0.0,53.0,53.0,0.24,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,"SPECIAL SCIENCE GIRLS SCHOOLS, AGBANI UGBAWKA",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,62,1.0,5.0,2.0,78.8,0.0,187.0,37.4,93.5,2.98,0.28,0.19,0.71,0.52,0.5
2023/2024,South East,Enugu,Nkanu West,Agbani,ST. JOSEPHS COMPREHENSIVE SCHOOL AGBANI,Female,all,Public,JSS,JSS1,JSS1,2,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,ST. JOSEPHS COMPREHENSIVE SCHOOL AGBANI,Female,disabled,Public,JSS,JSS1,JSS1,5,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Agbani,TRINITY INTERNATIONAL COLLEGE UBIA-AGBANI,Female,all,Public,JSS,JSS1,JSS1,53,0.0,1.0,1.0,80.8,0.0,0.0,59.0,59.0,0.22,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Female,all,Private,JSS,JSS1,JSS1,20,0.0,1.0,0.0,161.6,0.0,0.0,22.0,0.0,0.46,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Female,all,Private,SSS,SSS1,SSS1,35,0.0,1.0,0.0,165.6,1.0,0.0,26.0,0.0,0.4,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Female,all,Public,JSS,JSS1,JSS1,69,2.0,2.0,1.0,161.6,0.0,38.0,38.0,76.0,0.6,0.82,0.7,1.27,0.93,0.88
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Female,all,Public,SSS,SSS1,SSS1,57,2.0,1.0,1.0,165.6,1.0,21.0,42.0,42.0,0.28,0.97,0.81,1.27,0.93,0.87
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Female,disabled,Private,JSS,JSS1,JSS1,3,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Female,disabled,Private,SSS,SSS1,SSS1,6,0.0,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Female,disabled,Public,JSS,JSS1,JSS1,5,1.0,0.0,0.0,80.8,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Female,disabled,Public,SSS,SSS1,SSS1,6,1.0,0.0,0.0,82.8,0.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Male,all,Private,JSS,JSS1,JSS1,18,0.0,1.0,0.0,161.6,0.0,0.0,20.0,0.0,0.49,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Male,all,Private,SSS,SSS1,SSS1,27,0.0,1.0,0.0,165.6,1.0,0.0,26.0,0.0,0.4,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Male,all,Public,JSS,JSS1,JSS1,65,2.0,2.0,1.0,161.6,0.0,36.0,36.0,72.0,0.62,0.82,0.71,1.28,0.93,0.88
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Male,all,Public,SSS,SSS1,SSS1,45,2.0,1.0,1.0,165.6,1.0,21.5,43.0,43.0,0.27,0.97,0.81,1.27,0.92,0.86
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Male,disabled,Private,JSS,JSS1,JSS1,3,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Male,disabled,Private,SSS,SSS1,SSS1,5,0.0,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Male,disabled,Public,JSS,JSS1,JSS1,5,1.0,0.0,0.0,80.8,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"ALINS COMPREHENSIVE SECONDARY SCHOOL,AGABANI",Male,disabled,Public,SSS,SSS1,SSS1,5,1.0,0.0,0.0,82.8,0.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),CHRIST THE KING NURSERY AND PRIMARY SCHOOL,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),CHRIST THE KING NURSERY AND PRIMARY SCHOOL,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,3,1.0,0.0,0.0,78.8,0.0,8.0,0.0,0.0,0,0.39,0.7,0.86,0.62,0.58
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),CHRIST THE KING NURSERY AND PRIMARY SCHOOL,Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,2,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),CHRIST THE KING NURSERY AND PRIMARY SCHOOL,Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,7,1.0,0.0,0.0,78.8,0.0,8.0,0.0,0.0,0,0.39,0.7,0.86,0.62,0.58
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),CHRIST THE KING NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),CHRIST THE KING NURSERY AND PRIMARY SCHOOL,Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,2,1.0,0.0,0.0,78.8,0.0,7.0,0.0,0.0,0,0.4,0.78,0.87,0.62,0.58
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),CHRIST THE KING NURSERY AND PRIMARY SCHOOL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,2,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),CHRIST THE KING NURSERY AND PRIMARY SCHOOL,Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,6,1.0,0.0,0.0,78.8,0.0,7.0,0.0,0.0,0,0.4,0.78,0.87,0.62,0.58
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"KING JESUS ACADEMY NURSERY/PRIMARY SCHOOL,CAMPUS II",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,17,0.0,1.0,1.0,78.8,0.0,0.0,53.0,53.0,0.24,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"KING JESUS ACADEMY NURSERY/PRIMARY SCHOOL,CAMPUS II",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,82,1.0,6.0,2.0,78.8,0.0,250.0,41.6667,125.0,3.73,0.28,0.18,0.72,0.52,0.51
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"KING JESUS ACADEMY NURSERY/PRIMARY SCHOOL,CAMPUS II",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,17,0.0,1.0,1.0,78.8,0.0,0.0,52.0,52.0,0.24,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akegbe-Ugwu (Okwuo),"KING JESUS ACADEMY NURSERY/PRIMARY SCHOOL,CAMPUS II",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,78,1.0,6.0,2.0,78.8,0.0,237.0,39.5,118.5,3.79,0.28,0.18,0.72,0.52,0.51
2023/2024,South East,Enugu,Nkanu West,Akpugo Ii,AKPUGO HIGH SCHOOL,Female,all,Public,SSS,SSS1,SSS1,47,0.0,1.0,1.0,82.8,1.0,0.0,35.0,35.0,0.32,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akpugo Ii,AKPUGO HIGH SCHOOL,Male,all,Private,JSS,JSS1,JSS1,15,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akpugo Ii,BESTWAY MODEL INTERNATIONAL SCHOOL AMA-AGBA NDIAGU OBUNOAKPUGO,Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023/2024,South East,Enugu,Nkanu West,Akpugo Ii,BESTWAY MODEL INTERNATIONAL SCHOOL AMA-AGBA NDIAGU OBUNOAKPUGO,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,2,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0
