session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Junior Secondary School Jabanna,Female,ALL,Public,JSS,JSS1,JSS1,59,0,1,1,57.0,0.0,0.0,42.0,42.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Junior Secondary School Jabanna,Female,ALL,Public,SSS,SSS1,SSS1,38,0,1,0,59.0,1.0,0.0,24.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Junior Secondary School Jabanna,Female,Disabled,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Junior Secondary School Jabanna,Female,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Junior Secondary School Jabanna,Male,ALL,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Junior Secondary School Jabanna,Male,ALL,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Junior Secondary School Jabanna,Male,ALL,Public,JSS,JSS1,JSS1,67,0,1,1,57.0,0.0,0.0,35.0,35.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Junior Secondary School Jabanna,Male,ALL,Public,SSS,SSS1,SSS1,35,0,1,0,59.0,1.0,0.0,22.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Junior Secondary School Jabanna,Male,Disabled,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Junior Secondary School Jabanna,Male,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,"Junior Secondary School, Gauza",Female,ALL,Private,JSS,JSS1,JSS1,17,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,"Junior Secondary School, Gauza",Female,ALL,Private,SSS,SSS1,SSS1,18,0,0,0,59.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,"Junior Secondary School, Gauza",Male,ALL,Private,JSS,JSS1,JSS1,23,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,"Junior Secondary School, Gauza",Male,ALL,Private,SSS,SSS1,SSS1,19,0,0,0,59.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,"Kadoma Primary School, Kadoma",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,4,0,0,0,55.0,0.0,3.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,"Kadoma Primary School, Kadoma",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,9,0,0,0,55.0,0.0,3.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,"Kukakwance Primary School, Kuka Kwance",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,115,0,2,3,55.0,0.0,97.0,32.3333,48.5,2,1,0,1,19,1
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Kwanjamawa Junior Secondary School,Female,ALL,Public,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Kwanjamawa Junior Secondary School,Female,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Kwanjamawa Junior Secondary School,Female,Disabled,Public,JSS,JSS1,JSS1,5,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Kwanjamawa Junior Secondary School,Female,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Kwanjamawa Junior Secondary School,Male,ALL,Public,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Kwanjamawa Junior Secondary School,Male,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Kwanjamawa Junior Secondary School,Male,Disabled,Public,JSS,JSS1,JSS1,7,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gauza Tazara,Kwanjamawa Junior Secondary School,Male,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,Ansarundeen Isiamiyya Gunka,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,246,0,5,4,55.0,0.0,202.0,28.8571,67.3333,6,1,0,1,21,1
2022/2023,North West,Jigawa,Jahun,Gunka,"Gidan Barwa Primary School, Gidan Barw",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Gidan Barwa Primary School, Gidan Barw",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Gunka Primary School, Gunka Town",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,57,0,1,1,55.0,0.0,0.0,24.0,48.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Female,ALL,Private,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Female,ALL,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Female,ALL,Public,JSS,JSS1,JSS1,93,0,1,1,57.0,0.0,66.0,33.0,66.0,1,1,0,1,18,1
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Female,ALL,Public,SSS,SSS1,SSS1,62,0,1,1,59.0,1.0,38.0,38.0,38.0,0,1,0,1,18,1
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Female,Disabled,Private,JSS,JSS1,JSS1,5,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Female,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Male,ALL,Private,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Male,ALL,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Male,ALL,Public,JSS,JSS1,JSS1,117,0,1,1,57.0,0.0,61.0,30.5,61.0,1,1,0,1,18,1
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Male,ALL,Public,SSS,SSS1,SSS1,65,0,1,1,59.0,1.0,41.0,41.0,41.0,0,1,0,1,17,1
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Male,Disabled,Private,JSS,JSS1,JSS1,7,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Arabic Secondary School, Gunka",Male,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Atuman",Female,ALL,Private,JSS,JSS1,JSS1,31,0,1,0,57.0,0.0,0.0,22.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Atuman",Female,ALL,Private,SSS,SSS1,SSS1,33,0,1,0,59.0,1.0,0.0,20.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Atuman",Male,ALL,Private,JSS,JSS1,JSS1,42,0,1,0,57.0,0.0,0.0,22.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Atuman",Male,ALL,Private,SSS,SSS1,SSS1,30,0,1,0,59.0,1.0,0.0,19.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Gunka",Female,ALL,Public,JSS,JSS1,JSS1,3,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Gunka",Female,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,1.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Gunka",Female,Disabled,Public,JSS,JSS1,JSS1,9,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Gunka",Female,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,1.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Gunka",Male,ALL,Public,JSS,JSS1,JSS1,4,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Gunka",Male,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,0.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Gunka",Male,Disabled,Public,JSS,JSS1,JSS1,13,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gunka,"Junior Secondary School, Gunka",Male,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,0.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gunka,"Kadowawa Primary School, Kadowawa",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,8,0,0,0,55.0,0.0,6.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gunka,"Kadowawa Primary School, Kadowawa",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19,0,0,0,55.0,0.0,6.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gunka,"Kulawa Nomadic Primary School, Kulawa Village",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Kulawa Nomadic Primary School, Kulawa Village",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,"Kulawa Nomadic Primary School, Kulawa Village",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,243,0,5,4,55.0,0.0,205.0,29.2857,68.3333,6,1,0,1,21,1
2022/2023,North West,Jigawa,Jahun,Gunka,"Nahuce  Primary School, Nahuce",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,56,0,1,1,55.0,0.0,0.0,23.0,46.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Gunka,Tsangayar Malam Tijjani Magama,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,8,0,0,0,55.0,0.0,6.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Gunka,Tsangayar Malam Tijjani Magama,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,20,0,0,0,55.0,0.0,6.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,Aminu Kano Memorial College Nursery And Primary School,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,271,0,6,5,55.0,0.0,223.0,27.875,55.75,7,1,0,1,21,1
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Female,ALL,Private,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Female,ALL,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Female,ALL,Public,JSS,JSS1,JSS1,117,0,1,1,57.0,0.0,83.0,41.5,83.0,1,1,0,1,18,1
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Female,ALL,Public,SSS,SSS1,SSS1,73,0,1,1,59.0,1.0,45.0,45.0,45.0,0,1,0,1,17,1
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Female,Disabled,Private,JSS,JSS1,JSS1,5,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Female,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Male,ALL,Private,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Male,ALL,Private,SSS,SSS1,SSS1,2,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Male,ALL,Public,JSS,JSS1,JSS1,130,0,1,1,57.0,0.0,68.0,34.0,68.0,1,1,0,1,18,1
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Male,ALL,Public,SSS,SSS1,SSS1,74,0,1,1,59.0,1.0,47.0,23.5,47.0,1,1,0,1,19,1
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Male,Disabled,Private,JSS,JSS1,JSS1,7,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Arabic Secondary School, Harbo Sabuwa",Male,Disabled,Private,SSS,SSS1,SSS1,7,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Buraburi",Female,ALL,Private,JSS,JSS1,JSS1,36,0,1,0,57.0,0.0,0.0,25.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Buraburi",Female,ALL,Private,SSS,SSS1,SSS1,33,0,1,0,59.0,1.0,0.0,20.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Buraburi",Male,ALL,Private,JSS,JSS1,JSS1,42,0,1,0,57.0,0.0,0.0,22.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Buraburi",Male,ALL,Private,SSS,SSS1,SSS1,35,0,1,0,59.0,1.0,0.0,22.0,0.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Harbo Sabuwa",Female,ALL,Public,JSS,JSS1,JSS1,3,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Harbo Sabuwa",Female,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,1.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Harbo Sabuwa",Female,Disabled,Public,JSS,JSS1,JSS1,9,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Harbo Sabuwa",Female,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,1.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Harbo Sabuwa",Male,ALL,Public,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Harbo Sabuwa",Male,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,1.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Harbo Sabuwa",Male,Disabled,Public,JSS,JSS1,JSS1,7,0,0,0,57.0,0.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Junior Secondary School, Harbo Sabuwa",Male,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,1.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Kullawa Yan Kasuwa Primary School, Kulawa",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Kullawa Yan Kasuwa Primary School, Kulawa",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,Lili Gabari Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,84,0,2,1,55.0,0.0,0.0,23.6667,71.0,2,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Rijyar Gamji Nomadic Primary School, Rijyar Gamji",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,8,0,0,0,55.0,0.0,6.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Rijyar Gamji Nomadic Primary School, Rijyar Gamji",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19,0,0,0,55.0,0.0,6.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,Ruwan Dawa Primary School,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,Ruwan Dawa Primary School,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,Ruwan Dawa Primary School,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,251,0,5,4,55.0,0.0,212.0,30.2857,70.6667,6,1,0,1,20,1
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Tukuyawa Primary School, Tukuyawa",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,83,0,1,1,55.0,0.0,0.0,34.0,68.0,1,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Zadul Maad Islamiya Primary School, Harbo Sabuwa",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,8,0,0,0,55.0,0.0,7.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Sabuwa,"Zadul Maad Islamiya Primary School, Harbo Sabuwa",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,23,0,0,0,55.0,0.0,7.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,"Chambayi Primary School, Chambayi",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,"Chambayi Primary School, Chambayi",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,"Dinilhaq Islamiya Primary School, Harbo Tsohuwa",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,41,0,1,1,55.0,0.0,0.0,34.0,34.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,"Dungun Garan Primary School, Dungungaran",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,6,0,0,0,55.0,0.0,5.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,"Dungun Garan Primary School, Dungungaran",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,16,0,0,0,55.0,0.0,5.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,"Gidan Dango Primary School, Giban Dango",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,203,0,4,4,55.0,0.0,167.0,27.8333,55.6667,5,1,0,1,21,1
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,"Harbo Tsohuwa Primary School, Harbo Tsohuwa",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,"Harbo Tsohuwa Primary School, Harbo Tsohuwa",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3,0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Female,ALL,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Female,ALL,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Female,ALL,Public,JSS,JSS1,JSS1,3,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Female,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,1.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Female,Disabled,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Female,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Female,Disabled,Public,JSS,JSS1,JSS1,9,0,0,0,57.0,0.0,2.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Female,Disabled,Public,SSS,SSS1,SSS1,7,0,0,0,59.0,1.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Male,ALL,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Male,ALL,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Male,ALL,Public,JSS,JSS1,JSS1,2,0,0,0,57.0,0.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Male,ALL,Public,SSS,SSS1,SSS1,2,0,0,0,59.0,1.0,1.0,0.0,0.0,0,1,1,1,24,2
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Male,Disabled,Private,JSS,JSS1,JSS1,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2022/2023,North West,Jigawa,Jahun,Harbo Tsohuwa,Junior Arabic Secondary School Harbo Tsohuwa,Male,Disabled,Private,SSS,SSS1,SSS1,0,0,0,0,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
