session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Dabe,Female,disabled,Public,SSS,SSS1,SSS1,1.0,1.0,0.0,0.0,54.0,0.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Dabe,Male,all,Private,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Dabe,Male,all,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Dabe,Male,all,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Dabe,Male,all,Public,SSS,SSS1,SSS1,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Dabe,Male,disabled,Private,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Dabe,Male,disabled,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Dabe,Male,disabled,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Dabe,Male,disabled,Public,SSS,SSS1,SSS1,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Soro North,Female,all,Private,JSS,JSS1,JSS1,21.0,0.0,1.0,0.0,52.0,0.0,0.0,21.0,0.0,0.47,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Soro North,Female,all,Private,SSS,SSS1,SSS1,21.0,0.0,1.0,0.0,54.0,1.0,0.0,21.0,0.0,0.47,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Soro North,Female,all,Public,JSS,JSS1,JSS1,67.0,1.0,1.0,1.0,52.0,0.0,67.0,67.0,67.0,0.2,0.37,0.16,0.59,0.43,0.42
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Soro North,Female,all,Public,SSS,SSS1,SSS1,43.0,0.0,1.0,1.0,54.0,1.0,0.0,43.0,43.0,0.27,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Soro North,Male,all,Private,JSS,JSS1,JSS1,21.0,0.0,1.0,0.0,52.0,0.0,0.0,21.0,0.0,0.47,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Soro North,Male,all,Private,SSS,SSS1,SSS1,21.0,0.0,1.0,0.0,54.0,1.0,0.0,21.0,0.0,0.47,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Soro North,Male,all,Public,JSS,JSS1,JSS1,60.0,0.0,1.0,1.0,52.0,0.0,0.0,60.0,60.0,0.22,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya East,Government Junior Secondary School Soro North,Male,all,Public,SSS,SSS1,SSS1,42.0,0.0,1.0,1.0,54.0,1.0,0.0,42.0,42.0,0.28,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Central Primary School Miya,Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Central Primary School Miya,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,College For Arabic &Amp; Islamic Studies Soro,Female,all,Public,JSS,JSS1,JSS1,44.0,0.0,1.0,1.0,52.0,0.0,0.0,44.0,44.0,0.27,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,College For Arabic &Amp; Islamic Studies Soro,Male,all,Private,JSS,JSS1,JSS1,13.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,College For Arabic &Amp; Islamic Studies Soro,Male,all,Public,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,College For Arabic &Amp; Islamic Studies Soro,Male,disabled,Public,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Dorijo Nomadic Primary School,Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,30.0,0.0,1.0,0.0,50.0,0.0,0.0,30.0,0.0,0.36,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Dubu Primary School,Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,5.0,1.0,0.0,0.0,50.0,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Dubu Primary School,Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,5.0,1.0,0.0,0.0,50.0,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Gintibili Primary School,Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,141.0,1.0,3.0,2.0,50.0,0.0,141.0,47.0,70.5,1.2,0.28,0.15,0.65,0.47,0.46
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Day Senior Secondary School Miya,Female,all,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Day Senior Secondary School Miya,Female,disabled,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Day Senior Secondary School Miya,Male,all,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Day Senior Secondary School Miya,Male,all,Public,SSS,SSS1,SSS1,28.0,0.0,1.0,1.0,54.0,1.0,0.0,28.0,28.0,0.38,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Day Senior Secondary School Miya,Male,disabled,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Firo,Female,all,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Firo,Female,all,Private,SSS,SSS1,SSS1,11.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Firo,Female,disabled,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Firo,Male,all,Public,JSS,JSS1,JSS1,37.0,0.0,1.0,0.0,52.0,0.0,0.0,37.0,0.0,0.3,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Unguwar Ari Miya,Female,all,Private,JSS,JSS1,JSS1,14.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Unguwar Ari Miya,Female,all,Public,SSS,SSS1,SSS1,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Unguwar Ari Miya,Female,disabled,Public,SSS,SSS1,SSS1,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Unguwar Ari Miya,Male,all,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Unguwar Ari Miya,Male,disabled,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Zalanga,Female,all,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Zalanga,Female,all,Public,SSS,SSS1,SSS1,28.0,0.0,1.0,1.0,54.0,1.0,0.0,28.0,28.0,0.38,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Zalanga,Female,disabled,Public,JSS,JSS1,JSS1,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Zalanga,Male,all,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Zalanga,Male,all,Private,SSS,SSS1,SSS1,13.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Government Junior Secondary School Zalanga,Male,disabled,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Wada Primary School,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Wada Primary School,Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Wushi Primary School,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,32.0,0.0,1.0,0.0,50.0,0.0,0.0,32.0,0.0,0.34,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Yala Primary School,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,5.0,1.0,0.0,0.0,50.0,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Yala Primary School,Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,5.0,1.0,0.0,0.0,50.0,0.0,5.0,0.0,0.0,0,0.41,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Miya West,Yalku Nomadic Primary School,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,132.0,1.0,3.0,2.0,50.0,0.0,132.0,44.0,66.0,1.24,0.28,0.16,0.66,0.48,0.46
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Fanisau Primary School,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Fanisau Primary School,Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Fewo Primary School (Kaura ),Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,53.0,0.0,1.0,1.0,50.0,0.0,0.0,53.0,53.0,0.24,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Female,all,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Female,all,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Female,all,Public,JSS,JSS1,JSS1,74.0,1.0,2.0,1.0,52.0,0.0,74.0,37.0,74.0,0.75,0.37,0.15,0.64,0.47,0.45
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Female,all,Public,SSS,SSS1,SSS1,42.0,1.0,1.0,1.0,54.0,1.0,42.0,42.0,42.0,0.28,0.45,0.2,0.62,0.45,0.43
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Female,disabled,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Female,disabled,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Male,all,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Male,all,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Male,all,Public,JSS,JSS1,JSS1,68.0,1.0,1.0,1.0,52.0,0.0,68.0,68.0,68.0,0.2,0.37,0.16,0.59,0.43,0.42
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Male,all,Public,SSS,SSS1,SSS1,42.0,1.0,1.0,1.0,54.0,1.0,42.0,42.0,42.0,0.28,0.45,0.2,0.62,0.45,0.43
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Male,disabled,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gala Government Junior Secondary School,Male,disabled,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gameru Primary School,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,8.0,1.0,0.0,0.0,50.0,0.0,8.0,0.0,0.0,0,0.38,0.65,0.86,0.62,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gameru Primary School,Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,8.0,1.0,0.0,0.0,50.0,0.0,8.0,0.0,0.0,0,0.38,0.65,0.86,0.62,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gameru Primary School,Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Gameru Primary School,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Gidan Waya,Female,all,Private,JSS,JSS1,JSS1,17.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Gidan Waya,Female,all,Private,SSS,SSS1,SSS1,23.0,0.0,1.0,0.0,54.0,1.0,0.0,23.0,0.0,0.44,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Gidan Waya,Male,all,Private,JSS,JSS1,JSS1,15.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Gidan Waya,Male,all,Private,SSS,SSS1,SSS1,23.0,0.0,1.0,0.0,54.0,1.0,0.0,23.0,0.0,0.44,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Zangoro,Female,all,Public,JSS,JSS1,JSS1,2.0,1.0,0.0,0.0,52.0,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Zangoro,Female,all,Public,SSS,SSS1,SSS1,1.0,1.0,0.0,0.0,54.0,0.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Zangoro,Female,disabled,Public,JSS,JSS1,JSS1,2.0,1.0,0.0,0.0,52.0,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Zangoro,Female,disabled,Public,SSS,SSS1,SSS1,1.0,1.0,0.0,0.0,54.0,0.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Zangoro,Male,all,Public,JSS,JSS1,JSS1,2.0,1.0,0.0,0.0,52.0,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Zangoro,Male,all,Public,SSS,SSS1,SSS1,1.0,1.0,0.0,0.0,54.0,0.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Zangoro,Male,disabled,Public,JSS,JSS1,JSS1,2.0,1.0,0.0,0.0,52.0,0.0,2.0,0.0,0.0,0,0.51,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Government Junior Secondary School Zangoro,Male,disabled,Public,SSS,SSS1,SSS1,1.0,1.0,0.0,0.0,54.0,0.0,1.0,0.0,0.0,0,0.57,0.84,0.88,0.63,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Imam Malik Nursery &Amp; Primary School Soro,Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,228.0,1.0,5.0,3.0,50.0,0.0,228.0,45.6,76.0,2.78,0.28,0.15,0.7,0.51,0.49
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Imam Malik Nursery &Amp; Primary School Soro,Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,51.0,0.0,1.0,1.0,50.0,0.0,0.0,51.0,51.0,0.24,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Jankalmi Primary School,Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,8.0,1.0,0.0,0.0,50.0,0.0,8.0,0.0,0.0,0,0.38,0.65,0.86,0.62,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Jankalmi Primary School,Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,8.0,1.0,0.0,0.0,50.0,0.0,8.0,0.0,0.0,0,0.38,0.65,0.86,0.62,0.58
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa North,Kilfin Primary School,Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,209.0,1.0,5.0,2.0,50.0,0.0,209.0,41.8,104.5,2.86,0.27,0.13,0.7,0.51,0.5
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Goverment Junior Secondary School Burku,Female,all,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Goverment Junior Secondary School Burku,Female,all,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Goverment Junior Secondary School Burku,Female,disabled,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Goverment Junior Secondary School Burku,Female,disabled,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Goverment Junior Secondary School Burku,Male,all,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Goverment Junior Secondary School Burku,Male,all,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Goverment Junior Secondary School Burku,Male,disabled,Private,JSS,JSS1,JSS1,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Goverment Junior Secondary School Burku,Male,disabled,Private,SSS,SSS1,SSS1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Day Secondary School Nasarawa,Female,all,Private,JSS,JSS1,JSS1,14.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Day Secondary School Nasarawa,Female,all,Private,SSS,SSS1,SSS1,18.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Day Secondary School Nasarawa,Male,all,Private,JSS,JSS1,JSS1,12.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Day Secondary School Nasarawa,Male,all,Private,SSS,SSS1,SSS1,18.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Haka Tafi,Female,all,Public,JSS,JSS1,JSS1,2.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Haka Tafi,Female,all,Public,SSS,SSS1,SSS1,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Haka Tafi,Female,disabled,Public,JSS,JSS1,JSS1,2.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Haka Tafi,Female,disabled,Public,SSS,SSS1,SSS1,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Haka Tafi,Male,all,Public,JSS,JSS1,JSS1,2.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Haka Tafi,Male,all,Public,SSS,SSS1,SSS1,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Haka Tafi,Male,disabled,Public,JSS,JSS1,JSS1,2.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Haka Tafi,Male,disabled,Public,SSS,SSS1,SSS1,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Zara,Female,all,Public,JSS,JSS1,JSS1,58.0,0.0,1.0,1.0,52.0,0.0,0.0,58.0,58.0,0.22,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Zara,Female,all,Public,SSS,SSS1,SSS1,37.0,0.0,1.0,1.0,54.0,1.0,0.0,37.0,37.0,0.3,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Zara,Male,all,Public,JSS,JSS1,JSS1,57.0,0.0,1.0,1.0,52.0,0.0,0.0,57.0,57.0,0.23,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Government Junior Secondary School Zara,Male,all,Public,SSS,SSS1,SSS1,35.0,0.0,1.0,1.0,54.0,1.0,0.0,35.0,35.0,0.32,0,0,0,0,0
2020/2021,North East,Bauchi,Ganjuwa,Nasarawa South,Kaura Primary School (Fewo),Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
