session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2020/2021,South South,Akwa Ibom,Eket,Central II,"Community Secondary School, Central II",Male,Public,SSS,,PGDE,Qualified,439.0,16,all,27.4375
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,Adult & Non-Formal Education,,,Unqualified,19.0,1,all,19.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,19.0,1,all,19.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,19.0,1,all,19.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,38.0,2,all,19.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,19.0,1,all,19.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,JSS,,,Unqualified,207.0,7,all,29.5714
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,JSS,,BEd or Equivalent,Qualified,238.0,8,all,29.75
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,JSS,,PGDE,Qualified,223.0,8,all,27.875
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,902.0,36,all,25.0556
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,859.0,34,all,25.2647
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,Pre-Primary/Primary,Primary 3,,Unqualified,859.0,34,all,25.2647
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,688.0,28,all,24.5714
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,645.0,26,all,24.8077
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,602.0,24,all,25.0833
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,SSS,,BEd or Equivalent,Qualified,257.0,10,all,25.7
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Female,Private,SSS,,PGDE,Qualified,244.0,8,all,30.5
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,Adult & Non-Formal Education,,,Unqualified,60.0,2,all,30.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,30.0,1,all,30.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,15.0,1,all,15.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,30.0,2,all,15.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,JSS,,MEd or Equivalent,Qualified,95.0,3,all,31.6667
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,JSS,,PGDE,Qualified,493.0,17,all,29.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,Pre-Primary/Primary,Primary 1,,Unqualified,850.0,34,all,25.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,Pre-Primary/Primary,Primary 2,,Unqualified,895.0,36,all,24.8611
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,805.0,32,all,25.1562
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,626.0,25,all,25.04
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,626.0,25,all,25.04
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,626.0,25,all,25.04
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,SSS,,BEd or Equivalent,Qualified,364.0,13,all,28.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,SSS,,NCE,Qualified,106.0,4,all,26.5
2020/2021,South South,Akwa Ibom,Eket,Central II,"Comprehensive High School, Central II",Male,Private,SSS,,PGDE,Qualified,76.0,3,all,25.3333
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,137.0,6,all,22.8333
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,49.0,2,all,24.5
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,107.0,5,all,21.4
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,JSS,,,Unqualified,429.0,15,all,28.6
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,JSS,,MEd or Equivalent,Qualified,874.0,30,all,29.1333
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1805.0,72,all,25.0694
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1547.0,62,all,24.9516
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1547.0,62,all,24.9516
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1504.0,60,all,25.0667
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1332.0,53,all,25.1321
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1246.0,50,all,24.92
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,SSS,,,Unqualified,162.0,6,all,27.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,SSS,,Grade II or Equivalent,Unqualified,325.0,12,all,27.0833
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,SSS,,MEd or Equivalent,Qualified,149.0,5,all,29.8
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Female,Public,SSS,,NCE,Qualified,244.0,9,all,27.1111
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,Adult & Non-Formal Education,,,Unqualified,122.0,6,all,20.3333
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,76.0,4,all,19.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,76.0,4,all,19.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,167.0,8,all,20.875
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,JSS,,BEd or Equivalent,Qualified,382.0,13,all,29.3846
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,JSS,,Grade II or Equivalent,Unqualified,382.0,13,all,29.3846
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,JSS,,MEd or Equivalent,Qualified,223.0,8,all,27.875
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,JSS,,PGDE,Qualified,191.0,7,all,27.2857
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1879.0,75,all,25.0533
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1700.0,68,all,25.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1521.0,61,all,24.9344
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1611.0,65,all,24.7846
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,Pre-Primary/Primary,Primary 5,,Unqualified,1163.0,47,all,24.7447
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,Pre-Primary/Primary,Primary 6,,Unqualified,1118.0,45,all,24.8444
2020/2021,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,SSS,,BEd or Equivalent,Qualified,924.0,34,all,27.1765
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,,Unqualified,29.0,1,all,29.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,39.0,2,all,19.5
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,48.0,2,all,24.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,58.0,2,all,29.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,48.0,2,all,24.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,58.0,3,all,19.3333
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,JSS,,,Unqualified,254.0,9,all,28.2222
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,JSS,,BEd or Equivalent,Qualified,604.0,21,all,28.7619
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,645.0,26,all,24.8077
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,,MEd or Equivalent,Qualified,731.0,29,all,25.2069
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,,NCE,Qualified,645.0,26,all,24.8077
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,,PGDE,Qualified,645.0,26,all,24.8077
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1074.0,43,all,24.9767
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1074.0,43,all,24.9767
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 3,,Unqualified,902.0,36,all,25.0556
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,859.0,34,all,25.2647
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,773.0,31,all,24.9355
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,902.0,36,all,25.0556
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,SSS,,Grade II or Equivalent,Unqualified,230.0,8,all,28.75
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,SSS,,NCE,Qualified,162.0,6,all,27.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,SSS,,PGDE,Qualified,203.0,7,all,29.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,,Unqualified,30.0,1,all,30.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,76.0,3,all,25.3333
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,122.0,5,all,24.4
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,168.0,7,all,24.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,JSS,,,Unqualified,270.0,9,all,30.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,JSS,,MEd or Equivalent,Qualified,239.0,8,all,29.875
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,JSS,,PGDE,Qualified,302.0,11,all,27.4545
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,,,Unqualified,671.0,27,all,24.8519
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,761.0,31,all,24.5484
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,,NCE,Qualified,537.0,22,all,24.4091
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,,PGDE,Qualified,626.0,25,all,25.04
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,984.0,39,all,25.2308
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1029.0,41,all,25.0976
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,805.0,32,all,25.1562
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,805.0,32,all,25.1562
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,850.0,34,all,25.0
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,805.0,32,all,25.1562
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,SSS,,BEd or Equivalent,Qualified,394.0,14,all,28.1429
2020/2021,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,SSS,,NCE,Qualified,212.0,8,all,26.5
2020/2021,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,JSS,,BEd or Equivalent,Qualified,842.0,30,all,28.0667
2020/2021,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,JSS,,MEd or Equivalent,Qualified,175.0,6,all,29.1667
2020/2021,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,JSS,,PGDE,Qualified,159.0,6,all,26.5
2020/2021,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,SSS,,BEd or Equivalent,Qualified,487.0,17,all,28.6471
2020/2021,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,SSS,,MEd or Equivalent,Qualified,149.0,5,all,29.8
2020/2021,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,SSS,,NCE,Qualified,122.0,4,all,30.5
2020/2021,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Male,Public,JSS,,,Unqualified,334.0,12,all,27.8333
2020/2021,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Male,Public,JSS,,BEd or Equivalent,Qualified,747.0,26,all,28.7308
2020/2021,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Male,Public,SSS,,BEd or Equivalent,Qualified,500.0,18,all,27.7778
2020/2021,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Male,Public,SSS,,Grade II or Equivalent,Unqualified,288.0,11,all,26.1818
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,48.0,2,all,24.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,29.0,1,all,29.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,29.0,1,all,29.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,29.0,1,all,29.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,19.0,1,all,19.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,JSS,,,Unqualified,461.0,16,all,28.8125
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,JSS,,BEd or Equivalent,Qualified,223.0,8,all,27.875
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,JSS,,NCE,Qualified,254.0,9,all,28.2222
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,988.0,40,all,24.7
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,1074.0,43,all,24.9767
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1031.0,41,all,25.1463
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1160.0,47,all,24.6809
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,945.0,38,all,24.8684
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,773.0,31,all,24.9355
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,SSS,,,Unqualified,203.0,7,all,29.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,SSS,,Grade II or Equivalent,Unqualified,81.0,3,all,27.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,SSS,,NCE,Qualified,216.0,8,all,27.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,SSS,,PGDE,Qualified,108.0,4,all,27.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Adult & Non-Formal Education,,,Unqualified,30.0,1,all,30.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,30.0,1,all,30.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,30.0,1,all,30.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,30.0,1,all,30.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,30.0,1,all,30.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,30.0,1,all,30.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,JSS,,,Unqualified,286.0,10,all,28.6
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,JSS,,MEd or Equivalent,Qualified,286.0,10,all,28.6
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,JSS,,PGDE,Qualified,302.0,11,all,27.4545
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,1118.0,45,all,24.8444
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,984.0,39,all,25.2308
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 3,,Unqualified,939.0,38,all,24.7105
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,984.0,39,all,25.2308
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,984.0,39,all,25.2308
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,805.0,32,all,25.1562
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,SSS,,,Unqualified,469.0,17,all,27.5882
2020/2021,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,SSS,,BEd or Equivalent,Qualified,227.0,8,all,28.375
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,117.0,6,all,19.5
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,68.0,3,all,22.6667
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,39.0,2,all,19.5
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1160.0,47,all,24.6809
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1117.0,45,all,24.8222
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1031.0,41,all,25.1463
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1117.0,45,all,24.8222
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1031.0,41,all,25.1463
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,859.0,34,all,25.2647
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Adult & Non-Formal Education,,,Unqualified,46.0,2,all,23.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,183.0,9,all,20.3333
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,46.0,2,all,23.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,46.0,2,all,23.0
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1074.0,43,all,24.9767
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1118.0,45,all,24.8444
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1208.0,48,all,25.1667
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1118.0,45,all,24.8444
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,940.0,38,all,24.7368
2020/2021,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 6,,Unqualified,895.0,36,all,24.8611
2020/2021,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,,Unqualified,39.0,2,all,19.5
2020/2021,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,39.0,2,all,19.5
2020/2021,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,68.0,3,all,22.6667
2020/2021,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,78.0,4,all,19.5
