session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1323.0,33,all,40.0909
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1108.0,28,all,39.5714
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,Public,SSS,,PGDE,Qualified,873.0,20,all,43.65
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,117.0,4,all,29.25
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,53.0,2,all,26.5
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,96.0,3,all,32.0
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,53.0,2,all,26.5
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,JSS,,BEd or Equivalent,Qualified,440.0,10,all,44.0
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,JSS,,Grade II or Equivalent,Unqualified,414.0,9,all,46.0
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,JSS,,NCE,Qualified,414.0,9,all,46.0
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1565.0,39,all,40.1282
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1293.0,33,all,39.1818
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,1054.0,26,all,40.5385
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1225.0,31,all,39.5161
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1225.0,31,all,39.5161
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,1122.0,28,all,40.0714
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,SSS,,BEd or Equivalent,Qualified,340.0,8,all,42.5
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,SSS,,Grade II or Equivalent,Unqualified,316.0,7,all,45.1429
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Public,SSS,,PGDE,Qualified,316.0,7,all,45.1429
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,Public,JSS,,BEd or Equivalent,Qualified,325.0,7,all,46.4286
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,Public,JSS,,Grade II or Equivalent,Unqualified,387.0,8,all,48.375
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,Public,JSS,,PGDE,Qualified,750.0,17,all,44.1176
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,Public,SSS,,Grade II or Equivalent,Unqualified,298.0,7,all,42.5714
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,Public,SSS,,NCE,Qualified,330.0,8,all,41.25
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,Public,SSS,,PGDE,Qualified,298.0,7,all,42.5714
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Male,Public,JSS,,,Unqualified,377.0,8,all,47.125
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Male,Public,JSS,,BEd or Equivalent,Qualified,452.0,10,all,45.2
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Male,Public,JSS,,MEd or Equivalent,Qualified,553.0,12,all,46.0833
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Male,Public,SSS,,Grade II or Equivalent,Unqualified,632.0,14,all,45.1429
2019/2020,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Male,Public,SSS,,MEd or Equivalent,Qualified,304.0,7,all,43.4286
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,92.0,2,all,46.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,39.0,1,all,39.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,78.0,2,all,39.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,39.0,1,all,39.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,JSS,,BEd or Equivalent,Qualified,688.0,15,all,45.8667
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,JSS,,MEd or Equivalent,Qualified,437.0,10,all,43.7
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,JSS,,NCE,Qualified,188.0,4,all,47.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1416.0,36,all,39.3333
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1231.0,31,all,39.7097
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1323.0,33,all,40.0909
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1200.0,30,all,40.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1416.0,36,all,39.3333
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,1169.0,29,all,40.3103
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,SSS,,,Unqualified,139.0,3,all,46.3333
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,SSS,,Grade II or Equivalent,Unqualified,245.0,6,all,40.8333
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,SSS,,NCE,Qualified,245.0,6,all,40.8333
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Public,SSS,,PGDE,Qualified,160.0,4,all,40.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,117.0,4,all,29.25
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,159.0,6,all,26.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,53.0,2,all,26.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,JSS,,BEd or Equivalent,Qualified,1230.0,27,all,45.5556
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1327.0,33,all,40.2121
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1191.0,30,all,39.7
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1293.0,33,all,39.1818
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1225.0,31,all,39.5161
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1429.0,36,all,39.6944
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1122.0,28,all,40.0714
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,SSS,,,Unqualified,438.0,10,all,43.8
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Public,SSS,,BEd or Equivalent,Qualified,425.0,9,all,47.2222
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,72.0,3,all,24.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,46.0,2,all,23.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,26.0,1,all,26.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,JSS,,,Unqualified,175.0,4,all,43.75
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,JSS,,BEd or Equivalent,Qualified,113.0,2,all,56.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,JSS,,Grade II or Equivalent,Unqualified,200.0,4,all,50.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,JSS,,NCE,Qualified,138.0,3,all,46.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,JSS,,PGDE,Qualified,438.0,9,all,48.6667
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1169.0,29,all,40.3103
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1169.0,29,all,40.3103
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1077.0,27,all,39.8889
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,923.0,23,all,40.1304
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,862.0,22,all,39.1818
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,1015.0,26,all,39.0385
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,SSS,,Grade II or Equivalent,Unqualified,352.0,8,all,44.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,SSS,,MEd or Equivalent,Qualified,224.0,5,all,44.8
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Private,SSS,,PGDE,Qualified,171.0,4,all,42.75
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,Adult & Non-Formal Education,,,Unqualified,32.0,1,all,32.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,32.0,1,all,32.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,75.0,2,all,37.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,75.0,2,all,37.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,JSS,,Grade II or Equivalent,Unqualified,967.0,21,all,46.0476
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,Pre-Primary/Primary,Primary 1,,Unqualified,1088.0,27,all,40.2963
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1293.0,33,all,39.1818
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,1191.0,30,all,39.7
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1020.0,26,all,39.2308
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,918.0,23,all,39.913
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,1020.0,26,all,39.2308
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,SSS,,,Unqualified,231.0,5,all,46.2
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,SSS,,NCE,Qualified,267.0,6,all,44.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Private,SSS,,PGDE,Qualified,255.0,6,all,42.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,Public,JSS,,,Unqualified,287.0,6,all,47.8333
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,Public,JSS,,BEd or Equivalent,Qualified,475.0,10,all,47.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,Public,JSS,,Grade II or Equivalent,Unqualified,450.0,10,all,45.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,Public,JSS,,PGDE,Qualified,200.0,4,all,50.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,Public,SSS,,BEd or Equivalent,Qualified,522.0,12,all,43.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,Public,SSS,,MEd or Equivalent,Qualified,533.0,12,all,44.4167
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,Public,JSS,,BEd or Equivalent,Qualified,163.0,4,all,40.75
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,Public,JSS,,Grade II or Equivalent,Unqualified,452.0,10,all,45.2
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,Public,JSS,,PGDE,Qualified,704.0,16,all,44.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,Public,SSS,,,Unqualified,182.0,4,all,45.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,Public,SSS,,BEd or Equivalent,Qualified,340.0,8,all,42.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,Public,SSS,,Grade II or Equivalent,Unqualified,352.0,8,all,44.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,Public,SSS,,MEd or Equivalent,Qualified,158.0,4,all,39.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,156.0,5,all,31.2
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,20.0,1,all,20.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,125.0,4,all,31.25
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,33.0,1,all,33.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,JSS,,NCE,Qualified,1137.0,25,all,45.48
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1108.0,28,all,39.5714
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,554.0,14,all,39.5714
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Pre-Primary/Primary,,NCE,Qualified,1662.0,42,all,39.5714
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1077.0,27,all,39.8889
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1169.0,29,all,40.3103
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1231.0,31,all,39.7097
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1169.0,29,all,40.3103
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1169.0,29,all,40.3103
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,954.0,24,all,39.75
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,SSS,,BEd or Equivalent,Qualified,277.0,6,all,46.1667
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,SSS,,Grade II or Equivalent,Unqualified,277.0,6,all,46.1667
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Female,Public,SSS,,NCE,Qualified,277.0,6,all,46.1667
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Adult & Non-Formal Education,,,Unqualified,43.0,1,all,43.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,224.0,7,all,32.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,53.0,2,all,26.5
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,64.0,3,all,21.3333
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,74.0,3,all,24.6667
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,JSS,,MEd or Equivalent,Qualified,352.0,8,all,44.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,JSS,,NCE,Qualified,741.0,16,all,46.3125
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Pre-Primary/Primary,,,Unqualified,884.0,22,all,40.1818
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1666.0,42,all,39.6667
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Pre-Primary/Primary,,NCE,Qualified,340.0,9,all,37.7778
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Pre-Primary/Primary,,PGDE,Qualified,544.0,14,all,38.8571
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1191.0,30,all,39.7
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1122.0,28,all,40.0714
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1054.0,26,all,40.5385
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1225.0,31,all,39.5161
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,1225.0,31,all,39.5161
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1191.0,30,all,39.7
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,SSS,,NCE,Qualified,559.0,13,all,43.0
2019/2020,South West,Lagos,Lagos Island,Agarawu/Obadina,"Unity College, Lagos Island",Male,Public,SSS,,PGDE,Qualified,279.0,6,all,46.5
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,157.0,4,all,39.25
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,151.0,5,all,30.2
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,33.0,1,all,33.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,52.0,2,all,26.0
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Female,Public,JSS,,,Unqualified,437.0,10,all,43.7
2019/2020,South West,Lagos,Lagos Island,Anikantamo,"Community Secondary School, Anikantamo",Female,Public,JSS,,NCE,Qualified,987.0,21,all,47.0
