session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,88.0,5,all,17.6
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,22.0,1,all,22.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,77.0,3,all,25.6667
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,33.0,1,all,33.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,JSS,,,Unqualified,443.0,13,all,34.0769
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,JSS,,BEd or Equivalent,Qualified,864.0,25,all,34.56
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,,,Unqualified,308.0,10,all,30.8
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,308.0,10,all,30.8
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1278.0,43,all,29.7209
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,,NCE,Qualified,661.0,22,all,30.0455
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1102.0,37,all,29.7838
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,970.0,32,all,30.3125
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,837.0,28,all,29.8929
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,1014.0,34,all,29.8235
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 3,,Unqualified,1102.0,37,all,29.7838
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1278.0,43,all,29.7209
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 4,,Unqualified,970.0,32,all,30.3125
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,925.0,31,all,29.8387
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 5,,Unqualified,881.0,29,all,30.3793
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,970.0,32,all,30.3125
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,925.0,31,all,29.8387
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,749.0,25,all,29.96
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,SSS,,MEd or Equivalent,Qualified,762.0,24,all,31.75
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Female,Private,SSS,,NCE,Qualified,137.0,4,all,34.25
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Adult & Non-Formal Education,,,Unqualified,68.0,2,all,34.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,68.0,2,all,34.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,102.0,4,all,25.5
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,17.0,1,all,17.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,204.0,7,all,29.1429
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,34.0,1,all,34.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,JSS,,,Unqualified,419.0,12,all,34.9167
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,JSS,,BEd or Equivalent,Qualified,375.0,11,all,34.0909
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,JSS,,Grade II or Equivalent,Unqualified,485.0,14,all,34.6429
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1242.0,42,all,29.5714
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,430.0,14,all,30.7143
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,,NCE,Qualified,907.0,31,all,29.2581
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,1050.0,35,all,30.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1050.0,35,all,30.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,Primary 2,,Unqualified,1098.0,37,all,29.6757
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,907.0,30,all,30.2333
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,2052.0,68,all,30.1765
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1050.0,35,all,30.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,955.0,32,all,29.8438
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,Primary 5,,Unqualified,859.0,29,all,29.6207
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,907.0,30,all,30.2333
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1766.0,59,all,29.9322
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,SSS,,,Unqualified,267.0,8,all,33.375
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,SSS,,BEd or Equivalent,Qualified,312.0,10,all,31.2
2021/2022,North East,Adamawa,Yola North,Ajiya,"Comprehensive High School, Ajiya",Male,Private,SSS,,NCE,Qualified,290.0,9,all,32.2222
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,Adult & Non-Formal Education,,,Unqualified,65.0,2,all,32.5
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,33.0,1,all,33.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,32.0,1,all,32.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,65.0,2,all,32.5
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,JSS,,BEd or Equivalent,Qualified,952.0,27,all,35.2593
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,JSS,,Grade II or Equivalent,Unqualified,199.0,6,all,33.1667
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,JSS,,NCE,Qualified,266.0,8,all,33.25
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,1014.0,34,all,29.8235
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,925.0,31,all,29.8387
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,925.0,31,all,29.8387
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,970.0,32,all,30.3125
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,749.0,25,all,29.96
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,Pre-Primary/Primary,Primary 6,,Unqualified,793.0,26,all,30.5
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,SSS,,BEd or Equivalent,Qualified,606.0,19,all,31.8947
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,SSS,,Grade II or Equivalent,Unqualified,137.0,4,all,34.25
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Female,Public,SSS,,MEd or Equivalent,Qualified,352.0,11,all,32.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,Adult & Non-Formal Education,,,Unqualified,51.0,2,all,25.5
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,52.0,2,all,26.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,85.0,3,all,28.3333
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,102.0,4,all,25.5
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,JSS,,,Unqualified,485.0,14,all,34.6429
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,JSS,,BEd or Equivalent,Qualified,463.0,13,all,35.6154
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,JSS,,MEd or Equivalent,Qualified,463.0,13,all,35.6154
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1146.0,38,all,30.1579
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,859.0,29,all,29.6207
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,955.0,32,all,29.8438
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,955.0,32,all,29.8438
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,Pre-Primary/Primary,Primary 5,,Unqualified,907.0,30,all,30.2333
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,811.0,27,all,30.037
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,SSS,,BEd or Equivalent,Qualified,468.0,14,all,33.4286
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,SSS,,MEd or Equivalent,Qualified,401.0,12,all,33.4167
2021/2022,North East,Adamawa,Yola North,Ajiya,"Government Secondary School, Ajiya",Male,Public,SSS,,PGDE,Qualified,356.0,11,all,32.3636
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Female,Public,JSS,,BEd or Equivalent,Qualified,598.0,17,all,35.1765
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Female,Public,JSS,,Grade II or Equivalent,Unqualified,598.0,17,all,35.1765
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Female,Public,JSS,,NCE,Qualified,554.0,16,all,34.625
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Female,Public,SSS,,,Unqualified,450.0,14,all,32.1429
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Female,Public,SSS,,BEd or Equivalent,Qualified,430.0,13,all,33.0769
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Female,Public,SSS,,NCE,Qualified,156.0,5,all,31.2
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Female,Public,SSS,,PGDE,Qualified,156.0,5,all,31.2
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Male,Public,JSS,,,Unqualified,463.0,13,all,35.6154
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Male,Public,JSS,,BEd or Equivalent,Qualified,639.0,18,all,35.5
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Male,Public,JSS,,NCE,Qualified,330.0,10,all,33.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Male,Public,SSS,,BEd or Equivalent,Qualified,468.0,14,all,33.4286
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Male,Public,SSS,,Grade II or Equivalent,Unqualified,446.0,14,all,31.8571
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Jimeta",Male,Public,SSS,,NCE,Qualified,356.0,11,all,32.3636
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Female,Public,Adult & Non-Formal Education,,,Unqualified,86.0,4,all,21.5
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,86.0,4,all,21.5
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,54.0,2,all,27.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,43.0,2,all,21.5
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Female,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1190.0,40,all,29.75
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Female,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1322.0,44,all,30.0455
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1146.0,38,all,30.1579
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,1278.0,43,all,29.7209
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Female,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1102.0,37,all,29.7838
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Female,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,1190.0,40,all,29.75
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,120.0,5,all,24.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,69.0,3,all,23.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,69.0,3,all,23.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,51.0,2,all,25.5
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,69.0,3,all,23.0
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1289.0,43,all,29.9767
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1193.0,40,all,29.825
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1146.0,38,all,30.1579
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Male,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,1289.0,43,all,29.9767
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1098.0,37,all,29.6757
2021/2022,North East,Adamawa,Yola North,Ajiya,"Unity College, Yola North",Male,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,1193.0,40,all,29.825
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Adult & Non-Formal Education,,,Unqualified,130.0,5,all,26.0
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,98.0,4,all,24.5
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,130.0,5,all,26.0
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,54.0,2,all,27.0
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,205.0,10,all,20.5
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,86.0,4,all,21.5
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,JSS,,,Unqualified,1218.0,35,all,34.8
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,JSS,,BEd or Equivalent,Qualified,244.0,7,all,34.8571
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,JSS,,MEd or Equivalent,Qualified,532.0,15,all,35.4667
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,JSS,,NCE,Qualified,730.0,21,all,34.7619
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,JSS,,PGDE,Qualified,731.0,21,all,34.8095
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,,,Unqualified,529.0,18,all,29.3889
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1411.0,47,all,30.0213
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,970.0,32,all,30.3125
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,,NCE,Qualified,705.0,23,all,30.6522
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,2820.0,94,all,30.0
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,Primary 2,,Unqualified,1410.0,47,all,30.0
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1234.0,41,all,30.0976
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,Primary 3,,Unqualified,1366.0,46,all,29.6957
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,1366.0,46,all,29.6957
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1366.0,46,all,29.6957
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1058.0,35,all,30.2286
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1102.0,37,all,29.7838
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,1058.0,35,all,30.2286
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1102.0,37,all,29.7838
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,1146.0,38,all,30.1579
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,SSS,,,Unqualified,802.0,25,all,32.08
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,SSS,,BEd or Equivalent,Qualified,391.0,12,all,32.5833
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,SSS,,Grade II or Equivalent,Unqualified,352.0,11,all,32.0
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Female,Public,SSS,,NCE,Qualified,801.0,25,all,32.04
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Adult & Non-Formal Education,,,Unqualified,224.0,10,all,22.4
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,120.0,5,all,24.0
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,69.0,3,all,23.0
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,308.0,12,all,25.6667
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,240.0,10,all,24.0
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,JSS,,BEd or Equivalent,Qualified,705.0,21,all,33.5714
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,JSS,,Grade II or Equivalent,Unqualified,903.0,26,all,34.7308
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,JSS,,MEd or Equivalent,Qualified,727.0,21,all,34.619
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,JSS,,NCE,Qualified,463.0,13,all,35.6154
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,JSS,,PGDE,Qualified,220.0,6,all,36.6667
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1002.0,33,all,30.3636
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Pre-Primary/Primary,,NCE,Qualified,811.0,27,all,30.037
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Pre-Primary/Primary,,PGDE,Qualified,2052.0,68,all,30.1765
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Pre-Primary/Primary,Primary 1,,Unqualified,1384.0,46,all,30.087
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1337.0,45,all,29.7111
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Pre-Primary/Primary,Primary 2,,Unqualified,1384.0,46,all,30.087
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1575.0,53,all,29.717
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1337.0,45,all,29.7111
2021/2022,North East,Adamawa,Yola North,Alkalawa,"Community Secondary School, Alkalawa",Male,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1432.0,48,all,29.8333
