session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,1061.0,8.0,23.5,17.25,27.8,0.0,132.625,45.1489,61.5072
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,all,Public,SSS,SSS1,SSS1,208.25,4.0,4.5,3.25,29.8,0.25,52.0625,46.2778,64.0769
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,disabled,Private,JSS,JSS1,JSS1,2.25,0.75,0.25,0.25,14.4,0.0,3.0,9.0,9.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.75,1.25,0.25,0.25,13.9,0.0,7.0,35.0,35.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,14.9,0.0,2.0,6.0,6.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,disabled,Public,JSS,JSS1,JSS1,5.5,2.0,0.25,0.25,14.4,0.0,2.75,22.0,22.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,35.25,4.0,0.75,0.5,13.9,0.0,8.8125,47.0,70.5
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,disabled,Public,SSS,SSS1,SSS1,3.5,2.0,0.25,0.25,14.9,0.0,1.75,14.0,14.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,all,Private,JSS,JSS1,JSS1,107.25,1.5,2.25,1.75,28.8,0.0,71.5,47.6667,61.2857
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,322.25,2.5,7.25,5.5,27.8,0.0,128.9,44.4483,58.5909
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,all,Private,SSS,SSS1,SSS1,83.5,1.5,2.0,1.5,29.8,0.25,55.6667,41.75,55.6667
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,all,Public,JSS,JSS1,JSS1,304.0,4.0,6.0,4.5,28.8,0.0,76.0,50.6667,67.5556
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,999.0,8.0,22.0,16.0,27.8,0.0,124.875,45.4091,62.4375
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,all,Public,SSS,SSS1,SSS1,182.0,4.0,4.0,3.0,29.8,0.25,45.5,45.5,60.6667
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,disabled,Private,JSS,JSS1,JSS1,2.5,0.75,0.25,0.25,14.4,0.0,3.3333,10.0,10.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.25,1.25,0.25,0.25,13.9,0.0,7.4,37.0,37.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,14.9,0.0,2.0,6.0,6.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,disabled,Public,JSS,JSS1,JSS1,6.25,2.0,0.25,0.25,14.4,0.0,3.125,25.0,25.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,33.5,4.0,0.75,0.5,13.9,0.0,8.375,44.6667,67.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,disabled,Public,SSS,SSS1,SSS1,2.75,2.0,0.25,0.25,14.9,0.0,1.375,11.0,11.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,all,Private,JSS,JSS1,JSS1,105.0,1.5,2.25,1.75,28.8,0.0,70.0,46.6667,60.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,313.25,2.5,7.0,5.25,27.8,0.0,125.3,44.75,59.6667
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,all,Private,SSS,SSS1,SSS1,94.25,1.5,2.25,1.75,29.8,0.25,62.8333,41.8889,53.8571
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,all,Public,JSS,JSS1,JSS1,272.25,4.0,5.25,4.0,28.8,0.0,68.0625,51.8571,68.0625
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,1061.0,8.0,23.5,17.25,27.8,0.0,132.625,45.1489,61.5072
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,all,Public,SSS,SSS1,SSS1,208.25,4.0,4.5,3.25,29.8,0.25,52.0625,46.2778,64.0769
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,disabled,Private,JSS,JSS1,JSS1,2.25,0.75,0.25,0.25,14.4,0.0,3.0,9.0,9.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.75,1.25,0.25,0.25,13.9,0.0,7.0,35.0,35.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,14.9,0.0,2.0,6.0,6.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,disabled,Public,JSS,JSS1,JSS1,5.5,2.0,0.25,0.25,14.4,0.0,2.75,22.0,22.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,35.25,4.0,0.75,0.5,13.9,0.0,8.8125,47.0,70.5
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,disabled,Public,SSS,SSS1,SSS1,3.5,2.0,0.25,0.25,14.9,0.0,1.75,14.0,14.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,all,Private,JSS,JSS1,JSS1,107.25,1.5,2.25,1.75,28.8,0.0,71.5,47.6667,61.2857
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,322.25,2.5,7.25,5.5,27.8,0.0,128.9,44.4483,58.5909
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,all,Private,SSS,SSS1,SSS1,83.5,1.5,2.0,1.5,29.8,0.25,55.6667,41.75,55.6667
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,all,Public,JSS,JSS1,JSS1,304.0,4.0,6.0,4.5,28.8,0.0,76.0,50.6667,67.5556
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,999.0,8.0,22.0,16.0,27.8,0.0,124.875,45.4091,62.4375
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,all,Public,SSS,SSS1,SSS1,182.0,4.0,4.0,3.0,29.8,0.25,45.5,45.5,60.6667
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,disabled,Private,JSS,JSS1,JSS1,2.5,0.75,0.25,0.25,14.4,0.0,3.3333,10.0,10.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.25,1.25,0.25,0.25,13.9,0.0,7.4,37.0,37.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,14.9,0.0,2.0,6.0,6.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,disabled,Public,JSS,JSS1,JSS1,6.25,2.0,0.25,0.25,14.4,0.0,3.125,25.0,25.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,33.5,4.0,0.75,0.5,13.9,0.0,8.375,44.6667,67.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,disabled,Public,SSS,SSS1,SSS1,2.75,2.0,0.25,0.25,14.9,0.0,1.375,11.0,11.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,all,Private,JSS,JSS1,JSS1,105.0,1.5,2.25,1.75,28.8,0.0,70.0,46.6667,60.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,313.25,2.5,7.0,5.25,27.8,0.0,125.3,44.75,59.6667
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,all,Private,SSS,SSS1,SSS1,94.25,1.5,2.25,1.75,29.8,0.25,62.8333,41.8889,53.8571
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,all,Public,JSS,JSS1,JSS1,272.25,4.0,5.25,4.0,28.8,0.0,68.0625,51.8571,68.0625
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,1061.0,8.0,23.5,17.25,27.8,0.0,132.625,45.1489,61.5072
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,all,Public,SSS,SSS1,SSS1,208.25,4.0,4.5,3.25,29.8,0.25,52.0625,46.2778,64.0769
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,disabled,Private,JSS,JSS1,JSS1,2.25,0.75,0.25,0.25,14.4,0.0,3.0,9.0,9.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.75,1.25,0.25,0.25,13.9,0.0,7.0,35.0,35.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,14.9,0.0,2.0,6.0,6.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,disabled,Public,JSS,JSS1,JSS1,5.5,2.0,0.25,0.25,14.4,0.0,2.75,22.0,22.0
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,35.25,4.0,0.75,0.5,13.9,0.0,8.8125,47.0,70.5
2020/2021,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,disabled,Public,SSS,SSS1,SSS1,3.5,2.0,0.25,0.25,14.9,0.0,1.75,14.0,14.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,all,Private,JSS,JSS1,JSS1,96.75,1.0,2.0,1.5,28.8,0.0,96.75,48.375,64.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,383.5,3.0,8.5,6.25,27.8,0.0,127.8333,45.1176,61.36
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,all,Private,SSS,SSS1,SSS1,89.25,1.5,2.0,1.5,29.8,0.25,59.5,44.625,59.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,all,Public,JSS,JSS1,JSS1,296.75,3.5,5.75,4.25,28.8,0.0,84.7857,51.6087,69.8235
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,872.0,6.0,19.5,14.25,27.8,0.0,145.3333,44.7179,61.193
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,all,Public,SSS,SSS1,SSS1,165.5,3.5,3.5,2.75,29.8,0.25,47.2857,47.2857,60.1818
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,disabled,Private,JSS,JSS1,JSS1,2.5,0.5,0.25,0.25,14.4,0.0,5.0,10.0,10.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,10.25,1.5,0.25,0.25,13.9,0.0,6.8333,41.0,41.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,14.9,0.0,2.0,6.0,6.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,disabled,Public,JSS,JSS1,JSS1,6.75,1.75,0.25,0.25,14.4,0.0,3.8571,27.0,27.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,29.75,3.0,0.75,0.5,13.9,0.0,9.9167,39.6667,59.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.25,14.9,0.0,1.5714,11.0,11.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,all,Private,JSS,JSS1,JSS1,81.5,1.0,1.75,1.25,28.8,0.0,81.5,46.5714,65.2
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,411.0,3.0,9.0,6.75,27.8,0.0,137.0,45.6667,60.8889
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,all,Private,SSS,SSS1,SSS1,90.75,1.5,2.0,1.5,29.8,0.25,60.5,45.375,60.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,all,Public,JSS,JSS1,JSS1,256.75,3.5,5.0,3.75,28.8,0.0,73.3571,51.35,68.4667
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,833.75,6.0,18.5,13.5,27.8,0.0,138.9583,45.0676,61.7593
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,all,Public,SSS,SSS1,SSS1,180.75,3.5,4.0,3.0,29.8,0.25,51.6429,45.1875,60.25
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,disabled,Private,JSS,JSS1,JSS1,1.75,0.5,0.25,0.25,14.4,0.0,3.5,7.0,7.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,11.25,1.5,0.25,0.25,13.9,0.0,7.5,45.0,45.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,14.9,0.0,2.0,6.0,6.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,disabled,Public,JSS,JSS1,JSS1,5.5,1.75,0.25,0.25,14.4,0.0,3.1429,22.0,22.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,28.5,3.0,0.75,0.5,13.9,0.0,9.5,38.0,57.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,disabled,Public,SSS,SSS1,SSS1,3.0,1.75,0.25,0.25,14.9,0.0,1.7143,12.0,12.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,all,Private,JSS,JSS1,JSS1,96.75,1.0,2.0,1.5,28.8,0.0,96.75,48.375,64.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,383.5,3.0,8.5,6.25,27.8,0.0,127.8333,45.1176,61.36
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,all,Private,SSS,SSS1,SSS1,89.25,1.5,2.0,1.5,29.8,0.25,59.5,44.625,59.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,all,Public,JSS,JSS1,JSS1,296.75,3.5,5.75,4.25,28.8,0.0,84.7857,51.6087,69.8235
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,872.0,6.0,19.5,14.25,27.8,0.0,145.3333,44.7179,61.193
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,all,Public,SSS,SSS1,SSS1,165.5,3.5,3.5,2.75,29.8,0.25,47.2857,47.2857,60.1818
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,disabled,Private,JSS,JSS1,JSS1,2.5,0.5,0.25,0.25,14.4,0.0,5.0,10.0,10.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,10.25,1.5,0.25,0.25,13.9,0.0,6.8333,41.0,41.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,14.9,0.0,2.0,6.0,6.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,disabled,Public,JSS,JSS1,JSS1,6.75,1.75,0.25,0.25,14.4,0.0,3.8571,27.0,27.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,29.75,3.0,0.75,0.5,13.9,0.0,9.9167,39.6667,59.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.25,14.9,0.0,1.5714,11.0,11.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,all,Private,JSS,JSS1,JSS1,81.5,1.0,1.75,1.25,28.8,0.0,81.5,46.5714,65.2
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,411.0,3.0,9.0,6.75,27.8,0.0,137.0,45.6667,60.8889
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,all,Private,SSS,SSS1,SSS1,90.75,1.5,2.0,1.5,29.8,0.25,60.5,45.375,60.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,all,Public,JSS,JSS1,JSS1,256.75,3.5,5.0,3.75,28.8,0.0,73.3571,51.35,68.4667
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,833.75,6.0,18.5,13.5,27.8,0.0,138.9583,45.0676,61.7593
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,all,Public,SSS,SSS1,SSS1,180.75,3.5,4.0,3.0,29.8,0.25,51.6429,45.1875,60.25
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,disabled,Private,JSS,JSS1,JSS1,1.75,0.5,0.25,0.25,14.4,0.0,3.5,7.0,7.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,11.25,1.5,0.25,0.25,13.9,0.0,7.5,45.0,45.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,14.9,0.0,2.0,6.0,6.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,disabled,Public,JSS,JSS1,JSS1,5.5,1.75,0.25,0.25,14.4,0.0,3.1429,22.0,22.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,28.5,3.0,0.75,0.5,13.9,0.0,9.5,38.0,57.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,disabled,Public,SSS,SSS1,SSS1,3.0,1.75,0.25,0.25,14.9,0.0,1.7143,12.0,12.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,all,Private,JSS,JSS1,JSS1,96.75,1.0,2.0,1.5,28.8,0.0,96.75,48.375,64.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,383.5,3.0,8.5,6.25,27.8,0.0,127.8333,45.1176,61.36
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,all,Private,SSS,SSS1,SSS1,89.25,1.5,2.0,1.5,29.8,0.25,59.5,44.625,59.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,all,Public,JSS,JSS1,JSS1,296.75,3.5,5.75,4.25,28.8,0.0,84.7857,51.6087,69.8235
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,872.0,6.0,19.5,14.25,27.8,0.0,145.3333,44.7179,61.193
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,all,Public,SSS,SSS1,SSS1,165.5,3.5,3.5,2.75,29.8,0.25,47.2857,47.2857,60.1818
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,disabled,Private,JSS,JSS1,JSS1,2.5,0.5,0.25,0.25,14.4,0.0,5.0,10.0,10.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,10.25,1.5,0.25,0.25,13.9,0.0,6.8333,41.0,41.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,14.9,0.0,2.0,6.0,6.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,disabled,Public,JSS,JSS1,JSS1,6.75,1.75,0.25,0.25,14.4,0.0,3.8571,27.0,27.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,29.75,3.0,0.75,0.5,13.9,0.0,9.9167,39.6667,59.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.25,14.9,0.0,1.5714,11.0,11.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,all,Private,JSS,JSS1,JSS1,81.5,1.0,1.75,1.25,28.8,0.0,81.5,46.5714,65.2
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,411.0,3.0,9.0,6.75,27.8,0.0,137.0,45.6667,60.8889
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,all,Private,SSS,SSS1,SSS1,90.75,1.5,2.0,1.5,29.8,0.25,60.5,45.375,60.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,all,Public,JSS,JSS1,JSS1,256.75,3.5,5.0,3.75,28.8,0.0,73.3571,51.35,68.4667
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,833.75,6.0,18.5,13.5,27.8,0.0,138.9583,45.0676,61.7593
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,all,Public,SSS,SSS1,SSS1,180.75,3.5,4.0,3.0,29.8,0.25,51.6429,45.1875,60.25
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,disabled,Private,JSS,JSS1,JSS1,1.75,0.5,0.25,0.25,14.4,0.0,3.5,7.0,7.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,11.25,1.5,0.25,0.25,13.9,0.0,7.5,45.0,45.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.25,14.9,0.0,2.0,6.0,6.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,disabled,Public,JSS,JSS1,JSS1,5.5,1.75,0.25,0.25,14.4,0.0,3.1429,22.0,22.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,28.5,3.0,0.75,0.5,13.9,0.0,9.5,38.0,57.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,disabled,Public,SSS,SSS1,SSS1,3.0,1.75,0.25,0.25,14.9,0.0,1.7143,12.0,12.0
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Unity College, Port Harcourt",Female,all,Private,JSS,JSS1,JSS1,96.75,1.0,2.0,1.5,28.8,0.0,96.75,48.375,64.5
2020/2021,South South,Rivers,Port-Harcourt,Elekahia,"Unity College, Port Harcourt",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,383.5,3.0,8.5,6.25,27.8,0.0,127.8333,45.1176,61.36
