session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Female,all,Private,SSS,SSS1,SSS1,39.25,1.0,1.0,0.75,28.45,0.25,39.25,39.25,52.3333,0.29,0.4,0.14,0.53,0.38,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Female,all,Public,JSS,JSS1,JSS1,176.75,2.5,3.25,2.25,27.45,0.0,70.7,54.3846,78.5556,0.81,0.81,0.27,1.27,0.9,0.87
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,541.75,4.5,11.25,7.25,26.45,0.0,120.3889,48.1556,74.7241,4.04,1.01,0.49,2.37,1.67,1.64
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Female,all,Public,SSS,SSS1,SSS1,109.75,2.0,2.25,1.5,28.45,0.25,54.875,48.7778,73.1667,0.57,0.79,0.23,1.04,0.74,0.72
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.25,0.25,0.25,13.725,0.0,6.0,6.0,6.0,0.24,0.1,0.19,0.15,0.1,0.09
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.25,0.75,0.25,0.25,13.225,0.0,5.6667,17.0,17.0,0.14,0.15,0.22,0.33,0.21,0.21
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,14.225,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.31,0.2,0.19
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Female,disabled,Public,JSS,JSS1,JSS1,5.0,1.25,0.25,0.25,13.725,0.0,4.0,20.0,20.0,0.12,0.36,0.31,0.52,0.34,0.33
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,16.25,2.25,0.25,0.25,13.225,0.0,7.2222,65.0,65.0,0.05,0.35,0.21,0.71,0.45,0.45
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.0,0.25,0.25,14.225,0.0,2.75,11.0,11.0,0.21,0.39,0.43,0.54,0.36,0.35
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,all,Private,JSS,JSS1,JSS1,43.0,0.5,1.0,0.75,27.45,0.0,86.0,43.0,57.3333,0.27,0.16,0.06,0.26,0.18,0.18
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,136.75,1.5,3.0,2.0,26.45,0.0,91.1667,45.5833,68.375,0.99,0.34,0.17,0.78,0.55,0.54
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,all,Private,SSS,SSS1,SSS1,43.0,1.0,1.0,0.75,28.45,0.25,43.0,43.0,57.3333,0.27,0.4,0.13,0.53,0.38,0.36
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,all,Public,JSS,JSS1,JSS1,153.5,2.5,3.0,2.0,27.45,0.0,61.4,51.1667,76.75,0.75,0.81,0.27,1.27,0.9,0.87
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,525.0,4.5,11.0,7.25,26.45,0.0,116.6667,47.7273,72.4138,3.92,1.01,0.49,2.37,1.67,1.63
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,all,Public,SSS,SSS1,SSS1,109.5,2.0,2.25,1.5,28.45,0.25,54.75,48.6667,73.0,0.57,0.79,0.23,1.04,0.74,0.72
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.25,0.25,0.25,13.725,0.0,6.0,6.0,6.0,0.24,0.1,0.19,0.15,0.1,0.09
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,3.75,0.75,0.25,0.25,13.225,0.0,5.0,15.0,15.0,0.16,0.15,0.24,0.35,0.22,0.22
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,14.225,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.31,0.2,0.19
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,disabled,Public,JSS,JSS1,JSS1,4.5,1.25,0.25,0.25,13.725,0.0,3.6,18.0,18.0,0.13,0.36,0.34,0.54,0.35,0.34
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,15.75,2.25,0.25,0.25,13.225,0.0,7.0,63.0,63.0,0.05,0.35,0.21,0.71,0.45,0.45
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Unity College, Kolokuma/Opokuma",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,14.225,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.59,0.39,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,all,Private,JSS,JSS1,JSS1,53.0,0.5,1.25,1.0,27.45,0.0,106.0,42.4,53.0,0.36,0.16,0.07,0.26,0.18,0.18
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,169.0,1.5,3.75,2.5,26.45,0.0,112.6667,45.0667,67.6,1.39,0.34,0.17,0.8,0.56,0.55
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,all,Private,SSS,SSS1,SSS1,39.25,1.0,1.0,0.75,28.45,0.25,39.25,39.25,52.3333,0.29,0.4,0.14,0.53,0.38,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,all,Public,JSS,JSS1,JSS1,152.25,2.0,3.0,2.0,27.45,0.0,76.125,50.75,76.125,0.83,0.65,0.22,1.03,0.73,0.71
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,440.0,4.0,9.25,6.0,26.45,0.0,110.0,47.5676,73.3333,3.21,0.89,0.44,2.09,1.48,1.44
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,all,Public,SSS,SSS1,SSS1,95.25,2.0,2.0,1.5,28.45,0.25,47.625,47.625,63.5,0.51,0.79,0.24,1.04,0.74,0.72
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,disabled,Private,JSS,JSS1,JSS1,1.0,0.25,0.25,0.25,13.725,0.0,4.0,4.0,4.0,0.24,0.1,0.21,0.15,0.1,0.09
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.25,0.75,0.25,0.25,13.225,0.0,5.6667,17.0,17.0,0.14,0.15,0.22,0.33,0.21,0.21
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,14.225,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.31,0.2,0.19
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,disabled,Public,JSS,JSS1,JSS1,3.75,1.0,0.25,0.25,13.725,0.0,3.75,15.0,15.0,0.16,0.3,0.32,0.47,0.3,0.3
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,12.75,2.0,0.25,0.25,13.225,0.0,6.375,51.0,51.0,0.06,0.32,0.22,0.65,0.42,0.41
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Female,disabled,Public,SSS,SSS1,SSS1,1.5,1.0,0.25,0.25,14.225,0.0,1.5,6.0,6.0,0.24,0.46,0.78,0.61,0.4,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,all,Private,JSS,JSS1,JSS1,47.0,0.5,1.0,0.75,27.45,0.0,94.0,47.0,62.6667,0.26,0.16,0.06,0.25,0.18,0.18
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,156.75,1.5,3.5,2.25,26.45,0.0,104.5,44.7857,69.6667,1.26,0.34,0.17,0.79,0.56,0.55
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,all,Private,SSS,SSS1,SSS1,40.75,1.0,1.0,0.75,28.45,0.25,40.75,40.75,54.3333,0.28,0.4,0.13,0.53,0.38,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,all,Public,JSS,JSS1,JSS1,131.0,2.0,2.5,1.75,27.45,0.0,65.5,52.4,74.8571,0.63,0.65,0.22,1.01,0.72,0.7
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,465.0,4.0,9.75,6.25,26.45,0.0,116.25,47.6923,74.4,3.47,0.89,0.43,2.1,1.48,1.45
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,all,Public,SSS,SSS1,SSS1,98.0,2.0,2.25,1.5,28.45,0.25,49.0,43.5556,65.3333,0.62,0.79,0.24,1.05,0.75,0.73
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,disabled,Private,JSS,JSS1,JSS1,1.0,0.25,0.25,0.25,13.725,0.0,4.0,4.0,4.0,0.24,0.1,0.21,0.15,0.1,0.09
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.25,0.75,0.25,0.25,13.225,0.0,5.6667,17.0,17.0,0.14,0.15,0.22,0.33,0.21,0.21
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,14.225,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.31,0.2,0.19
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,disabled,Public,JSS,JSS1,JSS1,3.5,1.0,0.25,0.25,13.725,0.0,3.5,14.0,14.0,0.17,0.3,0.35,0.48,0.31,0.3
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,13.0,2.0,0.25,0.25,13.225,0.0,6.5,52.0,52.0,0.06,0.32,0.22,0.65,0.42,0.41
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Community Secondary School, Kaiama",Male,disabled,Public,SSS,SSS1,SSS1,1.75,1.0,0.25,0.25,14.225,0.0,1.75,7.0,7.0,0.24,0.43,0.67,0.6,0.4,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,all,Private,JSS,JSS1,JSS1,53.0,0.5,1.25,1.0,27.45,0.0,106.0,42.4,53.0,0.36,0.16,0.07,0.26,0.18,0.18
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,169.0,1.5,3.75,2.5,26.45,0.0,112.6667,45.0667,67.6,1.39,0.34,0.17,0.8,0.56,0.55
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,all,Private,SSS,SSS1,SSS1,39.25,1.0,1.0,0.75,28.45,0.25,39.25,39.25,52.3333,0.29,0.4,0.14,0.53,0.38,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,all,Public,JSS,JSS1,JSS1,152.25,2.0,3.0,2.0,27.45,0.0,76.125,50.75,76.125,0.83,0.65,0.22,1.03,0.73,0.71
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,440.0,4.0,9.25,6.0,26.45,0.0,110.0,47.5676,73.3333,3.21,0.89,0.44,2.09,1.48,1.44
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,all,Public,SSS,SSS1,SSS1,95.25,2.0,2.0,1.5,28.45,0.25,47.625,47.625,63.5,0.51,0.79,0.24,1.04,0.74,0.72
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,disabled,Private,JSS,JSS1,JSS1,1.0,0.25,0.25,0.25,13.725,0.0,4.0,4.0,4.0,0.24,0.1,0.21,0.15,0.1,0.09
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.25,0.75,0.25,0.25,13.225,0.0,5.6667,17.0,17.0,0.14,0.15,0.22,0.33,0.21,0.21
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,14.225,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.31,0.2,0.19
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,disabled,Public,JSS,JSS1,JSS1,3.75,1.0,0.25,0.25,13.725,0.0,3.75,15.0,15.0,0.16,0.3,0.32,0.47,0.3,0.3
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,12.75,2.0,0.25,0.25,13.225,0.0,6.375,51.0,51.0,0.06,0.32,0.22,0.65,0.42,0.41
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Female,disabled,Public,SSS,SSS1,SSS1,1.5,1.0,0.25,0.25,14.225,0.0,1.5,6.0,6.0,0.24,0.46,0.78,0.61,0.4,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,all,Private,JSS,JSS1,JSS1,47.0,0.5,1.0,0.75,27.45,0.0,94.0,47.0,62.6667,0.26,0.16,0.06,0.25,0.18,0.18
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,156.75,1.5,3.5,2.25,26.45,0.0,104.5,44.7857,69.6667,1.26,0.34,0.17,0.79,0.56,0.55
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,all,Private,SSS,SSS1,SSS1,40.75,1.0,1.0,0.75,28.45,0.25,40.75,40.75,54.3333,0.28,0.4,0.13,0.53,0.38,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,all,Public,JSS,JSS1,JSS1,131.0,2.0,2.5,1.75,27.45,0.0,65.5,52.4,74.8571,0.63,0.65,0.22,1.01,0.72,0.7
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,465.0,4.0,9.75,6.25,26.45,0.0,116.25,47.6923,74.4,3.47,0.89,0.43,2.1,1.48,1.45
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,all,Public,SSS,SSS1,SSS1,98.0,2.0,2.25,1.5,28.45,0.25,49.0,43.5556,65.3333,0.62,0.79,0.24,1.05,0.75,0.73
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,disabled,Private,JSS,JSS1,JSS1,1.0,0.25,0.25,0.25,13.725,0.0,4.0,4.0,4.0,0.24,0.1,0.21,0.15,0.1,0.09
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.25,0.75,0.25,0.25,13.225,0.0,5.6667,17.0,17.0,0.14,0.15,0.22,0.33,0.21,0.21
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,14.225,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.31,0.2,0.19
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,disabled,Public,JSS,JSS1,JSS1,3.5,1.0,0.25,0.25,13.725,0.0,3.5,14.0,14.0,0.17,0.3,0.35,0.48,0.31,0.3
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,13.0,2.0,0.25,0.25,13.225,0.0,6.5,52.0,52.0,0.06,0.32,0.22,0.65,0.42,0.41
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Comprehensive High School, Kaiama",Male,disabled,Public,SSS,SSS1,SSS1,1.75,1.0,0.25,0.25,14.225,0.0,1.75,7.0,7.0,0.24,0.43,0.67,0.6,0.4,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,all,Private,JSS,JSS1,JSS1,53.0,0.5,1.25,1.0,27.45,0.0,106.0,42.4,53.0,0.36,0.16,0.07,0.26,0.18,0.18
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,169.0,1.5,3.75,2.5,26.45,0.0,112.6667,45.0667,67.6,1.39,0.34,0.17,0.8,0.56,0.55
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,all,Private,SSS,SSS1,SSS1,39.25,1.0,1.0,0.75,28.45,0.25,39.25,39.25,52.3333,0.29,0.4,0.14,0.53,0.38,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,all,Public,JSS,JSS1,JSS1,152.25,2.0,3.0,2.0,27.45,0.0,76.125,50.75,76.125,0.83,0.65,0.22,1.03,0.73,0.71
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,440.0,4.0,9.25,6.0,26.45,0.0,110.0,47.5676,73.3333,3.21,0.89,0.44,2.09,1.48,1.44
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,all,Public,SSS,SSS1,SSS1,95.25,2.0,2.0,1.5,28.45,0.25,47.625,47.625,63.5,0.51,0.79,0.24,1.04,0.74,0.72
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,disabled,Private,JSS,JSS1,JSS1,1.0,0.25,0.25,0.25,13.725,0.0,4.0,4.0,4.0,0.24,0.1,0.21,0.15,0.1,0.09
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.25,0.75,0.25,0.25,13.225,0.0,5.6667,17.0,17.0,0.14,0.15,0.22,0.33,0.21,0.21
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,14.225,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.31,0.2,0.19
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,disabled,Public,JSS,JSS1,JSS1,3.75,1.0,0.25,0.25,13.725,0.0,3.75,15.0,15.0,0.16,0.3,0.32,0.47,0.3,0.3
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,12.75,2.0,0.25,0.25,13.225,0.0,6.375,51.0,51.0,0.06,0.32,0.22,0.65,0.42,0.41
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Female,disabled,Public,SSS,SSS1,SSS1,1.5,1.0,0.25,0.25,14.225,0.0,1.5,6.0,6.0,0.24,0.46,0.78,0.61,0.4,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,all,Private,JSS,JSS1,JSS1,47.0,0.5,1.0,0.75,27.45,0.0,94.0,47.0,62.6667,0.26,0.16,0.06,0.25,0.18,0.18
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,156.75,1.5,3.5,2.25,26.45,0.0,104.5,44.7857,69.6667,1.26,0.34,0.17,0.79,0.56,0.55
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,all,Private,SSS,SSS1,SSS1,40.75,1.0,1.0,0.75,28.45,0.25,40.75,40.75,54.3333,0.28,0.4,0.13,0.53,0.38,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,all,Public,JSS,JSS1,JSS1,131.0,2.0,2.5,1.75,27.45,0.0,65.5,52.4,74.8571,0.63,0.65,0.22,1.01,0.72,0.7
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,465.0,4.0,9.75,6.25,26.45,0.0,116.25,47.6923,74.4,3.47,0.89,0.43,2.1,1.48,1.45
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,all,Public,SSS,SSS1,SSS1,98.0,2.0,2.25,1.5,28.45,0.25,49.0,43.5556,65.3333,0.62,0.79,0.24,1.05,0.75,0.73
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,disabled,Private,JSS,JSS1,JSS1,1.0,0.25,0.25,0.25,13.725,0.0,4.0,4.0,4.0,0.24,0.1,0.21,0.15,0.1,0.09
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.25,0.75,0.25,0.25,13.225,0.0,5.6667,17.0,17.0,0.14,0.15,0.22,0.33,0.21,0.21
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,14.225,0.0,1.0,2.0,2.0,0.24,0.23,0.42,0.31,0.2,0.19
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,disabled,Public,JSS,JSS1,JSS1,3.5,1.0,0.25,0.25,13.725,0.0,3.5,14.0,14.0,0.17,0.3,0.35,0.48,0.31,0.3
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,13.0,2.0,0.25,0.25,13.225,0.0,6.5,52.0,52.0,0.06,0.32,0.22,0.65,0.42,0.41
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Government Secondary School, Kaiama",Male,disabled,Public,SSS,SSS1,SSS1,1.75,1.0,0.25,0.25,14.225,0.0,1.75,7.0,7.0,0.24,0.43,0.67,0.6,0.4,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Unity College, Kolokuma/Opokuma",Female,all,Private,JSS,JSS1,JSS1,53.0,0.5,1.25,1.0,27.45,0.0,106.0,42.4,53.0,0.36,0.16,0.07,0.26,0.18,0.18
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Unity College, Kolokuma/Opokuma",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,169.0,1.5,3.75,2.5,26.45,0.0,112.6667,45.0667,67.6,1.39,0.34,0.17,0.8,0.56,0.55
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Unity College, Kolokuma/Opokuma",Female,all,Private,SSS,SSS1,SSS1,39.25,1.0,1.0,0.75,28.45,0.25,39.25,39.25,52.3333,0.29,0.4,0.14,0.53,0.38,0.37
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Unity College, Kolokuma/Opokuma",Female,all,Public,JSS,JSS1,JSS1,152.25,2.0,3.0,2.0,27.45,0.0,76.125,50.75,76.125,0.83,0.65,0.22,1.03,0.73,0.71
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Unity College, Kolokuma/Opokuma",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,440.0,4.0,9.25,6.0,26.45,0.0,110.0,47.5676,73.3333,3.21,0.89,0.44,2.09,1.48,1.44
2019/2020,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,"Unity College, Kolokuma/Opokuma",Female,all,Public,SSS,SSS1,SSS1,95.25,2.0,2.0,1.5,28.45,0.25,47.625,47.625,63.5,0.51,0.79,0.24,1.04,0.74,0.72
