session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,553.5,5.5,11.5,5.75,38.9,0.0,100.6364,48.1304,96.2609
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Female,all,Public,SSS,SSS1,SSS1,114.25,2.0,2.5,1.0,40.9,0.25,57.125,45.7,114.25
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.0,19.95,0.0,3.0,6.0,0.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.5,0.75,0.25,0.0,19.45,0.0,7.3333,22.0,0.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.0,20.45,0.0,2.0,4.0,0.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Female,disabled,Public,JSS,JSS1,JSS1,3.75,1.25,0.25,0.0,19.95,0.0,3.0,15.0,0.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.75,2.75,0.5,0.25,19.45,0.0,6.8182,37.5,75.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.0,20.45,0.0,2.25,9.0,0.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,all,Private,JSS,JSS1,JSS1,59.5,1.0,1.25,0.5,39.9,0.0,59.5,47.6,119.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,178.5,1.5,3.75,1.75,38.9,0.0,119.0,47.6,102.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,all,Private,SSS,SSS1,SSS1,62.5,1.0,1.5,0.5,40.9,0.25,62.5,41.6667,125.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,all,Public,JSS,JSS1,JSS1,166.75,2.5,3.25,1.5,39.9,0.0,66.7,51.3077,111.1667
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,550.75,5.5,11.5,5.75,38.9,0.0,100.1364,47.8913,95.7826
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,all,Public,SSS,SSS1,SSS1,106.25,2.0,2.25,1.0,40.9,0.25,53.125,47.2222,106.25
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,disabled,Private,JSS,JSS1,JSS1,1.25,0.5,0.25,0.0,19.95,0.0,2.5,5.0,0.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.0,19.45,0.0,7.0,21.0,0.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.0,20.45,0.0,2.0,4.0,0.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,disabled,Public,JSS,JSS1,JSS1,3.5,1.25,0.25,0.0,19.95,0.0,2.8,14.0,0.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,18.5,2.75,0.5,0.25,19.45,0.0,6.7273,37.0,74.0
2020/2021,North East,Taraba,Wukari,Avyi,"Unity College, Wukari",Male,disabled,Public,SSS,SSS1,SSS1,2.0,1.0,0.25,0.0,20.45,0.0,2.0,8.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,all,Private,JSS,JSS1,JSS1,77.25,1.0,1.5,0.5,39.9,0.0,77.25,51.5,154.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,233.25,2.0,5.0,2.25,38.9,0.0,116.625,46.65,103.6667
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,all,Private,SSS,SSS1,SSS1,85.0,1.5,1.75,0.75,40.9,0.25,56.6667,48.5714,113.3333
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,all,Public,JSS,JSS1,JSS1,298.75,4.0,5.5,2.5,39.9,0.0,74.6875,54.3182,119.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,903.5,7.5,18.5,9.0,38.9,0.0,120.4667,48.8378,100.3889
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,all,Public,SSS,SSS1,SSS1,168.75,3.5,3.5,1.5,40.9,0.25,48.2143,48.2143,112.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.0,19.95,0.0,4.0,8.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.0,1.0,0.25,0.0,19.45,0.0,8.0,32.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.0,20.45,0.0,2.0,6.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,disabled,Public,JSS,JSS1,JSS1,7.75,2.0,0.25,0.0,19.95,0.0,3.875,31.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.25,3.75,0.5,0.25,19.45,0.0,6.7333,50.5,101.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.0,20.45,0.0,1.5714,11.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,all,Private,JSS,JSS1,JSS1,73.5,1.0,1.5,0.5,39.9,0.0,73.5,49.0,147.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,240.25,2.0,5.0,2.25,38.9,0.0,120.125,48.05,106.7778
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,all,Private,SSS,SSS1,SSS1,87.25,1.5,2.0,0.75,40.9,0.25,58.1667,43.625,116.3333
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,all,Public,JSS,JSS1,JSS1,290.25,4.0,5.25,2.5,39.9,0.0,72.5625,55.2857,116.1
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,877.25,7.5,18.0,8.75,38.9,0.0,116.9667,48.7361,100.2571
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,all,Public,SSS,SSS1,SSS1,185.25,3.5,3.75,1.75,40.9,0.25,52.9286,49.4,105.8571
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,disabled,Private,JSS,JSS1,JSS1,1.75,0.5,0.25,0.0,19.95,0.0,3.5,7.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.75,1.0,0.25,0.0,19.45,0.0,7.75,31.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.0,20.45,0.0,2.0,6.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,disabled,Public,JSS,JSS1,JSS1,7.25,2.0,0.25,0.0,19.95,0.0,3.625,29.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.75,3.75,0.5,0.25,19.45,0.0,6.6,49.5,99.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Community Secondary School, Bantaje",Male,disabled,Public,SSS,SSS1,SSS1,3.5,1.75,0.25,0.0,20.45,0.0,2.0,14.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,all,Private,JSS,JSS1,JSS1,77.25,1.0,1.5,0.5,39.9,0.0,77.25,51.5,154.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,233.25,2.0,5.0,2.25,38.9,0.0,116.625,46.65,103.6667
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,all,Private,SSS,SSS1,SSS1,85.0,1.5,1.75,0.75,40.9,0.25,56.6667,48.5714,113.3333
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,all,Public,JSS,JSS1,JSS1,298.75,4.0,5.5,2.5,39.9,0.0,74.6875,54.3182,119.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,903.5,7.5,18.5,9.0,38.9,0.0,120.4667,48.8378,100.3889
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,all,Public,SSS,SSS1,SSS1,168.75,3.5,3.5,1.5,40.9,0.25,48.2143,48.2143,112.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.0,19.95,0.0,4.0,8.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.0,1.0,0.25,0.0,19.45,0.0,8.0,32.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.0,20.45,0.0,2.0,6.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,disabled,Public,JSS,JSS1,JSS1,7.75,2.0,0.25,0.0,19.95,0.0,3.875,31.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.25,3.75,0.5,0.25,19.45,0.0,6.7333,50.5,101.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.0,20.45,0.0,1.5714,11.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,all,Private,JSS,JSS1,JSS1,73.5,1.0,1.5,0.5,39.9,0.0,73.5,49.0,147.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,240.25,2.0,5.0,2.25,38.9,0.0,120.125,48.05,106.7778
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,all,Private,SSS,SSS1,SSS1,87.25,1.5,2.0,0.75,40.9,0.25,58.1667,43.625,116.3333
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,all,Public,JSS,JSS1,JSS1,290.25,4.0,5.25,2.5,39.9,0.0,72.5625,55.2857,116.1
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,877.25,7.5,18.0,8.75,38.9,0.0,116.9667,48.7361,100.2571
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,all,Public,SSS,SSS1,SSS1,185.25,3.5,3.75,1.75,40.9,0.25,52.9286,49.4,105.8571
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,disabled,Private,JSS,JSS1,JSS1,1.75,0.5,0.25,0.0,19.95,0.0,3.5,7.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.75,1.0,0.25,0.0,19.45,0.0,7.75,31.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.0,20.45,0.0,2.0,6.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,disabled,Public,JSS,JSS1,JSS1,7.25,2.0,0.25,0.0,19.95,0.0,3.625,29.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.75,3.75,0.5,0.25,19.45,0.0,6.6,49.5,99.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Comprehensive High School, Bantaje",Male,disabled,Public,SSS,SSS1,SSS1,3.5,1.75,0.25,0.0,20.45,0.0,2.0,14.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,all,Private,JSS,JSS1,JSS1,77.25,1.0,1.5,0.5,39.9,0.0,77.25,51.5,154.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,233.25,2.0,5.0,2.25,38.9,0.0,116.625,46.65,103.6667
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,all,Private,SSS,SSS1,SSS1,85.0,1.5,1.75,0.75,40.9,0.25,56.6667,48.5714,113.3333
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,all,Public,JSS,JSS1,JSS1,298.75,4.0,5.5,2.5,39.9,0.0,74.6875,54.3182,119.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,903.5,7.5,18.5,9.0,38.9,0.0,120.4667,48.8378,100.3889
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,all,Public,SSS,SSS1,SSS1,168.75,3.5,3.5,1.5,40.9,0.25,48.2143,48.2143,112.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.0,19.95,0.0,4.0,8.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.0,1.0,0.25,0.0,19.45,0.0,8.0,32.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.0,20.45,0.0,2.0,6.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,disabled,Public,JSS,JSS1,JSS1,7.75,2.0,0.25,0.0,19.95,0.0,3.875,31.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.25,3.75,0.5,0.25,19.45,0.0,6.7333,50.5,101.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.0,20.45,0.0,1.5714,11.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,all,Private,JSS,JSS1,JSS1,73.5,1.0,1.5,0.5,39.9,0.0,73.5,49.0,147.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,240.25,2.0,5.0,2.25,38.9,0.0,120.125,48.05,106.7778
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,all,Private,SSS,SSS1,SSS1,87.25,1.5,2.0,0.75,40.9,0.25,58.1667,43.625,116.3333
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,all,Public,JSS,JSS1,JSS1,290.25,4.0,5.25,2.5,39.9,0.0,72.5625,55.2857,116.1
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,877.25,7.5,18.0,8.75,38.9,0.0,116.9667,48.7361,100.2571
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,all,Public,SSS,SSS1,SSS1,185.25,3.5,3.75,1.75,40.9,0.25,52.9286,49.4,105.8571
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,disabled,Private,JSS,JSS1,JSS1,1.75,0.5,0.25,0.0,19.95,0.0,3.5,7.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.75,1.0,0.25,0.0,19.45,0.0,7.75,31.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.0,20.45,0.0,2.0,6.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,disabled,Public,JSS,JSS1,JSS1,7.25,2.0,0.25,0.0,19.95,0.0,3.625,29.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.75,3.75,0.5,0.25,19.45,0.0,6.6,49.5,99.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Government Secondary School, Bantaje",Male,disabled,Public,SSS,SSS1,SSS1,3.5,1.75,0.25,0.0,20.45,0.0,2.0,14.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,all,Private,JSS,JSS1,JSS1,77.25,1.0,1.5,0.5,39.9,0.0,77.25,51.5,154.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,233.25,2.0,5.0,2.25,38.9,0.0,116.625,46.65,103.6667
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,all,Private,SSS,SSS1,SSS1,85.0,1.5,1.75,0.75,40.9,0.25,56.6667,48.5714,113.3333
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,all,Public,JSS,JSS1,JSS1,298.75,4.0,5.5,2.5,39.9,0.0,74.6875,54.3182,119.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,903.5,7.5,18.5,9.0,38.9,0.0,120.4667,48.8378,100.3889
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,all,Public,SSS,SSS1,SSS1,168.75,3.5,3.5,1.5,40.9,0.25,48.2143,48.2143,112.5
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.0,19.95,0.0,4.0,8.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,8.0,1.0,0.25,0.0,19.45,0.0,8.0,32.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.0,20.45,0.0,2.0,6.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,disabled,Public,JSS,JSS1,JSS1,7.75,2.0,0.25,0.0,19.95,0.0,3.875,31.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,25.25,3.75,0.5,0.25,19.45,0.0,6.7333,50.5,101.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Female,disabled,Public,SSS,SSS1,SSS1,2.75,1.75,0.25,0.0,20.45,0.0,1.5714,11.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,all,Private,JSS,JSS1,JSS1,73.5,1.0,1.5,0.5,39.9,0.0,73.5,49.0,147.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,240.25,2.0,5.0,2.25,38.9,0.0,120.125,48.05,106.7778
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,all,Private,SSS,SSS1,SSS1,87.25,1.5,2.0,0.75,40.9,0.25,58.1667,43.625,116.3333
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,all,Public,JSS,JSS1,JSS1,290.25,4.0,5.25,2.5,39.9,0.0,72.5625,55.2857,116.1
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,877.25,7.5,18.0,8.75,38.9,0.0,116.9667,48.7361,100.2571
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,all,Public,SSS,SSS1,SSS1,185.25,3.5,3.75,1.75,40.9,0.25,52.9286,49.4,105.8571
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,disabled,Private,JSS,JSS1,JSS1,1.75,0.5,0.25,0.0,19.95,0.0,3.5,7.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.75,1.0,0.25,0.0,19.45,0.0,7.75,31.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.75,0.25,0.0,20.45,0.0,2.0,6.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,disabled,Public,JSS,JSS1,JSS1,7.25,2.0,0.25,0.0,19.95,0.0,3.625,29.0,0.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,24.75,3.75,0.5,0.25,19.45,0.0,6.6,49.5,99.0
2020/2021,North East,Taraba,Wukari,Bantaje,"Unity College, Wukari",Male,disabled,Public,SSS,SSS1,SSS1,3.5,1.75,0.25,0.0,20.45,0.0,2.0,14.0,0.0
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,all,Private,JSS,JSS1,JSS1,116.0,1.5,2.25,1.25,41.4,0.0,77.3333,51.5556,92.8
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,276.25,2.0,5.5,3.0,40.4,0.0,138.125,50.2273,92.0833
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,all,Private,SSS,SSS1,SSS1,95.25,1.5,2.0,1.25,42.4,0.25,63.5,47.625,76.2
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,all,Public,JSS,JSS1,JSS1,335.0,5.0,6.0,3.25,41.4,0.0,67.0,55.8333,103.0769
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,1061.0,9.0,21.25,11.0,40.4,0.0,117.8889,49.9294,96.4545
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,all,Public,SSS,SSS1,SSS1,207.75,4.0,4.0,2.25,42.4,0.25,51.9375,51.9375,92.3333
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,disabled,Private,JSS,JSS1,JSS1,3.5,0.75,0.25,0.25,20.7,0.0,4.6667,14.0,14.0
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,9.0,1.0,0.25,0.25,20.2,0.0,9.0,36.0,36.0
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,21.2,0.0,2.3333,7.0,7.0
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,disabled,Public,JSS,JSS1,JSS1,8.5,2.5,0.25,0.25,20.7,0.0,3.4,34.0,34.0
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,33.25,4.5,0.75,0.5,20.2,0.0,7.3889,44.3333,66.5
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Female,disabled,Public,SSS,SSS1,SSS1,4.0,2.0,0.25,0.25,21.2,0.0,2.0,16.0,16.0
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,Private,JSS,JSS1,JSS1,115.5,1.5,2.25,1.25,41.4,0.0,77.0,51.3333,92.4
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,272.0,2.0,5.5,3.0,40.4,0.0,136.0,49.4545,90.6667
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,Private,SSS,SSS1,SSS1,98.5,1.5,2.0,1.25,42.4,0.25,65.6667,49.25,78.8
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,Public,JSS,JSS1,JSS1,299.5,5.0,5.25,2.75,41.4,0.0,59.9,57.0476,108.9091
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,1079.5,9.0,21.5,11.25,40.4,0.0,119.9444,50.2093,95.9556
2021/2022,North East,Taraba,Ardo-Kola,Alim-Gora,"Community Secondary School, Alim-Gora",Male,all,Public,SSS,SSS1,SSS1,218.25,4.0,4.25,2.25,42.4,0.25,54.5625,51.3529,97.0
