school_key,school,ward_key,ward,lga_key,lga,state_key,state,zone,ownership,school_level
jigawa-birniwa-karanka-beguwa-primqry-school,Beguwa Primqry School,jigawa-birniwa-karanka,Karanka,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-karanka-dannu-nomadic-primary-school-dannu,"Dannu Nomadic Primary School, Dannu",jigawa-birniwa-karanka,Karanka,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-karanka-goruba-primary-school-goruba,"Goruba Primary School, Goruba",jigawa-birniwa-karanka,Karanka,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-karanka-junior-secondary-school-karanka,"Junior Secondary School, Karanka",jigawa-birniwa-karanka,Karanka,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Secondary
jigawa-birniwa-karanka-kandawa-pri-school,Kandawa Pri School,jigawa-birniwa-karanka,Karanka,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-karanka-kubuna-primary-school-kubuna,"Kubuna Primary School, Kubuna",jigawa-birniwa-karanka,Karanka,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-karanka-maiso-nomadic-pri-ary-school,"Maiso Nomadic Pri,Ary School",jigawa-birniwa-karanka,Karanka,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-karanka-raumin-rafa-primary-school,Raumin Rafa Primary School,jigawa-birniwa-karanka,Karanka,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-karanka-shuti-nomadic-primary-school,Shuti Nomadic Primary School,jigawa-birniwa-karanka,Karanka,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-karanka-zaini-islamiyyah-primary-school,Zaini Islamiyyah Primary School,jigawa-birniwa-karanka,Karanka,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-kazura-bulachandi-pri-school,Bulachandi Pri School,jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-kazura-daramowa,Daramowa,jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-kazura-haberi-nom-not-regprimary-school-haberi-gamburwa,"Haberi Nom Not Regprimary School, Haberi Gamburwa",jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-kazura-junior-secondary-school-dagil-fanni,Junior Secondary School Dagil Fanni,jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Secondary
jigawa-birniwa-kazura-junior-secondary-school-kazura,"Junior Secondary School, Kazura",jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Secondary
jigawa-birniwa-kazura-kandil-wuriwa-primary-school-kandil-wurma,"Kandil Wuriwa Primary School, Kandil Wurma",jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-kazura-kazura-primary-school-kazura,"Kazura Primary School, Kazura",jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-kazura-kuka-inkiwa-primary-school-kuka-inkiwa,"Kuka Inkiwa Primary School, Kuka Inkiwa",jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-kazura-malindi-primary-school,Malindi Primary School,jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-kazura-rqkumin-ari-primary-school,Rqkumin Ari Primary School,jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-kazura-zangayan-primary-school,Zangayan Primary School,jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-machinamari-adamari-primary-school-adamari,"Adamari Primary School, Adamari",jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-machinamari-burseli-primary-school,Burseli Primary School,jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-machinamari-busugu-abande-primary-school-busugu,"Busugu Abande Primary School, Busugu",jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-machinamari-daudari-nomadic-primary-school-daudari,"Daudari Nomadic Primary School, Daudari",jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-machinamari-haushin-dole-primary-school-haushin-dole,"Haushin Dole Primary School, Haushin Dole",jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-machinamari-junior-secondary-school-kubuna,Junior Secondary School Kubuna,jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Secondary
jigawa-birniwa-machinamari-kanya-primary-school-kanya-town,"Kanya Primary School, Kanya Town",jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-machinamari-kundi-primary-school-kundi-village,"Kundi Primary School, Kundi Village",jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-machinamari-machinamari-primary-school,Machinamari Primary School,jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-machinamari-malorin-kasin-primary-school-malorin-kisam,"Malorin Kasin Primary School, Malorin Kisam",jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-machinamari-sumburtu-primary-school-sumburtu,"Sumburtu Primary School, Sumburtu",jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-matamu-dagaceri-pri-school,Dagaceri Pri School,jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-matamu-dole-primary-school-dole,"Dole Primary School, Dole",jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-matamu-gallima-gudu-nomadic-primary-school,Gallima Gudu Nomadic Primary School,jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-matamu-isfari-primary-school-isfari,"Isfari Primary School, Isfari",jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-matamu-junior-secondary-school-burseli,"Junior Secondary School, Burseli",jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Secondary
jigawa-birniwa-matamu-karanga-primary-school-karanga,"Karanga Primary School, Karanga",jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-matamu-kuzo-yara-primary-school-kuzo-yara,"Kuzo Yara Primary School, Kuzo Yara",jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-matamu-mara-primary-school,Mara Primary School,jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-matamu-matamu-primary-school-matamu,"Matamu Primary School, Matamu",jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-matamu-taljari-nomadic-primary-school-taljari,"Taljari Nomadic Primary School, Taljari",jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-matamu-yola-matamu-nomadic-primary-school-yolal,"Yola Matamu Nomadic Primary School, Yolal",jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-nguwa-antauwa-pri-school,Antauwa Pri School,jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-nguwa-dagaceri-primary-school-dagaceri,"Dagaceri Primary School, Dagaceri",jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-nguwa-domara-primary-school-domara,"Domara Primary School, Domara",jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-nguwa-gwarga-primary-school,Gwarga Primary School,jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-nguwa-jargiwa-primary-school-jargiwa-town,"Jargiwa Primary School, Jargiwa Town",jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-nguwa-junior-secondary-school-dole,"Junior Secondary School, Dole",jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Secondary
jigawa-birniwa-nguwa-kasabur-prt-school,Kasabur Prt School,jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-nguwa-kwagga-primary-school-kwagga,"Kwagga Primary School, Kwagga",jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-nguwa-marye-primary-school-marye-town,"Marye Primary School, Marye Town",jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-nguwa-nguwa-primary-school-nguwa,"Nguwa Primary School, Nguwa",jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-birniwa-nguwa-tamsugu-dogo-primary-school-tamsugu,"Tamsugu Dogo Primary School, Tamsugu",jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-ahoto-ahoto-primary-school-ahoto,"Ahoto Primary School, Ahoto",jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-ahoto-alhajeri-primary-school,Alhajeri Primary School,jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-ahoto-badawaire-primary-school,Badawaire Primary School,jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-ahoto-chirbun-primary-school-chirbun,"Chirbun Primary School, Chirbun",jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-ahoto-giginya-bakwa-primary-school-chirbun,"Giginya Bakwa Primary School, Chirbun",jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-ahoto-jaji-koli-primary-school-jajikolo,"Jaji Koli Primary School, Jajikolo",jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-ahoto-junior-secondary-school-ahoto,Junior Secondary School Ahoto,jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-ahoto-junior-secondary-school-gwadayi,"Junior Secondary School, Gwadayi",jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-ahoto-kauyen-makera-primary-school-kauyen-makera,"Kauyen Makera Primary School, Kauyen Makera",jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-ahoto-sagu-gabas-primary-school,Sagu Gabas Primary School,jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-ahoto-sagu-special-pry-school,Sagu Special Pry School,jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-buji-buji-gabas-primary-school,Buji Gabas Primary School,jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-buji-buji-special-primary-school-buji,"Buji Special Primary School, Buji",jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-buji-bulan-gori-primary-school,Bulan Gori Primary School,jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-buji-hayatudden-islamiyya-primary-school-sagu,Hayatudden Islamiyya Primary School Sagu,jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-buji-junior-secondary-school-buji,"Junior Secondary School, Buji",jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-buji-junior-secondary-school-sagu,"Junior Secondary School, Sagu",jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-buji-kora-primary-school-kora,"Kora Primary School, Kora",jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-buji-madarasatul-hayatul-islam-buji-gabas,Madarasatul Hayatul Islam Buji Gabas,jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-buji-muftahul-ilumu-islamiyya-school-buji-yamma,Muftahul  Ilumu Islamiyya School Buji Yamma,jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-buji-shunicani-primary-school,Shunicani Primary School,jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-buji-tsangaya-model-boarding-primary-school-gantsa,"Tsangaya Model Boarding Primary School, Gantsa",jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-churbun-abirji-primary-school-abirji,"Abirji Primary School, Abirji",jigawa-buji-churbun,Churbun,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-churbun-abore-primary-school-abore,"Abore Primary School, Abore",jigawa-buji-churbun,Churbun,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-churbun-bakwarga-primary-school-bakwarga,"Bakwarga Primary School, Bakwarga",jigawa-buji-churbun,Churbun,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-churbun-burari-primary-school,Burari Primary School,jigawa-buji-churbun,Churbun,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-churbun-dakawa-primary-school-dakawa,"Dakawa Primary School, Dakawa",jigawa-buji-churbun,Churbun,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-churbun-gijifawa-primary-school,Gijifawa Primary School,jigawa-buji-churbun,Churbun,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-churbun-jaka-primary-school,Jaka Primary School,jigawa-buji-churbun,Churbun,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-churbun-kibbarunnisah-ismailamiyya-primary-school,Kibbarunnisah Ismailamiyya Primary School,jigawa-buji-churbun,Churbun,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-churbun-kwarinja-primary-school-karanjau,"Kwarinja Primary School, Karanjau",jigawa-buji-churbun,Churbun,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-churbun-tijiyo-primary-school-tijiyo,"Tijiyo Primary School, Tijiyo",jigawa-buji-churbun,Churbun,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-falageri-dambazau-primary-school-dambazau,"Dambazau Primary School, Dambazau",jigawa-buji-falageri,Falageri,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-falageri-falageri-primary-school-falgeri,"Falageri Primary School, Falgeri",jigawa-buji-falageri,Falageri,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-falageri-gamani-primary-school,Gamani Primary School,jigawa-buji-falageri,Falageri,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-falageri-gongel-primary-school,Gongel Primary School,jigawa-buji-falageri,Falageri,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-falageri-governmen-day-junior-secondary-school-falageri,Governmen Day Junior Secondary School Falageri,jigawa-buji-falageri,Falageri,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-falageri-kafin-alhaji-primary-school-kafin-alhaji,Kafin Alhaji Primary School Kafin Alhaji,jigawa-buji-falageri,Falageri,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-falageri-karanjau-falageri-primary-school-lelen-kudu,"Karanjau Falageri Primary School, Lelen Kudu",jigawa-buji-falageri,Falageri,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-falageri-lafiya-primary-school-lafiya-village,"Lafiya Primary School, Lafiya Village",jigawa-buji-falageri,Falageri,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-falageri-madarasatul-tarbiyatul-aulad-sagu-fada,Madarasatul Tarbiyatul Aulad Sagu Fada,jigawa-buji-falageri,Falageri,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-falageri-tillibukui-primary-school,Tillibukui Primary School,jigawa-buji-falageri,Falageri,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-gantsa-al-amin-academy-school,Al Amin Academy School,jigawa-buji-gantsa,Gantsa,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-gantsa-alhaji-nuhu-muhd-sunusi-islamiyya-school,Alhaji Nuhu Muhd Sunusi Islamiyya School,jigawa-buji-gantsa,Gantsa,buji,Buji,jigawa,Jigawa,North West,Private,Primary
jigawa-buji-gantsa-gantsa-gabas-primary-school,Gantsa Gabas Primary School,jigawa-buji-gantsa,Gantsa,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-gantsa-government-day-junior-arabic-sec-school-gantsa,Government Day Junior Arabic Sec. School Gantsa,jigawa-buji-gantsa,Gantsa,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-gantsa-hidayatul-islam-gantsa-yamma,Hidayatul Islam Gantsa Yamma,jigawa-buji-gantsa,Gantsa,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-gantsa-junior-secondary-school-gantsa,"Junior Secondary School, Gantsa",jigawa-buji-gantsa,Gantsa,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-gantsa-madarasa-tul-tarbiyatul-aulad-kitabu-wassuna-chakwama-yamma,Madarasa Tul Tarbiyatul Aulad Kitabu Wassuna Chakwama Yamma,jigawa-buji-gantsa,Gantsa,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-gantsa-madarasatul-sabirrashad-islamiya-primary-school,Madarasatul Sabirrashad Islamiya Primary School,jigawa-buji-gantsa,Gantsa,buji,Buji,jigawa,Jigawa,North West,Private,Primary
jigawa-buji-gantsa-mubarakatul-islamiyya-gantsa-gra,Mubarakatul Islamiyya Gantsa Gra,jigawa-buji-gantsa,Gantsa,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-gantsa-nurul-huda-islamiyya-gantsa,Nurul Huda Islamiyya Gantsa,jigawa-buji-gantsa,Gantsa,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-k-lelen-kudu-birari-primary-school-birari,Birari Primary School Birari,jigawa-buji-k-lelen-kudu,K/Lelen Kudu,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-k-lelen-kudu-gangarau-nomadic-primary-school,Gangarau Nomadic Primary School,jigawa-buji-k-lelen-kudu,K/Lelen Kudu,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-k-lelen-kudu-government-day-junior-arabic-sec-sch-dambazau,Government Day Junior Arabic Sec. Sch. Dambazau,jigawa-buji-k-lelen-kudu,K/Lelen Kudu,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-k-lelen-kudu-gwadayi-primary-school-gwadayi,"Gwadayi Primary School, Gwadayi",jigawa-buji-k-lelen-kudu,K/Lelen Kudu,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-k-lelen-kudu-kagadama-primary-school,Kagadama Primary School,jigawa-buji-k-lelen-kudu,K/Lelen Kudu,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-k-lelen-kudu-karanjau-lelen-kudu-primary-school-lelen-kudu,"Karanjau Lelen Kudu Primary School, Lelen Kudu",jigawa-buji-k-lelen-kudu,K/Lelen Kudu,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-k-lelen-kudu-kauyen-sarkin-noma-primary-school,Kauyen Sarkin Noma Primary School,jigawa-buji-k-lelen-kudu,K/Lelen Kudu,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-k-lelen-kudu-madarasatul-nuril-islam-chakwama-fada-cikin-gari,Madarasatul Nuril Islam Chakwama Fada Cikin Gari,jigawa-buji-k-lelen-kudu,K/Lelen Kudu,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-k-lelen-kudu-nurul-huda-islamiyya-primary-school-mamuna,Nurul Huda Islamiyya Primary School Mamuna,jigawa-buji-k-lelen-kudu,K/Lelen Kudu,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-k-lelen-kudu-wuro-waila-nomadic-primary-school,Wuro Waila Nomadic Primary School,jigawa-buji-k-lelen-kudu,K/Lelen Kudu,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kawaya-bebeji-nomadic-primary-school-bebeji,"Bebeji Nomadic Primary School, Bebeji",jigawa-buji-kawaya,Kawaya,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kawaya-dankoshe-nomadic-primary-school-dankoshe,"Dankoshe Nomadic Primary School, Dankoshe",jigawa-buji-kawaya,Kawaya,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kawaya-gubambiya,Gubambiya,jigawa-buji-kawaya,Kawaya,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kawaya-hayatul-islam-tijiyo,Hayatul Islam Tijiyo,jigawa-buji-kawaya,Kawaya,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kawaya-junior-secondary-school-kawaya,Junior Secondary School Kawaya,jigawa-buji-kawaya,Kawaya,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-kawaya-kafin-bhago-primary-school-kafin-bahago,"Kafin Bhago Primary School, Kafin Bahago",jigawa-buji-kawaya,Kawaya,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kawaya-kawaya-primary-school-along-sagu,"Kawaya Primary School, Along Sagu",jigawa-buji-kawaya,Kawaya,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kawaya-madiba-primary-school-madiba,Madiba Primary School Madiba,jigawa-buji-kawaya,Kawaya,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kawaya-tarbiyatul-aulad-islamiya-bakwarga,Tarbiyatul Aulad Islamiya Bakwarga,jigawa-buji-kawaya,Kawaya,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kawaya-ulummiddin-islamiyya-primary-school,Ulummiddin Islamiyya Primary School,jigawa-buji-kawaya,Kawaya,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kukuma-gambasha-marprimary-school-gambasha,"Gambasha Marprimary School, Gambasha",jigawa-buji-kukuma,Kukuma,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kukuma-governmen-day-junior-secondary-school,Governmen Day Junior Secondary School,jigawa-buji-kukuma,Kukuma,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-kukuma-gurduba-primary-school-gurduba,"Gurduba Primary School, Gurduba",jigawa-buji-kukuma,Kukuma,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kukuma-junior-secondary-school-kukuma,"Junior Secondary School, Kukuma",jigawa-buji-kukuma,Kukuma,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-kukuma-kafin-madaki-primary-school-kafin-madaki,"Kafin Madaki Primary School, Kafin Madaki",jigawa-buji-kukuma,Kukuma,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kukuma-kukuma-primary-school-kukuma,"Kukuma Primary School, Kukuma",jigawa-buji-kukuma,Kukuma,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kukuma-madarasatul-hubbinnabiyi-islamiya-chakwama-gabas,Madarasatul Hubbinnabiyi Islamiya Chakwama Gabas,jigawa-buji-kukuma,Kukuma,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kukuma-mamuna-primary-school-mamuna,Mamuna Primary School Mamuna,jigawa-buji-kukuma,Kukuma,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kukuma-tarbiyyatu-aulad-islamiyya-kukuma,Tarbiyyatu Aulad Islamiyya Kukuma,jigawa-buji-kukuma,Kukuma,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-kukuma-unguwar-maina-primary-school-unguwar-maina,"Unguwar Maina Primary School, Unguwar Maina",jigawa-buji-kukuma,Kukuma,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-madabe-chakwama-primary-school-chakwama,"Chakwama Primary School, Chakwama",jigawa-buji-madabe,Madabe,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-madabe-gidan-rafa-primary-school-gidan-rafa,"Gidan Rafa Primary School, Gidan Rafa",jigawa-buji-madabe,Madabe,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-madabe-gwangwan-nomadic-primary-school-gwangwan,Gwangwan Nomadic Primary School Gwangwan,jigawa-buji-madabe,Madabe,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-madabe-junior-secondary-school-tijiyo,"Junior Secondary School,  Tijiyo",jigawa-buji-madabe,Madabe,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-madabe-katurje-primary-school,Katurje Primary School,jigawa-buji-madabe,Madabe,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-madabe-madabe-junior-secondary-school,Madabe Junior Secondary School,jigawa-buji-madabe,Madabe,buji,Buji,jigawa,Jigawa,North West,Public,Secondary
jigawa-buji-madabe-madabe-primary-school-madabe,"Madabe Primary School, Madabe",jigawa-buji-madabe,Madabe,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-madabe-nurul-huda-islamiyya-dambazau,Nurul Huda Islamiyya Dambazau,jigawa-buji-madabe,Madabe,buji,Buji,jigawa,Jigawa,North West,Public,Primary
jigawa-buji-madabe-nurul-islam-kafin-bahago,Nurul Islam Kafin Bahago,jigawa-buji-madabe,Madabe,buji,Buji,jigawa,Jigawa,North West,Private,Primary
jigawa-buji-madabe-yalwa-primary-school-yalwa,"Yalwa Primary School, Yalwa",jigawa-buji-madabe,Madabe,buji,Buji,jigawa,Jigawa,North West,Public,Primary
