ward_key,ward,lga_key,lga,state_key,state,zone
ebonyi-ezza-north-ekka,Ekka,ezza-north,Ezza North,ebonyi,Ebonyi,South East
ebonyi-ezza-north-inyere,Inyere,ezza-north,Ezza North,ebonyi,Ebonyi,South East
ebonyi-ohaozara-amaechi-okposi,Amaechi okposi,ohaozara,Ohaozara,ebonyi,Ebonyi,South East
ebonyi-ohaozara-ene-na-ezeraku,Ene- Na - Ezeraku,ohaozara,Ohaozara,ebonyi,Ebonyi,South East
ebonyi-ohaozara-mgbom-okposi,Mgbom Okposi,ohaozara,Ohaozara,ebonyi,Ebonyi,South East
imo-owerri-north-agbalaobubeulakwo,Agbala/Obube/Ulakwo,owerri-north,Owerri North,imo,Imo,South East
imo-owerri-north-awakaihitte-ogada,Awaka/Ihitte-Ogada,owerri-north,Owerri North,imo,Imo,South East
imo-owerri-north-egbu,Egbu,owerri-north,Owerri North,imo,Imo,South East
imo-owerri-west-amakohia-ubindegwu-ohii,Amakohia-Ubi/Ndegwu Ohii,owerri-west,Owerri West,imo,Imo,South East
imo-owerri-west-avuoforola,Avu/Oforola,owerri-west,Owerri West,imo,Imo,South East
imo-owerri-west-emeabiamokolochi,Emeabiam/Okolochi,owerri-west,Owerri West,imo,Imo,South East
imo-orlu-amaifeke,Amaifeke,orlu,Orlu,imo,Imo,South East
imo-orlu-ebeneseumuezennachi-ihioma,Ebenese/Umueze/Nnachi Ihioma,orlu,Orlu,imo,Imo,South East
imo-orlu-eziachiamike,Eziachi/Amike,orlu,Orlu,imo,Imo,South East
imo-okigwe-agbobu,Agbobu,okigwe,Okigwe,imo,Imo,South East
imo-okigwe-aku,Aku,okigwe,Okigwe,imo,Imo,South East
imo-okigwe-amuro,Amuro,okigwe,Okigwe,imo,Imo,South East
imo-aboh-mbaise-amuzu,Amuzu,aboh-mbaise,Aboh-Mbaise,imo,Imo,South East
imo-aboh-mbaise-enyiogugu,Enyiogugu,aboh-mbaise,Aboh-Mbaise,imo,Imo,South East
imo-aboh-mbaise-ibeku,Ibeku,aboh-mbaise,Aboh-Mbaise,imo,Imo,South East
akwa-ibom-uyo-etoi-i,Etoi I,uyo,Uyo,akwa-ibom,Akwa Ibom,South South
akwa-ibom-uyo-etoi-ii,Etoi II,uyo,Uyo,akwa-ibom,Akwa Ibom,South South
akwa-ibom-uyo-ikono-i,Ikono I,uyo,Uyo,akwa-ibom,Akwa Ibom,South South
akwa-ibom-eket-central-i,Central I,eket,Eket,akwa-ibom,Akwa Ibom,South South
akwa-ibom-eket-central-ii,Central II,eket,Eket,akwa-ibom,Akwa Ibom,South South
akwa-ibom-eket-central-iii,Central III,eket,Eket,akwa-ibom,Akwa Ibom,South South
akwa-ibom-ikot-ekpene-ikot-ekpene-i,Ikot Ekpene I,ikot-ekpene,Ikot Ekpene,akwa-ibom,Akwa Ibom,South South
akwa-ibom-ikot-ekpene-ikot-ekpene-ii,Ikot Ekpene II,ikot-ekpene,Ikot Ekpene,akwa-ibom,Akwa Ibom,South South
akwa-ibom-ikot-ekpene-ikot-ekpene-iii,Ikot Ekpene III,ikot-ekpene,Ikot Ekpene,akwa-ibom,Akwa Ibom,South South
akwa-ibom-oron-oron-urban-i,Oron Urban I,oron,Oron,akwa-ibom,Akwa Ibom,South South
akwa-ibom-oron-oron-urban-ii,Oron Urban II,oron,Oron,akwa-ibom,Akwa Ibom,South South
akwa-ibom-oron-oron-urban-iii,Oron Urban III,oron,Oron,akwa-ibom,Akwa Ibom,South South
akwa-ibom-abak-abak-urban-i,Abak Urban I,abak,Abak,akwa-ibom,Akwa Ibom,South South
akwa-ibom-abak-abak-urban-ii,Abak Urban II,abak,Abak,akwa-ibom,Akwa Ibom,South South
akwa-ibom-abak-abak-urban-iii,Abak Urban III,abak,Abak,akwa-ibom,Akwa Ibom,South South
bayelsa-yenagoa-attissa-i,Attissa I,yenagoa,Yenegoa,bayelsa,Bayelsa,South South
bayelsa-yenagoa-attissa-ii,Attissa II,yenagoa,Yenegoa,bayelsa,Bayelsa,South South
bayelsa-yenagoa-attissa-iii,Attissa III,yenagoa,Yenegoa,bayelsa,Bayelsa,South South
bayelsa-brass-brass-i,Brass I,brass,Brass,bayelsa,Bayelsa,South South
bayelsa-brass-brass-ward-ii,Brass ward II,brass,Brass,bayelsa,Bayelsa,South South
bayelsa-brass-cafe-farmosa,Cafe Farmosa,brass,Brass,bayelsa,Bayelsa,South South
bayelsa-kolokuma-opokuma-igbedi,Igbedi,kolokuma-opokuma,Kolokuma/Opokuma,bayelsa,Bayelsa,South South
bayelsa-kolokuma-opokuma-kaiama,Kaiama,kolokuma-opokuma,Kolokuma/Opokuma,bayelsa,Bayelsa,South South
bayelsa-kolokuma-opokuma-kaiamaolobiri,Kaiama/Olobiri,kolokuma-opokuma,Kolokuma/Opokuma,bayelsa,Bayelsa,South South
bayelsa-nembe-bassambiri-i,Bassambiri I,nembe,Nembe,bayelsa,Bayelsa,South South
bayelsa-nembe-bassambiri-ii,Bassambiri II,nembe,Nembe,bayelsa,Bayelsa,South South
bayelsa-nembe-bassambiri-iii,Bassambiri III,nembe,Nembe,bayelsa,Bayelsa,South South
bayelsa-ogbia-anyama,Anyama,ogbia,Ogbia,bayelsa,Bayelsa,South South
bayelsa-ogbia-emeyal,Emeyal,ogbia,Ogbia,bayelsa,Bayelsa,South South
bayelsa-ogbia-imiringi,Imiringi,ogbia,Ogbia,bayelsa,Bayelsa,South South
cross-river-calabar-municipal-eigth,Eigth,calabar-municipal,Calabar Municipal,cross-river,Cross River,South South
cross-river-calabar-municipal-five,Five,calabar-municipal,Calabar Municipal,cross-river,Cross River,South South
cross-river-calabar-municipal-four,Four,calabar-municipal,Calabar Municipal,cross-river,Cross River,South South
cross-river-calabar-south-eight-8,Eight (8),calabar-south,Calabar South,cross-river,Cross River,South South
cross-river-calabar-south-eleven-11,Eleven (11),calabar-south,Calabar South,cross-river,Cross River,South South
cross-river-calabar-south-five-5,Five (5),calabar-south,Calabar South,cross-river,Cross River,South South
cross-river-abi-adadama,Adadama,abi,Abi,cross-river,Cross River,South South
cross-river-abi-afafanyiigonigoni,Afafanyi/Igonigoni,abi,Abi,cross-river,Cross River,South South
cross-river-abi-ebom,Ebom,abi,Abi,cross-river,Cross River,South South
cross-river-bekwarra-abuochiche,Abuochiche,bekwarra,Bekwarra,cross-river,Cross River,South South
cross-river-bekwarra-afrike-ochagbe,Afrike Ochagbe,bekwarra,Bekwarra,cross-river,Cross River,South South
cross-river-bekwarra-afrike-okpeche,Afrike Okpeche,bekwarra,Bekwarra,cross-river,Cross River,South South
cross-river-ogoja-ekajuk-i,Ekajuk I,ogoja,Ogoja,cross-river,Cross River,South South
cross-river-ogoja-ekajuk-ii,Ekajuk II,ogoja,Ogoja,cross-river,Cross River,South South
cross-river-ogoja-mbube-east-i,Mbube East I,ogoja,Ogoja,cross-river,Cross River,South South
delta-oshimili-south-agu,Agu,oshimili-south,Oshimili South,delta,Delta,South South
delta-oshimili-south-anala-amakom,Anala-Amakom,oshimili-south,Oshimili South,delta,Delta,South South
delta-oshimili-south-cable-point-i,Cable Point I,oshimili-south,Oshimili South,delta,Delta,South South
delta-warri-north-ebrohimi,Ebrohimi,warri-north,Warri North,delta,Delta,South South
delta-warri-north-eghoro,Eghoro,warri-north,Warri North,delta,Delta,South South
delta-warri-north-gbokoda,Gbokoda,warri-north,Warri North,delta,Delta,South South
delta-warri-south-bowen,Bowen,warri-south,Warri South,delta,Delta,South South
delta-warri-south-edjeba,Edjeba,warri-south,Warri South,delta,Delta,South South
delta-warri-south-g-r-a,G.R.A.,warri-south,Warri South,delta,Delta,South South
delta-uvwie-army-barracks-area,Army Barracks Area,uvwie,Uvwie,delta,Delta,South South
delta-uvwie-effurun-i,Effurun I,uvwie,Uvwie,delta,Delta,South South
delta-uvwie-effurun-ii,Effurun II,uvwie,Uvwie,delta,Delta,South South
delta-oshimili-north-akwukwu,Akwukwu,oshimili-north,Oshimili North,delta,Delta,South South
delta-oshimili-north-ebu,Ebu,oshimili-north,Oshimili North,delta,Delta,South South
delta-oshimili-north-ibusa-i,Ibusa  I,oshimili-north,Oshimili North,delta,Delta,South South
edo-oredo-graetete,Gra/Etete,oredo,Oredo,edo,Edo,South South
edo-oredo-ibiwe-iwegie-ugbague,Ibiwe/ Iwegie/ Ugbague,oredo,Oredo,edo,Edo,South South
edo-oredo-ihogbe-isekhere-oreoghene-ibiwe-ice-road,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,oredo,Oredo,edo,Edo,South South
edo-owan-east-emai-i,Emai I,owan-east,Owan East,edo,Edo,South South
edo-owan-east-emai-ii,Emai II,owan-east,Owan East,edo,Edo,South South
edo-owan-east-igueikao,Igue/Ikao,owan-east,Owan East,edo,Edo,South South
edo-esan-central-ewu-i,Ewu I,esan-central,Esan Central,edo,Edo,South South
edo-esan-central-ewu-ii,Ewu II,esan-central,Esan Central,edo,Edo,South South
edo-esan-central-ikekato,Ikekato,esan-central,Esan Central,edo,Edo,South South
edo-etsako-west-anwain,Anwain,etsako-west,Etsako West,edo,Edo,South South
edo-etsako-west-auchi,Auchi,etsako-west,Etsako West,edo,Edo,South South
edo-etsako-west-auchi-i,Auchi I,etsako-west,Etsako West,edo,Edo,South South
rivers-port-harcourt-abulomaamadi-ama,Abuloma/Amadi-Ama,port-harcourt,Port-Harcourt,rivers,Rivers,South South
rivers-port-harcourt-diobu,Diobu,port-harcourt,Port-Harcourt,rivers,Rivers,South South
rivers-port-harcourt-elekahia,Elekahia,port-harcourt,Port-Harcourt,rivers,Rivers,South South
rivers-obio-akpor-choba,Choba,obio-akpor,Obio/Akpor,rivers,Rivers,South South
rivers-obio-akpor-elelenwo-3b,Elelenwo (3B),obio-akpor,Obio/Akpor,rivers,Rivers,South South
rivers-obio-akpor-oro-igwe,Oro-Igwe,obio-akpor,Obio/Akpor,rivers,Rivers,South South
rivers-okrika-kalio,Kalio,okrika,Okrika,rivers,Rivers,South South
rivers-okrika-ogan,Ogan,okrika,Okrika,rivers,Rivers,South South
rivers-okrika-ogoloma-i,Ogoloma I,okrika,Okrika,rivers,Rivers,South South
rivers-eleme-agbonchia,Agbonchia,eleme,Eleme,rivers,Rivers,South South
rivers-eleme-akpajo,Akpajo,eleme,Eleme,rivers,Rivers,South South
rivers-eleme-alesa,Alesa,eleme,Eleme,rivers,Rivers,South South
rivers-bonny-ward-ii-court-ada-allison,Ward II Court/ Ada Allison,bonny,Bonny,rivers,Rivers,South South
rivers-bonny-ward-iii-dan-jumbo-beresiri,Ward III Dan Jumbo/ Beresiri,bonny,Bonny,rivers,Rivers,South South
rivers-bonny-ward-iii-orosiriri,Ward III Orosiriri,bonny,Bonny,rivers,Rivers,South South
ekiti-ado-ekiti-ado-a-idofin,Ado 'A' Idofin,ado-ekiti,Ado-Ekiti,ekiti,Ekiti,South West
ekiti-ado-ekiti-ado-b-inisa,Ado 'B' Inisa,ado-ekiti,Ado-Ekiti,ekiti,Ekiti,South West
ekiti-ado-ekiti-ado-c-idolofin,Ado 'C' Idolofin,ado-ekiti,Ado-Ekiti,ekiti,Ekiti,South West
ekiti-ijero-ekamarun-ward-a,Ekamarun Ward 'A',ijero,Ijero,ekiti,Ekiti,South West
ekiti-ijero-ekameta,Ekameta,ijero,Ijero,ekiti,Ekiti,South West
ekiti-ijero-ijero-ward-a,Ijero Ward 'A',ijero,Ijero,ekiti,Ekiti,South West
ekiti-efon-efon-i,Efon I,efon,Efon,ekiti,Ekiti,South West
ekiti-efon-efon-ii,Efon II,efon,Efon,ekiti,Ekiti,South West
ekiti-efon-efon-iii,Efon III,efon,Efon,ekiti,Ekiti,South West
ekiti-emure-ida-mudu-i,Ida Mudu I,emure,Emure,ekiti,Ekiti,South West
ekiti-emure-ida-mudu-ii,Ida Mudu II,emure,Emure,ekiti,Ekiti,South West
ekiti-emure-odo-emure-i,Odo Emure I,emure,Emure,ekiti,Ekiti,South West
ekiti-gbonyin-ado-a-idofin,Ado 'A' Idofin,gbonyin,Gbonyin,ekiti,Ekiti,South West
ekiti-gbonyin-ado-b-inisa,Ado 'B' Inisa,gbonyin,Gbonyin,ekiti,Ekiti,South West
ekiti-gbonyin-ado-c-idolofin,Ado 'C' Idolofin,gbonyin,Gbonyin,ekiti,Ekiti,South West
lagos-lagos-island-agarawuobadina,Agarawu/Obadina,lagos-island,Lagos Island,lagos,Lagos,South West
lagos-lagos-island-anikantamo,Anikantamo,lagos-island,Lagos Island,lagos,Lagos,South West
lagos-lagos-island-eiyekole,Eiyekole,lagos-island,Lagos Island,lagos,Lagos,South West
lagos-ikeja-adekunle-vill-adeniyi-jonesogba,Adekunle Vill./Adeniyi Jones/Ogba,ikeja,Ikeja,lagos,Lagos,South West
lagos-ikeja-airportonipetesiinilekere,Airport/Onipetesi/Inilekere,ikeja,Ikeja,lagos,Lagos,South West
lagos-ikeja-alausaoregunolusosun,Alausa/Oregun/Olusosun,ikeja,Ikeja,lagos,Lagos,South West
lagos-surulere-adeniranogunsanya,Adeniran/Ogunsanya,surulere,Surulere,lagos,Lagos,South West
lagos-surulere-aguda,Aguda,surulere,Surulere,lagos,Lagos,South West
lagos-surulere-akinhanmicole,Akinhanmi/Cole,surulere,Surulere,lagos,Lagos,South West
lagos-alimosho-abule-egbaaborumeiranalagbado,Abule-Egba/Aboru/Meiran/Alagbado,alimosho,Alimosho,lagos,Lagos,South West
lagos-alimosho-ayoboijon-village-camp-david,Ayobo/Ijon Village (Camp David),alimosho,Alimosho,lagos,Lagos,South West
lagos-alimosho-egbeagodo,Egbe/Agodo,alimosho,Alimosho,lagos,Lagos,South West
lagos-kosofe-agboyi-i,Agboyi I,kosofe,Kosofe,lagos,Lagos,South West
lagos-kosofe-agboyi-ii,Agboyi II,kosofe,Kosofe,lagos,Lagos,South West
lagos-kosofe-anthonyajao-estatemendemaryland,Anthony/Ajao Estate/Mende/Maryland,kosofe,Kosofe,lagos,Lagos,South West
ogun-abeokuta-north-ago-oko,Ago Oko,abeokuta-north,Abeokuta North,ogun,Ogun,South West
ogun-abeokuta-north-elega,Elega,abeokuta-north,Abeokuta North,ogun,Ogun,South West
ogun-abeokuta-north-gbagura,Gbagura,abeokuta-north,Abeokuta North,ogun,Ogun,South West
ogun-abeokuta-south-ago-egunijesa,Ago-Egun/Ijesa,abeokuta-south,Abeokuta South,ogun,Ogun,South West
ogun-abeokuta-south-ake-i,Ake I,abeokuta-south,Abeokuta South,ogun,Ogun,South West
ogun-abeokuta-south-ake-ii,Ake II,abeokuta-south,Abeokuta South,ogun,Ogun,South West
ogun-ijebu-ode-ijadeimepe-i,Ijade/Imepe I,ijebu-ode,Ijebu Ode,ogun,Ogun,South West
ogun-ijebu-ode-ijadeimepe-ii,Ijade/Imepe II,ijebu-ode,Ijebu Ode,ogun,Ogun,South West
ogun-ijebu-ode-ijasiidepo,Ijasi/Idepo,ijebu-ode,Ijebu Ode,ogun,Ogun,South West
ogun-sagamu-abalabi,Abalabi,sagamu,Shagamu,ogun,Ogun,South West
ogun-sagamu-abigi,Abigi,sagamu,Shagamu,ogun,Ogun,South West
ogun-sagamu-ado-odo-i,Ado Odo I,sagamu,Shagamu,ogun,Ogun,South West
ogun-remo-north-akaka,Akaka,remo-north,Remo North,ogun,Ogun,South West
ogun-remo-north-ayegbami,Ayegbami,remo-north,Remo North,ogun,Ogun,South West
ogun-remo-north-iganajina,Igan/Ajina,remo-north,Remo North,ogun,Ogun,South West
osun-osogbo-alagba,Alagba,osogbo,Osogbo,osun,Osun,South West
osun-osogbo-are-ago,Are-Ago,osogbo,Osogbo,osun,Osun,South West
osun-osogbo-ataoja-a,Ataoja  'A',osogbo,Osogbo,osun,Osun,South West
osun-ife-central-akarabata,Akarabata,ife-central,Ife Central,osun,Osun,South West
osun-ife-central-ilare-i,Ilare I,ife-central,Ife Central,osun,Osun,South West
osun-ife-central-ilare-ii,Ilare II,ife-central,Ife Central,osun,Osun,South West
osun-ilesha-east-biladu,Biladu,ilesha-east,Ilesha East,osun,Osun,South West
osun-ilesha-east-bolorunduro,Bolorunduro,ilesha-east,Ilesha East,osun,Osun,South West
osun-ilesha-east-ifosanoke-eso,Ifosan/Oke-Eso,ilesha-east,Ilesha East,osun,Osun,South West
osun-ilesha-west-ayeso,Ayeso,ilesha-west,Ilesha West,osun,Osun,South West
osun-ilesha-west-ereja,Ereja,ilesha-west,Ilesha West,osun,Osun,South West
osun-ilesha-west-ikoyi-ikoti-araromi,Ikoyi / Ikoti Araromi,ilesha-west,Ilesha West,osun,Osun,South West
osun-ede-north-abogundesagba,Abogunde/Sagba,ede-north,Ede North,osun,Osun,South West
osun-ede-north-alusekere,Alusekere,ede-north,Ede North,osun,Osun,South West
osun-ede-north-apaso,Apaso,ede-north,Ede North,osun,Osun,South West
oyo-ibadan-north-ward-iii-n4,"Ward III, N4",ibadan-north,Ibadan North,oyo,Oyo,South West
oyo-ibadan-north-ward-ii-n3,"Ward II, N3",ibadan-north,Ibadan North,oyo,Oyo,South West
oyo-ibadan-north-ward-i-n2,Ward I N2,ibadan-north,Ibadan North,oyo,Oyo,South West
oyo-ibadan-south-ward-08-sw7,Ward 08 SW7,ibadan-south,Ibadan South West,oyo,Oyo,South West
oyo-ibadan-south-ward-10-sw8-ii,Ward 10 SW8 II,ibadan-south,Ibadan South West,oyo,Oyo,South West
oyo-ibadan-south-ward-11-sw9-1,Ward 11 SW9(1),ibadan-south,Ibadan South West,oyo,Oyo,South West
oyo-ogbomosho-north-aajeogunbado,Aaje/Ogunbado,ogbomosho-north,Ogbomosho North,oyo,Oyo,South West
oyo-ogbomosho-north-abogunde,Abogunde,ogbomosho-north,Ogbomosho North,oyo,Oyo,South West
oyo-ogbomosho-north-aguodo-masifa,Aguodo/ Masifa,ogbomosho-north,Ogbomosho North,oyo,Oyo,South West
oyo-oyo-east-agboyemolete,Agboye/Molete,oyo-east,Oyo East,oyo,Oyo,South West
oyo-oyo-east-ajagba,Ajagba,oyo-east,Oyo East,oyo,Oyo,South West
oyo-oyo-east-alaodimodeke,Alaodi/Modeke,oyo-east,Oyo East,oyo,Oyo,South West
oyo-saki-east-agbonle,Agbonle,saki-east,Saki East,oyo,Oyo,South West
oyo-saki-east-ago-amodu-i,Ago Amodu I,saki-east,Saki East,oyo,Oyo,South West
oyo-saki-east-ago-amodu-ii,Ago Amodu II,saki-east,Saki East,oyo,Oyo,South West
jigawa-auyo-auyakayi,Auyakayi,auyo,Auyo,jigawa,Jigawa,North West
jigawa-auyo-auyo,Auyo,auyo,Auyo,jigawa,Jigawa,North West
jigawa-auyo-ayama,Ayama,auyo,Auyo,jigawa,Jigawa,North West
jigawa-auyo-ayan,Ayan,auyo,Auyo,jigawa,Jigawa,North West
jigawa-auyo-gamafoi,Gamafoi,auyo,Auyo,jigawa,Jigawa,North West
jigawa-auyo-gamsarka,Gamsarka,auyo,Auyo,jigawa,Jigawa,North West
jigawa-auyo-gatafa,Gatafa,auyo,Auyo,jigawa,Jigawa,North West
jigawa-auyo-kafur,Kafur,auyo,Auyo,jigawa,Jigawa,North West
jigawa-auyo-tsidir,Tsidir,auyo,Auyo,jigawa,Jigawa,North West
jigawa-auyo-unik,Unik,auyo,Auyo,jigawa,Jigawa,North West
jigawa-babura-babura,Babura,babura,Babura,jigawa,Jigawa,North West
jigawa-babura-batali,Batali,babura,Babura,jigawa,Jigawa,North West
jigawa-babura-dorawa,Dorawa,babura,Babura,jigawa,Jigawa,North West
jigawa-babura-garu,Garu,babura,Babura,jigawa,Jigawa,North West
jigawa-babura-gasakoli,Gasakoli,babura,Babura,jigawa,Jigawa,North West
jigawa-babura-insharuwa,Insharuwa,babura,Babura,jigawa,Jigawa,North West
jigawa-babura-jigawa,Jigawa,babura,Babura,jigawa,Jigawa,North West
jigawa-babura-kanya,Kanya,babura,Babura,jigawa,Jigawa,North West
jigawa-babura-kuzunzumi,Kuzunzumi,babura,Babura,jigawa,Jigawa,North West
jigawa-babura-kyambo,Kyambo,babura,Babura,jigawa,Jigawa,North West
jigawa-babura-takwasa,Takwasa,babura,Babura,jigawa,Jigawa,North West
jigawa-birnin-kudu-birnin-kudu,Birnin Kudu,birnin-kudu,Birnin-Kudu,jigawa,Jigawa,North West
jigawa-birnin-kudu-kangire,Kangire,birnin-kudu,Birnin-Kudu,jigawa,Jigawa,North West
jigawa-birnin-kudu-kantoga,Kantoga,birnin-kudu,Birnin-Kudu,jigawa,Jigawa,North West
jigawa-birnin-kudu-kiyako,Kiyako,birnin-kudu,Birnin-Kudu,jigawa,Jigawa,North West
jigawa-birnin-kudu-kwangwara,Kwangwara,birnin-kudu,Birnin-Kudu,jigawa,Jigawa,North West
jigawa-birnin-kudu-lafiya,Lafiya,birnin-kudu,Birnin-Kudu,jigawa,Jigawa,North West
jigawa-birnin-kudu-sundimina,Sundimina,birnin-kudu,Birnin-Kudu,jigawa,Jigawa,North West
jigawa-birnin-kudu-surko,Surko,birnin-kudu,Birnin-Kudu,jigawa,Jigawa,North West
jigawa-birnin-kudu-unguwar-ya,"Unguwar""Ya",birnin-kudu,Birnin-Kudu,jigawa,Jigawa,North West
jigawa-birnin-kudu-wurno,Wurno,birnin-kudu,Birnin-Kudu,jigawa,Jigawa,North West
jigawa-birnin-kudu-yalwan-damai,Yalwan Damai,birnin-kudu,Birnin-Kudu,jigawa,Jigawa,North West
jigawa-birniwa-batu,Batu,birniwa,Birniwa,jigawa,Jigawa,North West
jigawa-birniwa-birniwa,Birniwa,birniwa,Birniwa,jigawa,Jigawa,North West
jigawa-birniwa-dangwaleri,Dangwaleri,birniwa,Birniwa,jigawa,Jigawa,North West
jigawa-birniwa-diginsa,Diginsa,birniwa,Birniwa,jigawa,Jigawa,North West
jigawa-birniwa-fagi,Fagi,birniwa,Birniwa,jigawa,Jigawa,North West
jigawa-birniwa-kachallari,Kachallari,birniwa,Birniwa,jigawa,Jigawa,North West
jigawa-birniwa-karanka,Karanka,birniwa,Birniwa,jigawa,Jigawa,North West
jigawa-birniwa-kazura,Kazura,birniwa,Birniwa,jigawa,Jigawa,North West
jigawa-birniwa-machinamari,Machinamari,birniwa,Birniwa,jigawa,Jigawa,North West
jigawa-birniwa-matamu,Matamu,birniwa,Birniwa,jigawa,Jigawa,North West
jigawa-birniwa-nguwa,Nguwa,birniwa,Birniwa,jigawa,Jigawa,North West
jigawa-buji-ahoto,Ahoto,buji,Buji,jigawa,Jigawa,North West
jigawa-buji-buji,Buji,buji,Buji,jigawa,Jigawa,North West
jigawa-buji-churbun,Churbun,buji,Buji,jigawa,Jigawa,North West
jigawa-buji-falageri,Falageri,buji,Buji,jigawa,Jigawa,North West
jigawa-buji-gantsa,Gantsa,buji,Buji,jigawa,Jigawa,North West
jigawa-buji-k-lelen-kudu,K/Lelen Kudu,buji,Buji,jigawa,Jigawa,North West
jigawa-buji-kawaya,Kawaya,buji,Buji,jigawa,Jigawa,North West
jigawa-buji-kukuma,Kukuma,buji,Buji,jigawa,Jigawa,North West
jigawa-buji-madabe,Madabe,buji,Buji,jigawa,Jigawa,North West
jigawa-buji-yayarin-tukur,Yayarin Tukur,buji,Buji,jigawa,Jigawa,North West
jigawa-dutse-abaya,Abaya,dutse,Dutse,jigawa,Jigawa,North West
jigawa-dutse-chamo,Chamo,dutse,Dutse,jigawa,Jigawa,North West
jigawa-dutse-dundubus,Dundubus,dutse,Dutse,jigawa,Jigawa,North West
jigawa-dutse-duru,Duru,dutse,Dutse,jigawa,Jigawa,North West
jigawa-dutse-jigawar-tsada,Jigawar Tsada,dutse,Dutse,jigawa,Jigawa,North West
jigawa-dutse-kachi,Kachi,dutse,Dutse,jigawa,Jigawa,North West
jigawa-dutse-karnaya,Karnaya,dutse,Dutse,jigawa,Jigawa,North West
jigawa-dutse-kudai,Kudai,dutse,Dutse,jigawa,Jigawa,North West
jigawa-dutse-limawa,Limawa,dutse,Dutse,jigawa,Jigawa,North West
jigawa-dutse-madobi,Madobi,dutse,Dutse,jigawa,Jigawa,North West
jigawa-dutse-sakwaya,Sakwaya,dutse,Dutse,jigawa,Jigawa,North West
jigawa-gagarawa-gagarawa-gari,Gagarawa Gari,gagarawa,Gagarawa,jigawa,Jigawa,North West
jigawa-gagarawa-gagarawa-tasha,Gagarawa Tasha,gagarawa,Gagarawa,jigawa,Jigawa,North West
jigawa-gagarawa-garin-chiroma,Garin Chiroma,gagarawa,Gagarawa,jigawa,Jigawa,North West
jigawa-gagarawa-kore-balatu,Kore Balatu,gagarawa,Gagarawa,jigawa,Jigawa,North West
jigawa-gagarawa-madaka,Madaka,gagarawa,Gagarawa,jigawa,Jigawa,North West
jigawa-gagarawa-maiaduwa,Maiaduwa,gagarawa,Gagarawa,jigawa,Jigawa,North West
jigawa-gagarawa-maikilili,Maikilili,gagarawa,Gagarawa,jigawa,Jigawa,North West
jigawa-gagarawa-medu,Medu,gagarawa,Gagarawa,jigawa,Jigawa,North West
jigawa-gagarawa-yalawa,Yalawa,gagarawa,Gagarawa,jigawa,Jigawa,North West
jigawa-gagarawa-zarada,Zarada,gagarawa,Gagarawa,jigawa,Jigawa,North West
jigawa-garki-buduru,Buduru,garki,Garki,jigawa,Jigawa,North West
jigawa-garki-doko,Doko,garki,Garki,jigawa,Jigawa,North West
jigawa-garki-garki,Garki,garki,Garki,jigawa,Jigawa,North West
jigawa-garki-gwarzon-garki,Gwarzon Garki,garki,Garki,jigawa,Jigawa,North West
jigawa-garki-jirima,Jirima,garki,Garki,jigawa,Jigawa,North West
jigawa-garki-kanya,Kanya,garki,Garki,jigawa,Jigawa,North West
jigawa-garki-kargo,Kargo,garki,Garki,jigawa,Jigawa,North West
jigawa-garki-kore,Kore,garki,Garki,jigawa,Jigawa,North West
jigawa-garki-muku,Muku,garki,Garki,jigawa,Jigawa,North West
jigawa-garki-rafin-marke,Rafin Marke,garki,Garki,jigawa,Jigawa,North West
jigawa-garki-siyori,Siyori,garki,Garki,jigawa,Jigawa,North West
jigawa-gumel-baikarya,Baikarya,gumel,Gumel,jigawa,Jigawa,North West
jigawa-gumel-danama,Danama,gumel,Gumel,jigawa,Jigawa,North West
jigawa-gumel-dantanoma,Dantanoma,gumel,Gumel,jigawa,Jigawa,North West
jigawa-gumel-galagamma,Galagamma,gumel,Gumel,jigawa,Jigawa,North West
jigawa-gumel-garin-alhaji-barka,Garin Alhaji Barka,gumel,Gumel,jigawa,Jigawa,North West
jigawa-gumel-garin-gambo,Garin Gambo,gumel,Gumel,jigawa,Jigawa,North West
jigawa-gumel-gusau,Gusau,gumel,Gumel,jigawa,Jigawa,North West
jigawa-gumel-hammado,Hammado,gumel,Gumel,jigawa,Jigawa,North West
jigawa-gumel-kofar-arewa,Kofar Arewa,gumel,Gumel,jigawa,Jigawa,North West
jigawa-gumel-kofar-yamma,Kofar Yamma,gumel,Gumel,jigawa,Jigawa,North West
jigawa-gumel-zango,Zango,gumel,Gumel,jigawa,Jigawa,North West
jigawa-guri-abunabo,Abunabo,guri,Guri,jigawa,Jigawa,North West
jigawa-guri-adiyani,Adiyani,guri,Guri,jigawa,Jigawa,North West
jigawa-guri-dawa,Dawa,guri,Guri,jigawa,Jigawa,North West
jigawa-guri-garbagal,Garbagal,guri,Guri,jigawa,Jigawa,North West
jigawa-guri-guri,Guri,guri,Guri,jigawa,Jigawa,North West
jigawa-guri-kadira,Kadira,guri,Guri,jigawa,Jigawa,North West
jigawa-guri-lafiya,Lafiya,guri,Guri,jigawa,Jigawa,North West
jigawa-guri-margadu,Margadu,guri,Guri,jigawa,Jigawa,North West
jigawa-guri-matara-baba,Matara Baba,guri,Guri,jigawa,Jigawa,North West
jigawa-guri-musari,Musari,guri,Guri,jigawa,Jigawa,North West
